# O-N2 inelastic DCS at energy index 7
# DCS_inelastic = DCS_total - DCS_elastic (clamped >= 0)
# Generated by compute_inelastic_tables_ON2.py
angle_degrees,cross_section_cm2
0.100000,8.4083342481e-11
0.200000,2.3376293021e-11
0.300000,2.6759446301e-11
0.400000,5.5476273450e-12
0.500000,8.9886880650e-12
0.600000,5.5889462232e-12
0.700000,3.3621809146e-12
0.800000,3.2519667416e-12
0.900000,2.3025951847e-12
1.000000,1.9618877023e-12
1.100000,1.6833718250e-12
1.200000,1.6347731057e-12
1.300000,1.3628462827e-12
1.400000,9.2439579629e-13
1.500000,7.7658795826e-13
1.600000,7.5475295579e-13
1.700000,5.7960125141e-13
1.800000,3.5883108593e-13
1.900000,2.4986194678e-13
2.000000,2.1799265176e-13
2.100000,1.9021487391e-13
2.200000,1.3127342454e-13
2.300000,9.0652344367e-14
2.400000,7.3011542977e-14
2.500000,6.6788829912e-14
2.600000,5.8785748928e-14
2.700000,4.3598962542e-14
2.800000,3.2605904914e-14
2.900000,3.4366990304e-14
3.000000,4.0343591685e-14
3.100000,3.6328604599e-14
3.200000,2.4905234376e-14
3.300000,2.0463432750e-14
3.400000,2.8574867693e-14
3.500000,3.5744049473e-14
3.600000,3.1445042102e-14
3.700000,2.1284069028e-14
3.800000,1.4126117144e-14
3.900000,1.4667573932e-14
4.000000,2.0483819758e-14
4.100000,2.6716730633e-14
4.200000,2.6869874840e-14
4.300000,2.0982902099e-14
4.400000,1.4349925525e-14
4.500000,1.1929152475e-14
4.600000,1.3694196964e-14
4.700000,1.5352808300e-14
4.800000,1.5239339938e-14
4.900000,1.4737743668e-14
5.000000,1.4658938290e-14
5.100000,1.4005381730e-14
5.200000,1.1644490328e-14
5.300000,9.0839921736e-15
5.400000,8.5182375133e-15
5.500000,1.0393489389e-14
5.600000,1.3496858028e-14
5.700000,1.4630780156e-14
5.800000,1.3013044258e-14
5.900000,9.9791829076e-15
6.000000,8.1543691046e-15
6.100000,8.3492526220e-15
6.200000,1.0006281905e-14
6.300000,1.0964243163e-14
6.400000,1.1057840852e-14
6.500000,1.0465895056e-14
6.600000,9.1831087423e-15
6.700000,7.8010875324e-15
6.800000,6.2837573119e-15
6.900000,5.6510656649e-15
7.000000,6.2145916358e-15
7.100000,7.4646180601e-15
7.200000,7.8900274071e-15
7.300000,7.0563044735e-15
7.400000,4.8350724972e-15
7.500000,3.0905045274e-15
7.600000,2.8232463888e-15
7.700000,4.0608440873e-15
7.800000,5.5854365741e-15
7.900000,5.9425588960e-15
8.000000,4.8600987724e-15
8.100000,3.3090701874e-15
8.200000,2.3934517939e-15
8.300000,2.6676086808e-15
8.400000,3.5391287317e-15
8.500000,4.1573518465e-15
8.600000,4.0770764416e-15
8.700000,3.4057064536e-15
8.800000,2.7614207083e-15
8.900000,2.4108131009e-15
9.000000,2.3670571551e-15
9.100000,2.4307953496e-15
9.200000,2.4142378677e-15
9.300000,2.3009034058e-15
9.400000,2.2619545546e-15
9.500000,2.1106424734e-15
9.600000,2.0140239753e-15
9.700000,1.7541372052e-15
9.800000,1.5099077950e-15
9.900000,1.3770121253e-15
10.000000,1.4599388700e-15
10.100000,1.6913549374e-15
10.200000,1.9505784485e-15
10.300000,1.9744099520e-15
10.400000,1.7685536673e-15
10.500000,1.4486864440e-15
10.600000,1.2502844798e-15
10.700000,1.3576069117e-15
10.800000,1.6857940084e-15
10.900000,1.9904227521e-15
11.000000,2.0210613668e-15
11.100000,1.7385466145e-15
11.200000,1.3448243354e-15
11.300000,1.1169416726e-15
11.400000,1.2058743193e-15
11.500000,1.4420311251e-15
11.600000,1.6131325784e-15
11.700000,1.5045723986e-15
11.800000,1.2028884336e-15
11.900000,9.1975193153e-16
12.000000,8.3648292386e-16
12.100000,9.4134222641e-16
12.200000,1.0751185156e-15
12.300000,1.0620754579e-15
12.400000,9.1514232246e-16
12.500000,7.4573583113e-16
12.600000,7.2029844911e-16
12.700000,8.1405346440e-16
12.800000,9.3528428454e-16
12.900000,9.3248931608e-16
13.000000,8.0542074527e-16
13.100000,6.6372892776e-16
13.200000,6.5949649386e-16
13.300000,7.6943234557e-16
13.400000,9.6057696566e-16
13.500000,9.9938101124e-16
13.600000,9.1047624313e-16
13.700000,7.3991804722e-16
13.800000,6.2599917120e-16
13.900000,6.8365063825e-16
14.000000,8.3347478345e-16
14.100000,9.5954114706e-16
14.200000,9.8359015666e-16
14.300000,8.8095137426e-16
14.400000,7.6050631379e-16
14.500000,7.3885553935e-16
14.600000,7.7587781812e-16
14.700000,8.9909291522e-16
14.800000,9.4831008709e-16
14.900000,9.5317600336e-16
15.000000,9.1396079754e-16
15.100000,8.9496853692e-16
15.200000,9.1108827169e-16
15.300000,9.5666668715e-16
15.400000,9.5770922663e-16
15.500000,9.4289088751e-16
15.600000,8.9413256793e-16
15.700000,8.8287658222e-16
15.800000,9.0160821668e-16
15.900000,9.2959262621e-16
16.000000,9.2116966467e-16
