#1.9eV differential cross sections for H-H elastic collisions from Krstic and Shultz. 1998,
#angle(deg),sigma(cm^2)
0.000440648,5.32E-17
0.00232174,2.80E-16
0.005705932,6.88E-16
0.010593932,1.28E-15
0.016985735,2.05E-15
0.024881265,3.00E-15
0.034280351,4.13E-15
0.045182936,5.45E-15
0.057588561,6.94E-15
0.071497684,8.61E-15
0.086909103,1.05E-14
0.10382339,1.25E-14
0.122239973,1.47E-14
0.14215885,1.70E-14
0.163578878,1.96E-14
0.186500627,2.23E-14
0.210922953,2.51E-14
0.236845856,2.81E-14
0.264268762,3.12E-14
0.293191098,3.45E-14
0.323612865,3.79E-14
0.355532917,4.14E-14
0.388951253,4.49E-14
0.423867301,4.86E-14
0.460279915,5.22E-14
0.498189095,5.60E-14
0.537594267,5.97E-14
0.578492567,6.34E-14
0.620885715,6.70E-14
0.664774282,7.06E-14
0.710158269,7.41E-14
0.757031946,7.74E-14
0.805395313,8.05E-14
0.855248371,8.35E-14
0.906591119,8.62E-14
0.959429287,8.86E-14
1.013751416,9.07E-14
1.069557505,9.25E-14
1.126853284,9.39E-14
1.185633025,9.48E-14
1.245896726,9.54E-14
1.307644387,9.55E-14
1.37087028,9.51E-14
1.435585863,9.43E-14
1.501773947,9.30E-14
1.569445992,9.12E-14
1.638590539,8.89E-14
1.709213317,8.62E-14
1.781314326,8.31E-14
1.854887836,7.95E-14
1.929933848,7.56E-14
2.006452362,7.14E-14
2.084443377,6.70E-14
2.163901164,6.24E-14
2.244825723,5.76E-14
2.327217054,5.28E-14
2.411075157,4.80E-14
2.496400032,4.33E-14
2.583180219,3.87E-14
2.671427179,3.43E-14
2.761129451,3.03E-14
2.852292766,2.65E-14
2.944911394,2.31E-14
3.038979605,2.01E-14
3.134508858,1.75E-14
3.231487694,1.54E-14
3.329916114,1.36E-14
3.429788387,1.23E-14
3.531115973,1.13E-14
3.633881683,1.07E-14
3.738091247,1.04E-14
3.843744664,1.03E-14
3.950836206,1.04E-14
4.059365871,1.07E-14
4.169333661,1.10E-14
4.280733845,1.14E-14
4.393572153,1.18E-14
4.507831397,1.21E-14
4.623528764,1.24E-14
4.740647067,1.25E-14
4.859192035,1.26E-14
4.979157938,1.25E-14
5.100544777,1.23E-14
5.223352551,1.20E-14
5.34757553,1.16E-14
5.473213715,1.12E-14
5.600267107,1.07E-14
5.728724244,1.02E-14
5.858608047,9.65E-15
5.989872678,9.17E-15
6.122569703,8.73E-15
6.256641827,8.35E-15
6.39208905,8.03E-15
6.528968667,7.76E-15
6.667280679,7.55E-15
6.806910493,7.39E-15
6.947972703,7.26E-15
7.090410011,7.16E-15
7.234279713,7.07E-15
7.379467218,6.98E-15
7.526087118,6.89E-15
7.674024821,6.78E-15
7.823394918,6.65E-15
7.974082818,6.49E-15
8.126203113,6.31E-15
8.27964121,6.12E-15
8.434454406,5.91E-15
8.590642701,5.70E-15
8.748206095,5.51E-15
8.907144587,5.33E-15
9.067400883,5.18E-15
9.228974981,5.07E-15
9.391981474,5.00E-15
9.556248473,4.97E-15
9.721947868,4.99E-15
9.888907769,5.04E-15
10.05724277,5.12E-15
10.22695287,5.23E-15
10.39792347,5.36E-15
10.57026918,5.50E-15
10.74393269,5.64E-15
10.918914,5.77E-15
11.09521311,5.89E-15
11.27283003,5.98E-15
11.45176475,6.04E-15
11.63207457,6.07E-15
11.81358759,6.06E-15
11.99647572,6.02E-15
12.18068165,5.94E-15
12.36614809,5.82E-15
12.55293233,5.68E-15
12.74097708,5.52E-15
12.93033963,5.33E-15
13.12096269,5.12E-15
13.31290355,4.90E-15
13.50610492,4.67E-15
13.70062409,4.43E-15
13.89640377,4.21E-15
14.09338666,3.99E-15
14.29174465,3.79E-15
14.49130585,3.61E-15
14.69212756,3.46E-15
14.89420977,3.33E-15
15.09755249,3.23E-15
15.30215572,3.15E-15
15.50801946,3.10E-15
15.7150864,3.06E-15
15.92341386,3.04E-15
16.13300182,3.03E-15
16.34379299,3.02E-15
16.55584467,2.99E-15
16.76909956,2.96E-15
16.98361496,2.90E-15
17.19927628,2.83E-15
17.4161981,2.74E-15
17.63438043,2.64E-15
17.85370867,2.55E-15
18.07424013,2.46E-15
18.29603209,2.40E-15
18.51896997,2.36E-15
18.74311106,2.36E-15
18.96845536,2.41E-15
19.19500287,2.50E-15
19.4226963,2.64E-15
19.65159294,2.81E-15
19.88163549,3.01E-15
20.11288126,3.21E-15
20.34527294,3.41E-15
20.57881054,3.59E-15
20.81355134,3.74E-15
21.04943807,3.83E-15
21.28647071,3.88E-15
21.52464926,3.87E-15
21.76397374,3.80E-15
22.00444412,3.69E-15
22.24606042,3.54E-15
22.48882264,3.36E-15
22.73267348,3.18E-15
22.97767023,2.99E-15
23.22375561,2.80E-15
23.47098689,2.63E-15
23.7193068,2.47E-15
23.96877263,2.32E-15
24.21932707,2.19E-15
24.47097013,2.08E-15
24.72370182,1.98E-15
24.97752212,1.90E-15
25.23248834,1.83E-15
25.48848588,1.78E-15
25.74551475,1.75E-15
26.00368953,1.74E-15
26.26289564,1.75E-15
26.52319036,1.77E-15
26.78457371,1.80E-15
27.04698838,1.84E-15
27.31043438,1.87E-15
27.57491169,1.90E-15
27.84047763,1.91E-15
28.10707489,1.91E-15
28.37470348,1.91E-15
28.64336339,1.90E-15
28.91299733,1.89E-15
29.18371989,1.90E-15
29.45541647,1.93E-15
29.72814438,2.00E-15
30.00190362,2.10E-15
30.27663688,2.22E-15
30.55234417,2.36E-15
30.82908279,2.49E-15
31.10679543,2.59E-15
31.3854821,2.64E-15
31.6652001,2.64E-15
31.94583483,2.57E-15
32.22744358,2.43E-15
32.51002637,2.25E-15
32.79358318,2.04E-15
33.07811402,1.83E-15
33.36356159,1.64E-15
33.6499832,1.49E-15
33.93732153,1.40E-15
34.2255766,1.37E-15
34.51480569,1.40E-15
34.80495152,1.46E-15
35.09601408,1.55E-15
35.38799337,1.64E-15
35.6808894,1.73E-15
35.97470215,1.79E-15
36.26937435,1.83E-15
36.56502057,1.86E-15
36.86152623,1.88E-15
37.15889132,1.90E-15
37.45717315,1.93E-15
37.75631442,1.97E-15
38.05631512,2.02E-15
38.35723255,2.06E-15
38.65895213,2.08E-15
38.96158844,2.08E-15
39.26502688,2.04E-15
39.56932477,1.97E-15
39.87448209,1.86E-15
40.18049885,1.74E-15
40.48731775,1.63E-15
40.79493879,1.54E-15
41.10341926,1.48E-15
41.41270188,1.45E-15
41.72278664,1.44E-15
42.03373084,1.44E-15
42.34541988,1.43E-15
42.65791106,1.39E-15
42.97120438,1.32E-15
43.28529984,1.22E-15
43.60014015,1.10E-15
43.9157826,9.99E-16
44.23222719,9.35E-16
44.54935933,9.37E-16
44.86729361,1.02E-15
45.18603003,1.19E-15
45.505454,1.42E-15
45.82562282,1.68E-15
46.14653648,1.95E-15
46.46819499,2.17E-15
46.79054104,2.31E-15
47.11368924,2.38E-15
47.43746769,2.36E-15
47.76199099,2.29E-15
48.08725913,2.19E-15
48.41315752,2.10E-15
48.73980076,2.04E-15
49.06713155,2.02E-15
49.39514988,2.04E-15
49.72379848,2.06E-15
50.05313462,2.07E-15
50.38315831,2.03E-15
50.71386955,1.92E-15
51.04521104,1.74E-15
51.37718279,1.51E-15
51.70984208,1.28E-15
52.04313163,1.06E-15
52.37705143,9.14E-16
52.71154419,8.53E-16
53.0467245,8.86E-16
53.38253507,1.00E-15
53.71891859,1.16E-15
54.05587507,1.34E-15
54.3935191,1.50E-15
54.73167879,1.62E-15
55.07046873,1.69E-15
55.40983163,1.72E-15
55.74976749,1.73E-15
56.09033361,1.74E-15
56.43141538,1.76E-15
56.77301282,1.80E-15
57.11524051,1.84E-15
57.45792657,1.88E-15
57.80112829,1.88E-15
58.14490297,1.84E-15
58.4892506,1.75E-15
58.83417119,1.65E-15
59.17966474,1.54E-15
59.52573125,1.47E-15
59.87237072,1.46E-15
60.21901018,1.52E-15
60.56679557,1.63E-15
60.91458095,1.77E-15
61.26293929,1.88E-15
61.61187058,1.93E-15
61.96137484,1.88E-15
62.31087909,1.74E-15
62.66152926,1.53E-15
63.01217944,1.30E-15
63.36340256,1.11E-15
63.71462569,1.01E-15
64.06699474,1.04E-15
64.41936378,1.20E-15
64.77230578,1.47E-15
65.12582074,1.78E-15
65.47990866,2.08E-15
65.83399658,2.29E-15
66.18865745,2.39E-15
66.54331833,2.35E-15
66.89912512,2.20E-15
67.25435895,1.98E-15
67.6107387,1.76E-15
67.96711845,1.58E-15
68.32407115,1.47E-15
68.68159682,1.46E-15
69.03912248,1.52E-15
69.3972211,1.61E-15
69.75531973,1.70E-15
70.11399131,1.73E-15
70.47323584,1.71E-15
70.83248038,1.61E-15
71.19172492,1.45E-15
71.55211537,1.25E-15
71.91193287,1.06E-15
72.27289628,8.77E-16
72.63385969,7.30E-16
72.9948231,6.22E-16
73.35635947,5.50E-16
73.71789584,5.12E-16
74.08000516,5.04E-16
74.44211449,5.25E-16
74.80479677,5.76E-16
75.16747906,6.60E-16
75.53016134,7.73E-16
75.89341659,9.11E-16
76.25724479,1.06E-15
76.62107299,1.20E-15
76.98490118,1.32E-15
77.34872938,1.40E-15
77.71313054,1.44E-15
78.07810466,1.43E-15
