#7.9eV differential cross sections for H-H elastic collisions from Krstic and Shultz. 1998
#angle(deg),sigma(cm^2)
8.91E+00,3.90E-13
9.07E+00,3.89E-13
9.23E+00,3.85E-13
9.39E+00,3.82E-13
9.56E+00,3.81E-13
9.72E+00,3.82E-13
9.89E+00,3.86E-13
1.01E+01,3.94E-13
1.02E+01,4.04E-13
1.04E+01,4.16E-13
1.06E+01,4.29E-13
1.07E+01,4.41E-13
1.09E+01,4.49E-13
1.11E+01,4.52E-13
1.13E+01,4.47E-13
1.15E+01,4.35E-13
1.16E+01,4.20E-13
1.18E+01,4.02E-13
1.20E+01,3.86E-13
1.22E+01,3.71E-13
1.24E+01,3.61E-13
1.26E+01,3.56E-13
1.27E+01,3.57E-13
1.29E+01,3.65E-13
1.31E+01,3.80E-13
1.33E+01,4.03E-13
1.35E+01,4.35E-13
1.37E+01,4.78E-13
1.39E+01,5.30E-13
1.41E+01,5.90E-13
1.43E+01,6.50E-13
1.45E+01,7.03E-13
1.47E+01,7.42E-13
1.49E+01,7.62E-13
1.51E+01,7.64E-13
1.53E+01,7.55E-13
1.55E+01,7.41E-13
1.57E+01,7.31E-13
1.59E+01,7.28E-13
1.61E+01,7.34E-13
1.63E+01,7.48E-13
1.66E+01,7.67E-13
1.68E+01,7.89E-13
1.70E+01,8.05E-13
1.72E+01,8.07E-13
1.74E+01,7.89E-13
1.76E+01,7.51E-13
1.79E+01,6.99E-13
1.81E+01,6.42E-13
1.83E+01,5.88E-13
1.85E+01,5.43E-13
1.87E+01,5.09E-13
1.90E+01,4.87E-13
1.92E+01,4.77E-13
1.94E+01,4.80E-13
1.97E+01,4.95E-13
1.99E+01,5.25E-13
2.01E+01,5.69E-13
2.03E+01,6.29E-13
2.06E+01,7.03E-13
2.08E+01,7.86E-13
2.10E+01,8.70E-13
2.13E+01,9.43E-13
2.15E+01,9.94E-13
2.18E+01,1.02E-12
2.20E+01,1.02E-12
2.22E+01,1.02E-12
2.25E+01,1.02E-12
2.27E+01,1.04E-12
2.30E+01,1.07E-12
2.32E+01,1.12E-12
2.35E+01,1.20E-12
2.37E+01,1.28E-12
2.40E+01,1.34E-12
2.42E+01,1.38E-12
2.45E+01,1.36E-12
2.47E+01,1.29E-12
2.50E+01,1.19E-12
2.52E+01,1.09E-12
2.55E+01,9.95E-13
2.57E+01,9.23E-13
2.60E+01,8.75E-13
2.63E+01,8.53E-13
2.65E+01,8.55E-13
2.68E+01,8.76E-13
2.70E+01,9.12E-13
2.73E+01,9.52E-13
2.76E+01,9.84E-13
2.78E+01,9.89E-13
2.81E+01,9.59E-13
2.84E+01,8.95E-13
2.86E+01,8.14E-13
2.89E+01,7.30E-13
2.92E+01,6.58E-13
2.95E+01,6.01E-13
2.97E+01,5.61E-13
3.00E+01,5.39E-13
3.03E+01,5.32E-13
3.06E+01,5.41E-13
3.08E+01,5.65E-13
3.11E+01,6.03E-13
3.14E+01,6.56E-13
3.17E+01,7.18E-13
3.19E+01,7.82E-13
3.22E+01,8.38E-13
3.25E+01,8.73E-13
3.28E+01,8.82E-13
3.31E+01,8.69E-13
3.34E+01,8.44E-13
3.36E+01,8.18E-13
3.39E+01,8.02E-13
3.42E+01,8.01E-13
3.45E+01,8.20E-13
3.48E+01,8.63E-13
3.51E+01,9.34E-13
3.54E+01,1.04E-12
3.57E+01,1.18E-12
3.60E+01,1.35E-12
3.63E+01,1.54E-12
3.66E+01,1.72E-12
3.69E+01,1.84E-12
3.72E+01,1.88E-12
3.75E+01,1.84E-12
3.78E+01,1.76E-12
3.81E+01,1.67E-12
3.84E+01,1.59E-12
3.87E+01,1.55E-12
3.90E+01,1.54E-12
3.93E+01,1.58E-12
3.96E+01,1.65E-12
3.99E+01,1.77E-12
4.02E+01,1.92E-12
4.05E+01,2.11E-12
4.08E+01,2.31E-12
4.11E+01,2.51E-12
4.14E+01,2.68E-12
4.17E+01,2.81E-12
4.20E+01,2.90E-12
4.23E+01,2.94E-12
4.27E+01,2.99E-12
4.30E+01,3.04E-12
4.33E+01,3.11E-12
4.36E+01,3.22E-12
4.39E+01,3.37E-12
4.42E+01,3.54E-12
4.45E+01,3.72E-12
4.49E+01,3.87E-12
4.52E+01,3.97E-12
4.55E+01,3.99E-12
4.58E+01,3.93E-12
4.61E+01,3.80E-12
4.65E+01,3.63E-12
4.68E+01,3.46E-12
4.71E+01,3.30E-12
4.74E+01,3.18E-12
4.78E+01,3.10E-12
4.81E+01,3.06E-12
4.84E+01,3.06E-12
4.87E+01,3.11E-12
4.91E+01,3.19E-12
4.94E+01,3.31E-12
4.97E+01,3.49E-12
5.01E+01,3.70E-12
5.04E+01,3.94E-12
5.07E+01,4.23E-12
5.10E+01,4.56E-12
5.14E+01,4.92E-12
5.17E+01,5.30E-12
5.20E+01,5.69E-12
5.24E+01,6.08E-12
5.27E+01,6.44E-12
5.30E+01,6.73E-12
5.34E+01,6.90E-12
5.37E+01,6.96E-12
5.41E+01,6.90E-12
5.44E+01,6.72E-12
5.47E+01,6.44E-12
5.51E+01,6.12E-12
5.54E+01,5.80E-12
5.57E+01,5.47E-12
5.61E+01,5.17E-12
5.64E+01,4.93E-12
5.68E+01,4.73E-12
5.71E+01,4.57E-12
5.75E+01,4.46E-12
5.78E+01,4.41E-12
5.81E+01,4.40E-12
5.85E+01,4.44E-12
5.88E+01,4.53E-12
5.92E+01,4.68E-12
5.95E+01,4.88E-12
5.99E+01,5.15E-12
6.02E+01,5.48E-12
6.06E+01,5.87E-12
6.09E+01,6.35E-12
6.13E+01,6.89E-12
6.16E+01,7.47E-12
6.20E+01,8.08E-12
6.23E+01,8.68E-12
6.27E+01,9.18E-12
6.30E+01,9.53E-12
6.34E+01,9.70E-12
6.37E+01,9.64E-12
6.41E+01,9.35E-12
6.44E+01,8.93E-12
6.48E+01,8.42E-12
6.51E+01,7.86E-12
6.55E+01,7.33E-12
6.58E+01,6.84E-12
6.62E+01,6.41E-12
6.65E+01,6.06E-12
6.69E+01,5.78E-12
6.73E+01,5.56E-12
6.76E+01,5.41E-12
6.80E+01,5.34E-12
6.83E+01,5.32E-12
6.87E+01,5.37E-12
6.90E+01,5.50E-12
6.94E+01,5.70E-12
6.98E+01,5.98E-12
7.01E+01,6.36E-12
7.05E+01,6.85E-12
7.08E+01,7.45E-12
7.12E+01,8.18E-12
7.16E+01,9.07E-12
7.19E+01,1.01E-11
7.23E+01,1.12E-11
7.26E+01,1.23E-11
7.30E+01,1.33E-11
7.34E+01,1.41E-11
7.37E+01,1.44E-11
7.41E+01,1.42E-11
7.44E+01,1.36E-11
7.48E+01,1.26E-11
7.52E+01,1.15E-11
7.55E+01,1.04E-11
7.59E+01,9.42E-12
7.63E+01,8.55E-12
7.66E+01,7.79E-12
7.70E+01,7.17E-12
7.73E+01,6.69E-12
7.77E+01,6.31E-12
7.81E+01,6.02E-12
7.84E+01,5.84E-12
7.88E+01,5.73E-12
7.92E+01,5.70E-12
7.95E+01,5.75E-12
7.99E+01,5.89E-12
8.03E+01,6.10E-12
8.06E+01,6.40E-12
8.10E+01,6.81E-12
8.14E+01,7.34E-12
8.17E+01,7.99E-12
8.21E+01,8.79E-12
8.25E+01,9.76E-12
8.28E+01,1.08E-11
8.32E+01,1.20E-11
8.36E+01,1.32E-11
8.39E+01,1.43E-11
8.43E+01,1.50E-11
8.47E+01,1.53E-11
8.50E+01,1.50E-11
8.54E+01,1.43E-11
8.58E+01,1.33E-11
8.61E+01,1.22E-11
8.65E+01,1.10E-11
8.69E+01,9.98E-12
8.72E+01,9.06E-12
8.76E+01,8.29E-12
8.80E+01,7.68E-12
8.83E+01,7.18E-12
8.87E+01,6.79E-12
8.91E+01,6.53E-12
8.94E+01,6.35E-12
8.98E+01,6.26E-12
9.02E+01,6.26E-12
9.06E+01,6.35E-12
9.09E+01,6.53E-12
9.13E+01,6.79E-12
9.17E+01,7.18E-12
9.20E+01,7.68E-12
9.24E+01,8.29E-12
9.28E+01,9.06E-12
9.31E+01,9.98E-12
9.35E+01,1.10E-11
9.39E+01,1.22E-11
9.42E+01,1.33E-11
9.46E+01,1.43E-11
9.50E+01,1.50E-11
9.53E+01,1.53E-11
9.57E+01,1.50E-11
9.61E+01,1.43E-11
9.64E+01,1.32E-11
9.68E+01,1.20E-11
9.72E+01,1.08E-11
9.75E+01,9.76E-12
9.79E+01,8.79E-12
9.83E+01,7.99E-12
9.86E+01,7.34E-12
9.90E+01,6.81E-12
9.94E+01,6.40E-12
9.97E+01,6.10E-12
1.00E+02,5.89E-12
1.00E+02,5.75E-12
1.01E+02,5.70E-12
1.01E+02,5.73E-12
1.02E+02,5.84E-12
1.02E+02,6.02E-12
1.02E+02,6.31E-12
1.03E+02,6.69E-12
1.03E+02,7.17E-12
1.03E+02,7.79E-12
1.04E+02,8.55E-12
1.04E+02,9.42E-12
1.04E+02,1.04E-11
1.05E+02,1.15E-11
1.05E+02,1.26E-11
1.06E+02,1.36E-11
1.06E+02,1.42E-11
1.06E+02,1.44E-11
1.07E+02,1.41E-11
1.07E+02,1.33E-11
1.07E+02,1.23E-11
1.08E+02,1.12E-11
1.08E+02,1.01E-11
1.08E+02,9.07E-12
1.09E+02,8.18E-12
1.09E+02,7.45E-12
1.10E+02,6.85E-12
1.10E+02,6.36E-12
1.10E+02,5.98E-12
1.11E+02,5.70E-12
1.11E+02,5.50E-12
1.11E+02,5.37E-12
1.12E+02,5.32E-12
1.12E+02,5.34E-12
1.12E+02,5.41E-12
1.13E+02,5.56E-12
1.13E+02,5.78E-12
1.13E+02,6.06E-12
1.14E+02,6.41E-12
1.14E+02,6.84E-12
1.15E+02,7.33E-12
1.15E+02,7.86E-12
1.15E+02,8.42E-12
1.16E+02,8.93E-12
1.16E+02,9.35E-12
1.16E+02,9.64E-12
1.17E+02,9.70E-12
1.17E+02,9.53E-12
1.17E+02,9.18E-12
1.18E+02,8.68E-12
1.18E+02,8.08E-12
1.18E+02,7.47E-12
1.19E+02,6.89E-12
1.19E+02,6.35E-12
1.19E+02,5.87E-12
1.20E+02,5.48E-12
1.20E+02,5.15E-12
1.20E+02,4.88E-12
1.21E+02,4.68E-12
1.21E+02,4.53E-12
1.22E+02,4.44E-12
1.22E+02,4.40E-12
1.22E+02,4.41E-12
1.23E+02,4.46E-12
1.23E+02,4.57E-12
1.23E+02,4.73E-12
1.24E+02,4.93E-12
1.24E+02,5.17E-12
1.24E+02,5.47E-12
1.25E+02,5.80E-12
1.25E+02,6.12E-12
1.25E+02,6.44E-12
1.26E+02,6.72E-12
1.26E+02,6.90E-12
1.26E+02,6.96E-12
1.27E+02,6.90E-12
1.27E+02,6.73E-12
1.27E+02,6.44E-12
1.28E+02,6.08E-12
1.28E+02,5.69E-12
1.28E+02,5.30E-12
1.29E+02,4.92E-12
1.29E+02,4.56E-12
1.29E+02,4.23E-12
1.30E+02,3.94E-12
1.30E+02,3.70E-12
1.30E+02,3.49E-12
1.31E+02,3.31E-12
1.31E+02,3.19E-12
1.31E+02,3.11E-12
1.32E+02,3.06E-12
1.32E+02,3.06E-12
1.32E+02,3.10E-12
1.33E+02,3.18E-12
1.33E+02,3.30E-12
1.33E+02,3.46E-12
1.34E+02,3.63E-12
1.34E+02,3.80E-12
1.34E+02,3.93E-12
1.34E+02,3.99E-12
1.35E+02,3.97E-12
1.35E+02,3.87E-12
1.35E+02,3.72E-12
1.36E+02,3.54E-12
1.36E+02,3.37E-12
1.36E+02,3.22E-12
1.37E+02,3.11E-12
1.37E+02,3.04E-12
1.37E+02,2.99E-12
1.38E+02,2.94E-12
1.38E+02,2.90E-12
1.38E+02,2.81E-12
1.39E+02,2.68E-12
1.39E+02,2.51E-12
1.39E+02,2.31E-12
1.40E+02,2.11E-12
1.40E+02,1.92E-12
1.40E+02,1.77E-12
1.40E+02,1.65E-12
1.41E+02,1.58E-12
1.41E+02,1.54E-12
1.41E+02,1.55E-12
1.42E+02,1.59E-12
1.42E+02,1.67E-12
1.42E+02,1.76E-12
1.43E+02,1.84E-12
1.43E+02,1.88E-12
1.43E+02,1.84E-12
1.43E+02,1.72E-12
1.44E+02,1.54E-12
1.44E+02,1.35E-12
1.44E+02,1.18E-12
1.45E+02,1.04E-12
1.45E+02,9.34E-13
1.45E+02,8.63E-13
1.45E+02,8.20E-13
1.46E+02,8.01E-13
1.46E+02,8.02E-13
1.46E+02,8.18E-13
1.47E+02,8.44E-13
1.47E+02,8.69E-13
1.47E+02,8.82E-13
1.47E+02,8.73E-13
1.48E+02,8.38E-13
1.48E+02,7.82E-13
1.48E+02,7.18E-13
1.49E+02,6.56E-13
1.49E+02,6.03E-13
1.49E+02,5.65E-13
1.49E+02,5.41E-13
1.50E+02,5.32E-13
1.50E+02,5.39E-13
1.50E+02,5.61E-13
1.51E+02,6.01E-13
1.51E+02,6.58E-13
1.51E+02,7.30E-13
1.51E+02,8.14E-13
1.52E+02,8.95E-13
1.52E+02,9.59E-13
1.52E+02,9.89E-13
1.52E+02,9.84E-13
1.53E+02,9.52E-13
1.53E+02,9.12E-13
1.53E+02,8.76E-13
1.53E+02,8.55E-13
1.54E+02,8.53E-13
1.54E+02,8.75E-13
1.54E+02,9.23E-13
1.55E+02,9.95E-13
1.55E+02,1.09E-12
1.55E+02,1.19E-12
1.55E+02,1.29E-12
1.56E+02,1.36E-12
1.56E+02,1.38E-12
1.56E+02,1.34E-12
1.56E+02,1.28E-12
1.57E+02,1.20E-12
1.57E+02,1.12E-12
1.57E+02,1.07E-12
1.57E+02,1.04E-12
1.58E+02,1.02E-12
1.58E+02,1.02E-12
1.58E+02,1.02E-12
1.58E+02,1.02E-12
1.58E+02,9.94E-13
1.59E+02,9.43E-13
1.59E+02,8.70E-13
1.59E+02,7.86E-13
1.59E+02,7.03E-13
1.60E+02,6.29E-13
1.60E+02,5.69E-13
1.60E+02,5.25E-13
1.60E+02,4.95E-13
1.61E+02,4.80E-13
1.61E+02,4.77E-13
1.61E+02,4.87E-13
1.61E+02,5.09E-13
1.61E+02,5.43E-13
1.62E+02,5.88E-13
1.62E+02,6.42E-13
1.62E+02,6.99E-13
1.62E+02,7.51E-13
1.63E+02,7.89E-13
1.63E+02,8.07E-13
1.63E+02,8.05E-13
1.63E+02,7.89E-13
1.63E+02,7.67E-13
1.64E+02,7.48E-13
1.64E+02,7.34E-13
1.64E+02,7.28E-13
1.64E+02,7.31E-13
1.64E+02,7.41E-13
1.65E+02,7.55E-13
1.65E+02,7.64E-13
1.65E+02,7.62E-13
1.65E+02,7.42E-13
1.66E+02,7.03E-13
1.66E+02,6.50E-13
1.66E+02,5.90E-13
1.66E+02,5.30E-13
1.66E+02,4.78E-13
1.66E+02,4.35E-13
1.67E+02,4.03E-13
1.67E+02,3.80E-13
1.67E+02,3.65E-13
1.67E+02,3.57E-13
1.67E+02,3.56E-13
1.68E+02,3.61E-13
1.68E+02,3.71E-13
1.68E+02,3.86E-13
1.68E+02,4.02E-13
1.68E+02,4.20E-13
1.69E+02,4.35E-13
1.69E+02,4.47E-13
1.69E+02,4.52E-13
1.69E+02,4.49E-13
1.69E+02,4.41E-13
1.69E+02,4.29E-13
1.70E+02,4.16E-13
1.70E+02,4.04E-13
1.70E+02,3.94E-13
1.70E+02,3.86E-13
1.70E+02,3.82E-13
1.70E+02,3.81E-13
1.71E+02,3.82E-13
1.71E+02,3.85E-13
1.71E+02,3.89E-13
1.71E+02,3.90E-13
1.71E+02,3.89E-13
1.71E+02,3.83E-13
1.72E+02,3.72E-13
1.72E+02,3.56E-13
1.72E+02,3.37E-13
1.72E+02,3.15E-13
1.72E+02,2.94E-13
1.72E+02,2.74E-13
1.72E+02,2.56E-13
1.73E+02,2.41E-13
1.73E+02,2.29E-13
1.73E+02,2.20E-13
1.73E+02,2.13E-13
1.73E+02,2.08E-13
1.73E+02,2.06E-13
1.73E+02,2.06E-13
1.74E+02,2.07E-13
1.74E+02,2.10E-13
1.74E+02,2.13E-13
1.74E+02,2.15E-13
1.74E+02,2.17E-13
1.74E+02,2.18E-13
1.74E+02,2.17E-13
1.75E+02,2.15E-13
1.75E+02,2.11E-13
1.75E+02,2.05E-13
1.75E+02,1.97E-13
1.75E+02,1.90E-13
1.75E+02,1.82E-13
1.75E+02,1.75E-13
1.75E+02,1.69E-13
1.75E+02,1.64E-13
1.76E+02,1.60E-13
1.76E+02,1.57E-13
1.76E+02,1.56E-13
1.76E+02,1.55E-13
1.76E+02,1.54E-13
1.76E+02,1.53E-13
1.76E+02,1.51E-13
1.76E+02,1.48E-13
1.76E+02,1.44E-13
1.77E+02,1.38E-13
1.77E+02,1.30E-13
1.77E+02,1.23E-13
1.77E+02,1.15E-13
1.77E+02,1.07E-13
1.77E+02,1.01E-13
1.77E+02,9.62E-14
1.77E+02,9.25E-14
1.77E+02,9.02E-14
1.77E+02,8.93E-14
1.78E+02,8.96E-14
1.78E+02,9.09E-14
1.78E+02,9.30E-14
1.78E+02,9.53E-14
1.78E+02,9.70E-14
1.78E+02,9.70E-14
1.78E+02,9.45E-14
1.78E+02,8.90E-14
1.78E+02,8.08E-14
1.78E+02,7.11E-14
1.78E+02,6.11E-14
1.78E+02,5.18E-14
1.78E+02,4.38E-14
1.78E+02,3.71E-14
1.79E+02,3.16E-14
1.79E+02,2.73E-14
1.79E+02,2.38E-14
1.79E+02,2.11E-14
1.79E+02,1.89E-14
1.79E+02,1.72E-14
1.79E+02,1.58E-14
1.79E+02,1.48E-14
1.79E+02,1.39E-14
1.79E+02,1.33E-14
1.79E+02,1.28E-14
1.79E+02,1.25E-14
1.79E+02,1.23E-14
1.79E+02,1.22E-14
1.79E+02,1.22E-14
1.79E+02,1.24E-14
1.79E+02,1.26E-14
1.79E+02,1.29E-14
1.80E+02,1.34E-14
1.80E+02,1.40E-14
1.80E+02,1.47E-14
1.80E+02,1.56E-14
1.80E+02,1.66E-14
1.80E+02,1.79E-14
1.80E+02,1.94E-14
1.80E+02,2.12E-14
1.80E+02,2.33E-14
1.80E+02,2.58E-14
1.80E+02,2.90E-14
1.80E+02,3.28E-14
1.80E+02,3.74E-14
1.80E+02,4.33E-14
1.80E+02,5.08E-14
1.80E+02,6.05E-14
1.80E+02,7.34E-14
1.80E+02,9.09E-14
1.80E+02,1.16E-13
1.80E+02,1.52E-13
1.80E+02,2.10E-13
1.80E+02,3.07E-13
1.80E+02,4.93E-13
1.80E+02,9.15E-13
1.80E+02,2.25E-12
1.80E+02,1.18E-11

