#5.0eV differential cross sections for H-H elastic collisions from Krstic and Shultz. 1998,
#angle(deg),sigma(cm^2)
0.000440648,1.10E-16
0.00232174,5.80E-16
0.005705932,1.43E-15
0.010593932,2.65E-15
0.016985735,4.25E-15
0.024881265,6.22E-15
0.034280351,8.56E-15
0.045182936,1.13E-14
0.057588561,1.44E-14
0.071497684,1.78E-14
0.086909103,2.16E-14
0.10382339,2.58E-14
0.122239973,3.03E-14
0.14215885,3.51E-14
0.163578878,4.02E-14
0.186500627,4.56E-14
0.210922953,5.12E-14
0.236845856,5.71E-14
0.264268762,6.31E-14
0.293191098,6.93E-14
0.323612865,7.55E-14
0.355532917,8.18E-14
0.388951253,8.80E-14
0.423867301,9.42E-14
0.460279915,1.00E-13
0.498189095,1.06E-13
0.537594267,1.11E-13
0.578492567,1.16E-13
0.620885715,1.20E-13
0.664774282,1.24E-13
0.710158269,1.27E-13
0.757031946,1.29E-13
0.805395313,1.31E-13
0.855248371,1.31E-13
0.906591119,1.31E-13
0.959429287,1.30E-13
1.013751416,1.27E-13
1.069557505,1.24E-13
1.126853284,1.19E-13
1.185633025,1.14E-13
1.245896726,1.08E-13
1.307644387,1.01E-13
1.37087028,9.42E-14
1.435585863,8.65E-14
1.501773947,7.85E-14
1.569445992,7.05E-14
1.638590539,6.26E-14
1.709213317,5.49E-14
1.781314326,4.77E-14
1.854887836,4.10E-14
1.929933848,3.50E-14
2.006452362,2.97E-14
2.084443377,2.53E-14
2.163901164,2.17E-14
2.244825723,1.90E-14
2.327217054,1.70E-14
2.411075157,1.57E-14
2.496400032,1.50E-14
2.583180219,1.48E-14
2.671427179,1.50E-14
2.761129451,1.53E-14
2.852292766,1.58E-14
2.944911394,1.63E-14
3.038979605,1.67E-14
3.134508858,1.69E-14
3.231487694,1.69E-14
3.329916114,1.67E-14
3.429788387,1.63E-14
3.531115973,1.57E-14
3.633881683,1.50E-14
3.738091247,1.42E-14
3.843744664,1.34E-14
3.950836206,1.26E-14
4.059365871,1.19E-14
4.169333661,1.13E-14
4.280733845,1.08E-14
4.393572153,1.04E-14
4.507831397,1.02E-14
4.623528764,9.98E-15
4.740647067,9.86E-15
4.859192035,9.77E-15
4.979157938,9.69E-15
5.100544777,9.60E-15
5.223352551,9.48E-15
5.34757553,9.33E-15
5.473213715,9.15E-15
5.600267107,8.93E-15
5.728724244,8.70E-15
5.858608047,8.45E-15
5.989872678,8.21E-15
6.122569703,8.01E-15
6.256641827,7.84E-15
6.39208905,7.73E-15
6.528968667,7.67E-15
6.667280679,7.66E-15
6.806910493,7.70E-15
6.947972703,7.77E-15
7.090410011,7.85E-15
7.234279713,7.94E-15
7.379467218,8.02E-15
7.526087118,8.07E-15
7.674024821,8.08E-15
7.823394918,8.04E-15
7.974082818,7.93E-15
8.126203113,7.74E-15
8.27964121,7.49E-15
8.434454406,7.17E-15
8.590642701,6.80E-15
8.748206095,6.40E-15
8.907144587,5.97E-15
9.067400883,5.55E-15
9.228974981,5.14E-15
9.391981474,4.77E-15
9.556248473,4.45E-15
9.721947868,4.19E-15
9.888907769,4.00E-15
10.05724277,3.89E-15
10.22695287,3.86E-15
10.39792347,3.87E-15
10.57026918,3.93E-15
10.74393269,4.02E-15
10.918914,4.13E-15
11.09521311,4.23E-15
11.27283003,4.32E-15
11.45176475,4.38E-15
11.63207457,4.40E-15
11.81358759,4.37E-15
11.99647572,4.31E-15
12.18068165,4.22E-15
12.36614809,4.12E-15
12.55293233,4.02E-15
12.74097708,3.92E-15
12.93033963,3.85E-15
13.12096269,3.81E-15
13.31290355,3.81E-15
13.50610492,3.85E-15
13.70062409,3.92E-15
13.89640377,4.01E-15
14.09338666,4.11E-15
14.29174465,4.20E-15
14.49130585,4.26E-15
14.69212756,4.29E-15
14.89420977,4.26E-15
15.09755249,4.17E-15
15.30215572,4.03E-15
15.50801946,3.84E-15
15.7150864,3.61E-15
15.92341386,3.36E-15
16.13300182,3.10E-15
16.34379299,2.85E-15
16.55584467,2.63E-15
16.76909956,2.45E-15
16.98361496,2.32E-15
17.19927628,2.26E-15
17.4161981,2.25E-15
17.63438043,2.28E-15
17.85370867,2.34E-15
18.07424013,2.42E-15
18.29603209,2.50E-15
18.51896997,2.56E-15
18.74311106,2.59E-15
18.96845536,2.58E-15
19.19500287,2.54E-15
19.4226963,2.47E-15
19.65159294,2.39E-15
19.88163549,2.31E-15
20.11288126,2.25E-15
20.34527294,2.22E-15
20.57881054,2.23E-15
20.81355134,2.28E-15
21.04943807,2.38E-15
21.28647071,2.51E-15
21.52464926,2.66E-15
21.76397374,2.80E-15
22.00444412,2.92E-15
22.24606042,3.01E-15
22.48882264,3.04E-15
22.73267348,3.01E-15
22.97767023,2.92E-15
23.22375561,2.78E-15
23.47098689,2.61E-15
23.7193068,2.42E-15
23.96877263,2.23E-15
24.21932707,2.05E-15
24.47097013,1.92E-15
24.72370182,1.82E-15
24.97752212,1.77E-15
