#1.2eV differential cross sections for H-H elastic collisions from Krstic and Shultz 1998,
#angle(deg),sigma(cm^2)
0.000440648,3.60E-17
0.00232174,1.90E-16
0.005705932,4.66E-16
0.010593932,8.66E-16
0.016985735,1.39E-15
0.024881265,2.03E-15
0.034280351,2.80E-15
0.045182936,3.69E-15
0.057588561,4.70E-15
0.071497684,5.84E-15
0.086909103,7.09E-15
0.10382339,8.47E-15
0.122239973,9.96E-15
0.14215885,1.16E-14
0.163578878,1.33E-14
0.186500627,1.51E-14
0.210922953,1.71E-14
0.236845856,1.92E-14
0.264268762,2.13E-14
0.293191098,2.36E-14
0.323612865,2.59E-14
0.355532917,2.84E-14
0.388951253,3.09E-14
0.423867301,3.35E-14
0.460279915,3.61E-14
0.498189095,3.89E-14
0.537594267,4.16E-14
0.578492567,4.44E-14
0.620885715,4.72E-14
0.664774282,5.00E-14
0.710158269,5.28E-14
0.757031946,5.55E-14
0.805395313,5.82E-14
0.855248371,6.08E-14
0.906591119,6.34E-14
0.959429287,6.58E-14
1.013751416,6.81E-14
1.069557505,7.03E-14
1.126853284,7.23E-14
1.185633025,7.41E-14
1.245896726,7.57E-14
1.307644387,7.71E-14
1.37087028,7.82E-14
1.435585863,7.90E-14
1.501773947,7.96E-14
1.569445992,7.98E-14
1.638590539,7.98E-14
1.709213317,7.94E-14
1.781314326,7.87E-14
1.854887836,7.77E-14
1.929933848,7.63E-14
2.006452362,7.47E-14
2.084443377,7.27E-14
2.163901164,7.04E-14
2.244825723,6.79E-14
2.327217054,6.51E-14
2.411075157,6.20E-14
2.496400032,5.88E-14
2.583180219,5.54E-14
2.671427179,5.19E-14
2.761129451,4.83E-14
2.852292766,4.47E-14
2.944911394,4.10E-14
3.038979605,3.74E-14
3.134508858,3.39E-14
3.231487694,3.06E-14
3.329916114,2.74E-14
3.429788387,2.44E-14
3.531115973,2.16E-14
3.633881683,1.90E-14
3.738091247,1.68E-14
3.843744664,1.48E-14
3.950836206,1.31E-14
4.059365871,1.17E-14
4.169333661,1.06E-14
4.280733845,9.72E-15
4.393572153,9.12E-15
4.507831397,8.73E-15
4.623528764,8.55E-15
4.740647067,8.53E-15
4.859192035,8.65E-15
4.979157938,8.87E-15
5.100544777,9.16E-15
5.223352551,9.49E-15
5.34757553,9.83E-15
5.473213715,1.02E-14
5.600267107,1.04E-14
5.728724244,1.07E-14
5.858608047,1.08E-14
5.989872678,1.09E-14
6.122569703,1.09E-14
6.256641827,1.08E-14
6.39208905,1.06E-14
6.528968667,1.04E-14
6.667280679,1.01E-14
6.806910493,9.76E-15
6.947972703,9.41E-15
7.090410011,9.04E-15
7.234279713,8.67E-15
7.379467218,8.31E-15
7.526087118,7.98E-15
7.674024821,7.66E-15
7.823394918,7.38E-15
7.974082818,7.12E-15
8.126203113,6.89E-15
8.27964121,6.69E-15
8.434454406,6.51E-15
8.590642701,6.35E-15
8.748206095,6.20E-15
8.907144587,6.06E-15
9.067400883,5.93E-15
9.228974981,5.79E-15
9.391981474,5.65E-15
9.556248473,5.51E-15
9.721947868,5.37E-15
9.888907769,5.22E-15
10.05724277,5.08E-15
10.22695287,4.94E-15
10.39792347,4.81E-15
10.57026918,4.70E-15
10.74393269,4.61E-15
10.918914,4.54E-15
11.09521311,4.49E-15
11.27283003,4.47E-15
11.45176475,4.48E-15
11.63207457,4.50E-15
11.81358759,4.54E-15
11.99647572,4.59E-15
12.18068165,4.66E-15
12.36614809,4.74E-15
12.55293233,4.82E-15
12.74097708,4.90E-15
12.93033963,5.00E-15
13.12096269,5.09E-15
13.31290355,5.19E-15
13.50610492,5.29E-15
13.70062409,5.39E-15
13.89640377,5.49E-15
14.09338666,5.59E-15
14.29174465,5.68E-15
14.49130585,5.78E-15
14.69212756,5.86E-15
14.89420977,5.94E-15
15.09755249,5.99E-15
15.30215572,6.02E-15
15.50801946,6.02E-15
15.7150864,5.97E-15
15.92341386,5.87E-15
16.13300182,5.72E-15
16.34379299,5.52E-15
16.55584467,5.27E-15
16.76909956,4.98E-15
16.98361496,4.66E-15
17.19927628,4.32E-15
17.4161981,3.99E-15
17.63438043,3.66E-15
17.85370867,3.37E-15
18.07424013,3.12E-15
18.29603209,2.93E-15
18.51896997,2.80E-15
18.74311106,2.74E-15
18.96845536,2.75E-15
19.19500287,2.81E-15
19.4226963,2.91E-15
19.65159294,3.03E-15
19.88163549,3.16E-15
20.11288126,3.28E-15
20.34527294,3.36E-15
20.57881054,3.40E-15
20.81355134,3.39E-15
21.04943807,3.32E-15
21.28647071,3.21E-15
21.52464926,3.05E-15
21.76397374,2.88E-15
22.00444412,2.70E-15
22.24606042,2.54E-15
22.48882264,2.42E-15
22.73267348,2.36E-15
22.97767023,2.37E-15
23.22375561,2.45E-15
23.47098689,2.60E-15
23.7193068,2.81E-15
23.96877263,3.06E-15
24.21932707,3.31E-15
24.47097013,3.55E-15
24.72370182,3.76E-15
24.97752212,3.90E-15
25.23248834,3.97E-15
25.48848588,3.95E-15
25.74551475,3.85E-15
26.00368953,3.67E-15
26.26289564,3.43E-15
26.52319036,3.16E-15
26.78457371,2.87E-15
27.04698838,2.60E-15
27.31043438,2.37E-15
27.57491169,2.19E-15
27.84047763,2.07E-15
28.10707489,2.01E-15
28.37470348,2.01E-15
28.64336339,2.05E-15
28.91299733,2.11E-15
29.18371989,2.18E-15
29.45541647,2.24E-15
29.72814438,2.28E-15
30.00190362,2.29E-15
30.27663688,2.26E-15
30.55234417,2.21E-15
30.82908279,2.15E-15
31.10679543,2.10E-15
31.3854821,2.06E-15
31.6652001,2.05E-15
31.94583483,2.09E-15
32.22744358,2.18E-15
32.51002637,2.31E-15
32.79358318,2.47E-15
33.07811402,2.66E-15
33.36356159,2.85E-15
33.6499832,3.03E-15
33.93732153,3.18E-15
34.2255766,3.27E-15
34.51480569,3.31E-15
34.80495152,3.29E-15
35.09601408,3.22E-15
35.38799337,3.09E-15
35.6808894,2.92E-15
35.97470215,2.73E-15
36.26937435,2.52E-15
36.56502057,2.31E-15
36.86152623,2.11E-15
37.15889132,1.93E-15
37.45717315,1.76E-15
37.75631442,1.63E-15
38.05631512,1.52E-15
38.35723255,1.44E-15
