#2.5eV differential cross sections for H-H elastic collisions from Krstic and Shultz. 1998,
#angle(deg),sigma(cm^2)
0.000440648,6.31E-17
0.00232174,3.32E-16
0.005705932,8.17E-16
0.010593932,1.52E-15
0.016985735,2.43E-15
0.024881265,3.56E-15
0.034280351,4.90E-15
0.045182936,6.46E-15
0.057588561,8.23E-15
0.071497684,1.02E-14
0.086909103,1.24E-14
0.10382339,1.48E-14
0.122239973,1.74E-14
0.14215885,2.02E-14
0.163578878,2.32E-14
0.186500627,2.64E-14
0.210922953,2.97E-14
0.236845856,3.32E-14
0.264268762,3.69E-14
0.293191098,4.07E-14
0.323612865,4.46E-14
0.355532917,4.86E-14
0.388951253,5.27E-14
0.423867301,5.68E-14
0.460279915,6.10E-14
0.498189095,6.52E-14
0.537594267,6.93E-14
0.578492567,7.33E-14
0.620885715,7.72E-14
0.664774282,8.10E-14
0.710158269,8.46E-14
0.757031946,8.79E-14
0.805395313,9.09E-14
0.855248371,9.36E-14
0.906591119,9.60E-14
0.959429287,9.79E-14
1.013751416,9.94E-14
1.069557505,1.00E-13
1.126853284,1.01E-13
1.185633025,1.01E-13
1.245896726,1.00E-13
1.307644387,9.89E-14
1.37087028,9.71E-14
1.435585863,9.47E-14
1.501773947,9.18E-14
1.569445992,8.83E-14
1.638590539,8.44E-14
1.709213317,8.00E-14
1.781314326,7.53E-14
1.854887836,7.02E-14
1.929933848,6.49E-14
2.006452362,5.95E-14
2.084443377,5.40E-14
2.163901164,4.85E-14
2.244825723,4.31E-14
2.327217054,3.80E-14
2.411075157,3.31E-14
2.496400032,2.86E-14
2.583180219,2.45E-14
2.671427179,2.09E-14
2.761129451,1.78E-14
2.852292766,1.53E-14
2.944911394,1.32E-14
3.038979605,1.17E-14
3.134508858,1.07E-14
3.231487694,1.01E-14
3.329916114,9.96E-15
3.429788387,1.01E-14
3.531115973,1.05E-14
3.633881683,1.12E-14
3.738091247,1.19E-14
3.843744664,1.26E-14
3.950836206,1.34E-14
4.059365871,1.41E-14
4.169333661,1.46E-14
4.280733845,1.50E-14
4.393572153,1.52E-14
4.507831397,1.52E-14
4.623528764,1.50E-14
4.740647067,1.46E-14
4.859192035,1.41E-14
4.979157938,1.34E-14
5.100544777,1.27E-14
5.223352551,1.20E-14
5.34757553,1.12E-14
5.473213715,1.05E-14
5.600267107,9.84E-15
5.728724244,9.24E-15
5.858608047,8.74E-15
5.989872678,8.33E-15
6.122569703,8.02E-15
6.256641827,7.80E-15
6.39208905,7.66E-15
6.528968667,7.58E-15
6.667280679,7.57E-15
6.806910493,7.59E-15
6.947972703,7.63E-15
7.090410011,7.69E-15
7.234279713,7.75E-15
7.379467218,7.78E-15
7.526087118,7.80E-15
7.674024821,7.79E-15
7.823394918,7.74E-15
7.974082818,7.66E-15
8.126203113,7.55E-15
8.27964121,7.42E-15
8.434454406,7.26E-15
8.590642701,7.07E-15
8.748206095,6.86E-15
8.907144587,6.63E-15
9.067400883,6.37E-15
9.228974981,6.11E-15
9.391981474,5.83E-15
9.556248473,5.55E-15
9.721947868,5.27E-15
9.888907769,5.00E-15
10.05724277,4.76E-15
10.22695287,4.54E-15
10.39792347,4.34E-15
10.57026918,4.18E-15
10.74393269,4.06E-15
10.918914,3.97E-15
11.09521311,3.93E-15
11.27283003,3.93E-15
11.45176475,3.96E-15
11.63207457,4.03E-15
11.81358759,4.11E-15
11.99647572,4.21E-15
12.18068165,4.31E-15
12.36614809,4.40E-15
12.55293233,4.48E-15
12.74097708,4.54E-15
12.93033963,4.57E-15
13.12096269,4.57E-15
13.31290355,4.55E-15
13.50610492,4.50E-15
13.70062409,4.42E-15
13.89640377,4.32E-15
14.09338666,4.22E-15
14.29174465,4.11E-15
14.49130585,4.01E-15
14.69212756,3.92E-15
14.89420977,3.86E-15
15.09755249,3.81E-15
15.30215572,3.78E-15
15.50801946,3.78E-15
15.7150864,3.78E-15
15.92341386,3.81E-15
16.13300182,3.83E-15
16.34379299,3.85E-15
16.55584467,3.86E-15
16.76909956,3.84E-15
16.98361496,3.79E-15
17.19927628,3.71E-15
17.4161981,3.60E-15
17.63438043,3.45E-15
17.85370867,3.28E-15
18.07424013,3.09E-15
18.29603209,2.87E-15
18.51896997,2.66E-15
18.74311106,2.44E-15
18.96845536,2.25E-15
19.19500287,2.10E-15
19.4226963,1.98E-15
19.65159294,1.91E-15
19.88163549,1.88E-15
20.11288126,1.91E-15
20.34527294,1.98E-15
20.57881054,2.08E-15
20.81355134,2.22E-15
21.04943807,2.38E-15
21.28647071,2.53E-15
21.52464926,2.68E-15
21.76397374,2.81E-15
22.00444412,2.91E-15
22.24606042,2.98E-15
22.48882264,3.01E-15
22.73267348,3.00E-15
22.97767023,2.95E-15
23.22375561,2.88E-15
23.47098689,2.79E-15
23.7193068,2.69E-15
23.96877263,2.59E-15
24.21932707,2.50E-15
24.47097013,2.43E-15
24.72370182,2.37E-15
24.97752212,2.34E-15
25.23248834,2.33E-15
25.48848588,2.33E-15
25.74551475,2.34E-15
26.00368953,2.35E-15
26.26289564,2.36E-15
26.52319036,2.34E-15
26.78457371,2.30E-15
27.04698838,2.24E-15
27.31043438,2.15E-15
27.57491169,2.05E-15
27.84047763,1.93E-15
28.10707489,1.81E-15
28.37470348,1.70E-15
28.64336339,1.61E-15
28.91299733,1.54E-15
29.18371989,1.50E-15
29.45541647,1.49E-15
29.72814438,1.51E-15
30.00190362,1.56E-15
30.27663688,1.62E-15
30.55234417,1.70E-15
30.82908279,1.77E-15
31.10679543,1.83E-15
31.3854821,1.87E-15
31.6652001,1.88E-15
31.94583483,1.86E-15
32.22744358,1.82E-15
32.51002637,1.76E-15
32.79358318,1.68E-15
33.07811402,1.60E-15
33.36356159,1.52E-15
33.6499832,1.46E-15
33.93732153,1.42E-15
34.2255766,1.42E-15
34.51480569,1.44E-15
34.80495152,1.49E-15
35.09601408,1.58E-15
35.38799337,1.68E-15
35.6808894,1.80E-15
35.97470215,1.91E-15
36.26937435,2.01E-15
36.56502057,2.09E-15
36.86152623,2.14E-15
37.15889132,2.15E-15
37.45717315,2.12E-15
37.75631442,2.06E-15
38.05631512,1.97E-15
38.35723255,1.87E-15
38.65895213,1.77E-15
38.96158844,1.67E-15
39.26502688,1.58E-15
39.56932477,1.52E-15
39.87448209,1.48E-15
40.18049885,1.46E-15
40.48731775,1.45E-15
40.79493879,1.45E-15
41.10341926,1.43E-15
41.41270188,1.41E-15
41.72278664,1.36E-15
42.03373084,1.29E-15
42.34541988,1.21E-15
42.65791106,1.11E-15
42.97120438,1.02E-15
43.28529984,9.20E-16
43.60014015,8.38E-16
43.9157826,7.76E-16
44.23222719,7.40E-16
44.54935933,7.35E-16
44.86729361,7.63E-16
45.18603003,8.23E-16
45.505454,9.13E-16
45.82562282,1.03E-15
46.14653648,1.16E-15
46.46819499,1.29E-15
46.79054104,1.41E-15
47.11368924,1.52E-15
47.43746769,1.60E-15
47.76199099,1.64E-15
48.08725913,1.65E-15
48.41315752,1.63E-15
48.73980076,1.59E-15
49.06713155,1.55E-15
49.39514988,1.52E-15
49.72379848,1.51E-15
50.05313462,1.53E-15
50.38315831,1.57E-15
50.71386955,1.62E-15
51.04521104,1.67E-15
51.37718279,1.70E-15
51.70984208,1.70E-15
52.04313163,1.66E-15
52.37705143,1.58E-15
52.71154419,1.46E-15
53.0467245,1.32E-15
53.38253507,1.17E-15
53.71891859,1.03E-15
54.05587507,9.04E-16
54.3935191,8.04E-16
54.73167879,7.28E-16
55.07046873,6.77E-16
55.40983163,6.49E-16
55.74976749,6.43E-16
56.09033361,6.60E-16
56.43141538,6.99E-16
56.77301282,7.59E-16
57.11524051,8.37E-16
57.45792657,9.23E-16
57.80112829,1.01E-15
58.14490297,1.07E-15
58.4892506,1.12E-15
58.83417119,1.13E-15
59.17966474,1.13E-15
59.52573125,1.11E-15
59.87237072,1.09E-15
60.21901018,1.08E-15
60.56679557,1.09E-15
60.91458095,1.13E-15
61.26293929,1.16E-15
61.61187058,1.19E-15
61.96137484,1.20E-15
62.31087909,1.17E-15
62.66152926,1.11E-15
63.01217944,1.03E-15
63.36340256,9.61E-16
63.71462569,9.17E-16
64.06699474,9.18E-16
64.41936378,9.69E-16
64.77230578,1.06E-15
65.12582074,1.16E-15
65.47990866,1.25E-15
65.83399658,1.29E-15
66.18865745,1.30E-15
66.54331833,1.26E-15
66.89912512,1.20E-15
67.25435895,1.18E-15
67.6107387,1.21E-15
67.96711845,1.31E-15
68.32407115,1.49E-15
68.68159682,1.69E-15
69.03912248,1.89E-15
69.3972211,2.02E-15
69.75531973,2.05E-15
70.11399131,1.97E-15
70.47323584,1.78E-15
70.83248038,1.52E-15
71.19172492,1.26E-15
71.55211537,1.05E-15
71.91193287,9.21E-16
72.27289628,8.83E-16
72.63385969,9.17E-16
72.9948231,9.86E-16
73.35635947,1.05E-15
73.71789584,1.06E-15
74.08000516,1.02E-15
74.44211449,9.34E-16
74.80479677,8.19E-16
75.16747906,7.14E-16
75.53016134,6.47E-16
75.89341659,6.35E-16
76.25724479,6.80E-16
76.62107299,7.73E-16
76.98490118,8.98E-16
77.34872938,1.04E-15
77.71313054,1.20E-15
78.07810466,1.37E-15
78.44250582,1.56E-15
78.80747993,1.75E-15
79.173027,1.93E-15
79.53800112,2.05E-15
79.90354819,2.11E-15
80.26909527,2.06E-15
80.6352153,1.91E-15
81.00133533,1.68E-15
81.36745536,1.42E-15
81.73357539,1.20E-15
82.10026838,1.05E-15
82.46638841,1.01E-15
82.8330814,1.08E-15
83.19977439,1.20E-15
83.56704034,1.33E-15
83.93373332,1.41E-15
84.30099927,1.39E-15
84.66826522,1.30E-15
85.03553116,1.17E-15
85.40279711,1.09E-15
85.77063602,1.12E-15
86.13790196,1.31E-15
86.50574087,1.65E-15
86.87357977,2.08E-15
87.24084572,2.50E-15
87.60868462,2.80E-15
87.97652353,2.89E-15
88.34436243,2.75E-15
88.71220134,2.42E-15
89.08004024,2.00E-15
89.44787914,1.61E-15
89.81629101,1.39E-15
90.18412991,1.39E-15
90.55196882,1.61E-15
90.91980772,2.00E-15
91.28764662,2.42E-15
91.65548553,2.75E-15
92.02332443,2.89E-15
92.39116334,2.80E-15
92.75900224,2.50E-15
93.12684115,2.08E-15
93.49410709,1.65E-15
93.861946,1.31E-15
94.22921195,1.12E-15
94.59705085,1.09E-15
94.9643168,1.17E-15
95.33158274,1.30E-15
95.69884869,1.39E-15
96.06611464,1.41E-15
96.43280763,1.33E-15
96.80007357,1.20E-15
97.16676656,1.08E-15
97.53345955,1.01E-15
97.90015254,1.05E-15
98.26627257,1.20E-15
98.63296556,1.42E-15
98.99908559,1.68E-15
99.36463266,1.91E-15
99.73075269,2.06E-15
100.0962998,2.11E-15
100.4618468,2.05E-15
100.8273939,1.93E-15
101.192368,1.75E-15
101.5573421,1.56E-15
101.9223163,1.37E-15
102.2867174,1.20E-15
102.6511186,1.04E-15
103.0149468,8.98E-16
103.3793479,7.73E-16
103.7426032,6.80E-16
104.1064314,6.35E-16
104.4696866,6.47E-16
104.8323689,7.14E-16
105.1956241,8.19E-16
105.5577335,9.34E-16
105.9198428,1.02E-15
106.2819521,1.06E-15
106.6440614,1.05E-15
107.0050249,9.86E-16
107.3665612,9.17E-16
107.7275246,8.83E-16
108.0879151,9.21E-16
108.4483055,1.05E-15
108.808123,1.26E-15
109.1673676,1.52E-15
109.5271851,1.78E-15
109.8858567,1.97E-15
110.2445282,2.05E-15
110.6026269,2.02E-15
110.9607255,1.89E-15
111.3182511,1.69E-15
111.6757768,1.49E-15
112.0327295,1.31E-15
112.3891093,1.21E-15
112.745489,1.18E-15
113.1012958,1.20E-15
113.4565296,1.26E-15
113.8117635,1.30E-15
114.1664243,1.29E-15
114.5205123,1.25E-15
114.8740272,1.16E-15
115.2275422,1.06E-15
115.5804842,9.69E-16
115.9328532,9.18E-16
116.2852223,9.17E-16
116.6370184,9.61E-16
116.9882415,1.03E-15
117.3388917,1.11E-15
117.6889689,1.17E-15
118.0390461,1.20E-15
118.3879774,1.19E-15
118.7369087,1.16E-15
119.085267,1.13E-15
119.4336254,1.09E-15
119.7808378,1.08E-15
120.1280502,1.09E-15
120.4741167,1.11E-15
120.8201832,1.13E-15
121.1656768,1.13E-15
121.5105974,1.12E-15
121.854945,1.07E-15
122.1987197,1.01E-15
122.5419214,9.23E-16
122.8845502,8.37E-16
123.2271789,7.59E-16
123.5686618,6.99E-16
123.9095716,6.60E-16
124.2504815,6.43E-16
124.5902455,6.49E-16
124.9294365,6.77E-16
125.2680546,7.28E-16
125.6066726,8.04E-16
125.9441448,9.04E-16
126.281044,1.03E-15
126.6173702,1.17E-15
126.9531235,1.32E-15
127.2883038,1.46E-15
127.6229111,1.58E-15
127.9569455,1.66E-15
128.2904069,1.70E-15
128.6227225,1.70E-15
128.955038,1.67E-15
129.2862076,1.62E-15
129.6168042,1.57E-15
129.9468279,1.53E-15
130.2762787,1.51E-15
130.6051564,1.52E-15
130.9328883,1.55E-15
131.2600472,1.59E-15
131.5866331,1.63E-15
131.9126461,1.65E-15
132.2380862,1.64E-15
132.5623803,1.60E-15
132.8861014,1.52E-15
133.2092496,1.41E-15
133.5318249,1.29E-15
133.8532542,1.16E-15
134.1741105,1.03E-15
134.494394,9.13E-16
134.8141044,8.23E-16
135.1326689,7.63E-16
135.4506605,7.35E-16
135.7675062,7.40E-16
136.0843518,7.76E-16
136.4000516,8.38E-16
136.7146054,9.20E-16
137.0285863,1.02E-15
137.3419942,1.11E-15
137.6548292,1.21E-15
137.9665182,1.29E-15
138.2770613,1.36E-15
138.5870315,1.41E-15
138.8964287,1.43E-15
139.2052529,1.45E-15
139.5129313,1.45E-15
139.8194637,1.46E-15
140.1254232,1.48E-15
140.4308097,1.52E-15
140.7350503,1.58E-15
141.0387179,1.67E-15
141.3412396,1.77E-15
141.6426154,1.87E-15
141.9434183,1.97E-15
142.2436481,2.06E-15
142.5427321,2.12E-15
142.8412431,2.15E-15
143.1386082,2.14E-15
143.4348274,2.09E-15
143.7304736,2.01E-15
144.0255469,1.91E-15
144.3189013,1.80E-15
144.6122557,1.68E-15
144.9038912,1.58E-15
145.1949537,1.49E-15
145.4854433,1.44E-15
145.7742141,1.42E-15
146.0624118,1.42E-15
146.3500367,1.46E-15
146.6365156,1.52E-15
146.9218485,1.60E-15
147.2066086,1.68E-15
147.4902227,1.76E-15
147.7726909,1.82E-15
148.0540131,1.86E-15
148.3347625,1.88E-15
148.6143659,1.87E-15
148.8933963,1.83E-15
149.1707079,1.77E-15
149.4474465,1.70E-15
149.7236122,1.62E-15
149.9980589,1.56E-15
150.2719328,1.51E-15
150.5446607,1.49E-15
150.8162427,1.50E-15
151.0872517,1.54E-15
151.3565419,1.61E-15
151.6252591,1.70E-15
151.8928304,1.81E-15
152.1592557,1.93E-15
152.4251082,2.05E-15
152.6898147,2.15E-15
152.9528023,2.24E-15
153.215217,2.30E-15
153.4770587,2.34E-15
153.7371815,2.36E-15
153.9961584,2.35E-15
154.2545624,2.34E-15
