#1.0eV differential cross sections for H-H elastic collisions from Krstic and Shultz. 1998,
#angle(deg),sigma(cm^2)
0.000440648,3.10E-17
0.00232174,1.63E-16
0.005705932,4.02E-16
0.010593932,7.46E-16
0.016985735,1.20E-15
0.024881265,1.75E-15
0.034280351,2.41E-15
0.045182936,3.18E-15
0.057588561,4.05E-15
0.071497684,5.03E-15
0.086909103,6.11E-15
0.10382339,7.29E-15
0.122239973,8.58E-15
0.14215885,9.97E-15
0.163578878,1.15E-14
0.186500627,1.31E-14
0.210922953,1.47E-14
0.236845856,1.65E-14
0.264268762,1.84E-14
0.293191098,2.04E-14
0.323612865,2.24E-14
0.355532917,2.45E-14
0.388951253,2.67E-14
0.423867301,2.90E-14
0.460279915,3.13E-14
0.498189095,3.37E-14
0.537594267,3.61E-14
0.578492567,3.86E-14
0.620885715,4.11E-14
0.664774282,4.36E-14
0.710158269,4.61E-14
0.757031946,4.86E-14
0.805395313,5.11E-14
0.855248371,5.35E-14
0.906591119,5.59E-14
0.959429287,5.83E-14
1.013751416,6.05E-14
1.069557505,6.27E-14
1.126853284,6.47E-14
1.185633025,6.66E-14
1.245896726,6.83E-14
1.307644387,6.99E-14
1.37087028,7.13E-14
1.435585863,7.25E-14
1.501773947,7.34E-14
1.569445992,7.41E-14
1.638590539,7.46E-14
1.709213317,7.48E-14
1.781314326,7.48E-14
1.854887836,7.45E-14
1.929933848,7.39E-14
2.006452362,7.30E-14
2.084443377,7.18E-14
2.163901164,7.04E-14
2.244825723,6.86E-14
2.327217054,6.67E-14
2.411075157,6.44E-14
2.496400032,6.19E-14
2.583180219,5.93E-14
2.671427179,5.64E-14
2.761129451,5.34E-14
2.852292766,5.02E-14
2.944911394,4.69E-14
3.038979605,4.36E-14
3.134508858,4.02E-14
3.231487694,3.69E-14
3.329916114,3.36E-14
3.429788387,3.03E-14
3.531115973,2.72E-14
3.633881683,2.42E-14
3.738091247,2.14E-14
3.843744664,1.88E-14
3.950836206,1.64E-14
4.059365871,1.42E-14
4.169333661,1.23E-14
4.280733845,1.07E-14
4.393572153,9.29E-15
4.507831397,8.18E-15
4.623528764,7.32E-15
4.740647067,6.70E-15
4.859192035,6.31E-15
4.979157938,6.13E-15
5.100544777,6.12E-15
5.223352551,6.27E-15
5.34757553,6.54E-15
5.473213715,6.91E-15
5.600267107,7.34E-15
5.728724244,7.80E-15
5.858608047,8.27E-15
5.989872678,8.71E-15
6.122569703,9.11E-15
6.256641827,9.45E-15
6.39208905,9.71E-15
6.528968667,9.88E-15
6.667280679,9.96E-15
6.806910493,9.94E-15
6.947972703,9.82E-15
7.090410011,9.62E-15
7.234279713,9.34E-15
7.379467218,9.00E-15
7.526087118,8.61E-15
7.674024821,8.19E-15
7.823394918,7.76E-15
7.974082818,7.32E-15
8.126203113,6.89E-15
8.27964121,6.49E-15
8.434454406,6.13E-15
8.590642701,5.81E-15
8.748206095,5.55E-15
8.907144587,5.34E-15
9.067400883,5.20E-15
9.228974981,5.11E-15
9.391981474,5.07E-15
9.556248473,5.08E-15
9.721947868,5.14E-15
9.888907769,5.23E-15
10.05724277,5.35E-15
10.22695287,5.48E-15
10.39792347,5.62E-15
10.57026918,5.76E-15
10.74393269,5.89E-15
10.918914,6.01E-15
11.09521311,6.10E-15
11.27283003,6.17E-15
11.45176475,6.21E-15
11.63207457,6.23E-15
11.81358759,6.21E-15
11.99647572,6.16E-15
12.18068165,6.09E-15
12.36614809,5.98E-15
12.55293233,5.85E-15
12.74097708,5.70E-15
12.93033963,5.52E-15
13.12096269,5.32E-15
13.31290355,5.11E-15
13.50610492,4.89E-15
13.70062409,4.66E-15
13.89640377,4.43E-15
14.09338666,4.20E-15
14.29174465,3.97E-15
14.49130585,3.76E-15
14.69212756,3.56E-15
14.89420977,3.37E-15
15.09755249,3.21E-15
15.30215572,3.07E-15
15.50801946,2.95E-15
15.7150864,2.85E-15
15.92341386,2.79E-15
16.13300182,2.75E-15
16.34379299,2.74E-15
16.55584467,2.75E-15
16.76909956,2.78E-15
16.98361496,2.83E-15
17.19927628,2.90E-15
17.4161981,2.97E-15
17.63438043,3.04E-15
17.85370867,3.12E-15
18.07424013,3.19E-15
18.29603209,3.25E-15
18.51896997,3.30E-15
18.74311106,3.33E-15
18.96845536,3.35E-15
19.19500287,3.35E-15
19.4226963,3.33E-15
19.65159294,3.29E-15
19.88163549,3.25E-15
20.11288126,3.21E-15
20.34527294,3.17E-15
20.57881054,3.14E-15
20.81355134,3.14E-15
21.04943807,3.15E-15
21.28647071,3.20E-15
21.52464926,3.28E-15
21.76397374,3.39E-15
22.00444412,3.52E-15
22.24606042,3.68E-15
22.48882264,3.86E-15
22.73267348,4.04E-15
22.97767023,4.22E-15
23.22375561,4.37E-15
23.47098689,4.49E-15
23.7193068,4.56E-15
23.96877263,4.57E-15
24.21932707,4.52E-15
24.47097013,4.41E-15
24.72370182,4.24E-15
24.97752212,4.03E-15
25.23248834,3.77E-15
25.48848588,3.49E-15
25.74551475,3.20E-15
26.00368953,2.92E-15
26.26289564,2.67E-15
26.52319036,2.46E-15
26.78457371,2.29E-15
27.04698838,2.19E-15
27.31043438,2.14E-15
27.57491169,2.14E-15
27.84047763,2.17E-15
28.10707489,2.24E-15
28.37470348,2.31E-15
28.64336339,2.38E-15
28.91299733,2.44E-15
29.18371989,2.47E-15
29.45541647,2.49E-15
29.72814438,2.48E-15
30.00190362,2.46E-15
30.27663688,2.43E-15
30.55234417,2.41E-15
30.82908279,2.40E-15
31.10679543,2.42E-15
31.3854821,2.47E-15
31.6652001,2.55E-15
31.94583483,2.65E-15
32.22744358,2.76E-15
32.51002637,2.86E-15
32.79358318,2.93E-15
33.07811402,2.95E-15
33.36356159,2.92E-15
33.6499832,2.83E-15
33.93732153,2.67E-15
34.2255766,2.47E-15
34.51480569,2.23E-15
34.80495152,1.99E-15
35.09601408,1.77E-15
35.38799337,1.60E-15
35.6808894,1.51E-15
35.97470215,1.52E-15
36.26937435,1.63E-15
36.56502057,1.84E-15
36.86152623,2.13E-15
37.15889132,2.47E-15
37.45717315,2.83E-15
37.75631442,3.15E-15
38.05631512,3.42E-15
38.35723255,3.59E-15
38.65895213,3.65E-15
38.96158844,3.59E-15
39.26502688,3.42E-15
39.56932477,3.16E-15
39.87448209,2.86E-15
40.18049885,2.56E-15
40.48731775,2.29E-15
40.79493879,2.09E-15
41.10341926,2.01E-15
41.41270188,2.04E-15
41.72278664,2.18E-15
42.03373084,2.42E-15
42.34541988,2.73E-15
42.65791106,3.05E-15
42.97120438,3.36E-15
43.28529984,3.61E-15
43.60014015,3.76E-15
43.9157826,3.79E-15
44.23222719,3.70E-15
44.54935933,3.50E-15
44.86729361,3.20E-15
45.18603003,2.84E-15
45.505454,2.46E-15
45.82562282,2.08E-15
46.14653648,1.75E-15
46.46819499,1.47E-15
46.79054104,1.27E-15
47.11368924,1.13E-15
47.43746769,1.06E-15
47.76199099,1.04E-15
48.08725913,1.04E-15
48.41315752,1.05E-15
48.73980076,1.07E-15
49.06713155,1.08E-15
49.39514988,1.09E-15
49.72379848,1.09E-15
50.05313462,1.10E-15
50.38315831,1.14E-15
50.71386955,1.19E-15
51.04521104,1.28E-15
51.37718279,1.40E-15
51.70984208,1.55E-15
52.04313163,1.71E-15
52.37705143,1.86E-15
52.71154419,2.00E-15
53.0467245,2.12E-15
53.38253507,2.19E-15
53.71891859,2.22E-15
54.05587507,2.21E-15
54.3935191,2.17E-15
54.73167879,2.10E-15
