# O-CO2 state-resolved inelastic channels at energy index 14
# Generated by compute_inelastic_tables.py
ji,jf,sigma_cm2,delta_E_eV
1,55,5.7130770000e-17,1.4891325239e-01
1,57,5.5331830000e-17,1.5984710393e-01
1,59,5.2291030000e-17,1.7116799446e-01
1,61,4.8557770000e-17,1.8287592399e-01
1,63,4.9512970000e-17,1.9497089250e-01
1,65,4.6983200000e-17,2.0745290001e-01
1,67,4.5172530000e-17,2.2032194652e-01
1,69,4.3719530000e-17,2.3357803201e-01
1,71,4.3780430000e-17,2.4722115650e-01
1,73,4.3839100000e-17,2.6125131998e-01
1,75,3.9768300000e-17,2.7566852245e-01
1,77,4.0031430000e-17,2.9047276392e-01
1,79,3.9255530000e-17,3.0566404438e-01
1,81,3.7554770000e-17,3.2124236383e-01
1,83,3.6624570000e-17,3.3720772227e-01
1,85,3.4937030000e-17,3.5356011971e-01
1,87,3.6276530000e-17,3.7029955614e-01
1,89,3.5307830000e-17,3.8742603156e-01
1,91,3.0718900000e-17,4.0493954597e-01
1,93,3.4811700000e-17,4.2284009938e-01
1,95,3.6758470000e-17,4.4112769178e-01
1,97,2.5670800000e-17,4.5980232317e-01
1,99,4.3809730000e-17,4.7886399355e-01
2,0,2.0933800000e-16,-2.9027924442e-04
2,4,6.9810470000e-16,6.7731823699e-04
2,6,2.7432970000e-16,1.7416754665e-03
2,8,2.1376700000e-16,3.1930716887e-03
2,10,1.8319630000e-16,5.0315069033e-03
2,12,1.5583330000e-16,7.2569811106e-03
2,14,1.4103530000e-16,9.8694943104e-03
2,16,1.3028800000e-16,1.2869046503e-02
2,18,1.2165600000e-16,1.6255637688e-02
2,20,1.1743900000e-16,2.0029267865e-02
2,22,1.0705930000e-16,2.4189937035e-02
2,24,1.0175500000e-16,2.8737645198e-02
2,26,1.0185000000e-16,3.3672392353e-02
2,28,9.5872030000e-17,3.8994178501e-02
2,30,8.6698770000e-17,4.4703003641e-02
2,32,8.8846900000e-17,5.0798867774e-02
2,34,8.7789070000e-17,5.7281770900e-02
2,36,7.9964570000e-17,6.4151713018e-02
2,38,8.2554470000e-17,7.1408694128e-02
2,40,7.6594930000e-17,7.9052714231e-02
2,42,7.1128370000e-17,8.7083773327e-02
2,44,7.2064000000e-17,9.5501871415e-02
2,46,6.9583070000e-17,1.0430700850e-01
2,48,6.4804770000e-17,1.1349918457e-01
2,50,6.4695670000e-17,1.2307839964e-01
2,52,6.1348430000e-17,1.3304465369e-01
2,54,5.7651430000e-17,1.4339794675e-01
2,56,5.7952970000e-17,1.5413827879e-01
2,58,5.6114230000e-17,1.6526564983e-01
2,60,5.1211900000e-17,1.7678005985e-01
2,62,5.1790370000e-17,1.8868150888e-01
2,64,5.2135630000e-17,2.0096999689e-01
2,66,4.7756400000e-17,2.1364552390e-01
2,68,4.6141170000e-17,2.2670808989e-01
2,70,4.6143800000e-17,2.4015769489e-01
2,72,4.4162800000e-17,2.5399433887e-01
2,74,4.2044430000e-17,2.6821802185e-01
2,76,4.0328300000e-17,2.8282874382e-01
2,78,3.8538100000e-17,2.9782650478e-01
2,80,3.8930000000e-17,3.1321130473e-01
2,82,3.9215430000e-17,3.2898314368e-01
2,84,3.6373900000e-17,3.4514202162e-01
2,86,3.4524770000e-17,3.6168793855e-01
2,88,3.6009500000e-17,3.7862089448e-01
2,90,3.5573570000e-17,3.9594088939e-01
2,92,2.8945730000e-17,4.1364792330e-01
2,94,3.3687670000e-17,4.3174199621e-01
2,96,3.6872070000e-17,4.5022310810e-01
2,98,2.5798070000e-17,4.6909125899e-01
2,100,4.2515600000e-17,4.8834644887e-01
3,1,3.2793200000e-16,-4.8379874071e-04
3,5,6.5711500000e-16,8.7083773327e-04
3,7,2.5740530000e-16,2.1287144591e-03
3,9,2.1275000000e-16,3.7736301775e-03
3,11,1.7122730000e-16,5.8055848885e-03
3,13,1.4593530000e-16,8.2245785920e-03
3,15,1.4504270000e-16,1.1030611288e-02
3,17,1.2606130000e-16,1.4223682977e-02
3,19,1.1315410000e-16,1.7803793658e-02
3,21,1.1820200000e-16,2.1770943332e-02
3,23,1.0617900000e-16,2.6125131998e-02
3,25,9.5745970000e-17,3.0866359657e-02
3,27,1.0042130000e-16,3.5994626309e-02
3,29,9.3740230000e-17,4.1509931953e-02
3,31,8.5922970000e-17,4.7412276589e-02
3,33,8.8958330000e-17,5.3701660218e-02
3,35,8.3877570000e-17,6.0378082840e-02
3,37,7.9059000000e-17,6.7441544454e-02
3,39,8.0043600000e-17,7.4892045061e-02
3,41,7.4211470000e-17,8.2729584661e-02
3,43,7.1218430000e-17,9.0954163253e-02
3,45,7.4143400000e-17,9.9565780837e-02
3,47,6.6752230000e-17,1.0856443741e-01
3,49,6.3528800000e-17,1.1795013298e-01
3,51,6.6286600000e-17,1.2772286755e-01
3,53,6.1968000000e-17,1.3788264110e-01
3,55,5.9509700000e-17,1.4842945365e-01
3,57,6.1430200000e-17,1.5936330519e-01
3,59,5.6975600000e-17,1.7068419572e-01
3,61,5.1003870000e-17,1.8239212525e-01
3,63,5.2564300000e-17,1.9448709376e-01
3,65,5.2158770000e-17,2.0696910127e-01
3,67,4.8299870000e-17,2.1983814778e-01
3,69,4.7124370000e-17,2.3309423327e-01
3,71,4.8704670000e-17,2.4673735776e-01
3,73,4.5857330000e-17,2.6076752124e-01
3,75,4.1597700000e-17,2.7518472371e-01
3,77,4.0256570000e-17,2.8998896518e-01
3,79,4.0686000000e-17,3.0518024564e-01
3,81,4.1001470000e-17,3.2075856509e-01
3,83,3.7315030000e-17,3.3672392353e-01
3,85,3.5285270000e-17,3.5307632097e-01
3,87,3.6632770000e-17,3.6981575740e-01
3,89,3.6042330000e-17,3.8694223282e-01
3,91,3.0564000000e-17,4.0445574723e-01
3,93,3.5115400000e-17,4.2235630064e-01
3,95,3.6781770000e-17,4.4064389304e-01
3,97,2.5862100000e-17,4.5931852443e-01
3,99,4.3471130000e-17,4.7838019481e-01
4,0,3.5567630000e-17,-9.6759748141e-04
4,2,3.8799500000e-16,-6.7731823699e-04
4,6,6.3285570000e-16,1.0643572296e-03
4,8,2.5439700000e-16,2.5157534517e-03
4,10,2.0374770000e-16,4.3541886664e-03
4,12,1.6316330000e-16,6.5796628736e-03
4,14,1.4405900000e-16,9.1921760734e-03
4,16,1.3849230000e-16,1.2191728266e-02
4,18,1.2110000000e-16,1.5578319451e-02
4,20,1.1318500000e-16,1.9351949628e-02
4,22,1.1392530000e-16,2.3512618798e-02
4,24,1.0175940000e-16,2.8060326961e-02
4,26,9.6395900000e-17,3.2995074116e-02
4,28,9.7176830000e-17,3.8316860264e-02
4,30,8.7919700000e-17,4.4025685404e-02
4,32,8.7020470000e-17,5.0121549537e-02
4,34,8.6569630000e-17,5.6604452663e-02
4,36,8.1098900000e-17,6.3474394781e-02
4,38,8.2207030000e-17,7.0731375891e-02
4,40,7.9608670000e-17,7.8375395994e-02
4,42,7.1570330000e-17,8.6406455090e-02
4,44,7.0510900000e-17,9.4824553178e-02
4,46,7.1021770000e-17,1.0362969026e-01
4,48,6.6016430000e-17,1.1282186633e-01
4,50,6.1631470000e-17,1.2240108140e-01
4,52,6.1590900000e-17,1.3236733546e-01
4,54,6.0821600000e-17,1.4272062851e-01
4,56,5.8629730000e-17,1.5346096055e-01
4,58,5.8849830000e-17,1.6458833159e-01
4,60,5.6286030000e-17,1.7610274162e-01
4,62,5.3860200000e-17,1.8800419064e-01
4,64,5.4566500000e-17,2.0029267865e-01
4,66,5.1594470000e-17,2.1296820566e-01
4,68,4.7417470000e-17,2.2603077166e-01
4,70,4.7444500000e-17,2.3948037665e-01
4,72,4.6992800000e-17,2.5331702063e-01
4,74,4.4385100000e-17,2.6754070361e-01
4,76,4.1039700000e-17,2.8215142558e-01
4,78,4.0824330000e-17,2.9714918654e-01
4,80,4.0532570000e-17,3.1253398650e-01
4,82,3.9587200000e-17,3.2830582544e-01
4,84,3.6853670000e-17,3.4446470338e-01
4,86,3.4330930000e-17,3.6101062031e-01
4,88,3.5814300000e-17,3.7794357624e-01
4,90,3.5561800000e-17,3.9526357116e-01
4,92,2.9729800000e-17,4.1297060507e-01
4,94,3.4341130000e-17,4.3106467797e-01
4,96,3.6733030000e-17,4.4954578986e-01
4,98,2.5789400000e-17,4.6841394075e-01
4,100,4.2520100000e-17,4.8766913063e-01
5,1,8.1353100000e-17,-1.3546364740e-03
5,3,4.1838600000e-16,-8.7083773327e-04
5,7,6.2222770000e-16,1.2578767258e-03
5,9,2.4824270000e-16,2.9027924442e-03
5,11,1.9309900000e-16,4.9347471552e-03
5,13,1.6320370000e-16,7.3537408587e-03
5,15,1.4341300000e-16,1.0159773555e-02
5,17,1.3365700000e-16,1.3352845243e-02
5,19,1.2085030000e-16,1.6932955925e-02
5,21,1.1289530000e-16,2.0900105599e-02
5,23,1.1071670000e-16,2.5254294265e-02
5,25,1.0206550000e-16,2.9995521924e-02
5,27,9.5677100000e-17,3.5123788575e-02
5,29,9.7638430000e-17,4.0639094219e-02
5,31,9.0757800000e-17,4.6541438856e-02
5,33,8.5067930000e-17,5.2830822485e-02
5,35,8.5455700000e-17,5.9507245107e-02
5,37,8.2517600000e-17,6.6570706721e-02
5,39,7.8446930000e-17,7.4021207328e-02
5,41,7.6436570000e-17,8.1858746927e-02
5,43,7.4012530000e-17,9.0083325519e-02
5,45,7.0601330000e-17,9.8694943104e-02
5,47,6.9961000000e-17,1.0769359968e-01
5,49,6.5694730000e-17,1.1707929525e-01
5,51,6.1478370000e-17,1.2685202981e-01
5,53,6.3141900000e-17,1.3701180337e-01
5,55,6.2545530000e-17,1.4755861592e-01
5,57,5.8078130000e-17,1.5849246746e-01
5,59,5.6259900000e-17,1.6981335799e-01
5,61,5.6509500000e-17,1.8152128751e-01
5,63,5.3507100000e-17,1.9361625603e-01
5,65,5.2209800000e-17,2.0609826354e-01
5,67,4.9915170000e-17,2.1896731004e-01
5,69,4.6893970000e-17,2.3222339554e-01
5,71,4.8041000000e-17,2.4586652003e-01
5,73,4.6470130000e-17,2.5989668351e-01
5,75,4.3720270000e-17,2.7431388598e-01
5,77,4.1426700000e-17,2.8911812745e-01
5,79,4.1860830000e-17,3.0430940790e-01
5,81,4.2595470000e-17,3.1988772735e-01
5,83,3.7854530000e-17,3.3585308580e-01
5,85,3.5560470000e-17,3.5220548323e-01
5,87,3.6447200000e-17,3.6894491966e-01
5,89,3.6021130000e-17,3.8607139508e-01
5,91,3.1385670000e-17,4.0358490950e-01
5,93,3.5812370000e-17,4.2148546290e-01
5,95,3.7154830000e-17,4.3977305530e-01
5,97,2.5915270000e-17,4.5844768669e-01
5,99,4.3950530000e-17,4.7750935708e-01
6,0,2.0343830000e-17,-2.0319547110e-03
6,2,1.0562360000e-16,-1.7416754665e-03
6,4,4.3841500000e-16,-1.0643572296e-03
6,8,6.1027500000e-16,1.4513962221e-03
6,10,2.4088100000e-16,3.2898314368e-03
6,12,1.9448630000e-16,5.5153056441e-03
6,14,1.5905900000e-16,8.1278188439e-03
6,16,1.3718270000e-16,1.1127371036e-02
6,18,1.3234230000e-16,1.4513962221e-02
6,20,1.1686200000e-16,1.8287592399e-02
6,22,1.0946250000e-16,2.2448261569e-02
6,24,1.0916600000e-16,2.6995969731e-02
6,26,9.9203030000e-17,3.1930716887e-02
6,28,9.3956400000e-17,3.7252503034e-02
6,30,9.4045770000e-17,4.2961328175e-02
6,32,8.8058230000e-17,4.9057192308e-02
6,34,8.2973430000e-17,5.5540095433e-02
6,36,8.5523930000e-17,6.2410037551e-02
6,38,8.2880970000e-17,6.9667018662e-02
6,40,7.6991100000e-17,7.7311038765e-02
6,42,7.5481670000e-17,8.5342097861e-02
6,44,7.2029570000e-17,9.3760195949e-02
6,46,7.0681430000e-17,1.0256533303e-01
6,48,6.9240330000e-17,1.1175750910e-01
6,50,6.3767730000e-17,1.2133672417e-01
6,52,6.1361470000e-17,1.3130297823e-01
6,54,6.3883600000e-17,1.4165627128e-01
6,56,6.0476430000e-17,1.5239660332e-01
6,58,5.5801530000e-17,1.6352397436e-01
6,60,5.8302970000e-17,1.7503838439e-01
6,62,5.6968200000e-17,1.8693983341e-01
6,64,5.2392000000e-17,1.9922832142e-01
6,66,5.1408530000e-17,2.1190384843e-01
6,68,4.9289470000e-17,2.2496641443e-01
6,70,4.7199630000e-17,2.3841601942e-01
6,72,4.6154030000e-17,2.5225266340e-01
6,74,4.6548470000e-17,2.6647634638e-01
6,76,4.3351370000e-17,2.8108706835e-01
6,78,4.0391670000e-17,2.9608482931e-01
6,80,4.0522700000e-17,3.1146962927e-01
6,82,4.1013900000e-17,3.2724146821e-01
6,84,3.7600230000e-17,3.4340034615e-01
6,86,3.4825530000e-17,3.5994626309e-01
6,88,3.6591300000e-17,3.7687921901e-01
6,90,3.6093700000e-17,3.9419921393e-01
6,92,3.0270770000e-17,4.1190624784e-01
6,94,3.4190670000e-17,4.3000032074e-01
6,96,3.7356770000e-17,4.4848143263e-01
6,98,2.6407030000e-17,4.6734958352e-01
6,100,4.2885470000e-17,4.8660477340e-01
7,1,4.7052870000e-17,-2.6125131998e-03
7,3,1.2027830000e-16,-2.1287144591e-03
7,5,4.5665030000e-16,-1.2578767258e-03
7,9,6.0094430000e-16,1.6449157184e-03
7,11,2.4042930000e-16,3.6768704294e-03
7,13,1.9159130000e-16,6.0958641329e-03
7,15,1.5660400000e-16,8.9018968290e-03
7,17,1.3554400000e-16,1.2094968518e-02
7,19,1.2806000000e-16,1.5675079199e-02
7,21,1.1587300000e-16,1.9642228873e-02
7,23,1.0698590000e-16,2.3996417539e-02
7,25,1.0323800000e-16,2.8737645198e-02
7,27,9.6876930000e-17,3.3865911849e-02
7,29,9.5180970000e-17,3.9381217493e-02
7,31,9.2557330000e-17,4.5283562130e-02
7,33,8.6991170000e-17,5.1572945759e-02
7,35,8.4752930000e-17,5.8249368381e-02
7,37,8.5084370000e-17,6.5312829995e-02
7,39,8.0358370000e-17,7.2763330602e-02
7,41,7.5645800000e-17,8.0600870202e-02
7,43,7.6780930000e-17,8.8825448794e-02
7,45,7.3869530000e-17,9.7437066378e-02
7,47,6.9008670000e-17,1.0643572296e-01
7,49,6.7539270000e-17,1.1582141853e-01
7,51,6.5228170000e-17,1.2559415309e-01
7,53,6.4497200000e-17,1.3575392664e-01
7,55,6.4720770000e-17,1.4630073919e-01
7,57,6.1350800000e-17,1.5723459073e-01
7,59,5.7547530000e-17,1.6855548126e-01
7,61,5.7825830000e-17,1.8026341079e-01
7,63,5.5420270000e-17,1.9235837930e-01
7,65,5.2570230000e-17,2.0484038682e-01
7,67,5.0440800000e-17,2.1770943332e-01
7,69,4.8898030000e-17,2.3096551881e-01
7,71,4.8488970000e-17,2.4460864330e-01
7,73,4.6216100000e-17,2.5863880678e-01
7,75,4.4763070000e-17,2.7305600925e-01
7,77,4.2858470000e-17,2.8786025072e-01
7,79,4.1761900000e-17,3.0305153118e-01
7,81,4.2609370000e-17,3.1862985063e-01
7,83,3.8266230000e-17,3.3459520907e-01
7,85,3.6019430000e-17,3.5094760651e-01
7,87,3.7305870000e-17,3.6768704294e-01
7,89,3.6666370000e-17,3.8481351836e-01
7,91,3.2020470000e-17,4.0232703277e-01
7,93,3.5972470000e-17,4.2022758618e-01
7,95,3.7313730000e-17,4.3851517858e-01
7,97,2.6465070000e-17,4.5718980997e-01
7,99,4.4525170000e-17,4.7625148035e-01
8,0,1.1960200000e-17,-3.4833509331e-03
8,2,6.2995230000e-17,-3.1930716887e-03
8,4,1.3488770000e-16,-2.5157534517e-03
8,6,4.6709470000e-16,-1.4513962221e-03
8,10,5.9769170000e-16,1.8384352147e-03
8,12,2.3719530000e-16,4.0639094219e-03
8,14,1.8827400000e-16,6.6764226217e-03
8,16,1.5551670000e-16,9.6759748141e-03
8,18,1.3338970000e-16,1.3062565999e-02
8,20,1.2723030000e-16,1.6836196177e-02
8,22,1.1717070000e-16,2.0996865347e-02
8,24,1.0373520000e-16,2.5544573509e-02
8,26,1.0144590000e-16,3.0479320664e-02
8,28,9.8596370000e-17,3.5801106812e-02
8,30,9.1026700000e-17,4.1509931953e-02
8,32,9.0806200000e-17,4.7605796085e-02
8,34,8.4795800000e-17,5.4088699211e-02
8,36,8.2483900000e-17,6.0958641329e-02
8,38,8.4473800000e-17,6.8215622440e-02
8,40,7.8340830000e-17,7.5859642543e-02
8,42,7.3827370000e-17,8.3890701638e-02
8,44,7.6076430000e-17,9.2308799727e-02
8,46,7.1791970000e-17,1.0111393681e-01
8,48,6.5655900000e-17,1.1030611288e-01
8,50,6.7370930000e-17,1.1988532795e-01
8,52,6.5509000000e-17,1.2985158201e-01
8,54,6.1526300000e-17,1.4020487506e-01
8,56,6.1171270000e-17,1.5094520710e-01
8,58,5.9928700000e-17,1.6207257814e-01
8,60,5.7769300000e-17,1.7358698817e-01
8,62,5.6872930000e-17,1.8548843719e-01
8,64,5.5134530000e-17,1.9777692520e-01
8,66,5.1835530000e-17,2.1045245221e-01
8,68,5.0572970000e-17,2.2351501821e-01
8,70,4.9548000000e-17,2.3696462320e-01
8,72,4.6970770000e-17,2.5080126718e-01
8,74,4.6155700000e-17,2.6502495016e-01
8,76,4.4533800000e-17,2.7963567213e-01
8,78,4.0869900000e-17,2.9463343309e-01
8,80,4.1135300000e-17,3.1001823304e-01
8,82,4.2159930000e-17,3.2579007199e-01
8,84,3.8068970000e-17,3.4194894993e-01
8,86,3.5796270000e-17,3.5849486686e-01
8,88,3.7121930000e-17,3.7542782279e-01
8,90,3.6787670000e-17,3.9274781771e-01
8,92,3.0509200000e-17,4.1045485162e-01
8,94,3.4505070000e-17,4.2854892452e-01
8,96,3.7693630000e-17,4.4703003641e-01
8,98,2.6526270000e-17,4.6589818730e-01
8,100,4.3094000000e-17,4.8515337718e-01
9,1,2.9559600000e-17,-4.2574289182e-03
9,3,7.8562300000e-17,-3.7736301775e-03
9,5,1.4397430000e-16,-2.9027924442e-03
9,7,4.7490630000e-16,-1.6449157184e-03
9,11,5.3794270000e-16,2.0319547110e-03
9,13,2.0394200000e-16,4.4509484145e-03
9,15,1.6448170000e-16,7.2569811106e-03
9,17,1.3331830000e-16,1.0450052799e-02
9,19,1.1569770000e-16,1.4030163480e-02
9,21,1.1359930000e-16,1.7997313154e-02
9,23,1.0012710000e-16,2.2351501821e-02
9,25,9.0035900000e-17,2.7092729480e-02
9,27,9.2596530000e-17,3.2220996131e-02
9,29,8.6181270000e-17,3.7736301775e-02
9,31,8.0079400000e-17,4.3638646412e-02
9,33,8.0937300000e-17,4.9928030041e-02
9,35,7.5087670000e-17,5.6604452663e-02
9,37,7.5428800000e-17,6.3667914277e-02
9,39,7.6184300000e-17,7.1118414884e-02
9,41,6.9938100000e-17,7.8955954483e-02
9,43,6.9201570000e-17,8.7180533075e-02
9,45,7.1057630000e-17,9.5792150660e-02
9,47,6.4473530000e-17,1.0479080724e-01
9,49,6.1709870000e-17,1.1417650281e-01
9,51,6.2931400000e-17,1.2394923737e-01
9,53,5.9258200000e-17,1.3410901092e-01
9,55,5.7351970000e-17,1.4465582347e-01
9,57,5.7421770000e-17,1.5558967501e-01
9,59,5.5707830000e-17,1.6691056554e-01
9,61,5.3007500000e-17,1.7861849507e-01
9,63,5.2632030000e-17,1.9071346359e-01
9,65,5.0818670000e-17,2.0319547110e-01
9,67,4.7242970000e-17,2.1606451760e-01
9,69,4.8527900000e-17,2.2932060309e-01
9,71,4.6497200000e-17,2.4296372758e-01
9,73,4.3850330000e-17,2.5699389106e-01
9,75,4.2934270000e-17,2.7141109354e-01
9,77,4.1239700000e-17,2.8621533500e-01
9,79,3.9957870000e-17,3.0140661546e-01
9,81,4.0483170000e-17,3.1698493491e-01
9,83,3.7548870000e-17,3.3295029335e-01
9,85,3.5744530000e-17,3.4930269079e-01
9,87,3.5924470000e-17,3.6604212722e-01
9,89,3.5310000000e-17,3.8316860264e-01
9,91,3.0968600000e-17,4.0068211705e-01
9,93,3.4242530000e-17,4.1858267046e-01
9,95,3.5638200000e-17,4.3687026286e-01
9,97,2.5909970000e-17,4.5554489425e-01
9,99,4.0956670000e-17,4.7460656463e-01
10,0,7.6832070000e-18,-5.3217861478e-03
10,2,4.3752370000e-17,-5.0315069033e-03
10,4,8.7552830000e-17,-4.3541886664e-03
10,6,1.4941670000e-16,-3.2898314368e-03
10,8,4.8438930000e-16,-1.8384352147e-03
10,12,4.9634770000e-16,2.2254742072e-03
10,14,1.8627170000e-16,4.8379874071e-03
10,16,1.4785270000e-16,7.8375395994e-03
10,18,1.1834930000e-16,1.1224130784e-02
10,20,1.0398410000e-16,1.4997760962e-02
10,22,1.0061930000e-16,1.9158430132e-02
10,24,8.7659730000e-17,2.3706138295e-02
10,26,8.2188400000e-17,2.8640885450e-02
10,28,8.1480100000e-17,3.3962671598e-02
10,30,7.6106830000e-17,3.9671496738e-02
10,32,7.2279070000e-17,4.5767360871e-02
10,34,6.9715370000e-17,5.2250263996e-02
10,36,6.7711770000e-17,5.9120206114e-02
10,38,6.6775700000e-17,6.6377187225e-02
10,40,6.4912070000e-17,7.4021207328e-02
10,42,6.2280570000e-17,8.2052266424e-02
10,44,6.1246800000e-17,9.0470364512e-02
10,46,6.0561530000e-17,9.9275501593e-02
10,48,5.6870900000e-17,1.0846767767e-01
10,50,5.5454070000e-17,1.1804689273e-01
10,52,5.5191430000e-17,1.2801314679e-01
10,54,5.1018030000e-17,1.3836643984e-01
10,56,5.0115370000e-17,1.4910677189e-01
10,58,5.0561800000e-17,1.6023414292e-01
10,60,4.7878270000e-17,1.7174855295e-01
10,62,4.5758200000e-17,1.8365000197e-01
10,64,4.5948030000e-17,1.9593848999e-01
10,66,4.4871970000e-17,2.0861401699e-01
10,68,4.3347300000e-17,2.2167658299e-01
10,70,4.1767870000e-17,2.3512618798e-01
10,72,4.0963570000e-17,2.4896283197e-01
10,74,3.8872300000e-17,2.6318651494e-01
10,76,3.6479830000e-17,2.7779723691e-01
10,78,3.4800370000e-17,2.9279499788e-01
10,80,3.4176600000e-17,3.0817979783e-01
10,82,3.4175930000e-17,3.2395163678e-01
10,84,3.2260270000e-17,3.4011051472e-01
10,86,3.1272900000e-17,3.5665643165e-01
10,88,3.0710970000e-17,3.7358938757e-01
10,90,2.9826170000e-17,3.9090938249e-01
10,92,2.6011830000e-17,4.0861641640e-01
10,94,2.8264900000e-17,4.2671048930e-01
10,96,2.9873070000e-17,4.4519160120e-01
10,98,2.3110030000e-17,4.6405975209e-01
10,100,3.1558100000e-17,4.8331494197e-01
11,1,2.1514330000e-17,-6.2893836292e-03
11,3,5.2297700000e-17,-5.8055848885e-03
11,5,9.2630400000e-17,-4.9347471552e-03
11,7,1.5715430000e-16,-3.6768704294e-03
11,9,4.4493970000e-16,-2.0319547110e-03
11,13,4.6250930000e-16,2.4189937035e-03
11,15,1.6803570000e-16,5.2250263996e-03
11,17,1.3379830000e-16,8.4180980883e-03
11,19,1.0932240000e-16,1.1998208770e-02
11,21,9.3007670000e-17,1.5965358443e-02
11,23,9.0611400000e-17,2.0319547110e-02
11,25,8.2676670000e-17,2.5060774769e-02
11,27,7.5634100000e-17,3.0189041420e-02
11,29,7.4954700000e-17,3.5704347064e-02
11,31,7.1263830000e-17,4.1606691701e-02
11,33,6.5215500000e-17,4.7896075330e-02
11,35,6.5299730000e-17,5.4572497952e-02
11,37,6.4314100000e-17,6.1635959566e-02
11,39,5.9436370000e-17,6.9086460173e-02
11,41,6.0175730000e-17,7.6923999772e-02
11,43,5.9528570000e-17,8.5148578364e-02
11,45,5.6016700000e-17,9.3760195949e-02
11,47,5.6626630000e-17,1.0275885253e-01
11,49,5.3858870000e-17,1.1214454810e-01
11,51,5.0958600000e-17,1.2191728266e-01
11,53,5.2260970000e-17,1.3207705621e-01
11,55,4.9972900000e-17,1.4262386876e-01
11,57,4.5177470000e-17,1.5355772030e-01
11,59,4.5797600000e-17,1.6487861083e-01
11,61,4.5003330000e-17,1.7658654036e-01
11,63,4.2185500000e-17,1.8868150888e-01
