# O-CO2 state-resolved inelastic channels at energy index 21
# Generated by compute_inelastic_tables.py
ji,jf,sigma_cm2,delta_E_eV
0,2,8.6091930000e-16,2.9027924442e-04
0,4,2.7801770000e-16,9.6759748141e-04
0,6,2.4840900000e-16,2.0319547110e-03
0,8,1.8376030000e-16,3.4833509331e-03
0,10,1.4571970000e-16,5.3217861478e-03
0,12,1.5858170000e-16,7.5472603550e-03
0,14,1.3038170000e-16,1.0159773555e-02
0,16,1.0555930000e-16,1.3159325747e-02
0,18,1.3111700000e-16,1.6545916932e-02
0,20,1.0509760000e-16,2.0319547110e-02
0,22,9.3257100000e-17,2.4480216280e-02
0,24,1.0491500000e-16,2.9027924442e-02
0,26,8.7504170000e-17,3.3962671598e-02
0,28,7.6126400000e-17,3.9284457745e-02
0,30,8.9115170000e-17,4.4993282886e-02
0,32,7.8464170000e-17,5.1089147019e-02
0,34,6.9011330000e-17,5.7572050144e-02
0,36,8.1812070000e-17,6.4441992262e-02
0,38,7.0046270000e-17,7.1698973373e-02
0,40,6.6785030000e-17,7.9342993476e-02
0,42,7.4863230000e-17,8.7374052572e-02
0,44,7.9257200000e-17,9.5792150660e-02
0,46,6.3273670000e-17,1.0459728774e-01
0,48,6.8749230000e-17,1.1378946381e-01
0,50,6.6167130000e-17,1.2336867888e-01
0,52,5.9397970000e-17,1.3333493294e-01
0,54,6.4997070000e-17,1.4368822599e-01
0,56,6.1850070000e-17,1.5442855803e-01
0,58,5.5683970000e-17,1.6555592907e-01
0,60,5.5656930000e-17,1.7707033910e-01
0,62,5.6886600000e-17,1.8897178812e-01
0,64,4.7400000000e-17,2.0126027613e-01
0,66,4.6553430000e-17,2.1393580314e-01
0,68,4.7956470000e-17,2.2699836914e-01
0,70,4.9837170000e-17,2.4044797413e-01
0,72,4.4371430000e-17,2.5428461812e-01
0,74,4.5584330000e-17,2.6850830109e-01
0,76,4.2915300000e-17,2.8311902306e-01
0,78,4.0458130000e-17,2.9811678402e-01
0,80,4.0737300000e-17,3.1350158398e-01
0,82,4.1601600000e-17,3.2927342292e-01
0,84,3.9229830000e-17,3.4543230086e-01
0,86,4.1081330000e-17,3.6197821780e-01
0,88,4.2187670000e-17,3.7891117372e-01
0,90,3.5880100000e-17,3.9623116864e-01
0,92,3.7183870000e-17,4.1393820255e-01
0,94,4.4734830000e-17,4.3203227545e-01
0,96,3.4561070000e-17,4.5051338735e-01
0,98,3.2805400000e-17,4.6938153823e-01
0,100,5.6904530000e-17,4.8863672811e-01
1,3,6.3928970000e-16,4.8379874071e-04
1,5,2.6917400000e-16,1.3546364740e-03
1,7,2.1864270000e-16,2.6125131998e-03
1,9,1.6755770000e-16,4.2574289182e-03
1,11,1.4901600000e-16,6.2893836292e-03
1,13,1.4185830000e-16,8.7083773327e-03
1,15,1.1688770000e-16,1.1514410029e-02
1,17,1.1650330000e-16,1.4707481717e-02
1,19,1.1376030000e-16,1.8287592399e-02
1,21,9.6911970000e-17,2.2254742072e-02
1,23,9.6640370000e-17,2.6608930739e-02
1,25,9.4124800000e-17,3.1350158398e-02
1,27,8.4869530000e-17,3.6478425049e-02
1,29,8.5434430000e-17,4.1993730693e-02
1,31,8.3475000000e-17,4.7896075330e-02
1,33,7.4891100000e-17,5.4185458959e-02
1,35,7.9348670000e-17,6.0861881581e-02
1,37,7.7680100000e-17,6.7925343195e-02
1,39,6.7544470000e-17,7.5375843802e-02
1,41,7.1674030000e-17,8.3213383401e-02
1,43,7.6996270000e-17,9.1437961993e-02
1,45,6.9524670000e-17,1.0004957958e-01
1,47,6.2795030000e-17,1.0904823616e-01
1,49,6.9705130000e-17,1.1843393172e-01
1,51,6.4213900000e-17,1.2820666629e-01
1,53,6.0361730000e-17,1.3836643984e-01
1,55,6.1723230000e-17,1.4891325239e-01
1,57,6.0241570000e-17,1.5984710393e-01
1,59,5.7242870000e-17,1.7116799446e-01
1,61,5.6191670000e-17,1.8287592399e-01
1,63,5.7706570000e-17,1.9497089250e-01
1,65,5.4217430000e-17,2.0745290001e-01
1,67,4.9642330000e-17,2.2032194652e-01
1,69,4.8023830000e-17,2.3357803201e-01
1,71,4.5712000000e-17,2.4722115650e-01
1,73,4.8649970000e-17,2.6125131998e-01
1,75,4.4219870000e-17,2.7566852245e-01
1,77,4.4557100000e-17,2.9047276392e-01
1,79,4.3154370000e-17,3.0566404438e-01
1,81,4.2020400000e-17,3.2124236383e-01
1,83,4.2513270000e-17,3.3720772227e-01
1,85,4.3641200000e-17,3.5356011971e-01
1,87,3.8647930000e-17,3.7029955614e-01
1,89,3.6196400000e-17,3.8742603156e-01
1,91,3.8718730000e-17,4.0493954597e-01
1,93,4.7489530000e-17,4.2284009938e-01
1,95,3.6201170000e-17,4.4112769178e-01
1,97,3.5334530000e-17,4.5980232317e-01
1,99,5.8702970000e-17,4.7886399355e-01
2,0,1.7220400000e-16,-2.9027924442e-04
2,4,5.9138270000e-16,6.7731823699e-04
2,6,2.4690030000e-16,1.7416754665e-03
2,8,1.9917770000e-16,3.1930716887e-03
2,10,1.6597030000e-16,5.0315069033e-03
2,12,1.4377700000e-16,7.2569811106e-03
2,14,1.3007130000e-16,9.8694943104e-03
2,16,1.2353600000e-16,1.2869046503e-02
2,18,1.1230210000e-16,1.6255637688e-02
2,20,1.0651330000e-16,2.0029267865e-02
2,22,1.0075050000e-16,2.4189937035e-02
2,24,9.2703300000e-17,2.8737645198e-02
