# O-CO2 state-resolved inelastic channels at energy index 13
# Generated by compute_inelastic_tables.py
ji,jf,sigma_cm2,delta_E_eV
0,2,1.0877170000e-15,2.9027924442e-04
0,4,3.2944170000e-16,9.6759748141e-04
0,6,2.6862500000e-16,2.0319547110e-03
0,8,2.0834600000e-16,3.4833509331e-03
0,10,1.6281030000e-16,5.3217861478e-03
0,12,1.7395030000e-16,7.5472603550e-03
0,14,1.4127930000e-16,1.0159773555e-02
0,16,1.1726380000e-16,1.3159325747e-02
0,18,1.4059070000e-16,1.6545916932e-02
0,20,1.2888430000e-16,2.0319547110e-02
0,22,1.0139080000e-16,2.4480216280e-02
0,24,1.2099400000e-16,2.9027924442e-02
0,26,1.1030700000e-16,3.3962671598e-02
0,28,9.2045830000e-17,3.9284457745e-02
0,30,9.7824470000e-17,4.4993282886e-02
0,32,8.7832700000e-17,5.1089147019e-02
0,34,8.2215000000e-17,5.7572050144e-02
0,36,8.5190330000e-17,6.4441992262e-02
0,38,7.8092730000e-17,7.1698973373e-02
0,40,7.2000870000e-17,7.9342993476e-02
0,42,7.3034030000e-17,8.7374052572e-02
0,44,6.8415470000e-17,9.5792150660e-02
0,46,5.9570270000e-17,1.0459728774e-01
0,48,6.5251070000e-17,1.1378946381e-01
0,50,6.1983230000e-17,1.2336867888e-01
0,52,5.0386900000e-17,1.3333493294e-01
0,54,5.7544870000e-17,1.4368822599e-01
0,56,5.4594530000e-17,1.5442855803e-01
0,58,4.7210670000e-17,1.6555592907e-01
0,60,4.6814170000e-17,1.7707033910e-01
0,62,4.9613030000e-17,1.8897178812e-01
0,64,4.6610330000e-17,2.0126027613e-01
0,66,4.1261430000e-17,2.1393580314e-01
0,68,4.3418100000e-17,2.2699836914e-01
0,70,4.1283030000e-17,2.4044797413e-01
0,72,3.7605730000e-17,2.5428461812e-01
0,74,3.9782700000e-17,2.6850830109e-01
0,76,4.1769100000e-17,2.8311902306e-01
0,78,3.6610430000e-17,2.9811678402e-01
0,80,3.4809300000e-17,3.1350158398e-01
0,82,3.6809230000e-17,3.2927342292e-01
0,84,3.4324330000e-17,3.4543230086e-01
0,86,3.1044870000e-17,3.6197821780e-01
0,88,3.2552070000e-17,3.7891117372e-01
0,90,3.5612970000e-17,3.9623116864e-01
0,92,2.8870530000e-17,4.1393820255e-01
0,94,3.0761170000e-17,4.3203227545e-01
0,96,3.5879530000e-17,4.5051338735e-01
0,98,2.5316170000e-17,4.6938153823e-01
0,100,3.9083800000e-17,4.8863672811e-01
1,3,7.9321100000e-16,4.8379874071e-04
1,5,3.0718230000e-16,1.3546364740e-03
1,7,2.3940770000e-16,2.6125131998e-03
1,9,1.8902430000e-16,4.2574289182e-03
1,11,1.6747100000e-16,6.2893836292e-03
1,13,1.5810800000e-16,8.7083773327e-03
1,15,1.3183030000e-16,1.1514410029e-02
1,17,1.2597770000e-16,1.4707481717e-02
1,19,1.2860930000e-16,1.8287592399e-02
1,21,1.1127260000e-16,2.2254742072e-02
1,23,1.0354220000e-16,2.6608930739e-02
1,25,1.0947200000e-16,3.1350158398e-02
1,27,1.0007460000e-16,3.6478425049e-02
1,29,9.9241130000e-17,4.1993730693e-02
1,31,9.3613800000e-17,4.7896075330e-02
1,33,8.5718400000e-17,5.4185458959e-02
1,35,8.7261170000e-17,6.0861881581e-02
1,37,8.5220470000e-17,6.7925343195e-02
1,39,7.5083800000e-17,7.5375843802e-02
1,41,7.4861700000e-17,8.3213383401e-02
1,43,7.3586470000e-17,9.1437961993e-02
1,45,6.6837370000e-17,1.0004957958e-01
1,47,6.2781570000e-17,1.0904823616e-01
1,49,6.5268030000e-17,1.1843393172e-01
1,51,6.0897470000e-17,1.2820666629e-01
1,53,5.4046630000e-17,1.3836643984e-01
1,55,5.7663600000e-17,1.4891325239e-01
1,57,5.5021170000e-17,1.5984710393e-01
1,59,4.9362230000e-17,1.7116799446e-01
1,61,4.7107270000e-17,1.8287592399e-01
1,63,4.7221600000e-17,1.9497089250e-01
1,65,4.7628670000e-17,2.0745290001e-01
1,67,4.4610770000e-17,2.2032194652e-01
1,69,4.3428470000e-17,2.3357803201e-01
1,71,4.3283070000e-17,2.4722115650e-01
1,73,4.2079830000e-17,2.6125131998e-01
1,75,3.9953630000e-17,2.7566852245e-01
