# O-CO2 state-resolved inelastic channels at energy index 24
# Generated by compute_inelastic_tables.py
ji,jf,sigma_cm2,delta_E_eV
9,83,4.4794300000e-17,3.3295029335e-01
9,85,4.4539130000e-17,3.4930269079e-01
9,87,3.9836330000e-17,3.6604212722e-01
9,89,3.8110500000e-17,3.8316860264e-01
9,91,4.1433970000e-17,4.0068211705e-01
9,93,4.2955570000e-17,4.1858267046e-01
9,95,3.4386200000e-17,4.3687026286e-01
9,97,3.6074170000e-17,4.5554489425e-01
9,99,5.6751030000e-17,4.7460656463e-01
10,0,6.7641800000e-18,-5.3217861478e-03
10,2,3.8767330000e-17,-5.0315069033e-03
10,4,8.0815300000e-17,-4.3541886664e-03
10,6,1.3194430000e-16,-3.2898314368e-03
10,8,3.9546300000e-16,-1.8384352147e-03
10,12,3.9989000000e-16,2.2254742072e-03
10,14,1.6488130000e-16,4.8379874071e-03
10,16,1.3931270000e-16,7.8375395994e-03
10,18,1.0806140000e-16,1.1224130784e-02
10,20,9.5395800000e-17,1.4997760962e-02
10,22,9.1981670000e-17,1.9158430132e-02
10,24,8.0519700000e-17,2.3706138295e-02
10,26,7.3888070000e-17,2.8640885450e-02
10,28,7.5247470000e-17,3.3962671598e-02
10,30,6.9014470000e-17,3.9671496738e-02
10,32,6.2307830000e-17,4.5767360871e-02
10,34,6.3689900000e-17,5.2250263996e-02
10,36,6.1641430000e-17,5.9120206114e-02
10,38,5.7539230000e-17,6.6377187225e-02
10,40,5.7296830000e-17,7.4021207328e-02
10,42,5.4900870000e-17,8.2052266424e-02
10,44,5.6349030000e-17,9.0470364512e-02
10,46,5.5414700000e-17,9.9275501593e-02
10,48,5.0590900000e-17,1.0846767767e-01
10,50,5.3966970000e-17,1.1804689273e-01
10,52,5.3329630000e-17,1.2801314679e-01
10,54,4.9787600000e-17,1.3836643984e-01
10,56,4.9957670000e-17,1.4910677189e-01
10,58,5.0268100000e-17,1.6023414292e-01
10,60,4.6165000000e-17,1.7174855295e-01
10,62,4.7832300000e-17,1.8365000197e-01
10,64,4.8388370000e-17,1.9593848999e-01
10,66,4.7434670000e-17,2.0861401699e-01
10,68,4.5547070000e-17,2.2167658299e-01
10,70,4.7160030000e-17,2.3512618798e-01
10,72,4.3895200000e-17,2.4896283197e-01
10,74,4.3511670000e-17,2.6318651494e-01
10,76,4.1262670000e-17,2.7779723691e-01
10,78,4.1011700000e-17,2.9279499788e-01
10,80,3.7848470000e-17,3.0817979783e-01
10,82,3.9163470000e-17,3.2395163678e-01
10,84,3.7688070000e-17,3.4011051472e-01
10,86,3.8263530000e-17,3.5665643165e-01
10,88,3.4872370000e-17,3.7358938757e-01
10,90,3.3304530000e-17,3.9090938249e-01
10,92,3.4934600000e-17,4.0861641640e-01
10,94,3.6309030000e-17,4.2671048930e-01
10,96,2.9825130000e-17,4.4519160120e-01
10,98,3.1444830000e-17,4.6405975209e-01
10,100,4.4824070000e-17,4.8331494197e-01
11,1,1.8972700000e-17,-6.2893836292e-03
11,3,4.7566430000e-17,-5.8055848885e-03
11,5,8.6789400000e-17,-4.9347471552e-03
11,7,1.3946500000e-16,-3.6768704294e-03
11,9,3.6113530000e-16,-2.0319547110e-03
11,13,3.7312370000e-16,2.4189937035e-03
11,15,1.4603770000e-16,5.2250263996e-03
11,17,1.2426500000e-16,8.4180980883e-03
11,19,9.9631830000e-17,1.1998208770e-02
11,21,8.5079400000e-17,1.5965358443e-02
11,23,8.2418830000e-17,2.0319547110e-02
11,25,7.5513630000e-17,2.5060774769e-02
11,27,6.8317070000e-17,3.0189041420e-02
11,29,6.7567470000e-17,3.5704347064e-02
11,31,6.1393070000e-17,4.1606691701e-02
11,33,5.8237770000e-17,4.7896075330e-02
11,35,5.8150030000e-17,5.4572497952e-02
11,37,5.6235100000e-17,6.1635959566e-02
11,39,5.2554600000e-17,6.9086460173e-02
11,41,5.3502370000e-17,7.6923999772e-02
11,43,5.1617700000e-17,8.5148578364e-02
11,45,4.9443400000e-17,9.3760195949e-02
11,47,4.9090600000e-17,1.0275885253e-01
11,49,4.9156800000e-17,1.1214454810e-01
11,51,4.7266670000e-17,1.2191728266e-01
11,53,4.8931170000e-17,1.3207705621e-01
11,55,4.9651500000e-17,1.4262386876e-01
11,57,4.6648400000e-17,1.5355772030e-01
11,59,4.5044530000e-17,1.6487861083e-01
11,61,4.5647570000e-17,1.7658654036e-01
11,63,4.3821670000e-17,1.8868150888e-01
