# O-CO2 state-resolved inelastic channels at energy index 5
# Generated by compute_inelastic_tables.py
ji,jf,sigma_cm2,delta_E_eV
0,2,1.8080170000e-15,2.9027924442e-04
0,4,5.7860700000e-16,9.6759748141e-04
0,6,3.8249330000e-16,2.0319547110e-03
0,8,2.8376500000e-16,3.4833509331e-03
0,10,1.9970970000e-16,5.3217861478e-03
0,12,2.1077870000e-16,7.5472603550e-03
0,14,1.8005430000e-16,1.0159773555e-02
0,16,1.4162170000e-16,1.3159325747e-02
0,18,1.7225530000e-16,1.6545916932e-02
0,20,1.3535700000e-16,2.0319547110e-02
0,22,1.1162840000e-16,2.4480216280e-02
0,24,1.3500530000e-16,2.9027924442e-02
0,26,1.0661170000e-16,3.3962671598e-02
0,28,8.9044770000e-17,3.9284457745e-02
0,30,1.0426000000e-16,4.4993282886e-02
0,32,9.0506200000e-17,5.1089147019e-02
0,34,7.1353570000e-17,5.7572050144e-02
0,36,7.9494500000e-17,6.4441992262e-02
0,38,7.8220470000e-17,7.1698973373e-02
0,40,6.0003400000e-17,7.9342993476e-02
0,42,6.1650670000e-17,8.7374052572e-02
0,44,6.8001070000e-17,9.5792150660e-02
0,46,5.5508700000e-17,1.0459728774e-01
0,48,4.8066570000e-17,1.1378946381e-01
0,50,5.3533370000e-17,1.2336867888e-01
0,52,5.0673870000e-17,1.3333493294e-01
0,54,4.1868270000e-17,1.4368822599e-01
0,56,4.2241100000e-17,1.5442855803e-01
0,58,4.3852530000e-17,1.6555592907e-01
0,60,3.8493130000e-17,1.7707033910e-01
0,62,3.4706630000e-17,1.8897178812e-01
0,64,3.5539570000e-17,2.0126027613e-01
0,66,3.3434330000e-17,2.1393580314e-01
0,68,2.9257730000e-17,2.2699836914e-01
0,70,2.7975930000e-17,2.4044797413e-01
0,72,2.8247000000e-17,2.5428461812e-01
0,74,2.6920430000e-17,2.6850830109e-01
0,76,2.2468870000e-17,2.8311902306e-01
0,78,2.0969970000e-17,2.9811678402e-01
0,80,2.0296330000e-17,3.1350158398e-01
0,82,1.8998170000e-17,3.2927342292e-01
0,84,1.6741470000e-17,3.4543230086e-01
0,86,1.4960870000e-17,3.6197821780e-01
0,88,1.4007400000e-17,3.7891117372e-01
0,90,1.1255730000e-17,3.9623116864e-01
0,92,7.3001600000e-18,4.1393820255e-01
0,94,3.0331170000e-18,4.3203227545e-01
0,96,6.7393880000e-19,4.5051338735e-01
0,98,7.0054460000e-20,4.6938153823e-01
0,100,2.6933700000e-21,4.8863672811e-01
1,3,1.3036990000e-15,4.8379874071e-04
1,5,5.0860400000e-16,1.3546364740e-03
1,7,3.4037970000e-16,2.6125131998e-03
1,9,2.4512670000e-16,4.2574289182e-03
1,11,2.0933770000e-16,6.2893836292e-03
1,13,2.0088730000e-16,8.7083773327e-03
1,15,1.6575700000e-16,1.1514410029e-02
1,17,1.6105270000e-16,1.4707481717e-02
1,19,1.6077400000e-16,1.8287592399e-02
1,21,1.2504000000e-16,2.2254742072e-02
1,23,1.2716770000e-16,2.6608930739e-02
1,25,1.2426370000e-16,3.1350158398e-02
1,27,9.8825270000e-17,3.6478425049e-02
1,29,9.7622570000e-17,4.1993730693e-02
1,31,1.0021990000e-16,4.7896075330e-02
1,33,8.4570430000e-17,5.4185458959e-02
1,35,7.5486530000e-17,6.0861881581e-02
1,37,7.9025230000e-17,6.7925343195e-02
1,39,7.1782930000e-17,7.5375843802e-02
1,41,6.0746770000e-17,8.3213383401e-02
1,43,6.3539530000e-17,9.1437961993e-02
1,45,6.1231030000e-17,1.0004957958e-01
1,47,5.2449200000e-17,1.0904823616e-01
1,49,5.1883700000e-17,1.1843393172e-01
1,51,5.2652470000e-17,1.2820666629e-01
1,53,4.7329700000e-17,1.3836643984e-01
1,55,4.3185730000e-17,1.4891325239e-01
1,57,4.3796230000e-17,1.5984710393e-01
1,59,4.1319730000e-17,1.7116799446e-01
1,61,3.6907770000e-17,1.8287592399e-01
1,63,3.5015130000e-17,1.9497089250e-01
1,65,3.4116830000e-17,2.0745290001e-01
1,67,3.1383270000e-17,2.2032194652e-01
1,69,2.8866330000e-17,2.3357803201e-01
1,71,2.8092230000e-17,2.4722115650e-01
1,73,2.7326070000e-17,2.6125131998e-01
1,75,2.4615630000e-17,2.7566852245e-01
1,77,2.2112870000e-17,2.9047276392e-01
1,79,2.0845500000e-17,3.0566404438e-01
1,81,1.9569430000e-17,3.2124236383e-01
1,83,1.7912800000e-17,3.3720772227e-01
1,85,1.5736070000e-17,3.5356011971e-01
1,87,1.5056730000e-17,3.7029955614e-01
1,89,1.2885150000e-17,3.8742603156e-01
1,91,9.2249070000e-18,4.0493954597e-01
