# O-CO2 state-resolved inelastic channels at energy index 8
# Generated by compute_inelastic_tables.py
ji,jf,sigma_cm2,delta_E_eV
0,2,1.4144870000e-15,2.9027924442e-04
0,4,4.2540930000e-16,9.6759748141e-04
0,6,3.3087970000e-16,2.0319547110e-03
0,8,2.5149930000e-16,3.4833509331e-03
0,10,1.7924330000e-16,5.3217861478e-03
0,12,2.1122930000e-16,7.5472603550e-03
0,14,1.7593570000e-16,1.0159773555e-02
0,16,1.2965000000e-16,1.3159325747e-02
0,18,1.4154230000e-16,1.6545916932e-02
0,20,1.3427030000e-16,2.0319547110e-02
0,22,1.1308320000e-16,2.4480216280e-02
0,24,1.1516570000e-16,2.9027924442e-02
0,26,1.0746890000e-16,3.3962671598e-02
0,28,9.3636030000e-17,3.9284457745e-02
0,30,9.6009770000e-17,4.4993282886e-02
0,32,8.2088030000e-17,5.1089147019e-02
0,34,7.8492430000e-17,5.7572050144e-02
0,36,8.1881300000e-17,6.4441992262e-02
0,38,7.1787800000e-17,7.1698973373e-02
0,40,6.2602070000e-17,7.9342993476e-02
0,42,6.8880900000e-17,8.7374052572e-02
0,44,6.7043670000e-17,9.5792150660e-02
0,46,5.3080030000e-17,1.0459728774e-01
0,48,5.9078200000e-17,1.1378946381e-01
0,50,5.9097170000e-17,1.2336867888e-01
0,52,4.6546630000e-17,1.3333493294e-01
0,54,4.6559430000e-17,1.4368822599e-01
0,56,4.9835370000e-17,1.5442855803e-01
0,58,4.5201100000e-17,1.6555592907e-01
0,60,3.8455130000e-17,1.7707033910e-01
0,62,4.2700530000e-17,1.8897178812e-01
0,64,4.2020130000e-17,2.0126027613e-01
0,66,3.6673170000e-17,2.1393580314e-01
0,68,3.6076030000e-17,2.2699836914e-01
0,70,3.8304300000e-17,2.4044797413e-01
0,72,3.3584400000e-17,2.5428461812e-01
0,74,3.0401300000e-17,2.6850830109e-01
0,76,3.0603700000e-17,2.8311902306e-01
0,78,3.0425430000e-17,2.9811678402e-01
0,80,3.0942130000e-17,3.1350158398e-01
0,82,2.9109700000e-17,3.2927342292e-01
0,84,2.6017270000e-17,3.4543230086e-01
0,86,2.6448530000e-17,3.6197821780e-01
0,88,2.6279270000e-17,3.7891117372e-01
0,90,2.3406530000e-17,3.9623116864e-01
0,92,2.3920100000e-17,4.1393820255e-01
0,94,2.4858400000e-17,4.3203227545e-01
0,96,2.3520370000e-17,4.5051338735e-01
0,98,2.5761470000e-17,4.6938153823e-01
0,100,1.5022890000e-17,4.8863672811e-01
1,3,1.0204840000e-15,4.8379874071e-04
1,5,3.8226770000e-16,1.3546364740e-03
1,7,2.9396830000e-16,2.6125131998e-03
1,9,2.1457430000e-16,4.2574289182e-03
1,11,1.9204270000e-16,6.2893836292e-03
1,13,1.9218200000e-16,8.7083773327e-03
1,15,1.5064800000e-16,1.1514410029e-02
1,17,1.3639100000e-16,1.4707481717e-02
1,19,1.3889630000e-16,1.8287592399e-02
1,21,1.2616200000e-16,2.2254742072e-02
1,23,1.1380060000e-16,2.6608930739e-02
1,25,1.1290830000e-16,3.1350158398e-02
1,27,1.0898520000e-16,3.6478425049e-02
1,29,9.7417230000e-17,4.1993730693e-02
1,31,9.0985770000e-17,4.7896075330e-02
1,33,8.0638270000e-17,5.4185458959e-02
1,35,8.1821370000e-17,6.0861881581e-02
1,37,7.9659270000e-17,6.7925343195e-02
1,39,7.1342330000e-17,7.5375843802e-02
1,41,6.6621830000e-17,8.3213383401e-02
1,43,6.9251300000e-17,9.1437961993e-02
1,45,6.5420600000e-17,1.0004957958e-01
1,47,5.5715630000e-17,1.0904823616e-01
1,49,5.9815630000e-17,1.1843393172e-01
1,51,5.6910070000e-17,1.2820666629e-01
1,53,4.8050270000e-17,1.3836643984e-01
1,55,4.9977500000e-17,1.4891325239e-01
1,57,4.8911470000e-17,1.5984710393e-01
1,59,4.3428800000e-17,1.7116799446e-01
1,61,4.2731530000e-17,1.8287592399e-01
1,63,4.3645770000e-17,1.9497089250e-01
1,65,3.9128300000e-17,2.0745290001e-01
1,67,3.7741430000e-17,2.2032194652e-01
1,69,3.8078130000e-17,2.3357803201e-01
1,71,3.5419700000e-17,2.4722115650e-01
1,73,3.2918900000e-17,2.6125131998e-01
1,75,3.1602130000e-17,2.7566852245e-01
1,77,3.0036400000e-17,2.9047276392e-01
1,79,3.0533400000e-17,3.0566404438e-01
1,81,2.9595070000e-17,3.2124236383e-01
1,83,2.6947800000e-17,3.3720772227e-01
1,85,2.7865730000e-17,3.5356011971e-01
1,87,2.7167730000e-17,3.7029955614e-01
1,89,2.3821330000e-17,3.8742603156e-01
1,91,2.5489500000e-17,4.0493954597e-01
1,93,2.5059300000e-17,4.2284009938e-01
1,95,2.3591930000e-17,4.4112769178e-01
1,97,2.6542470000e-17,4.5980232317e-01
1,99,1.6302260000e-17,4.7886399355e-01
2,0,2.8298830000e-16,-2.9027924442e-04
