# O-CO2 state-resolved inelastic channels at energy index 38
# Generated by compute_inelastic_tables.py
ji,jf,sigma_cm2,delta_E_eV
0,2,6.7456330000e-16,9.1229075143e-02
0,4,2.3596200000e-16,2.5872550660e-01
0,6,2.3264900000e-16,3.2386989368e-01
0,8,1.8104630000e-16,4.5242267389e-01
0,10,1.3037370000e-16,4.8962207654e-01
0,12,1.4118670000e-16,4.5645027803e-01
0,14,1.2451200000e-16,6.4773192923e-01
0,16,9.7813770000e-17,6.4568868974e-01
0,18,1.1309770000e-16,6.3978910524e-01
0,20,9.4160730000e-17,6.5068116393e-01
0,22,8.4402030000e-17,7.3587847065e-01
0,24,9.1242630000e-17,6.8264793482e-01
0,26,8.7392230000e-17,8.7825701442e-01
0,28,7.1897430000e-17,8.6192946450e-01
0,30,8.8244000000e-17,9.4387671870e-01
0,32,6.9422530000e-17,8.4564629023e-01
0,34,7.1771970000e-17,1.0407172829e+00
0,36,8.2207930000e-17,1.1464482912e+00
0,38,6.5769470000e-17,9.4946615126e-01
0,40,5.8884530000e-17,9.6358392871e-01
0,42,7.0353200000e-17,1.0046879674e+00
0,44,6.8414070000e-17,1.2067880680e+00
0,46,5.6011430000e-17,9.8629812588e-01
0,48,6.2138400000e-17,1.0206601097e+00
0,50,5.7550930000e-17,1.1300752006e+00
0,52,5.5766900000e-17,1.1385777985e+00
0,54,5.6153970000e-17,1.0170091319e+00
0,56,5.4591400000e-17,1.0956418624e+00
0,58,5.2259930000e-17,1.0556112559e+00
0,60,5.7806570000e-17,1.1468019805e+00
0,62,5.4997230000e-17,1.0694981875e+00
0,64,5.5198970000e-17,1.1184001468e+00
0,66,5.2080770000e-17,1.1047041077e+00
0,68,5.5573530000e-17,1.1901491425e+00
0,70,5.1631870000e-17,1.1877718515e+00
0,72,5.1175470000e-17,1.2454550748e+00
0,74,4.7413830000e-17,1.1663658706e+00
0,76,4.6142500000e-17,1.2101660015e+00
0,78,5.0368900000e-17,1.4149236382e+00
0,80,4.8970530000e-17,1.3001910712e+00
0,82,4.4622270000e-17,1.1989841313e+00
0,84,4.0867630000e-17,1.1880464892e+00
0,86,4.7193300000e-17,1.4980634159e+00
0,88,4.8167130000e-17,1.4526305030e+00
0,90,4.7391570000e-17,1.4866645450e+00
0,92,4.2184430000e-17,1.2887187461e+00
0,94,4.0338370000e-17,1.2010430448e+00
0,96,3.9297370000e-17,1.4281010869e+00
0,98,4.6361400000e-17,0.0000000000e+00
0,100,6.5439100000e-17,0.0000000000e+00
1,3,5.1047330000e-16,0.0000000000e+00
1,5,2.3684270000e-16,0.0000000000e+00
1,7,2.1300830000e-16,0.0000000000e+00
1,9,1.5559600000e-16,0.0000000000e+00
1,11,1.3572930000e-16,0.0000000000e+00
1,13,1.2988370000e-16,0.0000000000e+00
1,15,1.1279200000e-16,0.0000000000e+00
1,17,1.0357740000e-16,0.0000000000e+00
1,19,1.0272230000e-16,0.0000000000e+00
1,21,8.7769630000e-17,0.0000000000e+00
1,23,8.9974600000e-17,0.0000000000e+00
1,25,8.6756670000e-17,0.0000000000e+00
1,27,7.6816100000e-17,0.0000000000e+00
1,29,8.1673730000e-17,0.0000000000e+00
1,31,7.8634070000e-17,0.0000000000e+00
1,33,7.1366630000e-17,0.0000000000e+00
1,35,7.4923870000e-17,0.0000000000e+00
1,37,7.4561970000e-17,0.0000000000e+00
1,39,6.1928070000e-17,0.0000000000e+00
1,41,6.8489070000e-17,0.0000000000e+00
1,43,7.2472930000e-17,0.0000000000e+00
1,45,6.2077500000e-17,0.0000000000e+00
1,47,5.8979100000e-17,0.0000000000e+00
1,49,6.4158970000e-17,0.0000000000e+00
1,51,6.1511570000e-17,0.0000000000e+00
1,53,5.3036530000e-17,0.0000000000e+00
1,55,5.7322670000e-17,0.0000000000e+00
1,57,5.2588270000e-17,0.0000000000e+00
1,59,5.6942500000e-17,0.0000000000e+00
1,61,5.5752830000e-17,0.0000000000e+00
1,63,5.8946870000e-17,0.0000000000e+00
1,65,5.6157530000e-17,0.0000000000e+00
1,67,5.5330700000e-17,0.0000000000e+00
1,69,5.1320700000e-17,0.0000000000e+00
1,71,5.6851670000e-17,0.0000000000e+00
1,73,5.1547730000e-17,0.0000000000e+00
1,75,4.7735200000e-17,0.0000000000e+00
1,77,4.8434330000e-17,0.0000000000e+00
1,79,4.8450400000e-17,0.0000000000e+00
1,81,4.6998270000e-17,0.0000000000e+00
1,83,4.3653200000e-17,0.0000000000e+00
1,85,4.5649270000e-17,0.0000000000e+00
1,87,4.4775370000e-17,0.0000000000e+00
1,89,4.8207400000e-17,0.0000000000e+00
1,91,4.4755100000e-17,0.0000000000e+00
1,93,4.0889130000e-17,0.0000000000e+00
1,95,3.5636500000e-17,0.0000000000e+00
1,97,4.8058770000e-17,0.0000000000e+00
1,99,6.8945770000e-17,0.0000000000e+00
2,0,1.3492100000e-16,0.0000000000e+00
2,4,4.7936870000e-16,0.0000000000e+00
2,6,2.2461700000e-16,0.0000000000e+00
2,8,1.8898070000e-16,0.0000000000e+00
2,10,1.5532870000e-16,0.0000000000e+00
2,12,1.3190700000e-16,0.0000000000e+00
