# O-CO2 state-resolved inelastic channels at energy index 28
# Generated by compute_inelastic_tables.py
ji,jf,sigma_cm2,delta_E_eV
0,2,7.6253600000e-16,2.9027924442e-04
0,4,2.5195200000e-16,9.6759748141e-04
0,6,2.3902030000e-16,2.0319547110e-03
0,8,1.7977730000e-16,3.4833509331e-03
0,10,1.3727330000e-16,5.3217861478e-03
0,12,1.4823500000e-16,7.5472603550e-03
0,14,1.2840130000e-16,1.0159773555e-02
0,16,1.0260920000e-16,1.3159325747e-02
0,18,1.1867570000e-16,1.6545916932e-02
0,20,1.0041550000e-16,2.0319547110e-02
0,22,8.7472730000e-17,2.4480216280e-02
0,24,9.9064970000e-17,2.9027924442e-02
0,26,8.7694170000e-17,3.3962671598e-02
0,28,7.5093700000e-17,3.9284457745e-02
0,30,8.5449070000e-17,4.4993282886e-02
0,32,7.3873400000e-17,5.1089147019e-02
0,34,7.1540200000e-17,5.7572050144e-02
0,36,8.0131430000e-17,6.4441992262e-02
0,38,6.3945100000e-17,7.1698973373e-02
0,40,6.3801670000e-17,7.9342993476e-02
0,42,7.2094070000e-17,8.7374052572e-02
0,44,6.9184130000e-17,9.5792150660e-02
0,46,5.9181730000e-17,1.0459728774e-01
0,48,6.7200630000e-17,1.1378946381e-01
0,50,6.2157870000e-17,1.2336867888e-01
0,52,5.7846370000e-17,1.3333493294e-01
0,54,6.2140900000e-17,1.4368822599e-01
0,56,6.0066000000e-17,1.5442855803e-01
0,58,5.8977800000e-17,1.6555592907e-01
0,60,5.9546830000e-17,1.7707033910e-01
0,62,5.8275670000e-17,1.8897178812e-01
0,64,5.2247070000e-17,2.0126027613e-01
0,66,5.1717070000e-17,2.1393580314e-01
0,68,5.2240170000e-17,2.2699836914e-01
0,70,5.2665230000e-17,2.4044797413e-01
0,72,4.6374500000e-17,2.5428461812e-01
0,74,4.6422130000e-17,2.6850830109e-01
0,76,4.3612500000e-17,2.8311902306e-01
0,78,4.2683000000e-17,2.9811678402e-01
0,80,4.4271270000e-17,3.1350158398e-01
0,82,4.7047000000e-17,3.2927342292e-01
0,84,3.9908970000e-17,3.4543230086e-01
0,86,4.1938270000e-17,3.6197821780e-01
0,88,4.2765200000e-17,3.7891117372e-01
0,90,4.0592570000e-17,3.9623116864e-01
0,92,4.5734570000e-17,4.1393820255e-01
0,94,4.3426930000e-17,4.3203227545e-01
0,96,3.5386430000e-17,4.5051338735e-01
0,98,4.0337330000e-17,4.6938153823e-01
0,100,6.6055030000e-17,4.8863672811e-01
1,3,5.7064000000e-16,4.8379874071e-04
1,5,2.5303970000e-16,1.3546364740e-03
1,7,2.1323170000e-16,2.6125131998e-03
1,9,1.5880770000e-16,4.2574289182e-03
1,11,1.4018500000e-16,6.2893836292e-03
1,13,1.3323500000e-16,8.7083773327e-03
1,15,1.1239350000e-16,1.1514410029e-02
1,17,1.1089170000e-16,1.4707481717e-02
1,19,1.0737170000e-16,1.8287592399e-02
1,21,9.2862000000e-17,2.2254742072e-02
1,23,9.2306000000e-17,2.6608930739e-02
1,25,9.0234830000e-17,3.1350158398e-02
1,27,8.0927430000e-17,3.6478425049e-02
1,29,8.2178130000e-17,4.1993730693e-02
1,31,8.0411570000e-17,4.7896075330e-02
