# O-CO2 state-resolved inelastic channels at energy index 1
# Generated by compute_inelastic_tables.py
ji,jf,sigma_cm2,delta_E_eV
14,12,9.4113330000e-16,-2.6125131998e-03
14,16,7.2698700000e-16,2.9995521924e-03
14,18,4.1808900000e-16,6.3861433773e-03
14,20,3.1509370000e-16,1.0159773555e-02
14,22,1.5564400000e-16,1.4320442725e-02
14,24,4.4570350000e-17,1.8868150888e-02
15,1,4.4622430000e-17,-1.1514410029e-02
15,3,1.1620730000e-16,-1.1030611288e-02
15,5,1.8972570000e-16,-1.0159773555e-02
15,7,2.9938870000e-16,-8.9018968290e-03
15,9,4.4100970000e-16,-7.2569811106e-03
15,11,5.5996030000e-16,-5.2250263996e-03
15,13,8.4697130000e-16,-2.8060326961e-03
15,17,6.3795900000e-16,3.1930716887e-03
15,19,3.7849500000e-16,6.7731823699e-03
15,21,2.4500630000e-16,1.0740332044e-02
15,23,1.0542010000e-16,1.5094520710e-02
16,0,1.1461700000e-17,-1.3159325747e-02
16,2,8.1264100000e-17,-1.2869046503e-02
16,4,1.5069800000e-16,-1.2191728266e-02
16,6,2.1851900000e-16,-1.1127371036e-02
16,8,3.2659030000e-16,-9.6759748141e-03
16,10,4.5940670000e-16,-7.8375395994e-03
16,12,5.5712200000e-16,-5.6120653922e-03
16,14,7.5432970000e-16,-2.9995521924e-03
16,18,5.6980470000e-16,3.3865911849e-03
16,20,3.4312330000e-16,7.1602213625e-03
16,22,1.9943960000e-16,1.1320890533e-02
16,24,3.8660600000e-17,1.5868598695e-02
17,1,3.8132000000e-17,-1.4707481717e-02
17,3,1.2372090000e-16,-1.4223682977e-02
17,5,1.7634230000e-16,-1.3352845243e-02
17,7,2.5212470000e-16,-1.2094968518e-02
17,9,3.6286500000e-16,-1.0450052799e-02
17,11,4.5996870000e-16,-8.4180980883e-03
17,13,5.2937770000e-16,-5.9991043848e-03
17,15,6.8571900000e-16,-3.1930716887e-03
17,19,5.0391630000e-16,3.5801106812e-03
17,21,2.9459370000e-16,7.5472603550e-03
17,23,1.2987830000e-16,1.1901449021e-02
18,0,1.1933300000e-17,-1.6545916932e-02
18,2,7.4023370000e-17,-1.6255637688e-02
18,4,1.5555490000e-16,-1.5578319451e-02
18,6,2.0015730000e-16,-1.4513962221e-02
18,8,3.1058870000e-16,-1.3062565999e-02
18,10,3.9595530000e-16,-1.1224130784e-02
18,12,4.3961830000e-16,-8.9986565771e-03
18,14,4.8610430000e-16,-6.3861433773e-03
18,16,6.3848770000e-16,-3.3865911849e-03
18,20,4.5152130000e-16,3.7736301775e-03
18,22,2.3001020000e-16,7.9342993476e-03
18,24,4.1944500000e-17,1.2482007510e-02
19,1,3.8039900000e-17,-1.8287592399e-02
19,3,9.9094030000e-17,-1.7803793658e-02
19,5,1.7217850000e-16,-1.6932955925e-02
19,7,2.3886370000e-16,-1.5675079199e-02
19,9,3.5631230000e-16,-1.4030163480e-02
19,11,4.1147870000e-16,-1.1998208770e-02
19,13,4.6045700000e-16,-9.5792150660e-03
19,15,4.8004670000e-16,-6.7731823699e-03
19,17,5.9460500000e-16,-3.5801106812e-03
19,21,4.0527500000e-16,3.9671496738e-03
19,23,1.4363770000e-16,8.3213383401e-03
20,0,1.3237940000e-17,-2.0319547110e-02
20,2,5.9742170000e-17,-2.0029267865e-02
20,4,1.1855340000e-16,-1.9351949628e-02
20,6,1.9892090000e-16,-1.8287592399e-02
20,8,2.7315670000e-16,-1.6836196177e-02
20,10,3.7640930000e-16,-1.4997760962e-02
20,12,4.2180770000e-16,-1.2772286755e-02
20,14,4.6282030000e-16,-1.0159773555e-02
20,16,4.8572270000e-16,-7.1602213625e-03
20,18,5.7041430000e-16,-3.7736301775e-03
20,22,3.3535330000e-16,4.1606691701e-03
20,24,5.3158970000e-17,8.7083773327e-03
21,1,3.4364870000e-17,-2.2254742072e-02
21,3,8.0107600000e-17,-2.1770943332e-02
21,5,1.5358100000e-16,-2.0900105599e-02
21,7,2.3711080000e-16,-1.9642228873e-02
21,9,3.1289370000e-16,-1.7997313154e-02
21,11,4.1018530000e-16,-1.5965358443e-02
21,13,3.9862600000e-16,-1.3546364740e-02
21,15,4.3283330000e-16,-1.0740332044e-02
21,17,4.8418700000e-16,-7.5472603550e-03
21,19,5.6450770000e-16,-3.9671496738e-03
21,23,2.7970010000e-16,4.3541886664e-03
22,0,1.1292580000e-17,-2.4480216280e-02
22,2,4.8304500000e-17,-2.4189937035e-02
22,4,1.2516500000e-16,-2.3512618798e-02
22,6,2.0449600000e-16,-2.2448261569e-02
22,8,2.7452390000e-16,-2.0996865347e-02
22,10,3.5809790000e-16,-1.9158430132e-02
22,12,4.2300950000e-16,-1.6932955925e-02
22,14,3.7255550000e-16,-1.4320442725e-02
22,16,4.6008230000e-16,-1.1320890533e-02
22,18,4.7352730000e-16,-7.9342993476e-03
22,20,5.4649730000e-16,-4.1606691701e-03
22,24,1.2524760000e-16,4.5477081626e-03
23,1,3.9912160000e-17,-2.6608930739e-02
23,3,1.0053020000e-16,-2.6125131998e-02
23,5,2.2615240000e-16,-2.5254294265e-02
23,7,2.5520140000e-16,-2.3996417539e-02
23,9,3.5162450000e-16,-2.2351501821e-02
23,11,3.9032010000e-16,-2.0319547110e-02
23,13,4.0774440000e-16,-1.7900553406e-02
23,15,4.1359140000e-16,-1.5094520710e-02
23,17,4.7405750000e-16,-1.1901449021e-02
23,19,4.4431690000e-16,-8.3213383401e-03
23,21,6.2115130000e-16,-4.3541886664e-03
24,0,2.5835270000e-17,-2.9027924442e-02
24,2,1.3225750000e-16,-2.8737645198e-02
24,4,2.9777720000e-16,-2.8060326961e-02
24,6,4.5645020000e-16,-2.6995969731e-02
24,8,4.7212300000e-16,-2.5544573509e-02
24,10,7.8247880000e-16,-2.3706138295e-02
24,12,5.2284690000e-16,-2.1480664087e-02
24,14,7.0978090000e-16,-1.8868150888e-02
24,16,5.9335460000e-16,-1.5868598695e-02
24,18,5.7450320000e-16,-1.2482007510e-02
24,20,5.7634470000e-16,-8.7083773327e-03
24,22,8.3327880000e-16,-4.5477081626e-03
