# O-CO2 state-resolved inelastic channels at energy index 11
# Generated by compute_inelastic_tables.py
ji,jf,sigma_cm2,delta_E_eV
0,2,1.1844970000e-15,2.9027924442e-04
0,4,3.5876900000e-16,9.6759748141e-04
0,6,2.8290630000e-16,2.0319547110e-03
0,8,2.1649730000e-16,3.4833509331e-03
0,10,1.6922330000e-16,5.3217861478e-03
0,12,1.8373500000e-16,7.5472603550e-03
0,14,1.5574270000e-16,1.0159773555e-02
0,16,1.2011930000e-16,1.3159325747e-02
0,18,1.5238830000e-16,1.6545916932e-02
0,20,1.3872970000e-16,2.0319547110e-02
0,22,1.0469610000e-16,2.4480216280e-02
0,24,1.1803300000e-16,2.9027924442e-02
0,26,1.1159430000e-16,3.3962671598e-02
0,28,9.6721300000e-17,3.9284457745e-02
0,30,1.0043710000e-16,4.4993282886e-02
0,32,8.6929330000e-17,5.1089147019e-02
0,34,8.3533400000e-17,5.7572050144e-02
0,36,8.2477070000e-17,6.4441992262e-02
0,38,7.5916900000e-17,7.1698973373e-02
0,40,6.6729930000e-17,7.9342993476e-02
0,42,7.3782900000e-17,8.7374052572e-02
0,44,6.6592570000e-17,9.5792150660e-02
0,46,5.5357230000e-17,1.0459728774e-01
0,48,6.0817900000e-17,1.1378946381e-01
0,50,5.8926830000e-17,1.2336867888e-01
0,52,4.9525270000e-17,1.3333493294e-01
0,54,5.3066330000e-17,1.4368822599e-01
0,56,5.7078170000e-17,1.5442855803e-01
0,58,4.6061600000e-17,1.6555592907e-01
0,60,4.3663530000e-17,1.7707033910e-01
0,62,4.7607230000e-17,1.8897178812e-01
0,64,4.4750230000e-17,2.0126027613e-01
0,66,4.0026400000e-17,2.1393580314e-01
0,68,4.0607670000e-17,2.2699836914e-01
0,70,4.2819170000e-17,2.4044797413e-01
0,72,3.6262770000e-17,2.5428461812e-01
0,74,3.5179130000e-17,2.6850830109e-01
0,76,3.7622200000e-17,2.8311902306e-01
0,78,3.5770630000e-17,2.9811678402e-01
0,80,3.3725530000e-17,3.1350158398e-01
0,82,3.1041630000e-17,3.2927342292e-01
0,84,3.2378700000e-17,3.4543230086e-01
0,86,3.1200870000e-17,3.6197821780e-01
0,88,3.0065370000e-17,3.7891117372e-01
0,90,3.0724730000e-17,3.9623116864e-01
0,92,2.8758200000e-17,4.1393820255e-01
0,94,2.5691030000e-17,4.3203227545e-01
0,96,3.2388330000e-17,4.5051338735e-01
0,98,2.5811730000e-17,4.6938153823e-01
0,100,3.1491470000e-17,4.8863672811e-01
1,3,8.6177830000e-16,4.8379874071e-04
1,5,3.2769530000e-16,1.3546364740e-03
1,7,2.5321500000e-16,2.6125131998e-03
1,9,1.9482270000e-16,4.2574289182e-03
1,11,1.7581500000e-16,6.2893836292e-03
1,13,1.6894670000e-16,8.7083773327e-03
1,15,1.4095800000e-16,1.1514410029e-02
1,17,1.3189800000e-16,1.4707481717e-02
1,19,1.3783370000e-16,1.8287592399e-02
1,21,1.2076330000e-16,2.2254742072e-02
1,23,1.0726260000e-16,2.6608930739e-02
1,25,1.1072900000e-16,3.1350158398e-02
1,27,1.0240930000e-16,3.6478425049e-02
1,29,1.0288600000e-16,4.1993730693e-02
1,31,9.5513830000e-17,4.7896075330e-02
1,33,8.6610300000e-17,5.4185458959e-02
1,35,8.7274700000e-17,6.0861881581e-02
1,37,8.0581200000e-17,6.7925343195e-02
1,39,7.1483470000e-17,7.5375843802e-02
1,41,7.2171800000e-17,8.3213383401e-02
1,43,7.5245900000e-17,9.1437961993e-02
1,45,6.6277000000e-17,1.0004957958e-01
1,47,5.8299230000e-17,1.0904823616e-01
1,49,6.1343670000e-17,1.1843393172e-01
1,51,5.8274000000e-17,1.2820666629e-01
1,53,5.1678030000e-17,1.3836643984e-01
1,55,5.2863470000e-17,1.4891325239e-01
1,57,5.4725800000e-17,1.5984710393e-01
