# O-CO2 state-resolved inelastic channels at energy index 9
# Generated by compute_inelastic_tables.py
ji,jf,sigma_cm2,delta_E_eV
0,2,1.3266060000e-15,2.9027924442e-04
0,4,3.9735400000e-16,9.6759748141e-04
0,6,3.0840230000e-16,2.0319547110e-03
0,8,2.4261630000e-16,3.4833509331e-03
0,10,1.7131370000e-16,5.3217861478e-03
0,12,1.9421370000e-16,7.5472603550e-03
0,14,1.6826700000e-16,1.0159773555e-02
0,16,1.2581030000e-16,1.3159325747e-02
0,18,1.4148700000e-16,1.6545916932e-02
0,20,1.3701830000e-16,2.0319547110e-02
0,22,1.1279940000e-16,2.4480216280e-02
0,24,1.1603900000e-16,2.9027924442e-02
0,26,1.0493070000e-16,3.3962671598e-02
0,28,9.7391870000e-17,3.9284457745e-02
0,30,1.0267250000e-16,4.4993282886e-02
0,32,8.2152070000e-17,5.1089147019e-02
0,34,7.3948570000e-17,5.7572050144e-02
0,36,9.1808870000e-17,6.4441992262e-02
0,38,7.8607500000e-17,7.1698973373e-02
0,40,6.1277970000e-17,7.9342993476e-02
0,42,7.2775600000e-17,8.7374052572e-02
0,44,7.0178330000e-17,9.5792150660e-02
0,46,5.4112230000e-17,1.0459728774e-01
0,48,5.5651370000e-17,1.1378946381e-01
0,50,5.9545000000e-17,1.2336867888e-01
0,52,5.1051830000e-17,1.3333493294e-01
0,54,4.9425800000e-17,1.4368822599e-01
0,56,4.9555630000e-17,1.5442855803e-01
0,58,4.6506730000e-17,1.6555592907e-01
0,60,4.3207230000e-17,1.7707033910e-01
0,62,4.4690670000e-17,1.8897178812e-01
0,64,4.1070830000e-17,2.0126027613e-01
0,66,3.8994130000e-17,2.1393580314e-01
0,68,3.8483430000e-17,2.2699836914e-01
0,70,3.7571870000e-17,2.4044797413e-01
0,72,3.5605600000e-17,2.5428461812e-01
0,74,3.3379000000e-17,2.6850830109e-01
0,76,3.1702200000e-17,2.8311902306e-01
0,78,3.2434330000e-17,2.9811678402e-01
0,80,3.3161130000e-17,3.1350158398e-01
0,82,2.9303700000e-17,3.2927342292e-01
0,84,2.7304600000e-17,3.4543230086e-01
0,86,2.8474300000e-17,3.6197821780e-01
0,88,2.7587300000e-17,3.7891117372e-01
0,90,2.5105970000e-17,3.9623116864e-01
0,92,2.6819200000e-17,4.1393820255e-01
0,94,2.4918570000e-17,4.3203227545e-01
0,96,2.7209630000e-17,4.5051338735e-01
0,98,2.6932270000e-17,4.6938153823e-01
0,100,2.1519870000e-17,4.8863672811e-01
1,3,9.5894730000e-16,4.8379874071e-04
1,5,3.5560170000e-16,1.3546364740e-03
1,7,2.7934470000e-16,2.6125131998e-03
1,9,2.0883230000e-16,4.2574289182e-03
1,11,1.7880770000e-16,6.2893836292e-03
1,13,1.8243730000e-16,8.7083773327e-03
