# O-CO2 state-resolved inelastic channels at energy index 41
# Generated by compute_inelastic_tables.py
ji,jf,sigma_cm2,delta_E_eV
0,2,6.5605030000e-16,2.9027924442e-04
0,4,2.3211230000e-16,9.6759748141e-04
0,6,2.3185970000e-16,2.0319547110e-03
0,8,1.8113130000e-16,3.4833509331e-03
0,10,1.3239600000e-16,5.3217861478e-03
0,12,1.3778630000e-16,7.5472603550e-03
0,14,1.2539830000e-16,1.0159773555e-02
0,16,9.7339100000e-17,1.3159325747e-02
0,18,1.0956800000e-16,1.6545916932e-02
0,20,9.6433770000e-17,2.0319547110e-02
0,22,8.3921900000e-17,2.4480216280e-02
0,24,9.2143370000e-17,2.9027924442e-02
0,26,8.4585930000e-17,3.3962671598e-02
0,28,7.5320930000e-17,3.9284457745e-02
0,30,8.4088770000e-17,4.4993282886e-02
0,32,6.9885000000e-17,5.1089147019e-02
0,34,6.6790000000e-17,5.7572050144e-02
0,36,8.4580600000e-17,6.4441992262e-02
0,38,6.7650900000e-17,7.1698973373e-02
0,40,5.9842230000e-17,7.9342993476e-02
0,42,7.2029870000e-17,8.7374052572e-02
0,44,6.4631100000e-17,9.5792150660e-02
0,46,5.4788430000e-17,1.0459728774e-01
0,48,5.8556500000e-17,1.1378946381e-01
0,50,5.8465770000e-17,1.2336867888e-01
0,52,5.1698330000e-17,1.3333493294e-01
0,54,5.4805130000e-17,1.4368822599e-01
0,56,5.3584800000e-17,1.5442855803e-01
0,58,5.3821930000e-17,1.6555592907e-01
0,60,5.9742300000e-17,1.7707033910e-01
0,62,5.1573000000e-17,1.8897178812e-01
0,64,5.3973200000e-17,2.0126027613e-01
0,66,5.2271400000e-17,2.1393580314e-01
0,68,5.3493100000e-17,2.2699836914e-01
0,70,5.2946930000e-17,2.4044797413e-01
0,72,5.0204930000e-17,2.5428461812e-01
0,74,4.9787900000e-17,2.6850830109e-01
0,76,4.8503470000e-17,2.8311902306e-01
0,78,5.0081600000e-17,2.9811678402e-01
0,80,5.0097600000e-17,3.1350158398e-01
0,82,4.3288170000e-17,3.2927342292e-01
0,84,4.2811900000e-17,3.4543230086e-01
0,86,4.7584770000e-17,3.6197821780e-01
0,88,4.8251700000e-17,3.7891117372e-01
0,90,4.5581230000e-17,3.9623116864e-01
0,92,4.0746330000e-17,4.1393820255e-01
0,94,3.8803670000e-17,4.3203227545e-01
0,96,4.2153570000e-17,4.5051338735e-01
0,98,4.5715170000e-17,4.6938153823e-01
0,100,6.6780670000e-17,4.8863672811e-01
1,3,4.9845800000e-16,4.8379874071e-04
1,5,2.3549500000e-16,1.3546364740e-03
1,7,2.1111970000e-16,2.6125131998e-03
1,9,1.5518430000e-16,4.2574289182e-03
1,11,1.3200530000e-16,6.2893836292e-03
1,13,1.2961070000e-16,8.7083773327e-03
1,15,1.1217760000e-16,1.1514410029e-02
1,17,1.0231910000e-16,1.4707481717e-02
1,19,1.0126400000e-16,1.8287592399e-02
1,21,8.9818670000e-17,2.2254742072e-02
1,23,8.9405770000e-17,2.6608930739e-02
1,25,8.4353200000e-17,3.1350158398e-02
1,27,7.7250830000e-17,3.6478425049e-02
1,29,7.9283630000e-17,4.1993730693e-02
1,31,7.7779170000e-17,4.7896075330e-02
1,33,7.0697070000e-17,5.4185458959e-02
1,35,7.7211870000e-17,6.0861881581e-02
1,37,7.5457230000e-17,6.7925343195e-02
1,39,6.1860330000e-17,7.5375843802e-02
1,41,6.8343900000e-17,8.3213383401e-02
1,43,7.2369830000e-17,9.1437961993e-02
1,45,6.1336970000e-17,1.0004957958e-01
1,47,5.8401030000e-17,1.0904823616e-01
1,49,6.1786270000e-17,1.1843393172e-01
1,51,5.8477530000e-17,1.2820666629e-01
1,53,5.2207300000e-17,1.3836643984e-01
1,55,5.5497400000e-17,1.4891325239e-01
1,57,5.3663330000e-17,1.5984710393e-01
1,59,5.5550830000e-17,1.7116799446e-01
1,61,5.3099970000e-17,1.8287592399e-01
1,63,5.8782000000e-17,1.9497089250e-01
1,65,5.5723730000e-17,2.0745290001e-01
1,67,5.4756100000e-17,2.2032194652e-01
1,69,5.2087370000e-17,2.3357803201e-01
1,71,5.6008700000e-17,2.4722115650e-01
1,73,5.5406100000e-17,2.6125131998e-01
1,75,5.0453070000e-17,2.7566852245e-01
1,77,4.7488630000e-17,2.9047276392e-01
1,79,4.7476130000e-17,3.0566404438e-01
1,81,4.5216700000e-17,3.2124236383e-01
1,83,4.4040270000e-17,3.3720772227e-01
1,85,4.7637830000e-17,3.5356011971e-01
1,87,4.5474530000e-17,3.7029955614e-01
1,89,4.7892770000e-17,3.8742603156e-01
1,91,4.3882470000e-17,4.0493954597e-01
1,93,3.9558370000e-17,4.2284009938e-01
1,95,3.8472730000e-17,4.4112769178e-01
1,97,4.8087970000e-17,4.5980232317e-01
1,99,6.9322430000e-17,4.7886399355e-01
2,0,1.3121770000e-16,-2.9027924442e-04
2,4,4.6982730000e-16,6.7731823699e-04
2,6,2.2397730000e-16,1.7416754665e-03
2,8,1.8977770000e-16,3.1930716887e-03
