# O-CO2 state-resolved inelastic channels at energy index 12
# Generated by compute_inelastic_tables.py
ji,jf,sigma_cm2,delta_E_eV
0,2,1.1325800000e-15,2.9027924442e-04
0,4,3.4410800000e-16,9.6759748141e-04
0,6,2.7383630000e-16,2.0319547110e-03
0,8,2.1198270000e-16,3.4833509331e-03
0,10,1.6441170000e-16,5.3217861478e-03
0,12,1.7814230000e-16,7.5472603550e-03
0,14,1.4777500000e-16,1.0159773555e-02
0,16,1.1748300000e-16,1.3159325747e-02
0,18,1.4801030000e-16,1.6545916932e-02
0,20,1.3363230000e-16,2.0319547110e-02
0,22,1.0247560000e-16,2.4480216280e-02
0,24,1.2016400000e-16,2.9027924442e-02
0,26,1.1158900000e-16,3.3962671598e-02
0,28,9.4627770000e-17,3.9284457745e-02
0,30,9.8715470000e-17,4.4993282886e-02
0,32,8.8912800000e-17,5.1089147019e-02
0,34,8.1541000000e-17,5.7572050144e-02
0,36,8.3028170000e-17,6.4441992262e-02
0,38,7.8426330000e-17,7.1698973373e-02
0,40,7.0129630000e-17,7.9342993476e-02
0,42,7.6209170000e-17,8.7374052572e-02
0,44,6.5970070000e-17,9.5792150660e-02
0,46,5.8552000000e-17,1.0459728774e-01
0,48,6.1300500000e-17,1.1378946381e-01
0,50,6.0625100000e-17,1.2336867888e-01
0,52,4.9399370000e-17,1.3333493294e-01
0,54,5.5904200000e-17,1.4368822599e-01
0,56,5.7596870000e-17,1.5442855803e-01
0,58,4.6007070000e-17,1.6555592907e-01
0,60,4.6059000000e-17,1.7707033910e-01
0,62,4.6899070000e-17,1.8897178812e-01
0,64,4.6034700000e-17,2.0126027613e-01
0,66,4.0617700000e-17,2.1393580314e-01
0,68,4.2664200000e-17,2.2699836914e-01
0,70,4.1769470000e-17,2.4044797413e-01
0,72,3.6891770000e-17,2.5428461812e-01
0,74,3.7823470000e-17,2.6850830109e-01
0,76,3.8430570000e-17,2.8311902306e-01
0,78,3.6297330000e-17,2.9811678402e-01
0,80,3.3023930000e-17,3.1350158398e-01
0,82,3.4523270000e-17,3.2927342292e-01
0,84,3.3911400000e-17,3.4543230086e-01
0,86,3.0943000000e-17,3.6197821780e-01
0,88,3.1677470000e-17,3.7891117372e-01
0,90,3.2395470000e-17,3.9623116864e-01
0,92,2.8970330000e-17,4.1393820255e-01
0,94,2.7324330000e-17,4.3203227545e-01
0,96,3.5647770000e-17,4.5051338735e-01
0,98,2.5697730000e-17,4.6938153823e-01
0,100,3.5212570000e-17,4.8863672811e-01
1,3,8.2451400000e-16,4.8379874071e-04
1,5,3.1506470000e-16,1.3546364740e-03
1,7,2.4306570000e-16,2.6125131998e-03
1,9,1.9222430000e-16,4.2574289182e-03
1,11,1.7178070000e-16,6.2893836292e-03
1,13,1.6404000000e-16,8.7083773327e-03
1,15,1.3543670000e-16,1.1514410029e-02
1,17,1.2816930000e-16,1.4707481717e-02
1,19,1.3473000000e-16,1.8287592399e-02
1,21,1.1659570000e-16,2.2254742072e-02
1,23,1.0516340000e-16,2.6608930739e-02
1,25,1.0982630000e-16,3.1350158398e-02
1,27,1.0261490000e-16,3.6478425049e-02
1,29,1.0226480000e-16,4.1993730693e-02
1,31,9.5872430000e-17,4.7896075330e-02
1,33,8.7191200000e-17,5.4185458959e-02
1,35,8.5885600000e-17,6.0861881581e-02
1,37,8.2077000000e-17,6.7925343195e-02
1,39,7.4469700000e-17,7.5375843802e-02
1,41,7.4240470000e-17,8.3213383401e-02
1,43,7.4283800000e-17,9.1437961993e-02
1,45,6.5689100000e-17,1.0004957958e-01
1,47,6.0549130000e-17,1.0904823616e-01
1,49,6.3789570000e-17,1.1843393172e-01
1,51,5.9026430000e-17,1.2820666629e-01
1,53,5.3017500000e-17,1.3836643984e-01
1,55,5.6183230000e-17,1.4891325239e-01
1,57,5.4606900000e-17,1.5984710393e-01
1,59,4.8292170000e-17,1.7116799446e-01
1,61,4.5442870000e-17,1.8287592399e-01
1,63,4.5902430000e-17,1.9497089250e-01
1,65,4.6086200000e-17,2.0745290001e-01
1,67,4.4762630000e-17,2.2032194652e-01
1,69,4.3346470000e-17,2.3357803201e-01
1,71,4.1175300000e-17,2.4722115650e-01
1,73,3.8774070000e-17,2.6125131998e-01
1,75,3.8902570000e-17,2.7566852245e-01
1,77,3.7206000000e-17,2.9047276392e-01
1,79,3.6094630000e-17,3.0566404438e-01
1,81,3.3825830000e-17,3.2124236383e-01
1,83,3.5302830000e-17,3.3720772227e-01
1,85,3.3345900000e-17,3.5356011971e-01
1,87,3.2347070000e-17,3.7029955614e-01
1,89,3.3684030000e-17,3.8742603156e-01
1,91,3.0099570000e-17,4.0493954597e-01
1,93,2.9033700000e-17,4.2284009938e-01
1,95,3.5343730000e-17,4.4112769178e-01
1,97,2.5548400000e-17,4.5980232317e-01
1,99,3.7245600000e-17,4.7886399355e-01
2,0,2.2656330000e-16,-2.9027924442e-04
2,4,7.4911570000e-16,6.7731823699e-04
2,6,2.8903300000e-16,1.7416754665e-03
2,8,2.2013830000e-16,3.1930716887e-03
2,10,1.8895970000e-16,5.0315069033e-03
2,12,1.6454570000e-16,7.2569811106e-03
2,14,1.4897100000e-16,9.8694943104e-03
2,16,1.3699470000e-16,1.2869046503e-02
2,18,1.2443230000e-16,1.6255637688e-02
2,20,1.2226300000e-16,2.0029267865e-02
2,22,1.1236870000e-16,2.4189937035e-02
2,24,1.0670030000e-16,2.8737645198e-02
2,26,1.0417760000e-16,3.3672392353e-02
2,28,1.0236310000e-16,3.8994178501e-02
2,30,9.1542500000e-17,4.4703003641e-02
2,32,9.2763000000e-17,5.0798867774e-02
2,34,8.9127930000e-17,5.7281770900e-02
2,36,7.8613300000e-17,6.4151713018e-02
2,38,7.9797430000e-17,7.1408694128e-02
2,40,7.8207430000e-17,7.9052714231e-02
2,42,7.1115030000e-17,8.7083773327e-02
2,44,7.3589000000e-17,9.5501871415e-02
2,46,6.8916400000e-17,1.0430700850e-01
2,48,6.1659170000e-17,1.1349918457e-01
2,50,6.3043930000e-17,1.2307839964e-01
2,52,6.0331070000e-17,1.3304465369e-01
2,54,5.5114700000e-17,1.4339794675e-01
2,56,5.5782870000e-17,1.5413827879e-01
2,58,5.3596270000e-17,1.6526564983e-01
2,60,4.9748770000e-17,1.7678005985e-01
2,62,4.8192930000e-17,1.8868150888e-01
2,64,5.0159200000e-17,2.0096999689e-01
2,66,4.6045770000e-17,2.1364552390e-01
2,68,4.5548500000e-17,2.2670808989e-01
2,70,4.6923230000e-17,2.4015769489e-01
2,72,4.0925770000e-17,2.5399433887e-01
2,74,3.9219170000e-17,2.6821802185e-01
2,76,3.8168670000e-17,2.8282874382e-01
2,78,3.6351730000e-17,2.9782650478e-01
2,80,3.4260530000e-17,3.1321130473e-01
2,82,3.4834600000e-17,3.2898314368e-01
2,84,3.5155700000e-17,3.4514202162e-01
2,86,3.2513170000e-17,3.6168793855e-01
2,88,3.0885100000e-17,3.7862089448e-01
2,90,3.2765930000e-17,3.9594088939e-01
2,92,3.0090770000e-17,4.1364792330e-01
2,94,2.7957700000e-17,4.3174199621e-01
2,96,3.5037370000e-17,4.5022310810e-01
2,98,2.5994670000e-17,4.6909125899e-01
2,100,3.5721500000e-17,4.8834644887e-01
3,1,3.5348670000e-16,-4.8379874071e-04
3,5,7.0375430000e-16,8.7083773327e-04
3,7,2.7018900000e-16,2.1287144591e-03
3,9,2.1937500000e-16,3.7736301775e-03
3,11,1.7867970000e-16,5.8055848885e-03
