# O-CO2 state-resolved inelastic channels at energy index 17
# Generated by compute_inelastic_tables.py
ji,jf,sigma_cm2,delta_E_eV
0,2,9.4865030000e-16,2.9027924442e-04
0,4,2.9815170000e-16,9.6759748141e-04
0,6,2.5709530000e-16,2.0319547110e-03
0,8,1.9487430000e-16,3.4833509331e-03
0,10,1.5306270000e-16,5.3217861478e-03
0,12,1.6529500000e-16,7.5472603550e-03
0,14,1.3486500000e-16,1.0159773555e-02
0,16,1.1238360000e-16,1.3159325747e-02
0,18,1.3301630000e-16,1.6545916932e-02
0,20,1.0834920000e-16,2.0319547110e-02
0,22,9.4859800000e-17,2.4480216280e-02
0,24,1.1089130000e-16,2.9027924442e-02
0,26,9.5046730000e-17,3.3962671598e-02
0,28,8.2499600000e-17,3.9284457745e-02
0,30,9.3673070000e-17,4.4993282886e-02
0,32,8.4511130000e-17,5.1089147019e-02
0,34,7.4841470000e-17,5.7572050144e-02
0,36,8.2598430000e-17,6.4441992262e-02
0,38,7.6670870000e-17,7.1698973373e-02
0,40,6.8398970000e-17,7.9342993476e-02
0,42,7.6775500000e-17,8.7374052572e-02
0,44,7.5416970000e-17,9.5792150660e-02
0,46,6.4563030000e-17,1.0459728774e-01
0,48,6.9155430000e-17,1.1378946381e-01
0,50,6.5260030000e-17,1.2336867888e-01
0,52,5.6803970000e-17,1.3333493294e-01
0,54,6.0813470000e-17,1.4368822599e-01
0,56,6.0338100000e-17,1.5442855803e-01
0,58,5.0550330000e-17,1.6555592907e-01
0,60,5.3746470000e-17,1.7707033910e-01
0,62,5.7359970000e-17,1.8897178812e-01
0,64,4.5960170000e-17,2.0126027613e-01
0,66,4.4062630000e-17,2.1393580314e-01
0,68,4.5312900000e-17,2.2699836914e-01
0,70,4.5249200000e-17,2.4044797413e-01
0,72,4.2170830000e-17,2.5428461812e-01
0,74,4.4241770000e-17,2.6850830109e-01
0,76,4.2035070000e-17,2.8311902306e-01
0,78,3.8786300000e-17,2.9811678402e-01
0,80,4.0052200000e-17,3.1350158398e-01
0,82,3.8571300000e-17,3.2927342292e-01
0,84,3.5321330000e-17,3.4543230086e-01
0,86,3.7447370000e-17,3.6197821780e-01
0,88,3.9114200000e-17,3.7891117372e-01
0,90,3.6155630000e-17,3.9623116864e-01
0,92,3.1348130000e-17,4.1393820255e-01
0,94,4.1686430000e-17,4.3203227545e-01
0,96,3.5920530000e-17,4.5051338735e-01
0,98,2.7762070000e-17,4.6938153823e-01
0,100,4.9784030000e-17,4.8863672811e-01
1,3,6.9958930000e-16,4.8379874071e-04
1,5,2.8324100000e-16,1.3546364740e-03
1,7,2.2695030000e-16,2.6125131998e-03
1,9,1.7661170000e-16,4.2574289182e-03
1,11,1.5528130000e-16,6.2893836292e-03
1,13,1.4806130000e-16,8.7083773327e-03
1,15,1.2311530000e-16,1.1514410029e-02
1,17,1.2087270000e-16,1.4707481717e-02
1,19,1.1653430000e-16,1.8287592399e-02
1,21,9.9971500000e-17,2.2254742072e-02
1,23,1.0095220000e-16,2.6608930739e-02
1,25,9.9122700000e-17,3.1350158398e-02
1,27,8.8950130000e-17,3.6478425049e-02
1,29,9.0355800000e-17,4.1993730693e-02
1,31,8.9255930000e-17,4.7896075330e-02
1,33,8.1188700000e-17,5.4185458959e-02
1,35,8.4649170000e-17,6.0861881581e-02
1,37,8.3848170000e-17,6.7925343195e-02
1,39,7.1129900000e-17,7.5375843802e-02
1,41,7.2945270000e-17,8.3213383401e-02
1,43,7.6650500000e-17,9.1437961993e-02
1,45,6.9980730000e-17,1.0004957958e-01
1,47,6.5623770000e-17,1.0904823616e-01
1,49,6.8508230000e-17,1.1843393172e-01
1,51,6.1175970000e-17,1.2820666629e-01
1,53,5.8483970000e-17,1.3836643984e-01
1,55,6.0699070000e-17,1.4891325239e-01
1,57,5.9368130000e-17,1.5984710393e-01
1,59,5.3752700000e-17,1.7116799446e-01
1,61,5.3868400000e-17,1.8287592399e-01
1,63,5.1193930000e-17,1.9497089250e-01
1,65,4.7802900000e-17,2.0745290001e-01
1,67,4.7157400000e-17,2.2032194652e-01
1,69,4.6276400000e-17,2.3357803201e-01
1,71,4.7104700000e-17,2.4722115650e-01
1,73,4.4439600000e-17,2.6125131998e-01
1,75,4.2808930000e-17,2.7566852245e-01
1,77,4.2649430000e-17,2.9047276392e-01
1,79,4.3005100000e-17,3.0566404438e-01
1,81,4.1957700000e-17,3.2124236383e-01
1,83,3.8413930000e-17,3.3720772227e-01
1,85,4.0008700000e-17,3.5356011971e-01
1,87,3.9368400000e-17,3.7029955614e-01
1,89,3.5839330000e-17,3.8742603156e-01
1,91,3.2861970000e-17,4.0493954597e-01
1,93,4.3400300000e-17,4.2284009938e-01
1,95,3.7246230000e-17,4.4112769178e-01
1,97,2.8765230000e-17,4.5980232317e-01
1,99,5.0418070000e-17,4.7886399355e-01
2,0,1.8975770000e-16,-2.9027924442e-04
2,4,6.4282370000e-16,6.7731823699e-04
2,6,2.5783070000e-16,1.7416754665e-03
2,8,2.0599770000e-16,3.1930716887e-03
2,10,1.7241270000e-16,5.0315069033e-03
2,12,1.4933200000e-16,7.2569811106e-03
2,14,1.3572300000e-16,9.8694943104e-03
2,16,1.2781270000e-16,1.2869046503e-02
2,18,1.1685230000e-16,1.6255637688e-02
2,20,1.0955730000e-16,2.0029267865e-02
2,22,1.0415100000e-16,2.4189937035e-02
2,24,9.7371530000e-17,2.8737645198e-02
2,26,9.4385630000e-17,3.3672392353e-02
2,28,9.1550000000e-17,3.8994178501e-02
2,30,8.2538270000e-17,4.4703003641e-02
2,32,8.4333570000e-17,5.0798867774e-02
2,34,8.1879970000e-17,5.7281770900e-02
2,36,7.4014700000e-17,6.4151713018e-02
2,38,7.7531530000e-17,7.1408694128e-02
2,40,7.2307830000e-17,7.9052714231e-02
2,42,7.0367570000e-17,8.7083773327e-02
2,44,7.1072270000e-17,9.5501871415e-02
2,46,6.6518730000e-17,1.0430700850e-01
2,48,6.4964530000e-17,1.1349918457e-01
2,50,6.6165930000e-17,1.2307839964e-01
2,52,6.2843970000e-17,1.3304465369e-01
2,54,5.8794400000e-17,1.4339794675e-01
2,56,6.2241170000e-17,1.5413827879e-01
2,58,5.9808370000e-17,1.6526564983e-01
2,60,5.5180100000e-17,1.7678005985e-01
2,62,5.6272830000e-17,1.8868150888e-01
2,64,5.4568100000e-17,2.0096999689e-01
2,66,4.9743330000e-17,2.1364552390e-01
2,68,4.8972930000e-17,2.2670808989e-01
2,70,5.0956730000e-17,2.4015769489e-01
2,72,4.7712500000e-17,2.5399433887e-01
2,74,4.4401970000e-17,2.6821802185e-01
2,76,4.2207370000e-17,2.8282874382e-01
2,78,4.2479170000e-17,2.9782650478e-01
2,80,4.2919200000e-17,3.1321130473e-01
2,82,4.0621630000e-17,3.2898314368e-01
2,84,3.7843230000e-17,3.4514202162e-01
2,86,4.0315130000e-17,3.6168793855e-01
2,88,3.9203400000e-17,3.7862089448e-01
2,90,3.4577730000e-17,3.9594088939e-01
2,92,3.2285700000e-17,4.1364792330e-01
2,94,4.1910130000e-17,4.3174199621e-01
2,96,3.6832830000e-17,4.5022310810e-01
2,98,2.8458530000e-17,4.6909125899e-01
2,100,4.9676270000e-17,4.8834644887e-01
3,1,2.9989670000e-16,-4.8379874071e-04
3,5,6.0481800000e-16,8.7083773327e-04
3,7,2.4235000000e-16,2.1287144591e-03
3,9,2.0379270000e-16,3.7736301775e-03
3,11,1.6281700000e-16,5.8055848885e-03
3,13,1.3870130000e-16,8.2245785920e-03
3,15,1.4080530000e-16,1.1030611288e-02
3,17,1.2242370000e-16,1.4223682977e-02
3,19,1.0677860000e-16,1.7803793658e-02
3,21,1.1291830000e-16,2.1770943332e-02
3,23,1.0203240000e-16,2.6125131998e-02
3,25,9.0232630000e-17,3.0866359657e-02
3,27,9.5938330000e-17,3.5994626309e-02
3,29,8.9313170000e-17,4.1509931953e-02
3,31,7.9292570000e-17,4.7412276589e-02
3,33,8.4892170000e-17,5.3701660218e-02
3,35,7.8955830000e-17,6.0378082840e-02
3,37,7.2986870000e-17,6.7441544454e-02
3,39,7.5002330000e-17,7.4892045061e-02
3,41,7.2145730000e-17,8.2729584661e-02
3,43,7.0805170000e-17,9.0954163253e-02
3,45,7.0399300000e-17,9.9565780837e-02
3,47,6.5951100000e-17,1.0856443741e-01
3,49,6.4538600000e-17,1.1795013298e-01
3,51,6.5131530000e-17,1.2772286755e-01
3,53,6.0831600000e-17,1.3788264110e-01
3,55,6.0194300000e-17,1.4842945365e-01
3,57,6.3632830000e-17,1.5936330519e-01
3,59,6.0536200000e-17,1.7068419572e-01
3,61,5.7047300000e-17,1.8239212525e-01
3,63,5.5684930000e-17,1.9448709376e-01
3,65,5.5044870000e-17,2.0696910127e-01
3,67,5.0765000000e-17,2.1983814778e-01
3,69,5.1766030000e-17,2.3309423327e-01
3,71,5.1666170000e-17,2.4673735776e-01
3,73,4.7293000000e-17,2.6076752124e-01
3,75,4.4595200000e-17,2.7518472371e-01
3,77,4.4835430000e-17,2.8998896518e-01
3,79,4.5495570000e-17,3.0518024564e-01
3,81,4.4918300000e-17,3.2075856509e-01
3,83,4.0279670000e-17,3.3672392353e-01
3,85,4.0814970000e-17,3.5307632097e-01
3,87,3.9722470000e-17,3.6981575740e-01
3,89,3.5353070000e-17,3.8694223282e-01
3,91,3.3544570000e-17,4.0445574723e-01
3,93,4.3857770000e-17,4.2235630064e-01
3,95,3.7105430000e-17,4.4064389304e-01
3,97,2.8710030000e-17,4.5931852443e-01
3,99,5.1236770000e-17,4.7838019481e-01
4,0,3.3143900000e-17,-9.6759748141e-04
4,2,3.5724430000e-16,-6.7731823699e-04
4,6,5.8281200000e-16,1.0643572296e-03
4,8,2.4112270000e-16,2.5157534517e-03
4,10,1.9689630000e-16,4.3541886664e-03
4,12,1.5599530000e-16,6.5796628736e-03
4,14,1.3789970000e-16,9.1921760734e-03
4,16,1.3426830000e-16,1.2191728266e-02
4,18,1.1625030000e-16,1.5578319451e-02
4,20,1.0751840000e-16,1.9351949628e-02
4,22,1.0918300000e-16,2.3512618798e-02
4,24,9.5378170000e-17,2.8060326961e-02
4,26,9.2192200000e-17,3.2995074116e-02
