# O-CO2 state-resolved inelastic channels at energy index 39
# Generated by compute_inelastic_tables.py
ji,jf,sigma_cm2,delta_E_eV
5,31,7.7338330000e-17,4.6541438856e-02
5,33,7.1949630000e-17,5.2830822485e-02
5,35,7.3890000000e-17,5.9507245107e-02
5,37,7.0041600000e-17,6.6570706721e-02
5,39,6.5959270000e-17,7.4021207328e-02
5,41,6.7530700000e-17,8.1858746927e-02
5,43,6.2586830000e-17,9.0083325519e-02
5,45,6.2333130000e-17,9.8694943104e-02
5,47,6.1905030000e-17,1.0769359968e-01
5,49,6.1046530000e-17,1.1707929525e-01
5,51,6.0019170000e-17,1.2685202981e-01
5,53,5.5558930000e-17,1.3701180337e-01
5,55,5.9616530000e-17,1.4755861592e-01
5,57,5.5249370000e-17,1.5849246746e-01
5,59,5.5995870000e-17,1.6981335799e-01
5,61,5.1989500000e-17,1.8152128751e-01
5,63,5.6045570000e-17,1.9361625603e-01
5,65,5.6833000000e-17,2.0609826354e-01
5,67,5.7569900000e-17,2.1896731004e-01
5,69,5.4173070000e-17,2.3222339554e-01
5,71,5.3718430000e-17,2.4586652003e-01
5,73,5.2978670000e-17,2.5989668351e-01
5,75,5.2007670000e-17,2.7431388598e-01
5,77,5.0645870000e-17,2.8911812745e-01
5,79,4.9188400000e-17,3.0430940790e-01
5,81,4.7344530000e-17,3.1988772735e-01
5,83,4.5970300000e-17,3.3585308580e-01
5,85,4.7565030000e-17,3.5220548323e-01
5,87,4.8443370000e-17,3.6894491966e-01
5,89,4.9612330000e-17,3.8607139508e-01
5,91,4.3960600000e-17,4.0358490950e-01
5,93,4.0787630000e-17,4.2148546290e-01
5,95,3.8357300000e-17,4.3977305530e-01
5,97,4.5695470000e-17,4.5844768669e-01
5,99,6.8982570000e-17,4.7750935708e-01
6,0,1.7829330000e-17,-2.0319547110e-03
6,2,8.6283670000e-17,-1.7416754665e-03
6,4,3.0435400000e-16,-1.0643572296e-03
6,8,4.2863130000e-16,1.4513962221e-03
6,10,1.9818430000e-16,3.2898314368e-03
6,12,1.7413930000e-16,5.5153056441e-03
6,14,1.3928900000e-16,8.1278188439e-03
6,16,1.1621630000e-16,1.1127371036e-02
6,18,1.1231030000e-16,1.4513962221e-02
6,20,1.0387410000e-16,1.8287592399e-02
6,22,9.2569500000e-17,2.2448261569e-02
6,24,9.4175100000e-17,2.6995969731e-02
6,26,8.4238100000e-17,3.1930716887e-02
6,28,8.0395100000e-17,3.7252503034e-02
6,30,8.2859230000e-17,4.2961328175e-02
6,32,7.4336100000e-17,4.9057192308e-02
6,34,7.0959400000e-17,5.5540095433e-02
6,36,7.3153700000e-17,6.2410037551e-02
6,38,6.9941830000e-17,6.9667018662e-02
6,40,6.4540470000e-17,7.7311038765e-02
6,42,6.8543700000e-17,8.5342097861e-02
6,44,6.1187030000e-17,9.3760195949e-02
6,46,6.2800030000e-17,1.0256533303e-01
6,48,6.1068570000e-17,1.1175750910e-01
6,50,5.9584200000e-17,1.2133672417e-01
6,52,5.8610970000e-17,1.3130297823e-01
6,54,5.6253130000e-17,1.4165627128e-01
6,56,5.8329900000e-17,1.5239660332e-01
6,58,5.3870430000e-17,1.6352397436e-01
6,60,5.5144230000e-17,1.7503838439e-01
6,62,5.2845700000e-17,1.8693983341e-01
6,64,5.5614670000e-17,1.9922832142e-01
6,66,5.5455500000e-17,2.1190384843e-01
6,68,5.6002700000e-17,2.2496641443e-01
6,70,5.3639670000e-17,2.3841601942e-01
6,72,5.3900970000e-17,2.5225266340e-01
6,74,5.1345470000e-17,2.6647634638e-01
6,76,5.1037130000e-17,2.8108706835e-01
6,78,5.0651030000e-17,2.9608482931e-01
6,80,4.9415670000e-17,3.1146962927e-01
6,82,4.6720430000e-17,3.2724146821e-01
6,84,4.6276370000e-17,3.4340034615e-01
6,86,4.8165700000e-17,3.5994626309e-01
6,88,4.7319070000e-17,3.7687921901e-01
6,90,4.7961600000e-17,3.9419921393e-01
6,92,4.3376770000e-17,4.1190624784e-01
6,94,4.0099670000e-17,4.3000032074e-01
6,96,3.7054830000e-17,4.4848143263e-01
6,98,4.4778900000e-17,4.6734958352e-01
6,100,6.8168530000e-17,4.8660477340e-01
7,1,4.2612770000e-17,-2.6125131998e-03
7,3,9.9525900000e-17,-2.1287144591e-03
7,5,3.2067400000e-16,-1.2578767258e-03
7,9,4.2150900000e-16,1.6449157184e-03
7,11,1.9991370000e-16,3.6768704294e-03
7,13,1.7050030000e-16,6.0958641329e-03
7,15,1.3713900000e-16,8.9018968290e-03
7,17,1.1686330000e-16,1.2094968518e-02
7,19,1.1138130000e-16,1.5675079199e-02
7,21,1.0161860000e-16,1.9642228873e-02
7,23,9.3529530000e-17,2.3996417539e-02
7,25,9.3081070000e-17,2.8737645198e-02
7,27,8.3556500000e-17,3.3865911849e-02
7,29,8.1968030000e-17,3.9381217493e-02
7,31,7.8760800000e-17,4.5283562130e-02
7,33,7.4992030000e-17,5.1572945759e-02
7,35,7.0822900000e-17,5.8249368381e-02
7,37,7.3481770000e-17,6.5312829995e-02
7,39,6.7065570000e-17,7.2763330602e-02
7,41,6.5900900000e-17,8.0600870202e-02
7,43,6.6335570000e-17,8.8825448794e-02
7,45,6.3355430000e-17,9.7437066378e-02
7,47,6.0754930000e-17,1.0643572296e-01
7,49,6.1958600000e-17,1.1582141853e-01
7,51,6.0375300000e-17,1.2559415309e-01
7,53,5.5420970000e-17,1.3575392664e-01
7,55,5.8383570000e-17,1.4630073919e-01
7,57,5.5604730000e-17,1.5723459073e-01
7,59,5.6363270000e-17,1.6855548126e-01
7,61,5.3453700000e-17,1.8026341079e-01
7,63,5.7031670000e-17,1.9235837930e-01
7,65,5.6339170000e-17,2.0484038682e-01
7,67,5.6098830000e-17,2.1770943332e-01
7,69,5.5365970000e-17,2.3096551881e-01
7,71,5.4370730000e-17,2.4460864330e-01
7,73,5.1585200000e-17,2.5863880678e-01
7,75,5.1702400000e-17,2.7305600925e-01
7,77,5.0884530000e-17,2.8786025072e-01
7,79,5.1086670000e-17,3.0305153118e-01
7,81,4.7659030000e-17,3.1862985063e-01
7,83,4.6798600000e-17,3.3459520907e-01
7,85,4.9510770000e-17,3.5094760651e-01
7,87,4.8434400000e-17,3.6768704294e-01
7,89,4.9230870000e-17,3.8481351836e-01
7,91,4.4274600000e-17,4.0232703277e-01
7,93,4.0403870000e-17,4.2022758618e-01
7,95,3.7789970000e-17,4.3851517858e-01
7,97,4.5878700000e-17,4.5718980997e-01
7,99,6.9454300000e-17,4.7625148035e-01
8,0,1.0716800000e-17,-3.4833509331e-03
8,2,5.5784900000e-17,-3.1930716887e-03
8,4,1.1132120000e-16,-2.5157534517e-03
8,6,3.2787700000e-16,-1.4513962221e-03
8,10,4.1961430000e-16,1.8384352147e-03
8,12,1.9746470000e-16,4.0639094219e-03
8,14,1.6730600000e-16,6.6764226217e-03
8,16,1.3577870000e-16,9.6759748141e-03
8,18,1.1568330000e-16,1.3062565999e-02
8,20,1.0939630000e-16,1.6836196177e-02
8,22,1.0123510000e-16,2.0996865347e-02
8,24,9.1741570000e-17,2.5544573509e-02
8,26,8.9927100000e-17,3.0479320664e-02
8,28,8.4533600000e-17,3.5801106812e-02
8,30,8.0871800000e-17,4.1509931953e-02
8,32,7.6330700000e-17,4.7605796085e-02
8,34,7.4968100000e-17,5.4088699211e-02
8,36,7.1610870000e-17,6.0958641329e-02
8,38,7.0165500000e-17,6.8215622440e-02
8,40,6.5955270000e-17,7.5859642543e-02
8,42,6.5055700000e-17,8.3890701638e-02
8,44,6.4882470000e-17,9.2308799727e-02
8,46,6.3214400000e-17,1.0111393681e-01
8,48,5.9468270000e-17,1.1030611288e-01
8,50,6.1737300000e-17,1.1988532795e-01
8,52,6.1597130000e-17,1.2985158201e-01
8,54,5.6061230000e-17,1.4020487506e-01
8,56,5.7733900000e-17,1.5094520710e-01
8,58,5.4314800000e-17,1.6207257814e-01
8,60,5.4363870000e-17,1.7358698817e-01
8,62,5.3329170000e-17,1.8548843719e-01
8,64,5.6807970000e-17,1.9777692520e-01
8,66,5.3617500000e-17,2.1045245221e-01
8,68,5.5792170000e-17,2.2351501821e-01
8,70,5.5396570000e-17,2.3696462320e-01
8,72,5.4844330000e-17,2.5080126718e-01
8,74,5.1617670000e-17,2.6502495016e-01
8,76,5.2726370000e-17,2.7963567213e-01
8,78,5.1216800000e-17,2.9463343309e-01
8,80,5.0055930000e-17,3.1001823304e-01
8,82,4.6841830000e-17,3.2579007199e-01
8,84,4.6288400000e-17,3.4194894993e-01
8,86,4.7759800000e-17,3.5849486686e-01
8,88,4.7548000000e-17,3.7542782279e-01
8,90,4.7804700000e-17,3.9274781771e-01
8,92,4.3441230000e-17,4.1045485162e-01
8,94,4.0329070000e-17,4.2854892452e-01
8,96,3.8188700000e-17,4.4703003641e-01
8,98,4.4846100000e-17,4.6589818730e-01
8,100,6.7974100000e-17,4.8515337718e-01
9,1,2.4725030000e-17,-4.2574289182e-03
9,3,6.8198630000e-17,-3.7736301775e-03
9,5,1.1872500000e-16,-2.9027924442e-03
9,7,3.3288530000e-16,-1.6449157184e-03
9,11,3.7210100000e-16,2.0319547110e-03
9,13,1.7065400000e-16,4.4509484145e-03
9,15,1.4769700000e-16,7.2569811106e-03
9,17,1.2081030000e-16,1.0450052799e-02
9,19,9.9013170000e-17,1.4030163480e-02
9,21,9.9646430000e-17,1.7997313154e-02
9,23,8.8484700000e-17,2.2351501821e-02
9,25,8.1173100000e-17,2.7092729480e-02
9,27,8.0195370000e-17,3.2220996131e-02
9,29,7.5194100000e-17,3.7736301775e-02
9,31,6.9748670000e-17,4.3638646412e-02
9,33,7.0516800000e-17,4.9928030041e-02
9,35,6.7391730000e-17,5.6604452663e-02
9,37,6.2483570000e-17,6.3667914277e-02
9,39,6.5317570000e-17,7.1118414884e-02
9,41,6.1159100000e-17,7.8955954483e-02
9,43,5.8183900000e-17,8.7180533075e-02
9,45,5.8791800000e-17,9.5792150660e-02
9,47,5.6393300000e-17,1.0479080724e-01
9,49,5.3886470000e-17,1.1417650281e-01
9,51,5.6328200000e-17,1.2394923737e-01
9,53,5.1658770000e-17,1.3410901092e-01
9,55,5.2897000000e-17,1.4465582347e-01
9,57,5.1922800000e-17,1.5558967501e-01
9,59,5.0552400000e-17,1.6691056554e-01
9,61,4.9259370000e-17,1.7861849507e-01
9,63,5.2807400000e-17,1.9071346359e-01
9,65,5.0343500000e-17,2.0319547110e-01
9,67,4.9922570000e-17,2.1606451760e-01
9,69,5.3216300000e-17,2.2932060309e-01
9,71,5.2347570000e-17,2.4296372758e-01
9,73,4.8227200000e-17,2.5699389106e-01
9,75,4.8923170000e-17,2.7141109354e-01
9,77,4.8069430000e-17,2.8621533500e-01
9,79,4.5831200000e-17,3.0140661546e-01
9,81,4.3708830000e-17,3.1698493491e-01
9,83,4.3803800000e-17,3.3295029335e-01
9,85,4.6130170000e-17,3.4930269079e-01
9,87,4.4681870000e-17,3.6604212722e-01
9,89,4.5541500000e-17,3.8316860264e-01
9,91,4.0972700000e-17,4.0068211705e-01
9,93,3.7932300000e-17,4.1858267046e-01
9,95,3.5906370000e-17,4.3687026286e-01
9,97,4.2134770000e-17,4.5554489425e-01
9,99,6.2655700000e-17,4.7460656463e-01
10,0,6.2764230000e-18,-5.3217861478e-03
10,2,3.7029530000e-17,-5.0315069033e-03
10,4,7.7534100000e-17,-4.3541886664e-03
10,6,1.2277070000e-16,-3.2898314368e-03
10,8,3.3981900000e-16,-1.8384352147e-03
10,12,3.4125100000e-16,2.2254742072e-03
10,14,1.5224370000e-16,4.8379874071e-03
10,16,1.3334870000e-16,7.8375395994e-03
10,18,1.0654800000e-16,1.1224130784e-02
10,20,9.0864600000e-17,1.4997760962e-02
10,22,8.7535500000e-17,1.9158430132e-02
10,24,7.9164130000e-17,2.3706138295e-02
10,26,7.2954570000e-17,2.8640885450e-02
10,28,7.1649330000e-17,3.3962671598e-02
10,30,6.6092400000e-17,3.9671496738e-02
10,32,6.0545930000e-17,4.5767360871e-02
10,34,6.2995330000e-17,5.2250263996e-02
10,36,5.9642970000e-17,5.9120206114e-02
10,38,5.5954500000e-17,6.6377187225e-02
10,40,5.6336170000e-17,7.4021207328e-02
10,42,5.3470430000e-17,8.2052266424e-02
10,44,5.2774930000e-17,9.0470364512e-02
10,46,5.2265070000e-17,9.9275501593e-02
10,48,4.8172770000e-17,1.0846767767e-01
10,50,4.9610930000e-17,1.1804689273e-01
10,52,5.0082600000e-17,1.2801314679e-01
10,54,4.5611300000e-17,1.3836643984e-01
10,56,4.6880970000e-17,1.4910677189e-01
10,58,4.4823400000e-17,1.6023414292e-01
10,60,4.4348130000e-17,1.7174855295e-01
10,62,4.2673370000e-17,1.8365000197e-01
10,64,4.5564200000e-17,1.9593848999e-01
10,66,4.3794400000e-17,2.0861401699e-01
10,68,4.5154430000e-17,2.2167658299e-01
10,70,4.5407000000e-17,2.3512618798e-01
10,72,4.5678670000e-17,2.4896283197e-01
10,74,4.2949100000e-17,2.6318651494e-01
10,76,4.4124800000e-17,2.7779723691e-01
10,78,4.0455500000e-17,2.9279499788e-01
10,80,3.9973270000e-17,3.0817979783e-01
10,82,3.8676900000e-17,3.2395163678e-01
10,84,3.8130100000e-17,3.4011051472e-01
10,86,3.9754800000e-17,3.5665643165e-01
10,88,3.7724630000e-17,3.7358938757e-01
10,90,3.7955770000e-17,3.9090938249e-01
10,92,3.4711770000e-17,4.0861641640e-01
10,94,3.2731270000e-17,4.2671048930e-01
10,96,3.1669000000e-17,4.4519160120e-01
10,98,3.5460470000e-17,4.6405975209e-01
10,100,5.0472870000e-17,4.8331494197e-01
11,1,1.7597800000e-17,-6.2893836292e-03
11,3,4.6015000000e-17,-5.8055848885e-03
11,5,8.3649800000e-17,-4.9347471552e-03
11,7,1.3047970000e-16,-3.6768704294e-03
11,9,3.0751970000e-16,-2.0319547110e-03
11,13,3.1600730000e-16,2.4189937035e-03
11,15,1.3537030000e-16,5.2250263996e-03
11,17,1.2071930000e-16,8.4180980883e-03
11,19,9.6908700000e-17,1.1998208770e-02
11,21,8.3728270000e-17,1.5965358443e-02
11,23,7.8033370000e-17,2.0319547110e-02
11,25,7.3777030000e-17,2.5060774769e-02
11,27,6.4668100000e-17,3.0189041420e-02
11,29,6.5838330000e-17,3.5704347064e-02
11,31,5.9429430000e-17,4.1606691701e-02
11,33,5.6771700000e-17,4.7896075330e-02
11,35,5.6039930000e-17,5.4572497952e-02
11,37,5.1788330000e-17,6.1635959566e-02
11,39,5.0521800000e-17,6.9086460173e-02
11,41,5.0713500000e-17,7.6923999772e-02
11,43,4.8543770000e-17,8.5148578364e-02
11,45,4.6650830000e-17,9.3760195949e-02
11,47,4.7876670000e-17,1.0275885253e-01
11,49,4.5051800000e-17,1.1214454810e-01
11,51,4.4908430000e-17,1.2191728266e-01
11,53,4.2703770000e-17,1.3207705621e-01
11,55,4.5618770000e-17,1.4262386876e-01
11,57,4.2305730000e-17,1.5355772030e-01
11,59,4.2183270000e-17,1.6487861083e-01
11,61,4.0865230000e-17,1.7658654036e-01
11,63,4.2838170000e-17,1.8868150888e-01
