# O-CO2 state-resolved inelastic channels at energy index 15
# Generated by compute_inelastic_tables.py
ji,jf,sigma_cm2,delta_E_eV
0,2,1.0101460000e-15,2.9027924442e-04
0,4,3.1044070000e-16,9.6759748141e-04
0,6,2.5983670000e-16,2.0319547110e-03
0,8,1.9918770000e-16,3.4833509331e-03
0,10,1.5912070000e-16,5.3217861478e-03
0,12,1.6631000000e-16,7.5472603550e-03
0,14,1.3641770000e-16,1.0159773555e-02
0,16,1.1340240000e-16,1.3159325747e-02
0,18,1.3762770000e-16,1.6545916932e-02
0,20,1.1604380000e-16,2.0319547110e-02
0,22,9.7124900000e-17,2.4480216280e-02
0,24,1.1643100000e-16,2.9027924442e-02
0,26,1.0091870000e-16,3.3962671598e-02
0,28,8.3599200000e-17,3.9284457745e-02
0,30,9.4833570000e-17,4.4993282886e-02
0,32,8.9261070000e-17,5.1089147019e-02
0,34,8.0543930000e-17,5.7572050144e-02
0,36,8.6059070000e-17,6.4441992262e-02
0,38,8.0360370000e-17,7.1698973373e-02
0,40,7.0412900000e-17,7.9342993476e-02
0,42,7.6985970000e-17,8.7374052572e-02
0,44,7.2742200000e-17,9.5792150660e-02
0,46,6.2067170000e-17,1.0459728774e-01
0,48,6.8851600000e-17,1.1378946381e-01
0,50,6.2668330000e-17,1.2336867888e-01
0,52,5.4897400000e-17,1.3333493294e-01
0,54,5.7791300000e-17,1.4368822599e-01
0,56,5.6691630000e-17,1.5442855803e-01
0,58,4.9021000000e-17,1.6555592907e-01
0,60,5.2199670000e-17,1.7707033910e-01
0,62,5.5267300000e-17,1.8897178812e-01
0,64,4.5697200000e-17,2.0126027613e-01
0,66,4.3435470000e-17,2.1393580314e-01
0,68,4.2712500000e-17,2.2699836914e-01
0,70,4.0402470000e-17,2.4044797413e-01
0,72,4.1073730000e-17,2.5428461812e-01
0,74,4.2093300000e-17,2.6850830109e-01
0,76,4.2330830000e-17,2.8311902306e-01
0,78,3.6535770000e-17,2.9811678402e-01
0,80,3.9149270000e-17,3.1350158398e-01
0,82,3.9381830000e-17,3.2927342292e-01
0,84,3.5075600000e-17,3.4543230086e-01
0,86,3.4689700000e-17,3.6197821780e-01
0,88,3.6713200000e-17,3.7891117372e-01
0,90,3.6917530000e-17,3.9623116864e-01
0,92,2.9803230000e-17,4.1393820255e-01
0,94,3.6722470000e-17,4.3203227545e-01
0,96,3.6570500000e-17,4.5051338735e-01
0,98,2.5922630000e-17,4.6938153823e-01
0,100,4.4825800000e-17,4.8863672811e-01
1,3,7.3928900000e-16,4.8379874071e-04
1,5,2.9235500000e-16,1.3546364740e-03
1,7,2.3151700000e-16,2.6125131998e-03
1,9,1.8334000000e-16,4.2574289182e-03
1,11,1.6091430000e-16,6.2893836292e-03
1,13,1.5100330000e-16,8.7083773327e-03
1,15,1.2677000000e-16,1.1514410029e-02
1,17,1.2264630000e-16,1.4707481717e-02
1,19,1.2308300000e-16,1.8287592399e-02
1,21,1.0553190000e-16,2.2254742072e-02
1,23,1.0205190000e-16,2.6608930739e-02
1,25,1.0309390000e-16,3.1350158398e-02
1,27,9.3240170000e-17,3.6478425049e-02
1,29,9.2814700000e-17,4.1993730693e-02
1,31,9.1769530000e-17,4.7896075330e-02
1,33,8.4506470000e-17,5.4185458959e-02
1,35,8.9292330000e-17,6.0861881581e-02
1,37,8.5712870000e-17,6.7925343195e-02
1,39,7.4116870000e-17,7.5375843802e-02
1,41,7.4702270000e-17,8.3213383401e-02
1,43,7.5216730000e-17,9.1437961993e-02
1,45,6.7660770000e-17,1.0004957958e-01
1,47,6.4939470000e-17,1.0904823616e-01
1,49,6.8310900000e-17,1.1843393172e-01
1,51,6.1292500000e-17,1.2820666629e-01
1,53,5.6346930000e-17,1.3836643984e-01
1,55,5.6991970000e-17,1.4891325239e-01
1,57,5.7053170000e-17,1.5984710393e-01
1,59,5.2586100000e-17,1.7116799446e-01
1,61,5.1624270000e-17,1.8287592399e-01
1,63,5.1730930000e-17,1.9497089250e-01
1,65,4.5647930000e-17,2.0745290001e-01
1,67,4.5216970000e-17,2.2032194652e-01
1,69,4.4103630000e-17,2.3357803201e-01
1,71,4.4567700000e-17,2.4722115650e-01
1,73,4.5170770000e-17,2.6125131998e-01
1,75,4.0692070000e-17,2.7566852245e-01
1,77,4.1140530000e-17,2.9047276392e-01
1,79,4.0133670000e-17,3.0566404438e-01
1,81,4.0377370000e-17,3.2124236383e-01
1,83,3.6420570000e-17,3.3720772227e-01
1,85,3.6254630000e-17,3.5356011971e-01
1,87,3.7400270000e-17,3.7029955614e-01
1,89,3.5446830000e-17,3.8742603156e-01
1,91,3.1246600000e-17,4.0493954597e-01
1,93,3.8251330000e-17,4.2284009938e-01
1,95,3.7545030000e-17,4.4112769178e-01
1,97,2.6911830000e-17,4.5980232317e-01
1,99,4.5952730000e-17,4.7886399355e-01
2,0,2.0206230000e-16,-2.9027924442e-04
2,4,6.7629130000e-16,6.7731823699e-04
2,6,2.6769200000e-16,1.7416754665e-03
2,8,2.1119830000e-16,3.1930716887e-03
2,10,1.7889900000e-16,5.0315069033e-03
2,12,1.5365270000e-16,7.2569811106e-03
2,14,1.3869530000e-16,9.8694943104e-03
2,16,1.2879230000e-16,1.2869046503e-02
2,18,1.1996230000e-16,1.6255637688e-02
2,20,1.1470500000e-16,2.0029267865e-02
2,22,1.0545250000e-16,2.4189937035e-02
2,24,1.0016740000e-16,2.8737645198e-02
2,26,9.7897800000e-17,3.3672392353e-02
2,28,9.3863230000e-17,3.8994178501e-02
2,30,8.4806030000e-17,4.4703003641e-02
2,32,8.7643230000e-17,5.0798867774e-02
2,34,8.6395100000e-17,5.7281770900e-02
2,36,7.8072900000e-17,6.4151713018e-02
2,38,8.1568730000e-17,7.1408694128e-02
2,40,7.5537370000e-17,7.9052714231e-02
2,42,7.1859770000e-17,8.7083773327e-02
2,44,7.2538300000e-17,9.5501871415e-02
2,46,6.9619070000e-17,1.0430700850e-01
2,48,6.5610870000e-17,1.1349918457e-01
2,50,6.5314900000e-17,1.2307839964e-01
2,52,6.1674900000e-17,1.3304465369e-01
2,54,5.8665800000e-17,1.4339794675e-01
2,56,5.8602800000e-17,1.5413827879e-01
2,58,5.7294870000e-17,1.6526564983e-01
2,60,5.3231030000e-17,1.7678005985e-01
2,62,5.4004430000e-17,1.8868150888e-01
2,64,5.2095730000e-17,2.0096999689e-01
2,66,4.7947470000e-17,2.1364552390e-01
2,68,4.6320600000e-17,2.2670808989e-01
2,70,4.7547530000e-17,2.4015769489e-01
2,72,4.5555200000e-17,2.5399433887e-01
2,74,4.2998000000e-17,2.6821802185e-01
2,76,4.1262770000e-17,2.8282874382e-01
2,78,3.9220000000e-17,2.9782650478e-01
2,80,4.0551370000e-17,3.1321130473e-01
2,82,4.0564270000e-17,3.2898314368e-01
2,84,3.7148800000e-17,3.4514202162e-01
2,86,3.7501100000e-17,3.6168793855e-01
2,88,3.7213630000e-17,3.7862089448e-01
2,90,3.5673000000e-17,3.9594088939e-01
2,92,2.9849130000e-17,4.1364792330e-01
2,94,3.6528700000e-17,4.3174199621e-01
2,96,3.6616370000e-17,4.5022310810e-01
2,98,2.5902700000e-17,4.6909125899e-01
2,100,4.5267730000e-17,4.8834644887e-01
3,1,3.1692500000e-16,-4.8379874071e-04
3,5,6.3712430000e-16,8.7083773327e-04
3,7,2.5317930000e-16,2.1287144591e-03
3,9,2.0980200000e-16,3.7736301775e-03
3,11,1.6739770000e-16,5.8055848885e-03
3,13,1.4340430000e-16,8.2245785920e-03
3,15,1.4262830000e-16,1.1030611288e-02
3,17,1.2497870000e-16,1.4223682977e-02
3,19,1.1187750000e-16,1.7803793658e-02
3,21,1.1690070000e-16,2.1770943332e-02
3,23,1.0394480000e-16,2.6125131998e-02
3,25,9.2743600000e-17,3.0866359657e-02
3,27,9.8970930000e-17,3.5994626309e-02
3,29,9.1475230000e-17,4.1509931953e-02
3,31,8.3798170000e-17,4.7412276589e-02
3,33,8.7089070000e-17,5.3701660218e-02
3,35,8.2276000000e-17,6.0378082840e-02
3,37,7.7948500000e-17,6.7441544454e-02
3,39,7.8957430000e-17,7.4892045061e-02
3,41,7.4422000000e-17,8.2729584661e-02
3,43,7.1869270000e-17,9.0954163253e-02
3,45,7.4137600000e-17,9.9565780837e-02
3,47,6.7167800000e-17,1.0856443741e-01
3,49,6.3969130000e-17,1.1795013298e-01
3,51,6.6085930000e-17,1.2772286755e-01
3,53,6.1468770000e-17,1.3788264110e-01
3,55,5.9240930000e-17,1.4842945365e-01
3,57,6.2081330000e-17,1.5936330519e-01
3,59,5.8134970000e-17,1.7068419572e-01
3,61,5.3438500000e-17,1.8239212525e-01
3,63,5.4160330000e-17,1.9448709376e-01
3,65,5.2175930000e-17,2.0696910127e-01
3,67,4.8423070000e-17,2.1983814778e-01
3,69,4.8645130000e-17,2.3309423327e-01
3,71,4.9509330000e-17,2.4673735776e-01
3,73,4.6798770000e-17,2.6076752124e-01
3,75,4.2537070000e-17,2.7518472371e-01
3,77,4.1463570000e-17,2.8998896518e-01
3,79,4.2345100000e-17,3.0518024564e-01
3,81,4.2827170000e-17,3.2075856509e-01
3,83,3.7887430000e-17,3.3672392353e-01
3,85,3.6820870000e-17,3.5307632097e-01
3,87,3.7660070000e-17,3.6981575740e-01
3,89,3.5861030000e-17,3.8694223282e-01
