# Gacesa et al., doi:10.5281/zenodo.3256699. Raw CSs_3pes, even j for 12C16O2 v=0.
# Includes elastic diagonals; independent variable is MOLSCAT total energy.
total_energy_eV,ji,jf,sigma_cm2
1.64155077349,34,56,1.689333000000e-17
1.64155077349,34,58,1.903887000000e-17
1.64155077349,34,60,1.844093000000e-17
1.64155077349,34,62,1.537377000000e-17
1.64155077349,34,64,1.650947000000e-17
1.64155077349,34,66,1.652393000000e-17
1.64155077349,34,68,1.375053000000e-17
1.64155077349,34,70,1.365747000000e-17
1.64155077349,34,72,1.394703000000e-17
1.64155077349,34,74,1.309027000000e-17
1.64155077349,34,76,1.249843000000e-17
1.64155077349,34,78,1.239013000000e-17
1.64155077349,34,80,1.131160000000e-17
1.64155077349,34,82,1.047959000000e-17
1.64155077349,34,84,1.011493000000e-17
1.64155077349,34,86,1.016805000000e-17
1.64155077349,34,88,9.250953000000e-18
1.64155077349,34,90,8.839177000000e-18
1.64155077349,34,92,8.813777000000e-18
1.64155077349,34,94,8.733563000000e-18
1.64155077349,34,96,7.712923000000e-18
1.64155077349,34,98,6.466697000000e-18
1.64155077349,34,100,9.059513000000e-18
1.64155077349,36,0,1.255327000000e-18
1.64155077349,36,2,5.699813000000e-18
1.64155077349,36,4,1.040092000000e-17
1.64155077349,36,6,1.583300000000e-17
1.64155077349,36,8,1.995107000000e-17
1.64155077349,36,10,2.020890000000e-17
1.64155077349,36,12,2.150083000000e-17
1.64155077349,36,14,2.050343000000e-17
1.64155077349,36,16,2.110763000000e-17
1.64155077349,36,18,2.345983000000e-17
1.64155077349,36,20,2.192140000000e-17
1.64155077349,36,22,2.397887000000e-17
1.64155077349,36,24,2.771713000000e-17
1.64155077349,36,26,2.618490000000e-17
1.64155077349,36,28,3.096383000000e-17
1.64155077349,36,30,4.328087000000e-17
1.64155077349,36,32,4.746193000000e-17
1.64155077349,36,34,1.339934000000e-16
1.64155077349,36,36,2.820943000000e-15
1.64155077349,36,38,1.311963000000e-16
1.64155077349,36,40,4.641050000000e-17
1.64155077349,36,42,4.197790000000e-17
1.64155077349,36,44,2.789380000000e-17
1.64155077349,36,46,2.350100000000e-17
1.64155077349,36,48,2.699220000000e-17
1.64155077349,36,50,2.119697000000e-17
1.64155077349,36,52,1.755407000000e-17
1.64155077349,36,54,2.002020000000e-17
1.64155077349,36,56,1.809987000000e-17
1.64155077349,36,58,1.574870000000e-17
1.64155077349,36,60,1.824537000000e-17
1.64155077349,36,62,1.722880000000e-17
1.64155077349,36,64,1.475483000000e-17
1.64155077349,36,66,1.438447000000e-17
1.64155077349,36,68,1.440933000000e-17
1.64155077349,36,70,1.290647000000e-17
1.64155077349,36,72,1.274390000000e-17
1.64155077349,36,74,1.245910000000e-17
1.64155077349,36,76,1.164727000000e-17
1.64155077349,36,78,1.132440000000e-17
1.64155077349,36,80,1.089717000000e-17
1.64155077349,36,82,1.024100000000e-17
1.64155077349,36,84,1.019405000000e-17
1.64155077349,36,86,9.938420000000e-18
1.64155077349,36,88,8.858147000000e-18
1.64155077349,36,90,8.360953000000e-18
1.64155077349,36,92,8.437190000000e-18
1.64155077349,36,94,8.302673000000e-18
1.64155077349,36,96,7.402137000000e-18
1.64155077349,36,98,6.333940000000e-18
1.64155077349,36,100,8.720343000000e-18
1.64155077349,38,0,1.067387000000e-18
1.64155077349,38,2,5.604523000000e-18
1.64155077349,38,4,1.004156000000e-17
1.64155077349,38,6,1.461383000000e-17
1.64155077349,38,8,1.946050000000e-17
1.64155077349,38,10,1.898157000000e-17
1.64155077349,38,12,1.890270000000e-17
1.64155077349,38,14,2.003297000000e-17
1.64155077349,38,16,1.886290000000e-17
1.64155077349,38,18,1.977097000000e-17
1.64155077349,38,20,2.194003000000e-17
1.64155077349,38,22,2.064520000000e-17
1.64155077349,38,24,2.177063000000e-17
1.64155077349,38,26,2.620007000000e-17
1.64155077349,38,28,2.505737000000e-17
1.64155077349,38,30,2.848757000000e-17
1.64155077349,38,32,4.012787000000e-17
1.64155077349,38,34,4.529670000000e-17
1.64155077349,38,36,1.249559000000e-16
1.64155077349,38,38,2.679517000000e-15
1.64155077349,38,40,1.227948000000e-16
1.64155077349,38,42,4.323877000000e-17
1.64155077349,38,44,3.860153000000e-17
1.64155077349,38,46,2.685413000000e-17
1.64155077349,38,48,2.310460000000e-17
1.64155077349,38,50,2.434393000000e-17
1.64155077349,38,52,1.953463000000e-17
1.64155077349,38,54,1.685080000000e-17
1.64155077349,38,56,1.938813000000e-17
1.64155077349,38,58,1.778053000000e-17
1.64155077349,38,60,1.477177000000e-17
1.64155077349,38,62,1.652137000000e-17
1.64155077349,38,64,1.648610000000e-17
1.64155077349,38,66,1.291263000000e-17
1.64155077349,38,68,1.307317000000e-17
1.64155077349,38,70,1.354563000000e-17
1.64155077349,38,72,1.290030000000e-17
1.64155077349,38,74,1.167143000000e-17
1.64155077349,38,76,1.135487000000e-17
1.64155077349,38,78,1.103003000000e-17
1.64155077349,38,80,1.002949000000e-17
1.64155077349,38,82,9.070623000000e-18
1.64155077349,38,84,9.680420000000e-18
1.64155077349,38,86,9.887723000000e-18
1.64155077349,38,88,8.606040000000e-18
1.64155077349,38,90,7.992397000000e-18
1.64155077349,38,92,8.415027000000e-18
1.64155077349,38,94,8.104427000000e-18
1.64155077349,38,96,7.059777000000e-18
1.64155077349,38,98,6.165357000000e-18
1.64155077349,38,100,8.486067000000e-18
1.64155077349,40,0,9.109397000000e-19
1.64155077349,40,2,4.967337000000e-18
1.64155077349,40,4,9.289177000000e-18
1.64155077349,40,6,1.296810000000e-17
1.64155077349,40,8,1.724030000000e-17
1.64155077349,40,10,1.762647000000e-17
1.64155077349,40,12,1.697213000000e-17
1.64155077349,40,14,1.784677000000e-17
1.64155077349,40,16,1.803673000000e-17
1.64155077349,40,18,1.769130000000e-17
1.64155077349,40,20,1.935080000000e-17
1.64155077349,40,22,2.068763000000e-17
1.64155077349,40,24,1.843017000000e-17
1.64155077349,40,26,2.090610000000e-17
1.64155077349,40,28,2.495157000000e-17
1.64155077349,40,30,2.278873000000e-17
1.64155077349,40,32,2.687167000000e-17
1.64155077349,40,34,3.822467000000e-17
1.64155077349,40,36,4.222570000000e-17
1.64155077349,40,38,1.173021000000e-16
1.64155077349,40,40,2.555097000000e-15
1.64155077349,40,42,1.153074000000e-16
1.64155077349,40,44,4.118293000000e-17
1.64155077349,40,46,3.677063000000e-17
1.64155077349,40,48,2.542823000000e-17
1.64155077349,40,50,2.173263000000e-17
1.64155077349,40,52,2.348747000000e-17
1.64155077349,40,54,1.910417000000e-17
1.64155077349,40,56,1.596850000000e-17
1.64155077349,40,58,1.841827000000e-17
1.64155077349,40,60,1.648403000000e-17
1.64155077349,40,62,1.438380000000e-17
1.64155077349,40,64,1.554473000000e-17
1.64155077349,40,66,1.509750000000e-17
1.64155077349,40,68,1.255900000000e-17
1.64155077349,40,70,1.223790000000e-17
1.64155077349,40,72,1.232653000000e-17
1.64155077349,40,74,1.155937000000e-17
1.64155077349,40,76,1.065397000000e-17
1.64155077349,40,78,1.035492000000e-17
1.64155077349,40,80,1.042663000000e-17
1.64155077349,40,82,9.572377000000e-18
1.64155077349,40,84,9.017060000000e-18
1.64155077349,40,86,8.796007000000e-18
1.64155077349,40,88,7.940207000000e-18
1.64155077349,40,90,7.785077000000e-18
1.64155077349,40,92,8.020340000000e-18
1.64155077349,40,94,7.796210000000e-18
1.64155077349,40,96,6.833147000000e-18
1.64155077349,40,98,6.079773000000e-18
1.64155077349,40,100,8.254207000000e-18
1.64155077349,42,0,9.421580000000e-19
1.64155077349,42,2,4.418457000000e-18
1.64155077349,42,4,7.999350000000e-18
1.64155077349,42,6,1.217813000000e-17
1.64155077349,42,8,1.556247000000e-17
1.64155077349,42,10,1.619930000000e-17
1.64155077349,42,12,1.722160000000e-17
1.64155077349,42,14,1.585513000000e-17
1.64155077349,42,16,1.587853000000e-17
1.64155077349,42,18,1.684860000000e-17
1.64155077349,42,20,1.587740000000e-17
1.64155077349,42,22,1.819887000000e-17
1.64155077349,42,24,2.022403000000e-17
1.64155077349,42,26,1.787590000000e-17
1.64155077349,42,28,1.962287000000e-17
1.64155077349,42,30,2.425207000000e-17
1.64155077349,42,32,2.234517000000e-17
1.64155077349,42,34,2.625433000000e-17
1.64155077349,42,36,3.658357000000e-17
1.64155077349,42,38,3.956430000000e-17
1.64155077349,42,40,1.104488000000e-16
1.64155077349,42,42,2.441520000000e-15
1.64155077349,42,44,1.078002000000e-16
1.64155077349,42,46,3.853237000000e-17
1.64155077349,42,48,3.475770000000e-17
1.64155077349,42,50,2.392010000000e-17
1.64155077349,42,52,2.025627000000e-17
1.64155077349,42,54,2.240237000000e-17
1.64155077349,42,56,1.805303000000e-17
1.64155077349,42,58,1.518190000000e-17
1.64155077349,42,60,1.806037000000e-17
1.64155077349,42,62,1.617410000000e-17
1.64155077349,42,64,1.303430000000e-17
1.64155077349,42,66,1.443157000000e-17
1.64155077349,42,68,1.378927000000e-17
1.64155077349,42,70,1.123477000000e-17
1.64155077349,42,72,1.151557000000e-17
1.64155077349,42,74,1.169433000000e-17
1.64155077349,42,76,1.030130000000e-17
1.64155077349,42,78,9.477797000000e-18
1.64155077349,42,80,9.439663000000e-18
1.64155077349,42,82,9.570010000000e-18
1.64155077349,42,84,9.161623000000e-18
1.64155077349,42,86,8.833367000000e-18
1.64155077349,42,88,7.943147000000e-18
1.64155077349,42,90,7.649427000000e-18
1.64155077349,42,92,7.935707000000e-18
1.64155077349,42,94,7.478427000000e-18
1.64155077349,42,96,6.481183000000e-18
1.64155077349,42,98,5.876637000000e-18
1.64155077349,42,100,7.981783000000e-18
1.64155077349,44,0,8.407930000000e-19
1.64155077349,44,2,4.298670000000e-18
1.64155077349,44,4,7.567723000000e-18
1.64155077349,44,6,1.115937000000e-17
1.64155077349,44,8,1.539923000000e-17
1.64155077349,44,10,1.529733000000e-17
1.64155077349,44,12,1.543820000000e-17
1.64155077349,44,14,1.583543000000e-17
1.64155077349,44,16,1.498140000000e-17
1.64155077349,44,18,1.522323000000e-17
1.64155077349,44,20,1.611533000000e-17
1.64155077349,44,22,1.556680000000e-17
1.64155077349,44,24,1.715067000000e-17
1.64155077349,44,26,1.898247000000e-17
1.64155077349,44,28,1.714517000000e-17
1.64155077349,44,30,1.884523000000e-17
1.64155077349,44,32,2.347773000000e-17
1.64155077349,44,34,2.102687000000e-17
1.64155077349,44,36,2.334323000000e-17
1.64155077349,44,38,3.391733000000e-17
1.64155077349,44,40,3.787993000000e-17
1.64155077349,44,42,1.035160000000e-16
1.64155077349,44,44,2.338840000000e-15
1.64155077349,44,46,1.015189000000e-16
1.64155077349,44,48,3.694890000000e-17
1.64155077349,44,50,3.323320000000e-17
1.64155077349,44,52,2.258833000000e-17
1.64155077349,44,54,1.924823000000e-17
1.64155077349,44,56,2.109160000000e-17
1.64155077349,44,58,1.760780000000e-17
1.64155077349,44,60,1.423143000000e-17
1.64155077349,44,62,1.571380000000e-17
1.64155077349,44,64,1.503947000000e-17
1.64155077349,44,66,1.228187000000e-17
1.64155077349,44,68,1.292373000000e-17
1.64155077349,44,70,1.355730000000e-17
1.64155077349,44,72,1.144300000000e-17
1.64155077349,44,74,1.029445000000e-17
1.64155077349,44,76,1.067823000000e-17
1.64155077349,44,78,1.010649000000e-17
1.64155077349,44,80,9.181923000000e-18
1.64155077349,44,82,8.658983000000e-18
1.64155077349,44,84,8.777253000000e-18
1.64155077349,44,86,8.727547000000e-18
1.64155077349,44,88,7.699293000000e-18
1.64155077349,44,90,7.448860000000e-18
1.64155077349,44,92,7.711827000000e-18
1.64155077349,44,94,7.215317000000e-18
1.64155077349,44,96,6.280557000000e-18
1.64155077349,44,98,5.848090000000e-18
1.64155077349,44,100,7.854750000000e-18
1.64155077349,46,0,7.045087000000e-19
1.64155077349,46,2,3.994913000000e-18
1.64155077349,46,4,7.336493000000e-18
1.64155077349,46,6,1.053954000000e-17
1.64155077349,46,8,1.398660000000e-17
1.64155077349,46,10,1.455850000000e-17
1.64155077349,46,12,1.403167000000e-17
1.64155077349,46,14,1.440377000000e-17
1.64155077349,46,16,1.442513000000e-17
1.64155077349,46,18,1.367053000000e-17
1.64155077349,46,20,1.498787000000e-17
1.64155077349,46,22,1.547667000000e-17
1.64155077349,46,24,1.473073000000e-17
1.64155077349,46,26,1.676867000000e-17
1.64155077349,46,28,1.789707000000e-17
1.64155077349,46,30,1.508793000000e-17
1.64155077349,46,32,1.807483000000e-17
1.64155077349,46,34,2.140943000000e-17
1.64155077349,46,36,1.892900000000e-17
1.64155077349,46,38,2.271000000000e-17
1.64155077349,46,40,3.255227000000e-17
1.64155077349,46,42,3.561243000000e-17
1.64155077349,46,44,9.770933000000e-17
1.64155077349,46,46,2.245460000000e-15
1.64155077349,46,48,9.686350000000e-17
1.64155077349,46,50,3.521127000000e-17
1.64155077349,46,52,3.193847000000e-17
1.64155077349,46,54,2.168343000000e-17
1.64155077349,46,56,1.817470000000e-17
1.64155077349,46,58,2.009987000000e-17
1.64155077349,46,60,1.636273000000e-17
1.64155077349,46,62,1.355350000000e-17
1.64155077349,46,64,1.539543000000e-17
1.64155077349,46,66,1.413037000000e-17
1.64155077349,46,68,1.205773000000e-17
1.64155077349,46,70,1.189900000000e-17
1.64155077349,46,72,1.216267000000e-17
1.64155077349,46,74,1.023065000000e-17
1.64155077349,46,76,9.459270000000e-18
1.64155077349,46,78,9.726300000000e-18
1.64155077349,46,80,9.836497000000e-18
1.64155077349,46,82,9.186493000000e-18
1.64155077349,46,84,8.375850000000e-18
1.64155077349,46,86,8.435270000000e-18
1.64155077349,46,88,7.604413000000e-18
1.64155077349,46,90,7.455253000000e-18
1.64155077349,46,92,7.741893000000e-18
1.64155077349,46,94,7.046623000000e-18
1.64155077349,46,96,6.071560000000e-18
1.64155077349,46,98,5.757723000000e-18
1.64155077349,46,100,7.726920000000e-18
1.64155077349,48,0,7.481147000000e-19
1.64155077349,48,2,3.588617000000e-18
1.64155077349,48,4,6.577573000000e-18
1.64155077349,48,6,9.958447000000e-18
1.64155077349,48,8,1.233750000000e-17
1.64155077349,48,10,1.318640000000e-17
1.64155077349,48,12,1.395560000000e-17
1.64155077349,48,14,1.278490000000e-17
1.64155077349,48,16,1.300297000000e-17
1.64155077349,48,18,1.382153000000e-17
1.64155077349,48,20,1.359427000000e-17
1.64155077349,48,22,1.451160000000e-17
1.64155077349,48,24,1.566937000000e-17
1.64155077349,48,26,1.321433000000e-17
1.64155077349,48,28,1.499663000000e-17
1.64155077349,48,30,1.671693000000e-17
1.64155077349,48,32,1.493700000000e-17
1.64155077349,48,34,1.674837000000e-17
1.64155077349,48,36,2.096987000000e-17
1.64155077349,48,38,1.884610000000e-17
1.64155077349,48,40,2.171267000000e-17
1.64155077349,48,42,3.098443000000e-17
1.64155077349,48,44,3.430093000000e-17
1.64155077349,48,46,9.342767000000e-17
1.64155077349,48,48,2.161113000000e-15
1.64155077349,48,50,9.085943000000e-17
1.64155077349,48,52,3.338370000000e-17
1.64155077349,48,54,3.026653000000e-17
1.64155077349,48,56,2.027607000000e-17
1.64155077349,48,58,1.713513000000e-17
1.64155077349,48,60,1.835953000000e-17
1.64155077349,48,62,1.533630000000e-17
1.64155077349,48,64,1.262280000000e-17
1.64155077349,48,66,1.466540000000e-17
1.64155077349,48,68,1.359587000000e-17
1.64155077349,48,70,1.097942000000e-17
1.64155077349,48,72,1.117493000000e-17
1.64155077349,48,74,1.106627000000e-17
1.64155077349,48,76,9.540543000000e-18
1.64155077349,48,78,9.225033000000e-18
1.64155077349,48,80,1.019489000000e-17
1.64155077349,48,82,9.625353000000e-18
1.64155077349,48,84,8.698447000000e-18
1.64155077349,48,86,7.934017000000e-18
1.64155077349,48,88,7.278420000000e-18
1.64155077349,48,90,7.262953000000e-18
1.64155077349,48,92,7.452837000000e-18
1.64155077349,48,94,6.887280000000e-18
1.64155077349,48,96,5.927117000000e-18
1.64155077349,48,98,5.735723000000e-18
1.64155077349,48,100,7.597453000000e-18
1.64155077349,50,0,6.760893000000e-19
1.64155077349,50,2,3.462403000000e-18
1.64155077349,50,4,5.934690000000e-18
1.64155077349,50,6,8.863717000000e-18
1.64155077349,50,8,1.223513000000e-17
1.64155077349,50,10,1.242657000000e-17
1.64155077349,50,12,1.278677000000e-17
1.64155077349,50,14,1.323073000000e-17
1.64155077349,50,16,1.271900000000e-17
1.64155077349,50,18,1.273047000000e-17
1.64155077349,50,20,1.310047000000e-17
1.64155077349,50,22,1.239907000000e-17
1.64155077349,50,24,1.365343000000e-17
1.64155077349,50,26,1.416133000000e-17
1.64155077349,50,28,1.243613000000e-17
1.64155077349,50,30,1.424780000000e-17
1.64155077349,50,32,1.591350000000e-17
1.64155077349,50,34,1.404530000000e-17
1.64155077349,50,36,1.591523000000e-17
1.64155077349,50,38,1.919090000000e-17
1.64155077349,50,40,1.793457000000e-17
1.64155077349,50,42,2.060803000000e-17
1.64155077349,50,44,2.981663000000e-17
1.64155077349,50,46,3.282313000000e-17
1.64155077349,50,48,8.781160000000e-17
1.64155077349,50,50,2.084680000000e-15
1.64155077349,50,52,8.647800000000e-17
1.64155077349,50,54,3.136747000000e-17
1.64155077349,50,56,2.847537000000e-17
1.64155077349,50,58,1.946873000000e-17
1.64155077349,50,60,1.578697000000e-17
1.64155077349,50,62,1.741833000000e-17
1.64155077349,50,64,1.529020000000e-17
1.64155077349,50,66,1.247310000000e-17
1.64155077349,50,68,1.314823000000e-17
1.64155077349,50,70,1.305223000000e-17
1.64155077349,50,72,1.068895000000e-17
1.64155077349,50,74,9.960203000000e-18
1.64155077349,50,76,1.071203000000e-17
1.64155077349,50,78,1.024246000000e-17
1.64155077349,50,80,8.723537000000e-18
1.64155077349,50,82,8.689193000000e-18
1.64155077349,50,84,8.718860000000e-18
1.64155077349,50,86,8.368377000000e-18
1.64155077349,50,88,7.464410000000e-18
1.64155077349,50,90,7.334520000000e-18
1.64155077349,50,92,7.808007000000e-18
1.64155077349,50,94,6.885183000000e-18
1.64155077349,50,96,5.623123000000e-18
1.64155077349,50,98,5.694160000000e-18
1.64155077349,50,100,7.510753000000e-18
1.64155077349,52,0,5.505287000000e-19
1.64155077349,52,2,3.179057000000e-18
1.64155077349,52,4,5.742547000000e-18
1.64155077349,52,6,8.258530000000e-18
1.64155077349,52,8,1.151937000000e-17
1.64155077349,52,10,1.197520000000e-17
1.64155077349,52,12,1.192853000000e-17
1.64155077349,52,14,1.231937000000e-17
1.64155077349,52,16,1.206663000000e-17
1.64155077349,52,18,1.129230000000e-17
1.64155077349,52,20,1.219207000000e-17
1.64155077349,52,22,1.226953000000e-17
1.64155077349,52,24,1.181310000000e-17
1.64155077349,52,26,1.346980000000e-17
1.64155077349,52,28,1.349477000000e-17
1.64155077349,52,30,1.192090000000e-17
1.64155077349,52,32,1.387270000000e-17
1.64155077349,52,34,1.479477000000e-17
1.64155077349,52,36,1.276173000000e-17
1.64155077349,52,38,1.491087000000e-17
1.64155077349,52,40,1.876757000000e-17
1.64155077349,52,42,1.689763000000e-17
1.64155077349,52,44,1.962287000000e-17
1.64155077349,52,46,2.882740000000e-17
1.64155077349,52,48,3.123987000000e-17
1.64155077349,52,50,8.373310000000e-17
1.64155077349,52,52,2.012823000000e-15
1.64155077349,52,54,8.187660000000e-17
1.64155077349,52,56,2.996307000000e-17
1.64155077349,52,58,2.632397000000e-17
1.64155077349,52,60,1.863597000000e-17
1.64155077349,52,62,1.577593000000e-17
1.64155077349,52,64,1.689290000000e-17
1.64155077349,52,66,1.461470000000e-17
1.64155077349,52,68,1.209713000000e-17
1.64155077349,52,70,1.302543000000e-17
1.64155077349,52,72,1.222277000000e-17
1.64155077349,52,74,1.030875000000e-17
1.64155077349,52,76,1.039974000000e-17
1.64155077349,52,78,1.063980000000e-17
1.64155077349,52,80,9.700997000000e-18
1.64155077349,52,82,8.099853000000e-18
1.64155077349,52,84,7.550093000000e-18
1.64155077349,52,86,7.909010000000e-18
1.64155077349,52,88,7.504760000000e-18
1.64155077349,52,90,7.287373000000e-18
1.64155077349,52,92,7.536957000000e-18
1.64155077349,52,94,6.592433000000e-18
1.64155077349,52,96,5.700343000000e-18
1.64155077349,52,98,5.750227000000e-18
1.64155077349,52,100,7.471023000000e-18
1.64155077349,54,0,5.762843000000e-19
1.64155077349,54,2,2.897733000000e-18
1.64155077349,54,4,5.500470000000e-18
1.64155077349,54,6,8.339710000000e-18
1.64155077349,54,8,1.049403000000e-17
1.64155077349,54,10,1.073713000000e-17
1.64155077349,54,12,1.153840000000e-17
1.64155077349,54,14,1.055150000000e-17
1.64155077349,54,16,1.113570000000e-17
1.64155077349,54,18,1.168420000000e-17
1.64155077349,54,20,1.101067000000e-17
1.64155077349,54,22,1.194803000000e-17
1.64155077349,54,24,1.227990000000e-17
1.64155077349,54,26,1.108726000000e-17
1.64155077349,54,28,1.277273000000e-17
1.64155077349,54,30,1.304263000000e-17
1.64155077349,54,32,1.115360000000e-17
1.64155077349,54,34,1.251400000000e-17
1.64155077349,54,36,1.411737000000e-17
1.64155077349,54,38,1.247587000000e-17
1.64155077349,54,40,1.480650000000e-17
1.64155077349,54,42,1.812650000000e-17
1.64155077349,54,44,1.621900000000e-17
1.64155077349,54,46,1.898337000000e-17
1.64155077349,54,48,2.747210000000e-17
1.64155077349,54,50,2.945957000000e-17
1.64155077349,54,52,7.941713000000e-17
1.64155077349,54,54,1.947530000000e-15
1.64155077349,54,56,7.708880000000e-17
1.64155077349,54,58,2.884630000000e-17
1.64155077349,54,60,2.591287000000e-17
1.64155077349,54,62,1.832380000000e-17
1.64155077349,54,64,1.550933000000e-17
1.64155077349,54,66,1.579390000000e-17
1.64155077349,54,68,1.403717000000e-17
1.64155077349,54,70,1.142560000000e-17
1.64155077349,54,72,1.198297000000e-17
1.64155077349,54,74,1.197447000000e-17
1.64155077349,54,76,9.571927000000e-18
1.64155077349,54,78,9.343947000000e-18
1.64155077349,54,80,9.871607000000e-18
1.64155077349,54,82,9.165820000000e-18
1.64155077349,54,84,7.882853000000e-18
1.64155077349,54,86,7.300947000000e-18
1.64155077349,54,88,7.238600000000e-18
1.64155077349,54,90,7.471467000000e-18
1.64155077349,54,92,7.593177000000e-18
1.64155077349,54,94,6.630380000000e-18
1.64155077349,54,96,5.452983000000e-18
1.64155077349,54,98,5.662320000000e-18
1.64155077349,54,100,7.384297000000e-18
1.64155077349,56,0,5.478097000000e-19
1.64155077349,56,2,2.830073000000e-18
1.64155077349,56,4,5.151497000000e-18
1.64155077349,56,6,7.670453000000e-18
1.64155077349,56,8,1.013683000000e-17
1.64155077349,56,10,1.024729000000e-17
1.64155077349,56,12,1.065217000000e-17
1.64155077349,56,14,1.045857000000e-17
1.64155077349,56,16,1.054027000000e-17
1.64155077349,56,18,1.053233000000e-17
1.64155077349,56,20,1.074007000000e-17
1.64155077349,56,22,1.064627000000e-17
1.64155077349,56,24,1.105530000000e-17
1.64155077349,56,26,1.123147000000e-17
1.64155077349,56,28,1.080200000000e-17
1.64155077349,56,30,1.182313000000e-17
1.64155077349,56,32,1.228327000000e-17
1.64155077349,56,34,1.098728000000e-17
1.64155077349,56,36,1.240037000000e-17
1.64155077349,56,38,1.394633000000e-17
1.64155077349,56,40,1.202440000000e-17
1.64155077349,56,42,1.419203000000e-17
1.64155077349,56,44,1.726697000000e-17
1.64155077349,56,46,1.545917000000e-17
1.64155077349,56,48,1.788073000000e-17
1.64155077349,56,50,2.598300000000e-17
1.64155077349,56,52,2.823670000000e-17
1.64155077349,56,54,7.489717000000e-17
1.64155077349,56,56,1.886747000000e-15
1.64155077349,56,58,7.405687000000e-17
1.64155077349,56,60,2.723080000000e-17
1.64155077349,56,62,2.510233000000e-17
1.64155077349,56,64,1.803667000000e-17
1.64155077349,56,66,1.468337000000e-17
1.64155077349,56,68,1.543347000000e-17
1.64155077349,56,70,1.397220000000e-17
1.64155077349,56,72,1.101554000000e-17
1.64155077349,56,74,1.030443000000e-17
1.64155077349,56,76,1.096793000000e-17
1.64155077349,56,78,9.663100000000e-18
1.64155077349,56,80,8.952387000000e-18
1.64155077349,56,82,8.990167000000e-18
1.64155077349,56,84,8.663510000000e-18
1.64155077349,56,86,7.852063000000e-18
1.64155077349,56,88,7.309050000000e-18
1.64155077349,56,90,7.334997000000e-18
1.64155077349,56,92,7.292370000000e-18
1.64155077349,56,94,6.242067000000e-18
1.64155077349,56,96,5.410047000000e-18
1.64155077349,56,98,5.746997000000e-18
1.64155077349,56,100,7.391860000000e-18
1.64155077349,58,0,4.487387000000e-19
1.64155077349,58,2,2.666550000000e-18
1.64155077349,58,4,5.031703000000e-18
1.64155077349,58,6,6.887083000000e-18
1.64155077349,58,8,9.663747000000e-18
1.64155077349,58,10,1.006041000000e-17
1.64155077349,58,12,9.615693000000e-18
1.64155077349,58,14,9.980507000000e-18
1.64155077349,58,16,9.825350000000e-18
1.64155077349,58,18,9.072190000000e-18
1.64155077349,58,20,1.005111000000e-17
1.64155077349,58,22,1.008868000000e-17
1.64155077349,58,24,9.510100000000e-18
1.64155077349,58,26,1.093123000000e-17
1.64155077349,58,28,1.088700000000e-17
1.64155077349,58,30,1.037453000000e-17
1.64155077349,58,32,1.195937000000e-17
1.64155077349,58,34,1.204947000000e-17
1.64155077349,58,36,1.049922000000e-17
1.64155077349,58,38,1.244583000000e-17
1.64155077349,58,40,1.349590000000e-17
1.64155077349,58,42,1.161383000000e-17
1.64155077349,58,44,1.402703000000e-17
1.64155077349,58,46,1.663667000000e-17
1.64155077349,58,48,1.470430000000e-17
1.64155077349,58,50,1.728670000000e-17
1.64155077349,58,52,2.413977000000e-17
1.64155077349,58,54,2.727207000000e-17
1.64155077349,58,56,7.206427000000e-17
1.64155077349,58,58,1.830109000000e-15
1.64155077349,58,60,7.014870000000e-17
1.64155077349,58,62,2.615763000000e-17
1.64155077349,58,64,2.364793000000e-17
1.64155077349,58,66,1.721920000000e-17
1.64155077349,58,68,1.424707000000e-17
1.64155077349,58,70,1.459683000000e-17
1.64155077349,58,72,1.282920000000e-17
1.64155077349,58,74,1.039952000000e-17
1.64155077349,58,76,1.073014000000e-17
1.64155077349,58,78,1.107887000000e-17
1.64155077349,58,80,9.113683000000e-18
1.64155077349,58,82,7.947240000000e-18
1.64155077349,58,84,8.034810000000e-18
1.64155077349,58,86,8.299337000000e-18
1.64155077349,58,88,7.736167000000e-18
1.64155077349,58,90,7.606833000000e-18
1.64155077349,58,92,7.649320000000e-18
1.64155077349,58,94,6.525717000000e-18
1.64155077349,58,96,5.338590000000e-18
1.64155077349,58,98,5.760940000000e-18
1.64155077349,58,100,7.387003000000e-18
1.64155077349,60,0,4.503267000000e-19
1.64155077349,60,2,2.371643000000e-18
1.64155077349,60,4,4.689993000000e-18
1.64155077349,60,6,7.012640000000e-18
1.64155077349,60,8,9.078390000000e-18
1.64155077349,60,10,9.283960000000e-18
1.64155077349,60,12,9.373010000000e-18
1.64155077349,60,14,8.767947000000e-18
1.64155077349,60,16,8.948447000000e-18
1.64155077349,60,18,8.712297000000e-18
1.64155077349,60,20,8.758623000000e-18
1.64155077349,60,22,9.477443000000e-18
1.64155077349,60,24,9.887137000000e-18
1.64155077349,60,26,9.646700000000e-18
1.64155077349,60,28,1.036677000000e-17
1.64155077349,60,30,1.073588000000e-17
1.64155077349,60,32,9.723690000000e-18
1.64155077349,60,34,1.137397000000e-17
1.64155077349,60,36,1.185407000000e-17
1.64155077349,60,38,1.007657000000e-17
1.64155077349,60,40,1.177113000000e-17
1.64155077349,60,42,1.346403000000e-17
1.64155077349,60,44,1.104872000000e-17
1.64155077349,60,46,1.319867000000e-17
1.64155077349,60,48,1.535393000000e-17
1.64155077349,60,50,1.366073000000e-17
