# Gacesa et al., doi:10.5281/zenodo.3256699. Raw CSs_3pes, even j for 12C16O2 v=0.
# Includes elastic diagonals; independent variable is MOLSCAT total energy.
total_energy_eV,ji,jf,sigma_cm2
0.0297562073744,8,12,6.643737000000e-16
0.0297562073744,8,14,5.050180000000e-16
0.0297562073744,8,16,4.004863000000e-16
0.0297562073744,8,18,3.398940000000e-16
0.0297562073744,8,20,2.366234000000e-16
0.0297562073744,8,22,1.459285000000e-16
0.0297562073744,8,24,3.772208000000e-17
0.0297562073744,10,0,2.453173000000e-17
0.0297562073744,10,2,1.172916000000e-16
0.0297562073744,10,4,2.560297000000e-16
0.0297562073744,10,6,5.089940000000e-16
0.0297562073744,10,8,1.233220000000e-15
0.0297562073744,10,10,3.231237000000e-14
0.0297562073744,10,12,1.102034000000e-15
0.0297562073744,10,14,6.218437000000e-16
0.0297562073744,10,16,4.903617000000e-16
0.0297562073744,10,18,3.771717000000e-16
0.0297562073744,10,20,2.838190000000e-16
0.0297562073744,10,22,1.656902000000e-16
0.0297562073744,10,24,5.441865000000e-17
0.0297562073744,12,0,1.563643000000e-17
0.0297562073744,12,2,9.851183000000e-17
0.0297562073744,12,4,1.765180000000e-16
0.0297562073744,12,6,2.988403000000e-16
0.0297562073744,12,8,5.344420000000e-16
0.0297562073744,12,10,1.018471000000e-15
0.0297562073744,12,12,2.758597000000e-14
0.0297562073744,12,14,9.632890000000e-16
0.0297562073744,12,16,5.495700000000e-16
0.0297562073744,12,18,3.870100000000e-16
0.0297562073744,12,20,2.939333000000e-16
0.0297562073744,12,22,1.808837000000e-16
0.0297562073744,12,24,3.360491000000e-17
0.0297562073744,14,0,1.523477000000e-17
0.0297562073744,14,2,8.224977000000e-17
0.0297562073744,14,4,1.532250000000e-16
0.0297562073744,14,6,2.560177000000e-16
0.0297562073744,14,8,3.969060000000e-16
0.0297562073744,14,10,5.614713000000e-16
0.0297562073744,14,12,9.411333000000e-16
0.0297562073744,14,14,2.437173000000e-14
0.0297562073744,14,16,7.269870000000e-16
0.0297562073744,14,18,4.180890000000e-16
0.0297562073744,14,20,3.150937000000e-16
0.0297562073744,14,22,1.556440000000e-16
0.0297562073744,14,24,4.457035000000e-17
0.0297562073744,16,0,1.146170000000e-17
0.0297562073744,16,2,8.126410000000e-17
0.0297562073744,16,4,1.506980000000e-16
0.0297562073744,16,6,2.185190000000e-16
0.0297562073744,16,8,3.265903000000e-16
0.0297562073744,16,10,4.594067000000e-16
0.0297562073744,16,12,5.571220000000e-16
0.0297562073744,16,14,7.543297000000e-16
0.0297562073744,16,16,2.253817000000e-14
0.0297562073744,16,18,5.698047000000e-16
0.0297562073744,16,20,3.431233000000e-16
0.0297562073744,16,22,1.994396000000e-16
