# O-CO2 state-resolved inelastic channels at energy index 34
# Generated by compute_inelastic_tables.py
ji,jf,sigma_cm2,delta_E_eV
0,2,7.0413000000e-16,2.9027924442e-04
0,4,2.4125830000e-16,9.6759748141e-04
0,6,2.3544830000e-16,2.0319547110e-03
0,8,1.8174270000e-16,3.4833509331e-03
0,10,1.3490870000e-16,5.3217861478e-03
0,12,1.4435030000e-16,7.5472603550e-03
0,14,1.2712470000e-16,1.0159773555e-02
0,16,9.8268130000e-17,1.3159325747e-02
0,18,1.1451000000e-16,1.6545916932e-02
0,20,9.3188630000e-17,2.0319547110e-02
0,22,8.6626970000e-17,2.4480216280e-02
0,24,9.2738570000e-17,2.9027924442e-02
0,26,8.8389900000e-17,3.3962671598e-02
0,28,7.1090930000e-17,3.9284457745e-02
0,30,8.3985830000e-17,4.4993282886e-02
0,32,7.0857470000e-17,5.1089147019e-02
0,34,7.2255500000e-17,5.7572050144e-02
0,36,7.7085270000e-17,6.4441992262e-02
0,38,6.6622570000e-17,7.1698973373e-02
0,40,6.0893030000e-17,7.9342993476e-02
0,42,7.3939570000e-17,8.7374052572e-02
0,44,6.9315930000e-17,9.5792150660e-02
0,46,5.8114730000e-17,1.0459728774e-01
0,48,6.8235070000e-17,1.1378946381e-01
0,50,5.7460230000e-17,1.2336867888e-01
0,52,5.9809070000e-17,1.3333493294e-01
0,54,5.5774670000e-17,1.4368822599e-01
0,56,5.7821870000e-17,1.5442855803e-01
0,58,5.3190530000e-17,1.6555592907e-01
0,60,5.3728500000e-17,1.7707033910e-01
0,62,5.8637770000e-17,1.8897178812e-01
0,64,5.3805630000e-17,2.0126027613e-01
0,66,5.4775530000e-17,2.1393580314e-01
0,68,5.4581700000e-17,2.2699836914e-01
0,70,5.1037930000e-17,2.4044797413e-01
0,72,5.1099470000e-17,2.5428461812e-01
0,74,4.6214070000e-17,2.6850830109e-01
0,76,4.4773600000e-17,2.8311902306e-01
0,78,4.4152630000e-17,2.9811678402e-01
0,80,4.7863470000e-17,3.1350158398e-01
0,82,4.5820130000e-17,3.2927342292e-01
0,84,3.9138430000e-17,3.4543230086e-01
0,86,4.3729030000e-17,3.6197821780e-01
0,88,4.5927930000e-17,3.7891117372e-01
0,90,4.7886330000e-17,3.9623116864e-01
0,92,4.4167100000e-17,4.1393820255e-01
0,94,4.2569470000e-17,4.3203227545e-01
0,96,3.6410170000e-17,4.5051338735e-01
0,98,4.4692170000e-17,4.6938153823e-01
0,100,6.7858270000e-17,4.8863672811e-01
1,3,5.3315000000e-16,4.8379874071e-04
1,5,2.4416030000e-16,1.3546364740e-03
1,7,2.1315800000e-16,2.6125131998e-03
1,9,1.5513570000e-16,4.2574289182e-03
1,11,1.3470000000e-16,6.2893836292e-03
1,13,1.3177000000e-16,8.7083773327e-03
1,15,1.1192130000e-16,1.1514410029e-02
1,17,1.0929300000e-16,1.4707481717e-02
1,19,1.0228830000e-16,1.8287592399e-02
1,21,9.0867100000e-17,2.2254742072e-02
1,23,8.8710800000e-17,2.6608930739e-02
1,25,8.8916070000e-17,3.1350158398e-02
1,27,7.8585430000e-17,3.6478425049e-02
1,29,8.1053630000e-17,4.1993730693e-02
1,31,7.9255930000e-17,4.7896075330e-02
1,33,7.1268930000e-17,5.4185458959e-02
1,35,7.5421000000e-17,6.0861881581e-02
1,37,7.3541000000e-17,6.7925343195e-02
1,39,6.2999370000e-17,7.5375843802e-02
1,41,6.6331770000e-17,8.3213383401e-02
1,43,7.3020770000e-17,9.1437961993e-02
1,45,6.2257230000e-17,1.0004957958e-01
1,47,6.0941200000e-17,1.0904823616e-01
1,49,6.7141870000e-17,1.1843393172e-01
1,51,6.2679670000e-17,1.2820666629e-01
1,53,5.5860200000e-17,1.3836643984e-01
1,55,5.8899130000e-17,1.4891325239e-01
1,57,5.6420930000e-17,1.5984710393e-01
1,59,5.8070400000e-17,1.7116799446e-01
1,61,5.7303200000e-17,1.8287592399e-01
1,63,5.8004400000e-17,1.9497089250e-01
1,65,6.0082500000e-17,2.0745290001e-01
1,67,5.4202570000e-17,2.2032194652e-01
1,69,5.2065200000e-17,2.3357803201e-01
1,71,5.0840870000e-17,2.4722115650e-01
1,73,5.0046130000e-17,2.6125131998e-01
1,75,4.7008400000e-17,2.7566852245e-01
1,77,4.6445500000e-17,2.9047276392e-01
1,79,4.9958270000e-17,3.0566404438e-01
1,81,4.6905100000e-17,3.2124236383e-01
1,83,4.3464630000e-17,3.3720772227e-01
1,85,4.5198070000e-17,3.5356011971e-01
1,87,4.2051170000e-17,3.7029955614e-01
1,89,4.7534230000e-17,3.8742603156e-01
1,91,4.5807600000e-17,4.0493954597e-01
1,93,4.1804170000e-17,4.2284009938e-01
