# O-CO2 state-resolved inelastic channels at energy index 19
# Generated by compute_inelastic_tables.py
ji,jf,sigma_cm2,delta_E_eV
0,2,9.0058930000e-16,2.9027924442e-04
0,4,2.8677930000e-16,9.6759748141e-04
0,6,2.5154230000e-16,2.0319547110e-03
0,8,1.8735700000e-16,3.4833509331e-03
0,10,1.4957400000e-16,5.3217861478e-03
0,12,1.6162500000e-16,7.5472603550e-03
0,14,1.3189930000e-16,1.0159773555e-02
0,16,1.0876270000e-16,1.3159325747e-02
0,18,1.3159600000e-16,1.6545916932e-02
0,20,1.0786070000e-16,2.0319547110e-02
0,22,9.4040770000e-17,2.4480216280e-02
0,24,1.0864070000e-16,2.9027924442e-02
0,26,8.9007300000e-17,3.3962671598e-02
0,28,7.8621600000e-17,3.9284457745e-02
0,30,9.0940170000e-17,4.4993282886e-02
0,32,8.1317830000e-17,5.1089147019e-02
0,34,7.3293730000e-17,5.7572050144e-02
0,36,8.1184770000e-17,6.4441992262e-02
0,38,7.2575170000e-17,7.1698973373e-02
0,40,6.6895100000e-17,7.9342993476e-02
0,42,7.6433600000e-17,8.7374052572e-02
0,44,7.9338070000e-17,9.5792150660e-02
0,46,6.4668730000e-17,1.0459728774e-01
0,48,6.9442330000e-17,1.1378946381e-01
0,50,6.5963800000e-17,1.2336867888e-01
0,52,5.8057070000e-17,1.3333493294e-01
0,54,6.5074130000e-17,1.4368822599e-01
0,56,6.0445570000e-17,1.5442855803e-01
0,58,5.3298970000e-17,1.6555592907e-01
0,60,5.4862470000e-17,1.7707033910e-01
0,62,5.7077530000e-17,1.8897178812e-01
0,64,4.7235130000e-17,2.0126027613e-01
0,66,4.4813400000e-17,2.1393580314e-01
0,68,4.8625170000e-17,2.2699836914e-01
0,70,4.7524970000e-17,2.4044797413e-01
0,72,4.2525270000e-17,2.5428461812e-01
0,74,4.3700330000e-17,2.6850830109e-01
0,76,4.2599100000e-17,2.8311902306e-01
0,78,4.0201670000e-17,2.9811678402e-01
0,80,4.1197230000e-17,3.1350158398e-01
0,82,4.0107200000e-17,3.2927342292e-01
0,84,3.7966700000e-17,3.4543230086e-01
0,86,3.9439670000e-17,3.6197821780e-01
0,88,4.0074800000e-17,3.7891117372e-01
0,90,3.4285100000e-17,3.9623116864e-01
0,92,3.3711800000e-17,4.1393820255e-01
0,94,4.4577170000e-17,4.3203227545e-01
0,96,3.5271400000e-17,4.5051338735e-01
