# O-CO2 state-resolved inelastic channels at energy index 31
# Generated by compute_inelastic_tables.py
ji,jf,sigma_cm2,delta_E_eV
0,2,7.3048870000e-16,2.9027924442e-04
0,4,2.4505070000e-16,9.6759748141e-04
0,6,2.3971600000e-16,2.0319547110e-03
0,8,1.8097270000e-16,3.4833509331e-03
0,10,1.3642900000e-16,5.3217861478e-03
0,12,1.4631400000e-16,7.5472603550e-03
0,14,1.2677130000e-16,1.0159773555e-02
0,16,9.8806270000e-17,1.3159325747e-02
0,18,1.1547800000e-16,1.6545916932e-02
0,20,9.6875600000e-17,2.0319547110e-02
0,22,8.7751500000e-17,2.4480216280e-02
0,24,9.8069630000e-17,2.9027924442e-02
0,26,8.7584630000e-17,3.3962671598e-02
0,28,7.2307130000e-17,3.9284457745e-02
0,30,8.3414870000e-17,4.4993282886e-02
0,32,7.2531830000e-17,5.1089147019e-02
0,34,6.9316970000e-17,5.7572050144e-02
0,36,8.0262570000e-17,6.4441992262e-02
0,38,6.5690070000e-17,7.1698973373e-02
0,40,6.3962300000e-17,7.9342993476e-02
0,42,7.2772130000e-17,8.7374052572e-02
0,44,6.9616300000e-17,9.5792150660e-02
0,46,5.7508330000e-17,1.0459728774e-01
0,48,6.8660670000e-17,1.1378946381e-01
0,50,5.9125770000e-17,1.2336867888e-01
0,52,5.7312430000e-17,1.3333493294e-01
0,54,5.7208200000e-17,1.4368822599e-01
0,56,6.0260530000e-17,1.5442855803e-01
0,58,5.5699170000e-17,1.6555592907e-01
0,60,5.8856600000e-17,1.7707033910e-01
0,62,5.8593070000e-17,1.8897178812e-01
0,64,5.3704070000e-17,2.0126027613e-01
0,66,5.4102170000e-17,2.1393580314e-01
0,68,5.0155600000e-17,2.2699836914e-01
0,70,5.3975330000e-17,2.4044797413e-01
0,72,4.8329600000e-17,2.5428461812e-01
0,74,4.5006430000e-17,2.6850830109e-01
0,76,4.5607730000e-17,2.8311902306e-01
0,78,4.2126370000e-17,2.9811678402e-01
0,80,4.4869170000e-17,3.1350158398e-01
0,82,4.7651030000e-17,3.2927342292e-01
0,84,3.8939970000e-17,3.4543230086e-01
0,86,4.4048430000e-17,3.6197821780e-01
0,88,4.3019730000e-17,3.7891117372e-01
0,90,4.5238230000e-17,3.9623116864e-01
0,92,4.6191130000e-17,4.1393820255e-01
0,94,4.3631670000e-17,4.3203227545e-01
0,96,3.5360630000e-17,4.5051338735e-01
0,98,4.2694200000e-17,4.6938153823e-01
0,100,6.8513600000e-17,4.8863672811e-01
1,3,5.5067330000e-16,4.8379874071e-04
1,5,2.4872370000e-16,1.3546364740e-03
1,7,2.1444400000e-16,2.6125131998e-03
1,9,1.5744030000e-16,4.2574289182e-03
1,11,1.3569600000e-16,6.2893836292e-03
1,13,1.3206830000e-16,8.7083773327e-03
1,15,1.0975280000e-16,1.1514410029e-02
1,17,1.0956100000e-16,1.4707481717e-02
1,19,1.0472100000e-16,1.8287592399e-02
1,21,9.2943700000e-17,2.2254742072e-02
1,23,9.1474830000e-17,2.6608930739e-02
1,25,9.0995700000e-17,3.1350158398e-02
1,27,8.1045030000e-17,3.6478425049e-02
1,29,8.0472270000e-17,4.1993730693e-02
1,31,7.8528930000e-17,4.7896075330e-02
1,33,7.0117130000e-17,5.4185458959e-02
1,35,7.5527470000e-17,6.0861881581e-02
1,37,7.3374000000e-17,6.7925343195e-02
1,39,6.4278070000e-17,7.5375843802e-02
1,41,6.6510530000e-17,8.3213383401e-02
1,43,7.3355800000e-17,9.1437961993e-02
1,45,6.2939030000e-17,1.0004957958e-01
1,47,6.2234970000e-17,1.0904823616e-01
1,49,6.7118800000e-17,1.1843393172e-01
1,51,6.3881570000e-17,1.2820666629e-01
1,53,5.6893070000e-17,1.3836643984e-01
1,55,6.0695630000e-17,1.4891325239e-01
1,57,6.0109470000e-17,1.5984710393e-01
1,59,5.8321570000e-17,1.7116799446e-01
1,61,5.7748700000e-17,1.8287592399e-01
1,63,5.9626630000e-17,1.9497089250e-01
1,65,5.9890200000e-17,2.0745290001e-01
1,67,5.2590400000e-17,2.2032194652e-01
1,69,5.2532900000e-17,2.3357803201e-01
1,71,4.9004930000e-17,2.4722115650e-01
1,73,5.1005030000e-17,2.6125131998e-01
1,75,4.4654670000e-17,2.7566852245e-01
1,77,4.6995900000e-17,2.9047276392e-01
1,79,4.8974770000e-17,3.0566404438e-01
1,81,4.7093100000e-17,3.2124236383e-01
1,83,4.2482130000e-17,3.3720772227e-01
1,85,4.4250070000e-17,3.5356011971e-01
1,87,4.2194470000e-17,3.7029955614e-01
1,89,4.5208930000e-17,3.8742603156e-01
1,91,4.4833000000e-17,4.0493954597e-01
1,93,4.2609470000e-17,4.2284009938e-01
1,95,3.5896630000e-17,4.4112769178e-01
1,97,4.2058870000e-17,4.5980232317e-01
1,99,6.7849300000e-17,4.7886399355e-01
2,0,1.4610930000e-16,-2.9027924442e-04
2,4,5.1268700000e-16,6.7731823699e-04
2,6,2.3114970000e-16,1.7416754665e-03
2,8,1.9416800000e-16,3.1930716887e-03
2,10,1.5880400000e-16,5.0315069033e-03
2,12,1.3531500000e-16,7.2569811106e-03
2,14,1.2426630000e-16,9.8694943104e-03
2,16,1.1668930000e-16,1.2869046503e-02
2,18,1.0215590000e-16,1.6255637688e-02
2,20,1.0079010000e-16,2.0029267865e-02
2,22,9.3733600000e-17,2.4189937035e-02
