# O-CO2 state-resolved inelastic channels at energy index 6
# Generated by compute_inelastic_tables.py
ji,jf,sigma_cm2,delta_E_eV
0,2,1.6843200000e-15,2.9027924442e-04
0,4,5.1071300000e-16,9.6759748141e-04
0,6,3.5566270000e-16,2.0319547110e-03
0,8,2.7503000000e-16,3.4833509331e-03
0,10,1.9408470000e-16,5.3217861478e-03
0,12,2.0158800000e-16,7.5472603550e-03
0,14,1.7782230000e-16,1.0159773555e-02
0,16,1.3846070000e-16,1.3159325747e-02
0,18,1.4891400000e-16,1.6545916932e-02
0,20,1.2338070000e-16,2.0319547110e-02
0,22,1.0615350000e-16,2.4480216280e-02
0,24,1.2007300000e-16,2.9027924442e-02
0,26,1.0409570000e-16,3.3962671598e-02
0,28,8.5858070000e-17,3.9284457745e-02
0,30,9.9727770000e-17,4.4993282886e-02
0,32,8.9139100000e-17,5.1089147019e-02
0,34,7.1166270000e-17,5.7572050144e-02
0,36,8.1008700000e-17,6.4441992262e-02
0,38,7.3946770000e-17,7.1698973373e-02
0,40,5.9474300000e-17,7.9342993476e-02
0,42,6.5636030000e-17,8.7374052572e-02
0,44,6.5961070000e-17,9.5792150660e-02
0,46,5.4289530000e-17,1.0459728774e-01
0,48,5.1857900000e-17,1.1378946381e-01
0,50,5.5366800000e-17,1.2336867888e-01
0,52,5.0070730000e-17,1.3333493294e-01
0,54,4.3288400000e-17,1.4368822599e-01
0,56,4.5739130000e-17,1.5442855803e-01
0,58,4.4176430000e-17,1.6555592907e-01
0,60,3.7671930000e-17,1.7707033910e-01
0,62,3.6074930000e-17,1.8897178812e-01
0,64,3.9620100000e-17,2.0126027613e-01
0,66,3.6261970000e-17,2.1393580314e-01
0,68,3.0889970000e-17,2.2699836914e-01
0,70,3.1747600000e-17,2.4044797413e-01
0,72,3.2279670000e-17,2.5428461812e-01
0,74,2.8071030000e-17,2.6850830109e-01
0,76,2.6188630000e-17,2.8311902306e-01
0,78,2.3947930000e-17,2.9811678402e-01
0,80,2.4377000000e-17,3.1350158398e-01
0,82,2.4189300000e-17,3.2927342292e-01
0,84,2.1277400000e-17,3.4543230086e-01
0,86,2.0728430000e-17,3.6197821780e-01
0,88,1.8710900000e-17,3.7891117372e-01
0,90,1.7746200000e-17,3.9623116864e-01
0,92,1.6513470000e-17,4.1393820255e-01
0,94,1.9190630000e-17,4.3203227545e-01
0,96,1.4726570000e-17,4.5051338735e-01
0,98,6.5253600000e-18,4.6938153823e-01
0,100,1.1248260000e-18,4.8863672811e-01
1,3,1.1968070000e-15,4.8379874071e-04
1,5,4.5660470000e-16,1.3546364740e-03
1,7,3.1648030000e-16,2.6125131998e-03
1,9,2.3572400000e-16,4.2574289182e-03
1,11,2.0443230000e-16,6.2893836292e-03
1,13,1.9039830000e-16,8.7083773327e-03
1,15,1.6098670000e-16,1.1514410029e-02
1,17,1.4950830000e-16,1.4707481717e-02
1,19,1.4305430000e-16,1.8287592399e-02
1,21,1.1999200000e-16,2.2254742072e-02
1,23,1.1794300000e-16,2.6608930739e-02
1,25,1.1467970000e-16,3.1350158398e-02
1,27,9.9907330000e-17,3.6478425049e-02
1,29,9.5376600000e-17,4.1993730693e-02
1,31,9.7075200000e-17,4.7896075330e-02
1,33,8.3457000000e-17,5.4185458959e-02
1,35,7.8028370000e-17,6.0861881581e-02
1,37,8.0679870000e-17,6.7925343195e-02
1,39,7.0151300000e-17,7.5375843802e-02
1,41,6.3846130000e-17,8.3213383401e-02
1,43,6.5366070000e-17,9.1437961993e-02
1,45,6.0884330000e-17,1.0004957958e-01
1,47,5.2418130000e-17,1.0904823616e-01
1,49,5.4782430000e-17,1.1843393172e-01
1,51,5.4121870000e-17,1.2820666629e-01
1,53,4.6130330000e-17,1.3836643984e-01
1,55,4.5760700000e-17,1.4891325239e-01
1,57,4.7136070000e-17,1.5984710393e-01
1,59,4.1553870000e-17,1.7116799446e-01
1,61,3.8142870000e-17,1.8287592399e-01
1,63,3.8477730000e-17,1.9497089250e-01
1,65,3.6671500000e-17,2.0745290001e-01
1,67,3.3583870000e-17,2.2032194652e-01
1,69,3.2271770000e-17,2.3357803201e-01
1,71,3.0829230000e-17,2.4722115650e-01
1,73,2.9662970000e-17,2.6125131998e-01
1,75,2.8112070000e-17,2.7566852245e-01
1,77,2.5150870000e-17,2.9047276392e-01
1,79,2.4740270000e-17,3.0566404438e-01
1,81,2.3753930000e-17,3.2124236383e-01
1,83,2.2424000000e-17,3.3720772227e-01
1,85,2.1349700000e-17,3.5356011971e-01
1,87,1.9429330000e-17,3.7029955614e-01
1,89,1.9101070000e-17,3.8742603156e-01
1,91,1.6841770000e-17,4.0493954597e-01
1,93,1.9692800000e-17,4.2284009938e-01
1,95,1.6805230000e-17,4.4112769178e-01
1,97,8.7091670000e-18,4.5980232317e-01
1,99,1.7130250000e-18,4.7886399355e-01
2,0,3.3701400000e-16,-2.9027924442e-04
2,4,1.0582820000e-15,6.7731823699e-04
2,6,4.2396200000e-16,1.7416754665e-03
2,8,2.8414400000e-16,3.1930716887e-03
2,10,2.3313970000e-16,5.0315069033e-03
2,12,1.9311830000e-16,7.2569811106e-03
2,14,1.8066170000e-16,9.8694943104e-03
2,16,1.6331830000e-16,1.2869046503e-02
2,18,1.4199670000e-16,1.6255637688e-02
2,20,1.3754670000e-16,2.0029267865e-02
2,22,1.3093270000e-16,2.4189937035e-02
2,24,1.1173430000e-16,2.8737645198e-02
2,26,1.1096550000e-16,3.3672392353e-02
2,28,1.0834290000e-16,3.8994178501e-02
2,30,9.3719770000e-17,4.4703003641e-02
2,32,9.2684600000e-17,5.0798867774e-02
2,34,8.8116100000e-17,5.7281770900e-02
2,36,7.8331500000e-17,6.4151713018e-02
2,38,7.5527830000e-17,7.1408694128e-02
2,40,7.4307530000e-17,7.9052714231e-02
2,42,6.5991600000e-17,8.7083773327e-02
2,44,6.2044630000e-17,9.5501871415e-02
2,46,5.9842300000e-17,1.0430700850e-01
2,48,5.4897470000e-17,1.1349918457e-01
2,50,5.3094130000e-17,1.2307839964e-01
2,52,4.9992470000e-17,1.3304465369e-01
2,54,4.8182000000e-17,1.4339794675e-01
2,56,4.7944770000e-17,1.5413827879e-01
2,58,4.4783800000e-17,1.6526564983e-01
2,60,4.0921830000e-17,1.7678005985e-01
2,62,3.8736270000e-17,1.8868150888e-01
2,64,3.7042200000e-17,2.0096999689e-01
2,66,3.5003730000e-17,2.1364552390e-01
2,68,3.2516630000e-17,2.2670808989e-01
2,70,3.2027930000e-17,2.4015769489e-01
2,72,3.0016970000e-17,2.5399433887e-01
2,74,2.8098200000e-17,2.6821802185e-01
2,76,2.7925030000e-17,2.8282874382e-01
2,78,2.5281100000e-17,2.9782650478e-01
2,80,2.3808130000e-17,3.1321130473e-01
2,82,2.3010770000e-17,3.2898314368e-01
2,84,2.0969770000e-17,3.4514202162e-01
2,86,2.0954330000e-17,3.6168793855e-01
2,88,1.8974330000e-17,3.7862089448e-01
2,90,1.7892930000e-17,3.9594088939e-01
2,92,1.6448970000e-17,4.1364792330e-01
2,94,1.9139230000e-17,4.3174199621e-01
2,96,1.4705230000e-17,4.5022310810e-01
2,98,6.6438930000e-18,4.6909125899e-01
2,100,1.1722550000e-18,4.8834644887e-01
3,1,5.1329900000e-16,-4.8379874071e-04
3,5,1.0059320000e-15,8.7083773327e-04
3,7,3.7458970000e-16,2.1287144591e-03
3,9,2.8050670000e-16,3.7736301775e-03
3,11,2.2726000000e-16,5.8055848885e-03
3,13,1.8183330000e-16,8.2245785920e-03
3,15,1.7914300000e-16,1.1030611288e-02
3,17,1.5615470000e-16,1.4223682977e-02
3,19,1.3654200000e-16,1.7803793658e-02
3,21,1.4224930000e-16,2.1770943332e-02
3,23,1.2372200000e-16,2.6125131998e-02
3,25,1.0745380000e-16,3.0866359657e-02
3,27,1.1525470000e-16,3.5994626309e-02
3,29,1.0233850000e-16,4.1509931953e-02
3,31,9.1506600000e-17,4.7412276589e-02
3,33,9.5754000000e-17,5.3701660218e-02
3,35,8.7219930000e-17,6.0378082840e-02
3,37,7.8852370000e-17,6.7441544454e-02
3,39,7.8822730000e-17,7.4892045061e-02
3,41,7.3630430000e-17,8.2729584661e-02
3,43,6.4596330000e-17,9.0954163253e-02
3,45,6.3428470000e-17,9.9565780837e-02
3,47,6.1345930000e-17,1.0856443741e-01
3,49,5.7084900000e-17,1.1795013298e-01
3,51,5.3278230000e-17,1.2772286755e-01
3,53,5.0526230000e-17,1.3788264110e-01
3,55,4.9700800000e-17,1.4842945365e-01
