# O-CO2 state-resolved inelastic channels at energy index 7
# Generated by compute_inelastic_tables.py
ji,jf,sigma_cm2,delta_E_eV
0,2,1.5329300000e-15,2.9027924442e-04
0,4,4.6157930000e-16,9.6759748141e-04
0,6,3.4331900000e-16,2.0319547110e-03
0,8,2.6629070000e-16,3.4833509331e-03
0,10,1.8621470000e-16,5.3217861478e-03
0,12,2.0932800000e-16,7.5472603550e-03
0,14,1.7976670000e-16,1.0159773555e-02
0,16,1.3604000000e-16,1.3159325747e-02
0,18,1.5207130000e-16,1.6545916932e-02
0,20,1.2912570000e-16,2.0319547110e-02
0,22,1.0515390000e-16,2.4480216280e-02
0,24,1.2518500000e-16,2.9027924442e-02
0,26,1.0574060000e-16,3.3962671598e-02
0,28,8.4831570000e-17,3.9284457745e-02
0,30,9.7642370000e-17,4.4993282886e-02
0,32,8.5313730000e-17,5.1089147019e-02
0,34,6.7890300000e-17,5.7572050144e-02
0,36,7.8814930000e-17,6.4441992262e-02
0,38,7.4960500000e-17,7.1698973373e-02
0,40,5.9411930000e-17,7.9342993476e-02
0,42,6.4235030000e-17,8.7374052572e-02
0,44,6.6774830000e-17,9.5792150660e-02
0,46,5.6251200000e-17,1.0459728774e-01
0,48,5.2993230000e-17,1.1378946381e-01
0,50,5.5979500000e-17,1.2336867888e-01
0,52,4.9776470000e-17,1.3333493294e-01
0,54,4.5159770000e-17,1.4368822599e-01
0,56,4.6154930000e-17,1.5442855803e-01
0,58,4.4772370000e-17,1.6555592907e-01
0,60,3.9277070000e-17,1.7707033910e-01
0,62,3.8736330000e-17,1.8897178812e-01
0,64,3.9406930000e-17,2.0126027613e-01
0,66,3.7211500000e-17,2.1393580314e-01
0,68,3.3768070000e-17,2.2699836914e-01
0,70,3.3772470000e-17,2.4044797413e-01
0,72,3.4005400000e-17,2.5428461812e-01
0,74,2.9556000000e-17,2.6850830109e-01
0,76,2.6413900000e-17,2.8311902306e-01
0,78,2.8231800000e-17,2.9811678402e-01
0,80,2.7482030000e-17,3.1350158398e-01
0,82,2.6337070000e-17,3.2927342292e-01
0,84,2.4813000000e-17,3.4543230086e-01
0,86,2.2403900000e-17,3.6197821780e-01
0,88,2.3497370000e-17,3.7891117372e-01
0,90,2.1623630000e-17,3.9623116864e-01
0,92,2.0755400000e-17,4.1393820255e-01
0,94,2.2478000000e-17,4.3203227545e-01
0,96,1.9543300000e-17,4.5051338735e-01
0,98,2.2145300000e-17,4.6938153823e-01
0,100,9.4034530000e-18,4.8863672811e-01
1,3,1.0948710000e-15,4.8379874071e-04
1,5,4.1495670000e-16,1.3546364740e-03
1,7,3.0357230000e-16,2.6125131998e-03
1,9,2.2803170000e-16,4.2574289182e-03
1,11,2.0549270000e-16,6.2893836292e-03
1,13,1.9573500000e-16,8.7083773327e-03
1,15,1.5584600000e-16,1.1514410029e-02
1,17,1.4542370000e-16,1.4707481717e-02
1,19,1.3991870000e-16,1.8287592399e-02
1,21,1.1907370000e-16,2.2254742072e-02
1,23,1.1517770000e-16,2.6608930739e-02
1,25,1.1610460000e-16,3.1350158398e-02
1,27,1.0518110000e-16,3.6478425049e-02
1,29,9.3831730000e-17,4.1993730693e-02
1,31,9.2878700000e-17,4.7896075330e-02
1,33,8.1236800000e-17,5.4185458959e-02
1,35,7.6049430000e-17,6.0861881581e-02
1,37,7.9249700000e-17,6.7925343195e-02
1,39,7.1389030000e-17,7.5375843802e-02
1,41,6.5931070000e-17,8.3213383401e-02
1,43,6.4968070000e-17,9.1437961993e-02
1,45,6.4198200000e-17,1.0004957958e-01
1,47,5.4864930000e-17,1.0904823616e-01
1,49,5.5230600000e-17,1.1843393172e-01
1,51,5.4579400000e-17,1.2820666629e-01
1,53,4.8293300000e-17,1.3836643984e-01
1,55,4.7046070000e-17,1.4891325239e-01
1,57,4.7752330000e-17,1.5984710393e-01
1,59,4.3739730000e-17,1.7116799446e-01
1,61,3.8808800000e-17,1.8287592399e-01
1,63,3.9571930000e-17,1.9497089250e-01
1,65,3.9384070000e-17,2.0745290001e-01
1,67,3.5055200000e-17,2.2032194652e-01
1,69,3.3687800000e-17,2.3357803201e-01
1,71,3.5063630000e-17,2.4722115650e-01
1,73,3.1391100000e-17,2.6125131998e-01
1,75,2.8932670000e-17,2.7566852245e-01
1,77,2.8852570000e-17,2.9047276392e-01
1,79,2.7019370000e-17,3.0566404438e-01
1,81,2.7030800000e-17,3.2124236383e-01
1,83,2.5513400000e-17,3.3720772227e-01
1,85,2.3560570000e-17,3.5356011971e-01
1,87,2.4825730000e-17,3.7029955614e-01
1,89,2.2382500000e-17,3.8742603156e-01
1,91,2.1286800000e-17,4.0493954597e-01
1,93,2.3098430000e-17,4.2284009938e-01
1,95,2.0153100000e-17,4.4112769178e-01
1,97,2.3135000000e-17,4.5980232317e-01
1,99,1.0571350000e-17,4.7886399355e-01
2,0,3.0670100000e-16,-2.9027924442e-04
2,4,9.7686900000e-16,6.7731823699e-04
2,6,3.8118570000e-16,1.7416754665e-03
2,8,2.6673130000e-16,3.1930716887e-03
2,10,2.3205670000e-16,5.0315069033e-03
2,12,1.9420500000e-16,7.2569811106e-03
2,14,1.7217830000e-16,9.8694943104e-03
2,16,1.5801930000e-16,1.2869046503e-02
2,18,1.4098130000e-16,1.6255637688e-02
2,20,1.3469830000e-16,2.0029267865e-02
2,22,1.2584270000e-16,2.4189937035e-02
2,24,1.1450080000e-16,2.8737645198e-02
2,26,1.1288470000e-16,3.3672392353e-02
2,28,1.0547910000e-16,3.8994178501e-02
2,30,9.1946900000e-17,4.4703003641e-02
2,32,9.0266330000e-17,5.0798867774e-02
2,34,8.4630230000e-17,5.7281770900e-02
2,36,7.8817370000e-17,6.4151713018e-02
2,38,7.9106000000e-17,7.1408694128e-02
2,40,7.5315500000e-17,7.9052714231e-02
2,42,6.6462570000e-17,8.7083773327e-02
2,44,6.7520770000e-17,9.5501871415e-02
2,46,6.3075930000e-17,1.0430700850e-01
2,48,5.5170000000e-17,1.1349918457e-01
2,50,5.4434730000e-17,1.2307839964e-01
2,52,5.1450900000e-17,1.3304465369e-01
2,54,5.0322670000e-17,1.4339794675e-01
2,56,4.8825670000e-17,1.5413827879e-01
2,58,4.6904530000e-17,1.6526564983e-01
2,60,4.3465170000e-17,1.7678005985e-01
2,62,4.0678200000e-17,1.8868150888e-01
2,64,3.8332500000e-17,2.0096999689e-01
2,66,3.7699600000e-17,2.1364552390e-01
2,68,3.5707770000e-17,2.2670808989e-01
2,70,3.2782930000e-17,2.4015769489e-01
2,72,3.2936600000e-17,2.5399433887e-01
2,74,3.0983330000e-17,2.6821802185e-01
2,76,2.8730300000e-17,2.8282874382e-01
2,78,2.8575900000e-17,2.9782650478e-01
2,80,2.6254600000e-17,3.1321130473e-01
2,82,2.5628600000e-17,3.2898314368e-01
2,84,2.4921470000e-17,3.4514202162e-01
2,86,2.2816430000e-17,3.6168793855e-01
2,88,2.3497430000e-17,3.7862089448e-01
2,90,2.1816430000e-17,3.9594088939e-01
2,92,2.0811030000e-17,4.1364792330e-01
2,94,2.2321470000e-17,4.3174199621e-01
2,96,1.9487400000e-17,4.5022310810e-01
2,98,2.2120430000e-17,4.6909125899e-01
2,100,9.3725100000e-18,4.8834644887e-01
3,1,4.6952400000e-16,-4.8379874071e-04
3,5,9.2607230000e-16,8.7083773327e-04
3,7,3.4044800000e-16,2.1287144591e-03
3,9,2.6668470000e-16,3.7736301775e-03
3,11,2.2696470000e-16,5.8055848885e-03
3,13,1.7655000000e-16,8.2245785920e-03
3,15,1.7079770000e-16,1.1030611288e-02
3,17,1.5663430000e-16,1.4223682977e-02
3,19,1.3386730000e-16,1.7803793658e-02
3,21,1.3492330000e-16,2.1770943332e-02
3,23,1.2186930000e-16,2.6125131998e-02
3,25,1.0962360000e-16,3.0866359657e-02
3,27,1.1499100000e-16,3.5994626309e-02
3,29,9.8500370000e-17,4.1509931953e-02
3,31,8.9407230000e-17,4.7412276589e-02
3,33,9.3354070000e-17,5.3701660218e-02
3,35,8.4956400000e-17,6.0378082840e-02
3,37,7.8335530000e-17,6.7441544454e-02
3,39,8.1009700000e-17,7.4892045061e-02
3,41,7.5252170000e-17,8.2729584661e-02
3,43,6.5224430000e-17,9.0954163253e-02
3,45,6.7725230000e-17,9.9565780837e-02
