# O-CO2 state-resolved inelastic channels at energy index 10
# Generated by compute_inelastic_tables.py
ji,jf,sigma_cm2,delta_E_eV
1,89,2.8490330000e-17,3.8742603156e-01
1,91,2.9597830000e-17,4.0493954597e-01
1,93,2.5308030000e-17,4.2284009938e-01
1,95,3.0719870000e-17,4.4112769178e-01
1,97,2.6720570000e-17,4.5980232317e-01
1,99,2.8509100000e-17,4.7886399355e-01
2,0,2.4942370000e-16,-2.9027924442e-04
2,4,8.1538930000e-16,6.7731823699e-04
2,6,3.1647630000e-16,1.7416754665e-03
2,8,2.3646770000e-16,3.1930716887e-03
2,10,1.9946100000e-16,5.0315069033e-03
2,12,1.7378270000e-16,7.2569811106e-03
2,14,1.5829430000e-16,9.8694943104e-03
2,16,1.4595170000e-16,1.2869046503e-02
2,18,1.2928170000e-16,1.6255637688e-02
2,20,1.2912830000e-16,2.0029267865e-02
2,22,1.1934630000e-16,2.4189937035e-02
2,24,1.0952640000e-16,2.8737645198e-02
2,26,1.0853530000e-16,3.3672392353e-02
2,28,1.0556260000e-16,3.8994178501e-02
2,30,9.4138030000e-17,4.4703003641e-02
2,32,9.0767300000e-17,5.0798867774e-02
2,34,9.0369830000e-17,5.7281770900e-02
2,36,7.8987500000e-17,6.4151713018e-02
2,38,7.8050700000e-17,7.1408694128e-02
2,40,7.7144600000e-17,7.9052714231e-02
2,42,6.8537230000e-17,8.7083773327e-02
2,44,7.0255430000e-17,9.5501871415e-02
2,46,6.6266300000e-17,1.0430700850e-01
2,48,6.0590470000e-17,1.1349918457e-01
2,50,6.1405530000e-17,1.2307839964e-01
2,52,5.7043830000e-17,1.3304465369e-01
2,54,5.1760130000e-17,1.4339794675e-01
2,56,5.4430030000e-17,1.5413827879e-01
2,58,5.2728300000e-17,1.6526564983e-01
2,60,4.6326030000e-17,1.7678005985e-01
2,62,4.6532030000e-17,1.8868150888e-01
2,64,4.7573430000e-17,2.0096999689e-01
2,66,4.3987930000e-17,2.1364552390e-01
2,68,4.2473500000e-17,2.2670808989e-01
2,70,4.2259730000e-17,2.4015769489e-01
2,72,3.9679500000e-17,2.5399433887e-01
2,74,3.5755130000e-17,2.6821802185e-01
2,76,3.4368930000e-17,2.8282874382e-01
2,78,3.4797200000e-17,2.9782650478e-01
2,80,3.3182500000e-17,3.1321130473e-01
2,82,3.1446830000e-17,3.2898314368e-01
2,84,3.1217170000e-17,3.4514202162e-01
2,86,3.0765230000e-17,3.6168793855e-01
2,88,2.8239700000e-17,3.7862089448e-01
2,90,2.7443200000e-17,3.9594088939e-01
2,92,2.9296170000e-17,4.1364792330e-01
2,94,2.5237500000e-17,4.3174199621e-01
2,96,2.9638200000e-17,4.5022310810e-01
2,98,2.6636730000e-17,4.6909125899e-01
2,100,2.7123530000e-17,4.8834644887e-01
3,1,3.8903430000e-16,-4.8379874071e-04
3,5,7.6693070000e-16,8.7083773327e-04
3,7,2.9445630000e-16,2.1287144591e-03
3,9,2.3309470000e-16,3.7736301775e-03
3,11,1.8755200000e-16,5.8055848885e-03
3,13,1.5666870000e-16,8.2245785920e-03
3,15,1.5979970000e-16,1.1030611288e-02
3,17,1.4577270000e-16,1.4223682977e-02
3,19,1.2356700000e-16,1.7803793658e-02
3,21,1.3117670000e-16,2.1770943332e-02
3,23,1.2033830000e-16,2.6125131998e-02
3,25,1.0617190000e-16,3.0866359657e-02
3,27,1.0888670000e-16,3.5994626309e-02
3,29,1.0071530000e-16,4.1509931953e-02
3,31,9.2837700000e-17,4.7412276589e-02
3,33,9.2998730000e-17,5.3701660218e-02
3,35,8.4182500000e-17,6.0378082840e-02
3,37,7.6997430000e-17,6.7441544454e-02
3,39,8.1921770000e-17,7.4892045061e-02
3,41,7.4527730000e-17,8.2729584661e-02
3,43,6.8040300000e-17,9.0954163253e-02
3,45,7.2933400000e-17,9.9565780837e-02
3,47,6.6112500000e-17,1.0856443741e-01
3,49,5.9868730000e-17,1.1795013298e-01
3,51,6.1967100000e-17,1.2772286755e-01
3,53,5.8728570000e-17,1.3788264110e-01
3,55,5.4456000000e-17,1.4842945365e-01
3,57,5.4447030000e-17,1.5936330519e-01
3,59,5.2060600000e-17,1.7068419572e-01
3,61,4.7710700000e-17,1.8239212525e-01
3,63,4.8037900000e-17,1.9448709376e-01
3,65,4.6506070000e-17,2.0696910127e-01
3,67,4.3313030000e-17,2.1983814778e-01
3,69,4.2855230000e-17,2.3309423327e-01
3,71,4.1320200000e-17,2.4673735776e-01
3,73,3.8267630000e-17,2.6076752124e-01
3,75,3.6249100000e-17,2.7518472371e-01
3,77,3.4639870000e-17,2.8998896518e-01
3,79,3.4050500000e-17,3.0518024564e-01
3,81,3.2102970000e-17,3.2075856509e-01
3,83,3.1593730000e-17,3.3672392353e-01
3,85,3.1696230000e-17,3.5307632097e-01
3,87,2.8851400000e-17,3.6981575740e-01
3,89,2.8898670000e-17,3.8694223282e-01
3,91,2.9826730000e-17,4.0445574723e-01
3,93,2.5103630000e-17,4.2235630064e-01
3,95,3.0940600000e-17,4.4064389304e-01
3,97,2.6876600000e-17,4.5931852443e-01
3,99,2.8542570000e-17,4.7838019481e-01
4,0,4.1890930000e-17,-9.6759748141e-04
4,2,4.5326170000e-16,-6.7731823699e-04
4,6,7.3545670000e-16,1.0643572296e-03
4,8,2.8805970000e-16,2.5157534517e-03
4,10,2.2148170000e-16,4.3541886664e-03
4,12,1.7600900000e-16,6.5796628736e-03
4,14,1.5662000000e-16,9.1921760734e-03
4,16,1.5489370000e-16,1.2191728266e-02
4,18,1.3376000000e-16,1.5578319451e-02
4,20,1.2499670000e-16,1.9351949628e-02
4,22,1.2578900000e-16,2.3512618798e-02
4,24,1.1395400000e-16,2.8060326961e-02
4,26,1.0697160000e-16,3.2995074116e-02
4,28,1.0508560000e-16,3.8316860264e-02
4,30,9.6636700000e-17,4.4025685404e-02
4,32,9.3283930000e-17,5.0121549537e-02
4,34,9.1415870000e-17,5.6604452663e-02
4,36,8.1096270000e-17,6.3474394781e-02
4,38,7.8203230000e-17,7.0731375891e-02
4,40,8.0172630000e-17,7.8375395994e-02
4,42,7.1889530000e-17,8.6406455090e-02
4,44,6.8919200000e-17,9.4824553178e-02
4,46,6.9007970000e-17,1.0362969026e-01
4,48,6.6000200000e-17,1.1282186633e-01
4,50,6.3093730000e-17,1.2240108140e-01
4,52,6.0602900000e-17,1.3236733546e-01
4,54,5.7573670000e-17,1.4272062851e-01
4,56,5.6192530000e-17,1.5346096055e-01
4,58,5.4209100000e-17,1.6458833159e-01
4,60,5.0120230000e-17,1.7610274162e-01
4,62,4.7326230000e-17,1.8800419064e-01
4,64,4.6916370000e-17,2.0029267865e-01
4,66,4.5605100000e-17,2.1296820566e-01
4,68,4.2569900000e-17,2.2603077166e-01
4,70,4.3085970000e-17,2.3948037665e-01
4,72,4.1781600000e-17,2.5331702063e-01
4,74,3.9320230000e-17,2.6754070361e-01
4,76,3.6312470000e-17,2.8215142558e-01
4,78,3.5094770000e-17,2.9714918654e-01
4,80,3.3839270000e-17,3.1253398650e-01
4,82,3.1615670000e-17,3.2830582544e-01
4,84,3.1180030000e-17,3.4446470338e-01
4,86,3.1096900000e-17,3.6101062031e-01
4,88,2.8824830000e-17,3.7794357624e-01
4,90,2.8029930000e-17,3.9526357116e-01
4,92,2.9510900000e-17,4.1297060507e-01
4,94,2.5260470000e-17,4.3106467797e-01
4,96,2.9847930000e-17,4.4954578986e-01
4,98,2.6755100000e-17,4.6841394075e-01
4,100,2.7163900000e-17,4.8766913063e-01
5,1,9.2784730000e-17,-1.3546364740e-03
5,3,4.8841870000e-16,-8.7083773327e-04
5,7,7.2603830000e-16,1.2578767258e-03
5,9,2.8141130000e-16,2.9027924442e-03
5,11,2.1054700000e-16,4.9347471552e-03
5,13,1.7714870000e-16,7.3537408587e-03
5,15,1.5812030000e-16,1.0159773555e-02
5,17,1.4673570000e-16,1.3352845243e-02
5,19,1.3218600000e-16,1.6932955925e-02
5,21,1.2524900000e-16,2.0900105599e-02
5,23,1.2238270000e-16,2.5254294265e-02
5,25,1.1400030000e-16,2.9995521924e-02
5,27,1.0322480000e-16,3.5123788575e-02
5,29,1.0444860000e-16,4.0639094219e-02
5,31,9.9670570000e-17,4.6541438856e-02
5,33,8.8881800000e-17,5.2830822485e-02
5,35,8.7852630000e-17,5.9507245107e-02
5,37,8.1140500000e-17,6.6570706721e-02
5,39,7.6328930000e-17,7.4021207328e-02
5,41,7.7668000000e-17,8.1858746927e-02
5,43,7.2452900000e-17,9.0083325519e-02
5,45,6.7505330000e-17,9.8694943104e-02
5,47,6.8190600000e-17,1.0769359968e-01
5,49,6.6011870000e-17,1.1707929525e-01
5,51,6.0800870000e-17,1.2685202981e-01
5,53,5.9356900000e-17,1.3701180337e-01
5,55,5.7993830000e-17,1.4755861592e-01
5,57,5.4752670000e-17,1.5849246746e-01
5,59,5.2973900000e-17,1.6981335799e-01
5,61,5.0234430000e-17,1.8152128751e-01
5,63,4.7731200000e-17,1.9361625603e-01
5,65,4.6609770000e-17,2.0609826354e-01
5,67,4.5982200000e-17,2.1896731004e-01
5,69,4.4240230000e-17,2.3222339554e-01
5,71,4.1794600000e-17,2.4586652003e-01
5,73,3.9394270000e-17,2.5989668351e-01
5,75,3.7575870000e-17,2.7431388598e-01
5,77,3.6579430000e-17,2.8911812745e-01
5,79,3.5357730000e-17,3.0430940790e-01
5,81,3.2378130000e-17,3.1988772735e-01
5,83,3.1686430000e-17,3.3585308580e-01
5,85,3.2293300000e-17,3.5220548323e-01
5,87,2.9450000000e-17,3.6894491966e-01
5,89,2.8859400000e-17,3.8607139508e-01
5,91,3.0533770000e-17,4.0358490950e-01
5,93,2.5982830000e-17,4.2148546290e-01
5,95,3.1217000000e-17,4.3977305530e-01
5,97,2.6927930000e-17,4.5844768669e-01
5,99,2.8532030000e-17,4.7750935708e-01
6,0,2.2820930000e-17,-2.0319547110e-03
6,2,1.2190690000e-16,-1.7416754665e-03
6,4,5.0963670000e-16,-1.0643572296e-03
6,8,7.1058370000e-16,1.4513962221e-03
6,10,2.7162500000e-16,3.2898314368e-03
6,12,2.1051370000e-16,5.5153056441e-03
6,14,1.7497330000e-16,8.1278188439e-03
6,16,1.4788870000e-16,1.1127371036e-02
6,18,1.4271570000e-16,1.4513962221e-02
6,20,1.2977870000e-16,1.8287592399e-02
6,22,1.2052000000e-16,2.2448261569e-02
6,24,1.2073970000e-16,2.6995969731e-02
6,26,1.1007100000e-16,3.1930716887e-02
6,28,1.0297530000e-16,3.7252503034e-02
6,30,1.0440350000e-16,4.2961328175e-02
6,32,9.5809830000e-17,4.9057192308e-02
6,34,8.7857970000e-17,5.5540095433e-02
6,36,8.8145830000e-17,6.2410037551e-02
6,38,8.0871330000e-17,6.9667018662e-02
6,40,7.5156800000e-17,7.7311038765e-02
6,42,7.6946830000e-17,8.5342097861e-02
6,44,7.1038100000e-17,9.3760195949e-02
6,46,6.7722430000e-17,1.0256533303e-01
6,48,6.9999330000e-17,1.1175750910e-01
6,50,6.5296000000e-17,1.2133672417e-01
6,52,5.9569770000e-17,1.3130297823e-01
6,54,5.9555800000e-17,1.4165627128e-01
6,56,5.8019170000e-17,1.5239660332e-01
6,58,5.3831170000e-17,1.6352397436e-01
6,60,5.1927170000e-17,1.7503838439e-01
6,62,4.8573170000e-17,1.8693983341e-01
6,64,4.6973570000e-17,1.9922832142e-01
6,66,4.7219030000e-17,2.1190384843e-01
6,68,4.4679070000e-17,2.2496641443e-01
6,70,4.3886900000e-17,2.3841601942e-01
6,72,4.1631730000e-17,2.5225266340e-01
6,74,3.8655000000e-17,2.6647634638e-01
6,76,3.6631200000e-17,2.8108706835e-01
6,78,3.5783430000e-17,2.9608482931e-01
6,80,3.4448070000e-17,3.1146962927e-01
6,82,3.1806530000e-17,3.2724146821e-01
6,84,3.1225130000e-17,3.4340034615e-01
6,86,3.1830570000e-17,3.5994626309e-01
6,88,2.8838770000e-17,3.7687921901e-01
6,90,2.7956200000e-17,3.9419921393e-01
6,92,3.0362630000e-17,4.1190624784e-01
6,94,2.5630800000e-17,4.3000032074e-01
6,96,3.0408100000e-17,4.4848143263e-01
6,98,2.6967230000e-17,4.6734958352e-01
6,100,2.7199730000e-17,4.8660477340e-01
7,1,5.3789670000e-17,-2.6125131998e-03
7,3,1.3766880000e-16,-2.1287144591e-03
7,5,5.3301430000e-16,-1.2578767258e-03
7,9,6.9704470000e-16,1.6449157184e-03
7,11,2.7124200000e-16,3.6768704294e-03
7,13,2.0993600000e-16,6.0958641329e-03
7,15,1.7188870000e-16,8.9018968290e-03
7,17,1.4613170000e-16,1.2094968518e-02
7,19,1.3924070000e-16,1.5675079199e-02
7,21,1.2737600000e-16,1.9642228873e-02
7,23,1.1877100000e-16,2.3996417539e-02
7,25,1.1588230000e-16,2.8737645198e-02
7,27,1.0565030000e-16,3.3865911849e-02
7,29,1.0446590000e-16,3.9381217493e-02
7,31,1.0163870000e-16,4.5283562130e-02
7,33,9.2630670000e-17,5.1572945759e-02
7,35,8.7983270000e-17,5.8249368381e-02
7,37,8.7025100000e-17,6.5312829995e-02
7,39,7.9915430000e-17,7.2763330602e-02
7,41,7.5880870000e-17,8.0600870202e-02
7,43,7.4876230000e-17,8.8825448794e-02
7,45,7.1137770000e-17,9.7437066378e-02
7,47,6.8317000000e-17,1.0643572296e-01
7,49,6.7040470000e-17,1.1582141853e-01
7,51,6.2578530000e-17,1.2559415309e-01
7,53,6.0489700000e-17,1.3575392664e-01
7,55,5.8975400000e-17,1.4630073919e-01
7,57,5.7588670000e-17,1.5723459073e-01
7,59,5.4336330000e-17,1.6855548126e-01
7,61,5.1234100000e-17,1.8026341079e-01
7,63,4.8833470000e-17,1.9235837930e-01
7,65,4.7158830000e-17,2.0484038682e-01
7,67,4.7518300000e-17,2.1770943332e-01
7,69,4.5431330000e-17,2.3096551881e-01
7,71,4.2582930000e-17,2.4460864330e-01
7,73,3.9659230000e-17,2.5863880678e-01
7,75,3.7522130000e-17,2.7305600925e-01
7,77,3.6397730000e-17,2.8786025072e-01
7,79,3.5254730000e-17,3.0305153118e-01
7,81,3.3301630000e-17,3.1862985063e-01
7,83,3.2979270000e-17,3.3459520907e-01
7,85,3.2335930000e-17,3.5094760651e-01
7,87,3.0076230000e-17,3.6768704294e-01
7,89,2.9270900000e-17,3.8481351836e-01
7,91,3.0234200000e-17,4.0232703277e-01
7,93,2.5874230000e-17,4.2022758618e-01
7,95,3.1383770000e-17,4.3851517858e-01
7,97,2.7235930000e-17,4.5718980997e-01
7,99,2.8696230000e-17,4.7625148035e-01
8,0,1.3420800000e-17,-3.4833509331e-03
8,2,6.9743800000e-17,-3.1930716887e-03
8,4,1.5283830000e-16,-2.5157534517e-03
8,6,5.4407730000e-16,-1.4513962221e-03
8,10,6.9302000000e-16,1.8384352147e-03
8,12,2.6759400000e-16,4.0639094219e-03
8,14,2.0472030000e-16,6.6764226217e-03
8,16,1.7118530000e-16,9.6759748141e-03
8,18,1.4540430000e-16,1.3062565999e-02
8,20,1.3565430000e-16,1.6836196177e-02
8,22,1.2696400000e-16,2.0996865347e-02
8,24,1.1495100000e-16,2.5544573509e-02
8,26,1.1202270000e-16,3.0479320664e-02
8,28,1.0641900000e-16,3.5801106812e-02
8,30,9.8965800000e-17,4.1509931953e-02
8,32,9.8578170000e-17,4.7605796085e-02
8,34,9.1180930000e-17,5.4088699211e-02
8,36,8.5347400000e-17,6.0958641329e-02
8,38,8.7679900000e-17,6.8215622440e-02
8,40,7.9635870000e-17,7.5859642543e-02
8,42,7.3339230000e-17,8.3890701638e-02
8,44,7.4798300000e-17,9.2308799727e-02
8,46,7.2319830000e-17,1.0111393681e-01
8,48,6.6520130000e-17,1.1030611288e-01
8,50,6.5402170000e-17,1.1988532795e-01
8,52,6.4409930000e-17,1.2985158201e-01
8,54,6.0603230000e-17,1.4020487506e-01
8,56,5.8527870000e-17,1.5094520710e-01
8,58,5.6300300000e-17,1.6207257814e-01
8,60,5.3364470000e-17,1.7358698817e-01
8,62,5.0241870000e-17,1.8548843719e-01
8,64,4.7983670000e-17,1.9777692520e-01
8,66,4.5943500000e-17,2.1045245221e-01
8,68,4.4717030000e-17,2.2351501821e-01
8,70,4.4318800000e-17,2.3696462320e-01
8,72,4.1891730000e-17,2.5080126718e-01
8,74,3.9931230000e-17,2.6502495016e-01
8,76,3.8389630000e-17,2.7963567213e-01
8,78,3.5294730000e-17,2.9463343309e-01
8,80,3.4939270000e-17,3.1001823304e-01
8,82,3.3306700000e-17,3.2579007199e-01
8,84,3.1867400000e-17,3.4194894993e-01
8,86,3.2334670000e-17,3.5849486686e-01
8,88,2.9547070000e-17,3.7542782279e-01
8,90,2.8272000000e-17,3.9274781771e-01
8,92,3.0157570000e-17,4.1045485162e-01
8,94,2.5693400000e-17,4.2854892452e-01
8,96,3.0618070000e-17,4.4703003641e-01
8,98,2.7256270000e-17,4.6589818730e-01
8,100,2.7409400000e-17,4.8515337718e-01
9,1,3.2093070000e-17,-4.2574289182e-03
9,3,8.6161030000e-17,-3.7736301775e-03
9,5,1.6333670000e-16,-2.9027924442e-03
9,7,5.5109200000e-16,-1.6449157184e-03
9,11,6.2812470000e-16,2.0319547110e-03
9,13,2.3050130000e-16,4.4509484145e-03
9,15,1.8138130000e-16,7.2569811106e-03
9,17,1.4825470000e-16,1.0450052799e-02
9,19,1.2532930000e-16,1.4030163480e-02
9,21,1.2105200000e-16,1.7997313154e-02
9,23,1.1012360000e-16,2.2351501821e-02
9,25,9.9603600000e-17,2.7092729480e-02
9,27,1.0157910000e-16,3.2220996131e-02
9,29,9.4623000000e-17,3.7736301775e-02
9,31,8.7315770000e-17,4.3638646412e-02
9,33,8.9438400000e-17,4.9928030041e-02
9,35,8.2057500000e-17,5.6604452663e-02
9,37,7.8099470000e-17,6.3667914277e-02
9,39,7.9245670000e-17,7.1118414884e-02
9,41,7.0733700000e-17,7.8955954483e-02
9,43,6.7787770000e-17,8.7180533075e-02
9,45,6.9563670000e-17,9.5792150660e-02
9,47,6.4086630000e-17,1.0479080724e-01
9,49,6.0541070000e-17,1.1417650281e-01
9,51,6.0992030000e-17,1.2394923737e-01
9,53,5.8848100000e-17,1.3410901092e-01
9,55,5.4563470000e-17,1.4465582347e-01
9,57,5.3991130000e-17,1.5558967501e-01
9,59,5.2161930000e-17,1.6691056554e-01
9,61,4.9240770000e-17,1.7861849507e-01
9,63,4.7835370000e-17,1.9071346359e-01
9,65,4.4969100000e-17,2.0319547110e-01
9,67,4.2780800000e-17,2.1606451760e-01
9,69,4.2447400000e-17,2.2932060309e-01
9,71,4.1631900000e-17,2.4296372758e-01
9,73,3.9577030000e-17,2.5699389106e-01
9,75,3.7766730000e-17,2.7141109354e-01
9,77,3.5981100000e-17,2.8621533500e-01
9,79,3.3947370000e-17,3.0140661546e-01
9,81,3.2165370000e-17,3.1698493491e-01
9,83,3.1949470000e-17,3.3295029335e-01
9,85,3.1613300000e-17,3.4930269079e-01
9,87,2.9237530000e-17,3.6604212722e-01
9,89,2.8561700000e-17,3.8316860264e-01
9,91,2.9530230000e-17,4.0068211705e-01
9,93,2.5806330000e-17,4.1858267046e-01
9,95,3.0497000000e-17,4.3687026286e-01
9,97,2.6643270000e-17,4.5554489425e-01
9,99,2.7236470000e-17,4.7460656463e-01
10,0,8.2186370000e-18,-5.3217861478e-03
10,2,4.7700230000e-17,-5.0315069033e-03
10,4,9.5283070000e-17,-4.3541886664e-03
10,6,1.6863400000e-16,-3.2898314368e-03
10,8,5.6192100000e-16,-1.8384352147e-03
10,12,5.8030030000e-16,2.2254742072e-03
10,14,2.0955870000e-16,4.8379874071e-03
10,16,1.6177900000e-16,7.8375395994e-03
10,18,1.3119970000e-16,1.1224130784e-02
10,20,1.1145970000e-16,1.4997760962e-02
10,22,1.0860100000e-16,1.9158430132e-02
10,24,9.5553100000e-17,2.3706138295e-02
10,26,8.9591670000e-17,2.8640885450e-02
10,28,8.9588300000e-17,3.3962671598e-02
10,30,8.1179700000e-17,3.9671496738e-02
10,32,7.6626430000e-17,4.5767360871e-02
10,34,7.4949430000e-17,5.2250263996e-02
10,36,7.2725370000e-17,5.9120206114e-02
10,38,7.0134530000e-17,6.6377187225e-02
10,40,6.7004030000e-17,7.4021207328e-02
10,42,6.2815930000e-17,8.2052266424e-02
10,44,6.0339800000e-17,9.0470364512e-02
10,46,6.0300500000e-17,9.9275501593e-02
10,48,5.6156070000e-17,1.0846767767e-01
10,50,5.3643700000e-17,1.1804689273e-01
10,52,5.4573000000e-17,1.2801314679e-01
10,54,5.1223000000e-17,1.3836643984e-01
10,56,4.6954870000e-17,1.4910677189e-01
10,58,4.5879170000e-17,1.6023414292e-01
10,60,4.5727030000e-17,1.7174855295e-01
10,62,4.3903770000e-17,1.8365000197e-01
10,64,4.1063970000e-17,1.9593848999e-01
10,66,3.8661470000e-17,2.0861401699e-01
10,68,3.8213970000e-17,2.2167658299e-01
10,70,3.7115700000e-17,2.3512618798e-01
10,72,3.6041000000e-17,2.4896283197e-01
10,74,3.5138170000e-17,2.6318651494e-01
10,76,3.2714170000e-17,2.7779723691e-01
10,78,3.0358200000e-17,2.9279499788e-01
10,80,2.9317370000e-17,3.0817979783e-01
10,82,2.7750800000e-17,3.2395163678e-01
10,84,2.7129630000e-17,3.4011051472e-01
10,86,2.7075830000e-17,3.5665643165e-01
10,88,2.5503930000e-17,3.7358938757e-01
10,90,2.3941400000e-17,3.9090938249e-01
10,92,2.5003430000e-17,4.0861641640e-01
10,94,2.2587600000e-17,4.2671048930e-01
10,96,2.5387930000e-17,4.4519160120e-01
10,98,2.3333930000e-17,4.6405975209e-01
10,100,2.1306400000e-17,4.8331494197e-01
11,1,2.3637970000e-17,-6.2893836292e-03
11,3,5.7371970000e-17,-5.8055848885e-03
11,5,1.0113250000e-16,-4.9347471552e-03
11,7,1.7746800000e-16,-3.6768704294e-03
11,9,5.1981100000e-16,-2.0319547110e-03
11,13,5.4176100000e-16,2.4189937035e-03
11,15,1.9140570000e-16,5.2250263996e-03
11,17,1.4821770000e-16,8.4180980883e-03
11,19,1.2252070000e-16,1.1998208770e-02
11,21,1.0366250000e-16,1.5965358443e-02
11,23,9.8771100000e-17,2.0319547110e-02
11,25,8.9029700000e-17,2.5060774769e-02
11,27,8.2505000000e-17,3.0189041420e-02
11,29,8.2582570000e-17,3.5704347064e-02
11,31,7.6305530000e-17,4.1606691701e-02
11,33,7.1466430000e-17,4.7896075330e-02
11,35,7.2366770000e-17,5.4572497952e-02
11,37,6.8057500000e-17,6.1635959566e-02
11,39,6.1928730000e-17,6.9086460173e-02
11,41,6.3082930000e-17,7.6923999772e-02
11,43,6.0247630000e-17,8.5148578364e-02
11,45,5.4474370000e-17,9.3760195949e-02
11,47,5.3732900000e-17,1.0275885253e-01
11,49,5.1954530000e-17,1.1214454810e-01
11,51,4.8422730000e-17,1.2191728266e-01
11,53,4.7864330000e-17,1.3207705621e-01
11,55,4.6882800000e-17,1.4262386876e-01
11,57,4.3235430000e-17,1.5355772030e-01
11,59,4.1943370000e-17,1.6487861083e-01
11,61,4.1397770000e-17,1.7658654036e-01
11,63,3.8716970000e-17,1.8868150888e-01
