# O-CO2 inelastic DCS at energy index 16
# Generated by compute_inelastic_tables.py
angle_degrees,cross_section_cm2
0.000000,7.2539679382e-12
0.100000,4.6046387607e-12
0.200000,1.1286570523e-12
0.300000,5.2103454643e-13
0.400000,7.2498970396e-13
0.500000,6.0294988041e-13
0.600000,3.9074963158e-13
0.700000,3.0404652381e-13
0.800000,3.4877411385e-13
0.900000,2.9768802691e-13
1.000000,1.7817048459e-13
1.100000,1.6470983506e-13
1.200000,2.1035729252e-13
1.300000,2.0495890474e-13
1.400000,1.4183226302e-13
1.500000,9.5312444207e-14
1.600000,1.1146744761e-13
1.700000,1.2842516072e-13
1.800000,1.0077460384e-13
1.900000,6.9769310883e-14
2.000000,6.8952536196e-14
2.100000,8.1680727349e-14
2.200000,7.6567025323e-14
2.300000,5.1825614958e-14
2.400000,3.8201619965e-14
2.500000,4.5931980092e-14
2.600000,5.2669042679e-14
2.700000,4.5144484416e-14
2.800000,3.2182682953e-14
2.900000,2.6658231331e-14
3.000000,2.9369122107e-14
3.100000,3.0268975940e-14
3.200000,2.5709933166e-14
3.300000,2.1489351376e-14
3.400000,2.0543587236e-14
3.500000,2.0389731944e-14
3.600000,1.8492113885e-14
3.700000,1.5785143634e-14
3.800000,1.4941355465e-14
3.900000,1.5577883285e-14
4.000000,1.5385360791e-14
4.100000,1.3842402580e-14
4.200000,1.2110935738e-14
4.300000,1.1581597369e-14
4.400000,1.1963540923e-14
4.500000,1.1893003300e-14
4.600000,1.1305217902e-14
4.700000,1.0553358676e-14
4.800000,9.8322550848e-15
4.900000,9.5675325988e-15
5.000000,9.4426636946e-15
5.100000,9.2421665064e-15
5.200000,9.1453323928e-15
5.300000,8.7566173862e-15
5.400000,8.2313066237e-15
5.500000,8.0266671424e-15
5.600000,7.8885679787e-15
5.700000,7.8299623471e-15
5.800000,7.7674922978e-15
5.900000,7.4235269603e-15
6.000000,7.1818061289e-15
6.100000,7.0796291229e-15
6.200000,6.8578984495e-15
6.300000,6.7232035654e-15
6.400000,6.5762100883e-15
6.500000,6.3875072574e-15
6.600000,6.3615108493e-15
6.700000,6.2248443850e-15
6.800000,5.9736287554e-15
6.900000,5.8430963023e-15
7.000000,5.6964395037e-15
7.100000,5.6219771189e-15
7.200000,5.6177549109e-15
7.300000,5.4421149079e-15
7.400000,5.2691571758e-15
7.500000,5.1700476206e-15
7.600000,5.0357833008e-15
7.700000,4.9962771825e-15
7.800000,4.9423835505e-15
7.900000,4.7756532660e-15
8.000000,4.6552143966e-15
8.100000,4.5225669474e-15
8.200000,4.3810535874e-15
8.300000,4.3336217780e-15
8.400000,4.2526436870e-15
8.500000,4.1394361170e-15
8.600000,4.0373724365e-15
8.700000,3.8715036843e-15
8.800000,3.7460100324e-15
8.900000,3.7106232153e-15
9.000000,3.6822092839e-15
9.100000,3.6732294668e-15
9.200000,3.6059634296e-15
9.300000,3.4533702288e-15
9.400000,3.3595784869e-15
9.500000,3.3470603025e-15
9.600000,3.3924953377e-15
9.700000,3.4587009934e-15
9.800000,3.4031383780e-15
9.900000,3.2513367364e-15
10.000000,3.1385728781e-15
10.100000,3.1015409124e-15
10.200000,3.1613397803e-15
10.300000,3.2345399742e-15
10.400000,3.1830654481e-15
10.500000,3.0487433419e-15
10.600000,2.9224898059e-15
10.700000,2.8598425486e-15
10.800000,2.8963239739e-15
10.900000,2.9452759415e-15
11.000000,2.9185178616e-15
11.100000,2.8405151228e-15
11.200000,2.7466927113e-15
11.300000,2.6858250004e-15
11.400000,2.6811476239e-15
11.500000,2.6813198433e-15
11.600000,2.6579918208e-15
11.700000,2.6124222701e-15
11.800000,2.5436739586e-15
11.900000,2.4780438391e-15
12.000000,2.4218468525e-15
12.100000,2.3710857723e-15
12.200000,2.3382426287e-15
12.300000,2.3074063875e-15
12.400000,2.2608258655e-15
12.500000,2.2034062247e-15
12.600000,2.1364339254e-15
12.700000,2.0889838149e-15
12.800000,2.0843174795e-15
12.900000,2.0934175997e-15
13.000000,2.0864061895e-15
13.100000,2.0554835250e-15
13.200000,2.0103570684e-15
13.300000,1.9899363465e-15
13.400000,2.0087307327e-15
13.500000,2.0328076998e-15
13.600000,2.0281880976e-15
13.700000,1.9928077801e-15
13.800000,1.9539628985e-15
13.900000,1.9444442460e-15
14.000000,1.9638998441e-15
14.100000,1.9757297444e-15
14.200000,1.9472647798e-15
14.300000,1.8942806526e-15
14.400000,1.8582470059e-15
14.500000,1.8590536812e-15
14.600000,1.8838986742e-15
14.700000,1.8893768473e-15
14.800000,1.8431739044e-15
14.900000,1.7775602428e-15
15.000000,1.7386708849e-15
15.100000,1.7377996566e-15
15.200000,1.7601673731e-15
15.300000,1.7595144399e-15
15.400000,1.7068504572e-15
15.500000,1.6411545422e-15
15.600000,1.6027280472e-15
15.700000,1.5996440105e-15
15.800000,1.6197190838e-15
15.900000,1.6197828683e-15
16.000000,1.5779194473e-15
16.100000,1.5256909206e-15
16.200000,1.4898864023e-15
16.300000,1.4820072342e-15
16.400000,1.4970846241e-15
16.500000,1.5050760558e-15
16.600000,1.4949974350e-15
16.700000,1.4770023033e-15
16.800000,1.4537305878e-15
16.900000,1.4355947751e-15
17.000000,1.4250528680e-15
17.100000,1.4168630025e-15
17.200000,1.4205135430e-15
17.300000,1.4297406789e-15
17.400000,1.4251599859e-15
17.500000,1.4051067722e-15
