# O-CO2 state-resolved inelastic channels at energy index 35
# Generated by compute_inelastic_tables.py
ji,jf,sigma_cm2,delta_E_eV
0,80,4.8819470000e-17,3.1350158398e-01
0,82,4.5860330000e-17,3.2927342292e-01
0,84,4.0599230000e-17,3.4543230086e-01
0,86,4.4242000000e-17,3.6197821780e-01
0,88,4.6824900000e-17,3.7891117372e-01
0,90,4.8795830000e-17,3.9623116864e-01
0,92,4.4773430000e-17,4.1393820255e-01
0,94,4.2491170000e-17,4.3203227545e-01
0,96,3.7710130000e-17,4.5051338735e-01
0,98,4.5758600000e-17,4.6938153823e-01
0,100,6.7103800000e-17,4.8863672811e-01
1,3,5.2554470000e-16,4.8379874071e-04
1,5,2.4020830000e-16,1.3546364740e-03
1,7,2.1268130000e-16,2.6125131998e-03
1,9,1.5440100000e-16,4.2574289182e-03
1,11,1.3536600000e-16,6.2893836292e-03
1,13,1.3160830000e-16,8.7083773327e-03
1,15,1.1220180000e-16,1.1514410029e-02
1,17,1.0668630000e-16,1.4707481717e-02
1,19,1.0199140000e-16,1.8287592399e-02
1,21,9.1434570000e-17,2.2254742072e-02
1,23,8.9435500000e-17,2.6608930739e-02
1,25,8.7863470000e-17,3.1350158398e-02
1,27,7.8062930000e-17,3.6478425049e-02
1,29,8.1350300000e-17,4.1993730693e-02
1,31,7.9039230000e-17,4.7896075330e-02
1,33,7.3092670000e-17,5.4185458959e-02
1,35,7.6378400000e-17,6.0861881581e-02
1,37,7.4079470000e-17,6.7925343195e-02
1,39,6.2701730000e-17,7.5375843802e-02
1,41,6.7195800000e-17,8.3213383401e-02
1,43,7.2455870000e-17,9.1437961993e-02
1,45,6.1471170000e-17,1.0004957958e-01
1,47,6.0867300000e-17,1.0904823616e-01
1,49,6.5988600000e-17,1.1843393172e-01
1,51,6.1902530000e-17,1.2820666629e-01
1,53,5.4615630000e-17,1.3836643984e-01
1,55,5.8692000000e-17,1.4891325239e-01
1,57,5.5230400000e-17,1.5984710393e-01
1,59,5.6695830000e-17,1.7116799446e-01
1,61,5.7500730000e-17,1.8287592399e-01
1,63,5.8103000000e-17,1.9497089250e-01
1,65,5.8812200000e-17,2.0745290001e-01
1,67,5.4483770000e-17,2.2032194652e-01
1,69,5.1626230000e-17,2.3357803201e-01
1,71,5.2586830000e-17,2.4722115650e-01
1,73,5.0416000000e-17,2.6125131998e-01
1,75,4.7123630000e-17,2.7566852245e-01
1,77,4.6833670000e-17,2.9047276392e-01
1,79,5.0260230000e-17,3.0566404438e-01
1,81,4.7026470000e-17,3.2124236383e-01
1,83,4.3923200000e-17,3.3720772227e-01
1,85,4.5436500000e-17,3.5356011971e-01
1,87,4.3215270000e-17,3.7029955614e-01
1,89,4.8415300000e-17,3.8742603156e-01
1,91,4.6528830000e-17,4.0493954597e-01
1,93,4.2002530000e-17,4.2284009938e-01
1,95,3.5359400000e-17,4.4112769178e-01
1,97,4.4736630000e-17,4.5980232317e-01
1,99,6.8380030000e-17,4.7886399355e-01
2,0,1.3886790000e-16,-2.9027924442e-04
2,4,4.9195330000e-16,6.7731823699e-04
2,6,2.2564870000e-16,1.7416754665e-03
2,8,1.9019300000e-16,3.1930716887e-03
2,10,1.5672630000e-16,5.0315069033e-03
2,12,1.3321430000e-16,7.2569811106e-03
2,14,1.2379670000e-16,9.8694943104e-03
2,16,1.1693500000e-16,1.2869046503e-02
2,18,9.9400100000e-17,1.6255637688e-02
2,20,9.8999830000e-17,2.0029267865e-02
2,22,9.0860600000e-17,2.4189937035e-02
2,24,8.6245200000e-17,2.8737645198e-02
2,26,8.1214700000e-17,3.3672392353e-02
2,28,8.1369200000e-17,3.8994178501e-02
2,30,7.6619770000e-17,4.4703003641e-02
2,32,7.5609830000e-17,5.0798867774e-02
2,34,7.5817270000e-17,5.7281770900e-02
2,36,7.3044770000e-17,6.4151713018e-02
2,38,7.0658500000e-17,7.1408694128e-02
2,40,6.5204000000e-17,7.9052714231e-02
2,42,6.8584900000e-17,8.7083773327e-02
2,44,6.4373970000e-17,9.5501871415e-02
2,46,6.0878030000e-17,1.0430700850e-01
2,48,5.9560400000e-17,1.1349918457e-01
2,50,5.9601730000e-17,1.2307839964e-01
2,52,5.8425700000e-17,1.3304465369e-01
2,54,5.2838330000e-17,1.4339794675e-01
2,56,6.0186970000e-17,1.5413827879e-01
2,58,5.5217400000e-17,1.6526564983e-01
2,60,5.7241370000e-17,1.7678005985e-01
2,62,5.6716770000e-17,1.8868150888e-01
2,64,5.8950200000e-17,2.0096999689e-01
2,66,5.3338470000e-17,2.1364552390e-01
2,68,5.6337130000e-17,2.2670808989e-01
2,70,5.4380830000e-17,2.4015769489e-01
2,72,5.0405100000e-17,2.5399433887e-01
2,74,4.9598030000e-17,2.6821802185e-01
2,76,4.9869370000e-17,2.8282874382e-01
2,78,5.1311470000e-17,2.9782650478e-01
2,80,4.9616230000e-17,3.1321130473e-01
2,82,4.7520200000e-17,3.2898314368e-01
2,84,4.2519970000e-17,3.4514202162e-01
2,86,4.4830930000e-17,3.6168793855e-01
2,88,4.5105030000e-17,3.7862089448e-01
2,90,4.6595230000e-17,3.9594088939e-01
2,92,4.3518470000e-17,4.1364792330e-01
2,94,4.0153130000e-17,4.3174199621e-01
2,96,3.5790130000e-17,4.5022310810e-01
2,98,4.3379200000e-17,4.6909125899e-01
2,100,6.6865300000e-17,4.8834644887e-01
3,1,2.2525900000e-16,-4.8379874071e-04
3,5,4.6978970000e-16,8.7083773327e-04
3,7,2.1488700000e-16,2.1287144591e-03
3,9,1.8606830000e-16,3.7736301775e-03
3,11,1.5099070000e-16,5.8055848885e-03
3,13,1.2317370000e-16,8.2245785920e-03
3,15,1.2523470000e-16,1.1030611288e-02
3,17,1.1243070000e-16,1.4223682977e-02
3,19,9.6821700000e-17,1.7803793658e-02
3,21,1.0322360000e-16,2.1770943332e-02
3,23,9.3043430000e-17,2.6125131998e-02
3,25,8.3659900000e-17,3.0866359657e-02
3,27,8.5247470000e-17,3.5994626309e-02
3,29,8.3312170000e-17,4.1509931953e-02
3,31,7.1067600000e-17,4.7412276589e-02
3,33,7.7313830000e-17,5.3701660218e-02
3,35,7.0809500000e-17,6.0378082840e-02
3,37,6.8407670000e-17,6.7441544454e-02
3,39,6.7601770000e-17,7.4892045061e-02
3,41,6.6931870000e-17,8.2729584661e-02
3,43,6.5973800000e-17,9.0954163253e-02
3,45,6.2904270000e-17,9.9565780837e-02
3,47,6.3420000000e-17,1.0856443741e-01
3,49,6.1678970000e-17,1.1795013298e-01
3,51,6.1832000000e-17,1.2772286755e-01
3,53,5.4174300000e-17,1.3788264110e-01
3,55,5.6995970000e-17,1.4842945365e-01
3,57,5.6192670000e-17,1.5936330519e-01
3,59,5.6222930000e-17,1.7068419572e-01
3,61,5.4921370000e-17,1.8239212525e-01
3,63,5.9582100000e-17,1.9448709376e-01
3,65,5.8106000000e-17,2.0696910127e-01
3,67,5.4084400000e-17,2.1983814778e-01
3,69,5.3299730000e-17,2.3309423327e-01
3,71,5.2246100000e-17,2.4673735776e-01
3,73,5.1987770000e-17,2.6076752124e-01
3,75,5.0672900000e-17,2.7518472371e-01
3,77,4.9890500000e-17,2.8998896518e-01
3,79,4.9637230000e-17,3.0518024564e-01
3,81,4.8992870000e-17,3.2075856509e-01
3,83,4.6283570000e-17,3.3672392353e-01
3,85,4.6578600000e-17,3.5307632097e-01
3,87,4.5655200000e-17,3.6981575740e-01
3,89,4.9136630000e-17,3.8694223282e-01
3,91,4.5012230000e-17,4.0445574723e-01
3,93,4.0635470000e-17,4.2235630064e-01
3,95,3.6529830000e-17,4.4064389304e-01
3,97,4.4629570000e-17,4.5931852443e-01
3,99,6.8489970000e-17,4.7838019481e-01
4,0,2.6678900000e-17,-9.6759748141e-04
4,2,2.7335100000e-16,-6.7731823699e-04
4,6,4.5330870000e-16,1.0643572296e-03
4,8,2.1251870000e-16,2.5157534517e-03
4,10,1.8266800000e-16,4.3541886664e-03
4,12,1.4365670000e-16,6.5796628736e-03
4,14,1.2612500000e-16,9.1921760734e-03
4,16,1.1954270000e-16,1.2191728266e-02
4,18,1.0560970000e-16,1.5578319451e-02
4,20,9.6110930000e-17,1.9351949628e-02
4,22,9.8277000000e-17,2.3512618798e-02
4,24,8.4203430000e-17,2.8060326961e-02
4,26,8.5272530000e-17,3.2995074116e-02
4,28,8.3082830000e-17,3.8316860264e-02
4,30,7.9490370000e-17,4.4025685404e-02
4,32,7.3022430000e-17,5.0121549537e-02
4,34,7.5363300000e-17,5.6604452663e-02
4,36,7.1022370000e-17,6.3474394781e-02
4,38,6.8041800000e-17,7.0731375891e-02
4,40,6.7632300000e-17,7.8375395994e-02
4,42,6.3752570000e-17,8.6406455090e-02
4,44,6.4117470000e-17,9.4824553178e-02
4,46,6.2473530000e-17,1.0362969026e-01
4,48,6.1719400000e-17,1.1282186633e-01
4,50,5.9311800000e-17,1.2240108140e-01
4,52,6.0006970000e-17,1.3236733546e-01
4,54,5.4286030000e-17,1.4272062851e-01
4,56,5.9282800000e-17,1.5346096055e-01
4,58,5.5921300000e-17,1.6458833159e-01
4,60,5.4272400000e-17,1.7610274162e-01
4,62,5.3466470000e-17,1.8800419064e-01
4,64,5.7074770000e-17,2.0029267865e-01
4,66,5.5305730000e-17,2.1296820566e-01
4,68,5.5827970000e-17,2.2603077166e-01
4,70,5.5623200000e-17,2.3948037665e-01
4,72,5.2407000000e-17,2.5331702063e-01
4,74,5.0622270000e-17,2.6754070361e-01
4,76,4.9379830000e-17,2.8215142558e-01
4,78,4.9969630000e-17,2.9714918654e-01
4,80,4.9823670000e-17,3.1253398650e-01
4,82,4.8961100000e-17,3.2830582544e-01
4,84,4.5374030000e-17,3.4446470338e-01
4,86,4.7142970000e-17,3.6101062031e-01
4,88,4.4958670000e-17,3.7794357624e-01
4,90,4.7616400000e-17,3.9526357116e-01
4,92,4.5908400000e-17,4.1297060507e-01
4,94,4.0951630000e-17,4.3106467797e-01
4,96,3.6381800000e-17,4.4954578986e-01
4,98,4.3547070000e-17,4.6841394075e-01
4,100,6.7255870000e-17,4.8766913063e-01
5,1,6.5532370000e-17,-1.3546364740e-03
5,3,2.9901830000e-16,-8.7083773327e-04
5,7,4.4855230000e-16,1.2578767258e-03
5,9,2.0757500000e-16,2.9027924442e-03
5,11,1.7419200000e-16,4.9347471552e-03
5,13,1.4399300000e-16,7.3537408587e-03
5,15,1.2269500000e-16,1.0159773555e-02
5,17,1.1722570000e-16,1.3352845243e-02
5,19,1.0508520000e-16,1.6932955925e-02
5,21,9.9038500000e-17,2.0900105599e-02
5,23,9.3470900000e-17,2.5254294265e-02
5,25,8.8056670000e-17,2.9995521924e-02
5,27,8.3318230000e-17,3.5123788575e-02
5,29,8.2917230000e-17,4.0639094219e-02
5,31,7.8182030000e-17,4.6541438856e-02
5,33,7.3399970000e-17,5.2830822485e-02
5,35,7.4275870000e-17,5.9507245107e-02
5,37,6.9323530000e-17,6.6570706721e-02
5,39,6.7447670000e-17,7.4021207328e-02
5,41,6.6155100000e-17,8.1858746927e-02
5,43,6.4698000000e-17,9.0083325519e-02
5,45,6.2579070000e-17,9.8694943104e-02
5,47,6.2613000000e-17,1.0769359968e-01
5,49,6.2501500000e-17,1.1707929525e-01
5,51,6.1775370000e-17,1.2685202981e-01
5,53,5.7686970000e-17,1.3701180337e-01
5,55,5.9443570000e-17,1.4755861592e-01
5,57,5.6031800000e-17,1.5849246746e-01
5,59,5.7297970000e-17,1.6981335799e-01
5,61,5.4367270000e-17,1.8152128751e-01
5,63,5.7980730000e-17,1.9361625603e-01
5,65,5.8763170000e-17,2.0609826354e-01
5,67,5.7203830000e-17,2.1896731004e-01
5,69,5.4791800000e-17,2.3222339554e-01
5,71,5.2582100000e-17,2.4586652003e-01
5,73,5.2679300000e-17,2.5989668351e-01
5,75,4.9825130000e-17,2.7431388598e-01
5,77,4.9856500000e-17,2.8911812745e-01
5,79,4.9289130000e-17,3.0430940790e-01
5,81,4.8173630000e-17,3.1988772735e-01
5,83,4.4796000000e-17,3.3585308580e-01
5,85,4.7554930000e-17,3.5220548323e-01
5,87,4.7060230000e-17,3.6894491966e-01
5,89,4.8858000000e-17,3.8607139508e-01
5,91,4.5072000000e-17,4.0358490950e-01
5,93,4.0600070000e-17,4.2148546290e-01
5,95,3.7607900000e-17,4.3977305530e-01
5,97,4.4810770000e-17,4.5844768669e-01
5,99,6.7790430000e-17,4.7750935708e-01
6,0,1.8063900000e-17,-2.0319547110e-03
6,2,8.6823500000e-17,-1.7416754665e-03
6,4,3.1390800000e-16,-1.0643572296e-03
6,8,4.4145130000e-16,1.4513962221e-03
6,10,2.0104870000e-16,3.2898314368e-03
6,12,1.7526600000e-16,5.5153056441e-03
6,14,1.3999370000e-16,8.1278188439e-03
6,16,1.1843530000e-16,1.1127371036e-02
6,18,1.1533100000e-16,1.4513962221e-02
6,20,1.0404130000e-16,1.8287592399e-02
6,22,9.3423300000e-17,2.2448261569e-02
6,24,9.3673470000e-17,2.6995969731e-02
6,26,8.4968600000e-17,3.1930716887e-02
6,28,8.0268100000e-17,3.7252503034e-02
6,30,8.2537370000e-17,4.2961328175e-02
6,32,7.5179770000e-17,4.9057192308e-02
6,34,7.2632370000e-17,5.5540095433e-02
6,36,7.4482400000e-17,6.2410037551e-02
6,38,7.0254030000e-17,6.9667018662e-02
6,40,6.6286200000e-17,7.7311038765e-02
6,42,6.6644970000e-17,8.5342097861e-02
6,44,6.3826670000e-17,9.3760195949e-02
6,46,6.1574530000e-17,1.0256533303e-01
6,48,6.2000800000e-17,1.1175750910e-01
6,50,5.8876270000e-17,1.2133672417e-01
6,52,5.9938830000e-17,1.3130297823e-01
6,54,5.7927670000e-17,1.4165627128e-01
6,56,5.8895070000e-17,1.5239660332e-01
6,58,5.4006570000e-17,1.6352397436e-01
6,60,5.7391270000e-17,1.7503838439e-01
6,62,5.3273900000e-17,1.8693983341e-01
6,64,5.6416170000e-17,1.9922832142e-01
6,66,5.6254770000e-17,2.1190384843e-01
6,68,5.6410000000e-17,2.2496641443e-01
6,70,5.5282530000e-17,2.3841601942e-01
6,72,5.2148700000e-17,2.5225266340e-01
6,74,5.1174830000e-17,2.6647634638e-01
6,76,4.9137300000e-17,2.8108706835e-01
6,78,5.0586770000e-17,2.9608482931e-01
6,80,5.1190530000e-17,3.1146962927e-01
6,82,4.7968730000e-17,3.2724146821e-01
6,84,4.4993170000e-17,3.4340034615e-01
6,86,4.7971970000e-17,3.5994626309e-01
6,88,4.6241600000e-17,3.7687921901e-01
6,90,4.7857470000e-17,3.9419921393e-01
6,92,4.4875970000e-17,4.1190624784e-01
6,94,4.0648730000e-17,4.3000032074e-01
6,96,3.6276830000e-17,4.4848143263e-01
6,98,4.3715830000e-17,4.6734958352e-01
6,100,6.7434800000e-17,4.8660477340e-01
7,1,4.2562400000e-17,-2.6125131998e-03
7,3,1.0033110000e-16,-2.1287144591e-03
7,5,3.2903630000e-16,-1.2578767258e-03
7,9,4.3573900000e-16,1.6449157184e-03
7,11,2.0228200000e-16,3.6768704294e-03
7,13,1.7168600000e-16,6.0958641329e-03
7,15,1.3774570000e-16,8.9018968290e-03
7,17,1.1891730000e-16,1.2094968518e-02
7,19,1.1255770000e-16,1.5675079199e-02
7,21,1.0347970000e-16,1.9642228873e-02
7,23,9.3527230000e-17,2.3996417539e-02
7,25,9.3416270000e-17,2.8737645198e-02
7,27,8.3829770000e-17,3.3865911849e-02
7,29,8.2869470000e-17,3.9381217493e-02
7,31,7.9256870000e-17,4.5283562130e-02
7,33,7.6195770000e-17,5.1572945759e-02
7,35,7.2767330000e-17,5.8249368381e-02
7,37,7.2869230000e-17,6.5312829995e-02
7,39,6.9136700000e-17,7.2763330602e-02
7,41,6.5698570000e-17,8.0600870202e-02
7,43,6.7685630000e-17,8.8825448794e-02
7,45,6.3383230000e-17,9.7437066378e-02
7,47,6.3136230000e-17,1.0643572296e-01
7,49,6.0688970000e-17,1.1582141853e-01
7,51,6.2193830000e-17,1.2559415309e-01
7,53,5.6252800000e-17,1.3575392664e-01
7,55,5.9416570000e-17,1.4630073919e-01
7,57,5.6501470000e-17,1.5723459073e-01
7,59,5.6415970000e-17,1.6855548126e-01
7,61,5.4682100000e-17,1.8026341079e-01
7,63,5.8072500000e-17,1.9235837930e-01
7,65,5.7599630000e-17,2.0484038682e-01
7,67,5.5851030000e-17,2.1770943332e-01
7,69,5.6540100000e-17,2.3096551881e-01
7,71,5.3317230000e-17,2.4460864330e-01
7,73,5.1729270000e-17,2.5863880678e-01
7,75,4.9351930000e-17,2.7305600925e-01
7,77,5.1118070000e-17,2.8786025072e-01
7,79,5.0990870000e-17,3.0305153118e-01
7,81,4.8977630000e-17,3.1862985063e-01
7,83,4.5804530000e-17,3.3459520907e-01
7,85,4.9317130000e-17,3.5094760651e-01
7,87,4.6818400000e-17,3.6768704294e-01
7,89,4.8648300000e-17,3.8481351836e-01
7,91,4.5201930000e-17,4.0232703277e-01
7,93,4.0416800000e-17,4.2022758618e-01
7,95,3.7299370000e-17,4.3851517858e-01
7,97,4.5411400000e-17,4.5718980997e-01
7,99,6.8523470000e-17,4.7625148035e-01
8,0,1.0634790000e-17,-3.4833509331e-03
8,2,5.5981230000e-17,-3.1930716887e-03
8,4,1.1257680000e-16,-2.5157534517e-03
8,6,3.3769570000e-16,-1.4513962221e-03
8,10,4.3255230000e-16,1.8384352147e-03
8,12,1.9902170000e-16,4.0639094219e-03
8,14,1.6885430000e-16,6.6764226217e-03
8,16,1.3679670000e-16,9.6759748141e-03
8,18,1.1795970000e-16,1.3062565999e-02
8,20,1.1120370000e-16,1.6836196177e-02
8,22,1.0329190000e-16,2.0996865347e-02
8,24,9.2690370000e-17,2.5544573509e-02
8,26,9.1528130000e-17,3.0479320664e-02
8,28,8.3799900000e-17,3.5801106812e-02
8,30,8.0781830000e-17,4.1509931953e-02
8,32,7.6365600000e-17,4.7605796085e-02
8,34,7.4044870000e-17,5.4088699211e-02
8,36,7.1891930000e-17,6.0958641329e-02
8,38,6.9526700000e-17,6.8215622440e-02
8,40,6.7922870000e-17,7.5859642543e-02
8,42,6.5415330000e-17,8.3890701638e-02
8,44,6.6450630000e-17,9.2308799727e-02
8,46,6.3626030000e-17,1.0111393681e-01
8,48,6.1428970000e-17,1.1030611288e-01
8,50,6.1278930000e-17,1.1988532795e-01
8,52,6.2877870000e-17,1.2985158201e-01
8,54,5.6422070000e-17,1.4020487506e-01
8,56,5.8402170000e-17,1.5094520710e-01
8,58,5.5342870000e-17,1.6207257814e-01
8,60,5.4861930000e-17,1.7358698817e-01
8,62,5.4419600000e-17,1.8548843719e-01
8,64,5.6809870000e-17,1.9777692520e-01
8,66,5.4980870000e-17,2.1045245221e-01
8,68,5.5875370000e-17,2.2351501821e-01
8,70,5.7370830000e-17,2.3696462320e-01
8,72,5.3179230000e-17,2.5080126718e-01
8,74,5.2249730000e-17,2.6502495016e-01
8,76,5.0604170000e-17,2.7963567213e-01
8,78,5.1021330000e-17,2.9463343309e-01
8,80,5.0503070000e-17,3.1001823304e-01
8,82,4.8661600000e-17,3.2579007199e-01
8,84,4.5576370000e-17,3.4194894993e-01
8,86,4.7736400000e-17,3.5849486686e-01
8,88,4.6143570000e-17,3.7542782279e-01
8,90,4.7659870000e-17,3.9274781771e-01
8,92,4.4821500000e-17,4.1045485162e-01
8,94,4.0839100000e-17,4.2854892452e-01
8,96,3.7326730000e-17,4.4703003641e-01
8,98,4.3865570000e-17,4.6589818730e-01
8,100,6.7322200000e-17,4.8515337718e-01
9,1,2.4403570000e-17,-4.2574289182e-03
9,3,6.8612370000e-17,-3.7736301775e-03
9,5,1.2025730000e-16,-2.9027924442e-03
9,7,3.4413800000e-16,-1.6449157184e-03
9,11,3.8623570000e-16,2.0319547110e-03
9,13,1.7140930000e-16,4.4509484145e-03
9,15,1.4894870000e-16,7.2569811106e-03
9,17,1.1962970000e-16,1.0450052799e-02
9,19,9.9959970000e-17,1.4030163480e-02
9,21,1.0030410000e-16,1.7997313154e-02
9,23,8.9389400000e-17,2.2351501821e-02
9,25,8.0725170000e-17,2.7092729480e-02
9,27,8.2295230000e-17,3.2220996131e-02
9,29,7.5305000000e-17,3.7736301775e-02
9,31,7.1446470000e-17,4.3638646412e-02
9,33,7.0959970000e-17,4.9928030041e-02
9,35,6.8691800000e-17,5.6604452663e-02
9,37,6.2924100000e-17,6.3667914277e-02
9,39,6.6590000000e-17,7.1118414884e-02
9,41,5.9486070000e-17,7.8955954483e-02
9,43,5.9352730000e-17,8.7180533075e-02
9,45,5.9119570000e-17,9.5792150660e-02
9,47,5.6924900000e-17,1.0479080724e-01
9,49,5.5044870000e-17,1.1417650281e-01
9,51,5.7445130000e-17,1.2394923737e-01
9,53,5.2432970000e-17,1.3410901092e-01
9,55,5.4360070000e-17,1.4465582347e-01
9,57,5.3226900000e-17,1.5558967501e-01
9,59,5.0656100000e-17,1.6691056554e-01
9,61,5.0205000000e-17,1.7861849507e-01
9,63,5.3983770000e-17,1.9071346359e-01
9,65,5.2157400000e-17,2.0319547110e-01
9,67,5.1167100000e-17,2.1606451760e-01
9,69,5.4120170000e-17,2.2932060309e-01
9,71,5.1013870000e-17,2.4296372758e-01
9,73,4.8805430000e-17,2.5699389106e-01
9,75,4.6910900000e-17,2.7141109354e-01
9,77,4.8326630000e-17,2.8621533500e-01
9,79,4.6364300000e-17,3.0140661546e-01
9,81,4.4663300000e-17,3.1698493491e-01
9,83,4.3299930000e-17,3.3295029335e-01
9,85,4.5580470000e-17,3.4930269079e-01
9,87,4.3330600000e-17,3.6604212722e-01
9,89,4.5329930000e-17,3.8316860264e-01
9,91,4.1666100000e-17,4.0068211705e-01
9,93,3.8643100000e-17,4.1858267046e-01
9,95,3.5145430000e-17,4.3687026286e-01
9,97,4.1145930000e-17,4.5554489425e-01
9,99,6.2036830000e-17,4.7460656463e-01
10,0,6.3636400000e-18,-5.3217861478e-03
10,2,3.7360030000e-17,-5.0315069033e-03
10,4,7.8366700000e-17,-4.3541886664e-03
10,6,1.2455530000e-16,-3.2898314368e-03
10,8,3.5031330000e-16,-1.8384352147e-03
10,12,3.5375030000e-16,2.2254742072e-03
10,14,1.5460200000e-16,4.8379874071e-03
10,16,1.3421200000e-16,7.8375395994e-03
10,18,1.0683430000e-16,1.1224130784e-02
10,20,9.1333930000e-17,1.4997760962e-02
10,22,8.8615430000e-17,1.9158430132e-02
10,24,8.0097070000e-17,2.3706138295e-02
10,26,7.2537370000e-17,2.8640885450e-02
10,28,7.2170130000e-17,3.3962671598e-02
10,30,6.6773300000e-17,3.9671496738e-02
10,32,6.1723430000e-17,4.5767360871e-02
10,34,6.3115700000e-17,5.2250263996e-02
10,36,6.0867800000e-17,5.9120206114e-02
10,38,5.5461300000e-17,6.6377187225e-02
10,40,5.7021500000e-17,7.4021207328e-02
10,42,5.2453670000e-17,8.2052266424e-02
10,44,5.3600270000e-17,9.0470364512e-02
10,46,5.1366430000e-17,9.9275501593e-02
10,48,4.9170570000e-17,1.0846767767e-01
10,50,4.9979130000e-17,1.1804689273e-01
10,52,5.2446700000e-17,1.2801314679e-01
10,54,4.6277870000e-17,1.3836643984e-01
10,56,4.7611200000e-17,1.4910677189e-01
10,58,4.5988600000e-17,1.6023414292e-01
10,60,4.5003670000e-17,1.7174855295e-01
10,62,4.4281270000e-17,1.8365000197e-01
10,64,4.6961500000e-17,1.9593848999e-01
10,66,4.5297870000e-17,2.0861401699e-01
10,68,4.4999370000e-17,2.2167658299e-01
10,70,4.6961270000e-17,2.3512618798e-01
10,72,4.4000570000e-17,2.4896283197e-01
10,74,4.3911200000e-17,2.6318651494e-01
10,76,4.2254630000e-17,2.7779723691e-01
10,78,4.0708430000e-17,2.9279499788e-01
10,80,3.9988870000e-17,3.0817979783e-01
10,82,3.9477200000e-17,3.2395163678e-01
10,84,3.8108370000e-17,3.4011051472e-01
10,86,3.9564230000e-17,3.5665643165e-01
10,88,3.6539170000e-17,3.7358938757e-01
10,90,3.8372300000e-17,3.9090938249e-01
10,92,3.5460930000e-17,4.0861641640e-01
10,94,3.2822030000e-17,4.2671048930e-01
10,96,3.0475300000e-17,4.4519160120e-01
10,98,3.5130570000e-17,4.6405975209e-01
10,100,4.9833330000e-17,4.8331494197e-01
11,1,1.7682630000e-17,-6.2893836292e-03
11,3,4.6016630000e-17,-5.8055848885e-03
11,5,8.3406300000e-17,-4.9347471552e-03
11,7,1.3203770000e-16,-3.6768704294e-03
11,9,3.1921700000e-16,-2.0319547110e-03
11,13,3.2633300000e-16,2.4189937035e-03
11,15,1.3910300000e-16,5.2250263996e-03
11,17,1.2026830000e-16,8.4180980883e-03
11,19,9.8081630000e-17,1.1998208770e-02
11,21,8.3049070000e-17,1.5965358443e-02
11,23,7.9807570000e-17,2.0319547110e-02
11,25,7.3465830000e-17,2.5060774769e-02
11,27,6.5146200000e-17,3.0189041420e-02
11,29,6.5350000000e-17,3.5704347064e-02
11,31,5.9595770000e-17,4.1606691701e-02
11,33,5.6677200000e-17,4.7896075330e-02
11,35,5.7132730000e-17,5.4572497952e-02
11,37,5.2400570000e-17,6.1635959566e-02
11,39,5.1776800000e-17,6.9086460173e-02
11,41,5.1586830000e-17,7.6923999772e-02
11,43,5.0012770000e-17,8.5148578364e-02
11,45,4.7196270000e-17,9.3760195949e-02
11,47,4.8267170000e-17,1.0275885253e-01
11,49,4.5531170000e-17,1.1214454810e-01
11,51,4.5813630000e-17,1.2191728266e-01
11,53,4.3249930000e-17,1.3207705621e-01
11,55,4.5863370000e-17,1.4262386876e-01
11,57,4.3438870000e-17,1.5355772030e-01
11,59,4.2986230000e-17,1.6487861083e-01
11,61,4.2299670000e-17,1.7658654036e-01
11,63,4.2704870000e-17,1.8868150888e-01
