# O-CO2 state-resolved inelastic channels at energy index 16
# Generated by compute_inelastic_tables.py
ji,jf,sigma_cm2,delta_E_eV
0,2,9.7843970000e-16,2.9027924442e-04
0,4,3.0391600000e-16,9.6759748141e-04
0,6,2.5872830000e-16,2.0319547110e-03
0,8,1.9773600000e-16,3.4833509331e-03
0,10,1.5502630000e-16,5.3217861478e-03
0,12,1.6433230000e-16,7.5472603550e-03
0,14,1.3623170000e-16,1.0159773555e-02
0,16,1.1300950000e-16,1.3159325747e-02
0,18,1.3561730000e-16,1.6545916932e-02
0,20,1.1210370000e-16,2.0319547110e-02
0,22,9.5310770000e-17,2.4480216280e-02
0,24,1.1163630000e-16,2.9027924442e-02
0,26,9.7281030000e-17,3.3962671598e-02
0,28,8.3426600000e-17,3.9284457745e-02
0,30,9.4909800000e-17,4.4993282886e-02
0,32,8.6632230000e-17,5.1089147019e-02
0,34,7.7009430000e-17,5.7572050144e-02
0,36,8.4061670000e-17,6.4441992262e-02
0,38,7.8040100000e-17,7.1698973373e-02
0,40,6.9617570000e-17,7.9342993476e-02
0,42,7.7451530000e-17,8.7374052572e-02
0,44,7.4319330000e-17,9.5792150660e-02
0,46,6.4625300000e-17,1.0459728774e-01
0,48,7.0493500000e-17,1.1378946381e-01
0,50,6.2518430000e-17,1.2336867888e-01
0,52,5.5210670000e-17,1.3333493294e-01
0,54,5.8698130000e-17,1.4368822599e-01
0,56,5.9710230000e-17,1.5442855803e-01
0,58,5.0062130000e-17,1.6555592907e-01
0,60,5.4059200000e-17,1.7707033910e-01
0,62,5.6092170000e-17,1.8897178812e-01
0,64,4.5846970000e-17,2.0126027613e-01
0,66,4.3235600000e-17,2.1393580314e-01
0,68,4.3658100000e-17,2.2699836914e-01
0,70,4.2824230000e-17,2.4044797413e-01
0,72,4.1093200000e-17,2.5428461812e-01
0,74,4.3731630000e-17,2.6850830109e-01
0,76,4.2188730000e-17,2.8311902306e-01
0,78,3.8027330000e-17,2.9811678402e-01
0,80,3.9565430000e-17,3.1350158398e-01
0,82,3.8295170000e-17,3.2927342292e-01
0,84,3.4856900000e-17,3.4543230086e-01
0,86,3.6449270000e-17,3.6197821780e-01
0,88,3.8546830000e-17,3.7891117372e-01
0,90,3.7347630000e-17,3.9623116864e-01
0,92,3.1579100000e-17,4.1393820255e-01
0,94,3.8937400000e-17,4.3203227545e-01
