# O-CO2 state-resolved inelastic channels at energy index 27
# Generated by compute_inelastic_tables.py
ji,jf,sigma_cm2,delta_E_eV
0,2,7.7425130000e-16,6.1913592132e-02
0,4,2.5533470000e-16,1.8421491642e-01
0,6,2.4081000000e-16,2.3837768180e-01
0,8,1.7905370000e-16,2.6785442190e-01
0,10,1.3817870000e-16,3.5481455080e-01
0,12,1.4929730000e-16,3.5013956215e-01
0,14,1.2809670000e-16,4.7349071159e-01
0,16,1.0311610000e-16,5.0007867296e-01
0,18,1.2012370000e-16,4.4279530532e-01
0,20,1.0110480000e-16,4.8783941251e-01
0,22,8.8683000000e-17,5.5754086033e-01
0,24,9.8698900000e-17,4.8857108295e-01
0,26,8.8487570000e-17,5.9462917645e-01
0,28,7.5368830000e-17,6.2793721811e-01
0,30,8.6833070000e-17,6.0246806749e-01
0,32,7.3782600000e-17,6.3432467339e-01
0,34,7.1555030000e-17,7.1676029371e-01
0,36,7.9129670000e-17,6.9242073547e-01
0,38,6.4659070000e-17,6.4780687581e-01
0,40,6.4286370000e-17,7.9836586952e-01
0,42,7.1542300000e-17,7.7336630426e-01
0,44,6.9861870000e-17,8.3635986276e-01
0,46,6.0366200000e-17,7.4127074227e-01
0,48,6.5426470000e-17,7.2846136093e-01
0,50,6.2886470000e-17,8.1290423226e-01
0,52,5.8564600000e-17,7.6996548309e-01
0,54,6.3615000000e-17,7.6474707669e-01
0,56,5.9907270000e-17,7.5436893795e-01
0,58,5.9956770000e-17,9.0036931777e-01
0,60,6.0152870000e-17,8.7270085901e-01
0,62,5.8780700000e-17,8.5774076259e-01
0,64,5.1826670000e-17,8.8435440135e-01
0,66,5.0852070000e-17,8.5445642787e-01
0,68,5.2079030000e-17,8.5363813513e-01
0,70,5.1414500000e-17,9.1743119284e-01
0,72,4.6381900000e-17,9.0045892187e-01
0,74,4.7651470000e-17,9.0928758464e-01
0,76,4.2479630000e-17,8.9515487005e-01
0,78,4.2776800000e-17,9.7534018982e-01
0,80,4.3712730000e-17,9.5048555330e-01
0,82,4.6492030000e-17,1.0407570608e+00
0,84,3.9973270000e-17,9.6554684279e-01
0,86,4.2054270000e-17,1.0095897215e+00
0,88,4.2340700000e-17,1.0069762611e+00
0,90,4.0366400000e-17,1.0210525463e+00
0,92,4.4059930000e-17,1.1929899052e+00
0,94,4.3714670000e-17,1.0344061998e+00
0,96,3.5197330000e-17,9.3949654310e-01
0,98,3.8788970000e-17,0.0000000000e+00
0,100,6.5031600000e-17,0.0000000000e+00
1,3,5.7826030000e-16,0.0000000000e+00
1,5,2.5447300000e-16,0.0000000000e+00
1,7,2.1354900000e-16,0.0000000000e+00
1,9,1.5934930000e-16,0.0000000000e+00
1,11,1.4145570000e-16,0.0000000000e+00
1,13,1.3419500000e-16,0.0000000000e+00
1,15,1.1346580000e-16,0.0000000000e+00
1,17,1.1101270000e-16,0.0000000000e+00
1,19,1.0851500000e-16,0.0000000000e+00
1,21,9.3484970000e-17,0.0000000000e+00
1,23,9.2826330000e-17,0.0000000000e+00
1,25,8.9880370000e-17,0.0000000000e+00
1,27,8.2255270000e-17,0.0000000000e+00
1,29,8.2964900000e-17,0.0000000000e+00
1,31,8.1166400000e-17,0.0000000000e+00
1,33,7.0800700000e-17,0.0000000000e+00
1,35,7.6347070000e-17,0.0000000000e+00
1,37,7.3546070000e-17,0.0000000000e+00
1,39,6.4978070000e-17,0.0000000000e+00
1,41,6.7028570000e-17,0.0000000000e+00
1,43,7.3925300000e-17,0.0000000000e+00
1,45,6.6950870000e-17,0.0000000000e+00
1,47,6.3082930000e-17,0.0000000000e+00
1,49,6.9972870000e-17,0.0000000000e+00
1,51,6.4912000000e-17,0.0000000000e+00
1,53,5.8295430000e-17,0.0000000000e+00
1,55,6.0410000000e-17,0.0000000000e+00
