#alt[m],O[m^-3],N2[m^-3],CO[m^-3],CO2[m^-3]
133692,671084000000000,1096000000000000,290473000000000,2.51251E+016
133762,668432000000000,1089400000000000,288724000000000,2.49209E+016
134555,638943000000000,1.01697E+015,269528000000000,2.29454E+016
134772,631304000000000,998108000000000,264529000000000,2.24354E+016
134835,629059000000000,992589000000000,263066000000000,2.22866E+016
135410,609252000000000,944368000000000,250286000000000,2.09933E+016
135945,591361000000000,901554000000000,238789000000000,1.9856E+016
136313,579366000000000,873248000000000,231192000000000,1.90185E+016
136604,570081000000000,851562000000000,225373000000000,1.83832E+016
136607,569981000000000,851328000000000,225311000000000,1.83764E+016
137031,556688000000000,820624000000000,217077000000000,1.74868E+016
137616,538837000000000,780030000000000,206197000000000,1.63284E+016
138128,521190000000000,746139000000000,197119000000000,1.53774E+016
138471,509734000000000,724342000000000,191284000000000,1.47737E+016
138717,501637000000000,709035000000000,187188000000000,1.43535E+016
138935,494585000000000,695768000000000,183638000000000,1.39919E+016
139663,471719000000000,653194000000000,172254000000000,1.28479E+016
140312,452269000000000,617516000000000,162722000000000,1.1909E+016
140547,445397000000000,605031000000000,159388000000000,1.16206E+016
140676,441691000000000,598325000000000,157597000000000,1.14661E+016
140968,435452000000000,583370000000000,153605000000000,1.1123E+016
141485,424624000000000,557810000000000,146786000000000,1.05405E+016
141556,423146000000000,554360000000000,145866000000000,1.04623E+016
142273,408632000000000,520981000000000,136968000000000,9.71072E+015
142495,404230000000000,511037000000000,134319000000000,9.48864E+015
142723,399764000000000,501035000000000,131654000000000,9.23862E+015
143099,392515000000000,484984000000000,127381000000000,8841070000000000
143605,382968000000000,464193000000000,121848000000000,8332940000000001
144106,373721000000000,444440000000000,116594000000000,7857520000000000
144174,372489000000000,441837000000000,115902000000000,7795400000000000
144178,372421000000000,441691000000000,115863000000000,7791930000000000
144678,363547000000000,424890000000000,110880000000000,7348470000000000
145893,342883000000000,386730000000000,99660000000000,6374470000000000
146728,329361000000000,362501000000000,92611900000000,5780780000000000
146861,327247000000000,358766000000000,91530800000000,5691010000000000
147477,317689000000000,342066000000000,86716100000000,5395550000000000
147984,310015000000000,328877000000000,82935600000000,5163390000000000
149273,291343000000000,297611000000000,74055600000000,4617530000000000
149349,290277000000000,295863000000000,73562800000000,4587200000000000
149483,288414000000000,292815000000000,72704000000000,4534370000000000
150153,279256000000000,278009000000000,68550800000000,4.19244E+015
150166,279069000000000,277709000000000,68466900000000,4.18561E+015
151463,262164000000000,251159000000000,61095300000000,3595980000000000
151575,260751000000000,248986000000000,60496500000000,3549080000000000
151666,259615000000000,247245000000000,60090800000000,3511640000000000
151854,257280000000000,243678000000000,59259700000000,3443790000000000
151971,255831000000000,241475000000000,58746200000000,3402050000000000
152881,244851000000000,225028000000000,54905600000000,3094610000000000
153850,233685000000000,208757000000000,51094500000000,2797930000000000
154592,225473000000000,197085000000000,48353300000000,2564970000000000
154635,225012000000000,196438000000000,48201100000000,2552260000000000
154962,221495000000000,191525000000000,47188200000000,2456420000000000
155065,220396000000000,189998000000000,46872700000000,2426900000000000
155423,216621000000000,184792000000000,45793300000000,2327120000000000
155540,215407000000000,183131000000000,45447800000000,2295570000000000
