#0.79eV differential cross sections for H-H2 elastic collisions from Krstic and Shultz. 1998,
#angle(deg),sigma(cm^2)
0.000440648,7.11E-17
0.00232174,3.75E-16
0.005705932,9.21E-16
0.010593932,1.71E-15
0.016985735,2.74E-15
0.024881265,4.02E-15
0.034280351,5.53E-15
0.045182936,7.29E-15
0.057588561,9.29E-15
0.071497684,1.15E-14
0.086909103,1.40E-14
0.10382339,1.67E-14
0.122239973,1.97E-14
0.14215885,2.29E-14
0.163578878,2.63E-14
0.186500627,2.99E-14
0.210922953,3.38E-14
0.236845856,3.79E-14
0.264268762,4.22E-14
0.293191098,4.66E-14
0.323612865,5.13E-14
0.355532917,5.62E-14
0.388951253,6.12E-14
0.423867301,6.64E-14
0.460279915,7.17E-14
0.498189095,7.71E-14
0.537594267,8.26E-14
0.578492567,8.82E-14
0.620885715,9.38E-14
0.664774282,9.95E-14
0.710158269,1.05E-13
0.757031946,1.11E-13
0.805395313,1.16E-13
0.855248371,1.22E-13
0.906591119,1.27E-13
0.959429287,1.32E-13
1.013751416,1.37E-13
1.069557505,1.42E-13
1.126853284,1.46E-13
1.185633025,1.50E-13
1.245896726,1.54E-13
1.307644387,1.57E-13
1.37087028,1.60E-13
1.435585863,1.62E-13
1.501773947,1.63E-13
1.569445992,1.64E-13
1.638590539,1.65E-13
1.709213317,1.65E-13
1.781314326,1.64E-13
1.854887836,1.62E-13
1.929933848,1.60E-13
2.006452362,1.57E-13
2.084443377,1.54E-13
2.163901164,1.50E-13
2.244825723,1.45E-13
2.327217054,1.39E-13
2.411075157,1.33E-13
2.496400032,1.27E-13
2.583180219,1.20E-13
2.671427179,1.13E-13
2.761129451,1.05E-13
2.852292766,9.73E-14
2.944911394,8.94E-14
3.038979605,8.14E-14
3.134508858,7.35E-14
3.231487694,6.58E-14
3.329916114,5.83E-14
3.429788387,5.12E-14
3.531115973,4.45E-14
3.633881683,3.84E-14
3.738091247,3.28E-14
3.843744664,2.79E-14
3.950836206,2.37E-14
4.059365871,2.02E-14
4.169333661,1.75E-14
4.280733845,1.54E-14
4.393572153,1.40E-14
4.507831397,1.33E-14
4.623528764,1.31E-14
4.740647067,1.34E-14
4.859192035,1.42E-14
4.979157938,1.52E-14
5.100544777,1.65E-14
5.223352551,1.78E-14
5.34757553,1.92E-14
5.473213715,2.05E-14
5.600267107,2.16E-14
5.728724244,2.25E-14
5.858608047,2.31E-14
5.989872678,2.35E-14
6.122569703,2.35E-14
6.256641827,2.33E-14
6.39208905,2.28E-14
6.528968667,2.20E-14
6.667280679,2.11E-14
6.806910493,2.01E-14
6.947972703,1.90E-14
7.090410011,1.80E-14
7.234279713,1.70E-14
7.379467218,1.61E-14
7.526087118,1.53E-14
7.674024821,1.48E-14
7.823394918,1.43E-14
7.974082818,1.41E-14
8.126203113,1.40E-14
8.27964121,1.40E-14
8.434454406,1.41E-14
8.590642701,1.43E-14
8.748206095,1.44E-14
8.907144587,1.46E-14
9.067400883,1.47E-14
9.228974981,1.47E-14
9.391981474,1.47E-14
9.556248473,1.46E-14
9.721947868,1.44E-14
9.888907769,1.41E-14
10.05724277,1.38E-14
10.22695287,1.34E-14
10.39792347,1.31E-14
10.57026918,1.28E-14
10.74393269,1.25E-14
10.918914,1.23E-14
11.09521311,1.21E-14
11.27283003,1.20E-14
11.45176475,1.20E-14
11.63207457,1.20E-14
11.81358759,1.20E-14
11.99647572,1.21E-14
12.18068165,1.21E-14
12.36614809,1.21E-14
12.55293233,1.21E-14
12.74097708,1.20E-14
12.93033963,1.19E-14
13.12096269,1.18E-14
13.31290355,1.16E-14
13.50610492,1.15E-14
13.70062409,1.13E-14
13.89640377,1.11E-14
14.09338666,1.10E-14
14.29174465,1.08E-14
14.49130585,1.08E-14
14.69212756,1.07E-14
14.89420977,1.07E-14
15.09755249,1.07E-14
15.30215572,1.07E-14
15.50801946,1.07E-14
15.7150864,1.08E-14
15.92341386,1.08E-14
16.13300182,1.08E-14
16.34379299,1.08E-14
16.55584467,1.07E-14
16.76909956,1.07E-14
16.98361496,1.07E-14
17.19927628,1.06E-14
17.4161981,1.06E-14
17.63438043,1.06E-14
17.85370867,1.05E-14
18.07424013,1.05E-14
18.29603209,1.05E-14
18.51896997,1.04E-14
18.74311106,1.04E-14
18.96845536,1.03E-14
19.19500287,1.03E-14
19.4226963,1.02E-14
19.65159294,1.01E-14
19.88163549,1.00E-14
20.11288126,9.94E-15
20.34527294,9.84E-15
20.57881054,9.75E-15
20.81355134,9.67E-15
21.04943807,9.60E-15
21.28647071,9.55E-15
21.52464926,9.52E-15
21.76397374,9.51E-15
22.00444412,9.51E-15
22.24606042,9.51E-15
22.48882264,9.51E-15
22.73267348,9.50E-15
22.97767023,9.49E-15
23.22375561,9.47E-15
23.47098689,9.44E-15
23.7193068,9.41E-15
23.96877263,9.38E-15
24.21932707,9.35E-15
24.47097013,9.32E-15
24.72370182,9.30E-15
24.97752212,9.29E-15
25.23248834,9.28E-15
25.48848588,9.27E-15
25.74551475,9.27E-15
26.00368953,9.28E-15
26.26289564,9.28E-15
26.52319036,9.30E-15
26.78457371,9.31E-15
27.04698838,9.33E-15
27.31043438,9.35E-15
27.57491169,9.37E-15
27.84047763,9.38E-15
28.10707489,9.39E-15
28.37470348,9.38E-15
28.64336339,9.37E-15
28.91299733,9.34E-15
29.18371989,9.29E-15
29.45541647,9.24E-15
29.72814438,9.17E-15
30.00190362,9.08E-15
30.27663688,8.99E-15
30.55234417,8.89E-15
30.82908279,8.79E-15
31.10679543,8.69E-15
31.3854821,8.59E-15
31.6652001,8.50E-15
31.94583483,8.42E-15
32.22744358,8.34E-15
32.51002637,8.27E-15
32.79358318,8.21E-15
33.07811402,8.16E-15
33.36356159,8.12E-15
33.6499832,8.08E-15
33.93732153,8.05E-15
34.2255766,8.02E-15
34.51480569,7.98E-15
34.80495152,7.95E-15
35.09601408,7.91E-15
35.38799337,7.85E-15
35.6808894,7.79E-15
35.97470215,7.72E-15
36.26937435,7.63E-15
36.56502057,7.54E-15
36.86152623,7.44E-15
37.15889132,7.32E-15
37.45717315,7.20E-15
37.75631442,7.07E-15
38.05631512,6.92E-15
38.35723255,6.77E-15
38.65895213,6.62E-15
38.96158844,6.46E-15
39.26502688,6.30E-15
39.56932477,6.14E-15
39.87448209,5.98E-15
40.18049885,5.82E-15
40.48731775,5.66E-15
40.79493879,5.50E-15
41.10341926,5.34E-15
41.41270188,5.18E-15
41.72278664,5.02E-15
42.03373084,4.86E-15
42.34541988,4.70E-15
42.65791106,4.55E-15
42.97120438,4.39E-15
43.28529984,4.24E-15
43.60014015,4.08E-15
43.9157826,3.93E-15
44.23222719,3.77E-15
44.54935933,3.62E-15
44.86729361,3.47E-15
45.18603003,3.33E-15
45.505454,3.19E-15
45.82562282,3.05E-15
46.14653648,2.92E-15
46.46819499,2.80E-15
46.79054104,2.70E-15
47.11368924,2.61E-15
47.43746769,2.53E-15
47.76199099,2.47E-15
48.08725913,2.43E-15
48.41315752,2.40E-15
48.73980076,2.39E-15
49.06713155,2.39E-15
49.39514988,2.41E-15
49.72379848,2.45E-15
