#1.2eV differential cross sections for H-H2 elastic collisions from Krstic and Shultz. 1998,
#angle(deg),sigma(cm^2)
4.41E-04,1.13E-16
2.32E-03,5.96E-16
5.71E-03,1.46E-15
1.06E-02,2.72E-15
1.70E-02,4.36E-15
2.49E-02,6.38E-15
3.43E-02,8.79E-15
4.52E-02,1.16E-14
5.76E-02,1.48E-14
7.15E-02,1.83E-14
8.69E-02,2.23E-14
1.04E-01,2.66E-14
1.22E-01,3.12E-14
1.42E-01,3.63E-14
1.64E-01,4.17E-14
1.87E-01,4.74E-14
2.11E-01,5.35E-14
2.37E-01,5.99E-14
2.64E-01,6.66E-14
2.93E-01,7.36E-14
3.24E-01,8.08E-14
3.56E-01,8.83E-14
3.89E-01,9.59E-14
4.24E-01,1.04E-13
4.60E-01,1.12E-13
4.98E-01,1.20E-13
5.38E-01,1.28E-13
5.78E-01,1.36E-13
6.21E-01,1.44E-13
6.65E-01,1.52E-13
7.10E-01,1.60E-13
7.57E-01,1.67E-13
8.05E-01,1.74E-13
8.55E-01,1.81E-13
9.07E-01,1.87E-13
9.59E-01,1.93E-13
1.01E+00,1.98E-13
1.07E+00,2.02E-13
1.13E+00,2.06E-13
1.19E+00,2.09E-13
1.25E+00,2.11E-13
1.31E+00,2.11E-13
1.37E+00,2.11E-13
1.44E+00,2.10E-13
1.50E+00,2.08E-13
1.57E+00,2.05E-13
1.64E+00,2.00E-13
1.71E+00,1.95E-13
1.78E+00,1.89E-13
1.85E+00,1.81E-13
1.93E+00,1.73E-13
2.01E+00,1.64E-13
2.08E+00,1.54E-13
2.16E+00,1.43E-13
2.24E+00,1.32E-13
2.33E+00,1.21E-13
2.41E+00,1.10E-13
2.50E+00,9.85E-14
2.58E+00,8.74E-14
2.67E+00,7.66E-14
2.76E+00,6.64E-14
2.85E+00,5.69E-14
2.94E+00,4.82E-14
3.04E+00,4.05E-14
3.13E+00,3.38E-14
3.23E+00,2.82E-14
3.33E+00,2.37E-14
3.43E+00,2.03E-14
3.53E+00,1.80E-14
3.63E+00,1.67E-14
3.74E+00,1.63E-14
3.84E+00,1.67E-14
3.95E+00,1.76E-14
4.06E+00,1.91E-14
4.17E+00,2.08E-14
4.28E+00,2.26E-14
4.39E+00,2.43E-14
4.51E+00,2.59E-14
4.62E+00,2.71E-14
4.74E+00,2.80E-14
4.86E+00,2.85E-14
4.98E+00,2.85E-14
5.10E+00,2.81E-14
5.22E+00,2.73E-14
5.35E+00,2.63E-14
5.47E+00,2.50E-14
5.60E+00,2.37E-14
5.73E+00,2.23E-14
5.86E+00,2.10E-14
5.99E+00,1.99E-14
6.12E+00,1.89E-14
6.26E+00,1.81E-14
6.39E+00,1.76E-14
6.53E+00,1.73E-14
6.67E+00,1.71E-14
6.81E+00,1.71E-14
6.95E+00,1.71E-14
7.09E+00,1.72E-14
7.23E+00,1.73E-14
7.38E+00,1.74E-14
7.53E+00,1.74E-14
7.67E+00,1.74E-14
7.82E+00,1.73E-14
7.97E+00,1.72E-14
8.13E+00,1.70E-14
8.28E+00,1.69E-14
8.43E+00,1.68E-14
8.59E+00,1.68E-14
8.75E+00,1.68E-14
8.91E+00,1.69E-14
9.07E+00,1.70E-14
9.23E+00,1.71E-14
9.39E+00,1.73E-14
9.56E+00,1.74E-14
9.72E+00,1.75E-14
9.89E+00,1.75E-14
1.01E+01,1.75E-14
1.02E+01,1.73E-14
1.04E+01,1.71E-14
1.06E+01,1.68E-14
1.07E+01,1.65E-14
1.09E+01,1.62E-14
1.11E+01,1.60E-14
1.13E+01,1.58E-14
1.15E+01,1.57E-14
1.16E+01,1.56E-14
1.18E+01,1.57E-14
1.20E+01,1.58E-14
1.22E+01,1.60E-14
1.24E+01,1.61E-14
1.26E+01,1.62E-14
1.27E+01,1.63E-14
1.29E+01,1.63E-14
1.31E+01,1.62E-14
1.33E+01,1.61E-14
1.35E+01,1.58E-14
1.37E+01,1.55E-14
1.39E+01,1.52E-14
1.41E+01,1.49E-14
1.43E+01,1.45E-14
1.45E+01,1.42E-14
1.47E+01,1.39E-14
1.49E+01,1.37E-14
1.51E+01,1.35E-14
1.53E+01,1.33E-14
1.55E+01,1.32E-14
1.57E+01,1.32E-14
1.59E+01,1.32E-14
1.61E+01,1.33E-14
1.63E+01,1.34E-14
1.66E+01,1.35E-14
1.68E+01,1.37E-14
1.70E+01,1.38E-14
1.72E+01,1.39E-14
1.74E+01,1.40E-14
1.76E+01,1.41E-14
1.79E+01,1.42E-14
1.81E+01,1.42E-14
1.83E+01,1.43E-14
1.85E+01,1.43E-14
1.87E+01,1.43E-14
1.90E+01,1.43E-14
1.92E+01,1.43E-14
