#0.25eV differential cross sections for H-H2 elastic collisions from Krstic and Shultz. 1998,
#angle(deg),sigma(cm^2)
0.000440648,2.51E-17
0.00232174,1.32E-16
0.005705932,3.25E-16
0.010593932,6.03E-16
0.016985735,9.67E-16
0.024881265,1.42E-15
0.034280351,1.95E-15
0.045182936,2.57E-15
0.057588561,3.28E-15
0.071497684,4.07E-15
0.086909103,4.95E-15
0.10382339,5.91E-15
0.122239973,6.95E-15
0.14215885,8.08E-15
0.163578878,9.30E-15
0.186500627,1.06E-14
0.210922953,1.20E-14
0.236845856,1.34E-14
0.264268762,1.50E-14
0.293191098,1.66E-14
0.323612865,1.83E-14
0.355532917,2.01E-14
0.388951253,2.19E-14
0.423867301,2.39E-14
0.460279915,2.59E-14
0.498189095,2.80E-14
0.537594267,3.01E-14
0.578492567,3.23E-14
0.620885715,3.46E-14
0.664774282,3.69E-14
0.710158269,3.93E-14
0.757031946,4.17E-14
0.805395313,4.42E-14
0.855248371,4.67E-14
0.906591119,4.92E-14
0.959429287,5.18E-14
1.013751416,5.44E-14
1.069557505,5.70E-14
1.126853284,5.96E-14
1.185633025,6.22E-14
1.245896726,6.48E-14
1.307644387,6.74E-14
1.37087028,7.00E-14
1.435585863,7.25E-14
1.501773947,7.50E-14
1.569445992,7.75E-14
1.638590539,7.98E-14
1.709213317,8.21E-14
1.781314326,8.43E-14
1.854887836,8.65E-14
1.929933848,8.85E-14
2.006452362,9.04E-14
2.084443377,9.21E-14
2.163901164,9.38E-14
2.244825723,9.52E-14
2.327217054,9.66E-14
2.411075157,9.77E-14
2.496400032,9.87E-14
2.583180219,9.95E-14
2.671427179,1.00E-13
2.761129451,1.00E-13
2.852292766,1.01E-13
2.944911394,1.01E-13
3.038979605,1.00E-13
3.134508858,9.97E-14
3.231487694,9.90E-14
3.329916114,9.80E-14
3.429788387,9.68E-14
3.531115973,9.54E-14
3.633881683,9.37E-14
3.738091247,9.18E-14
3.843744664,8.97E-14
3.950836206,8.74E-14
4.059365871,8.48E-14
4.169333661,8.21E-14
4.280733845,7.92E-14
4.393572153,7.61E-14
4.507831397,7.29E-14
4.623528764,6.95E-14
4.740647067,6.60E-14
4.859192035,6.25E-14
4.979157938,5.88E-14
5.100544777,5.51E-14
5.223352551,5.14E-14
5.34757553,4.77E-14
5.473213715,4.40E-14
5.600267107,4.04E-14
5.728724244,3.68E-14
5.858608047,3.33E-14
5.989872678,3.00E-14
6.122569703,2.68E-14
6.256641827,2.38E-14
6.39208905,2.10E-14
6.528968667,1.84E-14
6.667280679,1.60E-14
6.806910493,1.39E-14
6.947972703,1.20E-14
7.090410011,1.04E-14
7.234279713,9.04E-15
7.379467218,7.96E-15
7.526087118,7.15E-15
7.674024821,6.58E-15
7.823394918,6.26E-15
7.974082818,6.16E-15
8.126203113,6.27E-15
8.27964121,6.56E-15
8.434454406,7.01E-15
8.590642701,7.59E-15
8.748206095,8.27E-15
8.907144587,9.02E-15
9.067400883,9.81E-15
9.228974981,1.06E-14
9.391981474,1.14E-14
9.556248473,1.22E-14
9.721947868,1.28E-14
9.888907769,1.34E-14
10.05724277,1.39E-14
10.22695287,1.43E-14
10.39792347,1.46E-14
10.57026918,1.47E-14
10.74393269,1.47E-14
10.918914,1.46E-14
11.09521311,1.44E-14
11.27283003,1.40E-14
11.45176475,1.36E-14
11.63207457,1.31E-14
11.81358759,1.26E-14
11.99647572,1.20E-14
12.18068165,1.15E-14
12.36614809,1.09E-14
12.55293233,1.03E-14
12.74097708,9.82E-15
12.93033963,9.36E-15
13.12096269,8.95E-15
13.31290355,8.61E-15
13.50610492,8.34E-15
13.70062409,8.14E-15
13.89640377,8.01E-15
14.09338666,7.94E-15
14.29174465,7.93E-15
14.49130585,7.96E-15
14.69212756,8.03E-15
14.89420977,8.13E-15
15.09755249,8.25E-15
15.30215572,8.37E-15
15.50801946,8.48E-15
15.7150864,8.58E-15
15.92341386,8.66E-15
16.13300182,8.71E-15
16.34379299,8.74E-15
16.55584467,8.73E-15
16.76909956,8.69E-15
16.98361496,8.62E-15
17.19927628,8.53E-15
17.4161981,8.41E-15
17.63438043,8.28E-15
17.85370867,8.14E-15
18.07424013,8.00E-15
18.29603209,7.86E-15
18.51896997,7.73E-15
18.74311106,7.62E-15
18.96845536,7.52E-15
19.19500287,7.45E-15
19.4226963,7.40E-15
19.65159294,7.36E-15
19.88163549,7.35E-15
20.11288126,7.36E-15
20.34527294,7.37E-15
20.57881054,7.39E-15
20.81355134,7.42E-15
21.04943807,7.44E-15
21.28647071,7.46E-15
21.52464926,7.47E-15
21.76397374,7.46E-15
22.00444412,7.44E-15
22.24606042,7.40E-15
22.48882264,7.35E-15
22.73267348,7.28E-15
22.97767023,7.21E-15
23.22375561,7.12E-15
23.47098689,7.04E-15
23.7193068,6.96E-15
23.96877263,6.88E-15
24.21932707,6.81E-15
24.47097013,6.76E-15
24.72370182,6.71E-15
24.97752212,6.68E-15
25.23248834,6.66E-15
25.48848588,6.65E-15
25.74551475,6.65E-15
26.00368953,6.66E-15
26.26289564,6.67E-15
26.52319036,6.68E-15
26.78457371,6.68E-15
27.04698838,6.69E-15
27.31043438,6.68E-15
27.57491169,6.67E-15
27.84047763,6.65E-15
28.10707489,6.62E-15
28.37470348,6.59E-15
28.64336339,6.55E-15
28.91299733,6.51E-15
29.18371989,6.46E-15
29.45541647,6.41E-15
29.72814438,6.37E-15
30.00190362,6.33E-15
30.27663688,6.29E-15
30.55234417,6.26E-15
30.82908279,6.23E-15
31.10679543,6.20E-15
31.3854821,6.19E-15
31.6652001,6.17E-15
31.94583483,6.16E-15
32.22744358,6.15E-15
32.51002637,6.14E-15
32.79358318,6.14E-15
33.07811402,6.13E-15
33.36356159,6.12E-15
33.6499832,6.10E-15
33.93732153,6.08E-15
34.2255766,6.06E-15
34.51480569,6.04E-15
34.80495152,6.02E-15
35.09601408,5.99E-15
35.38799337,5.96E-15
35.6808894,5.93E-15
35.97470215,5.90E-15
36.26937435,5.87E-15
36.56502057,5.85E-15
36.86152623,5.83E-15
37.15889132,5.81E-15
37.45717315,5.79E-15
37.75631442,5.77E-15
38.05631512,5.76E-15
38.35723255,5.75E-15
38.65895213,5.73E-15
38.96158844,5.72E-15
39.26502688,5.70E-15
39.56932477,5.68E-15
39.87448209,5.66E-15
40.18049885,5.64E-15
40.48731775,5.62E-15
40.79493879,5.59E-15
41.10341926,5.57E-15
41.41270188,5.54E-15
41.72278664,5.52E-15
42.03373084,5.50E-15
42.34541988,5.48E-15
42.65791106,5.46E-15
42.97120438,5.44E-15
43.28529984,5.42E-15
43.60014015,5.40E-15
43.9157826,5.38E-15
44.23222719,5.37E-15
44.54935933,5.35E-15
44.86729361,5.33E-15
45.18603003,5.31E-15
45.505454,5.29E-15
45.82562282,5.27E-15
46.14653648,5.25E-15
46.46819499,5.23E-15
46.79054104,5.21E-15
47.11368924,5.19E-15
47.43746769,5.17E-15
47.76199099,5.15E-15
48.08725913,5.13E-15
48.41315752,5.11E-15
48.73980076,5.09E-15
49.06713155,5.07E-15
49.39514988,5.05E-15
49.72379848,5.03E-15
50.05313462,5.01E-15
50.38315831,4.99E-15
50.71386955,4.97E-15
51.04521104,4.95E-15
51.37718279,4.93E-15
51.70984208,4.91E-15
52.04313163,4.89E-15
52.37705143,4.87E-15
52.71154419,4.85E-15
53.0467245,4.83E-15
53.38253507,4.81E-15
53.71891859,4.79E-15
54.05587507,4.77E-15
54.3935191,4.74E-15
54.73167879,4.72E-15
55.07046873,4.70E-15
55.40983163,4.68E-15
55.74976749,4.66E-15
56.09033361,4.64E-15
56.43141538,4.62E-15
56.77301282,4.60E-15
57.11524051,4.58E-15
57.45792657,4.56E-15
57.80112829,4.54E-15
58.14490297,4.52E-15
58.4892506,4.50E-15
58.83417119,4.48E-15
59.17966474,4.46E-15
59.52573125,4.44E-15
59.87237072,4.42E-15
60.21901018,4.40E-15
60.56679557,4.38E-15
60.91458095,4.36E-15
61.26293929,4.34E-15
61.61187058,4.32E-15
61.96137484,4.30E-15
62.31087909,4.29E-15
62.66152926,4.27E-15
63.01217944,4.25E-15
63.36340256,4.23E-15
63.71462569,4.21E-15
64.06699474,4.19E-15
64.41936378,4.17E-15
64.77230578,4.15E-15
65.12582074,4.13E-15
65.47990866,4.11E-15
65.83399658,4.09E-15
66.18865745,4.07E-15
66.54331833,4.05E-15
66.89912512,4.03E-15
67.25435895,4.01E-15
67.6107387,4.00E-15
67.96711845,3.98E-15
68.32407115,3.96E-15
68.68159682,3.94E-15
69.03912248,3.92E-15
69.3972211,3.90E-15
69.75531973,3.88E-15
70.11399131,3.86E-15
70.47323584,3.85E-15
70.83248038,3.83E-15
71.19172492,3.81E-15
71.55211537,3.79E-15
71.91193287,3.77E-15
72.27289628,3.75E-15
72.63385969,3.73E-15
72.9948231,3.71E-15
73.35635947,3.70E-15
73.71789584,3.68E-15
74.08000516,3.66E-15
74.44211449,3.64E-15
74.80479677,3.62E-15
75.16747906,3.60E-15
75.53016134,3.58E-15
75.89341659,3.57E-15
76.25724479,3.55E-15
76.62107299,3.53E-15
76.98490118,3.51E-15
77.34872938,3.49E-15
77.71313054,3.47E-15
78.07810466,3.46E-15
78.44250582,3.44E-15
78.80747993,3.42E-15
79.173027,3.40E-15
79.53800112,3.38E-15
79.90354819,3.36E-15
80.26909527,3.34E-15
80.6352153,3.32E-15
81.00133533,3.31E-15
81.36745536,3.29E-15
81.73357539,3.27E-15
82.10026838,3.25E-15
82.46638841,3.23E-15
82.8330814,3.21E-15
83.19977439,3.20E-15
83.56704034,3.18E-15
83.93373332,3.16E-15
84.30099927,3.14E-15
84.66826522,3.12E-15
85.03553116,3.10E-15
85.40279711,3.08E-15
85.77063602,3.07E-15
86.13790196,3.05E-15
86.50574087,3.03E-15
86.87357977,3.01E-15
87.24084572,2.99E-15
87.60868462,2.97E-15
87.97652353,2.95E-15
88.34436243,2.93E-15
88.71220134,2.92E-15
89.08004024,2.90E-15
89.44787914,2.88E-15
89.81629101,2.86E-15
90.18412991,2.84E-15
90.55196882,2.83E-15
90.91980772,2.81E-15
91.28764662,2.79E-15
91.65548553,2.77E-15
92.02332443,2.75E-15
92.39116334,2.74E-15
92.75900224,2.72E-15
93.12684115,2.70E-15
93.49410709,2.68E-15
93.861946,2.66E-15
94.22921195,2.64E-15
94.59705085,2.63E-15
94.9643168,2.61E-15
95.33158274,2.59E-15
95.69884869,2.57E-15
96.06611464,2.56E-15
96.43280763,2.54E-15
96.80007357,2.52E-15
97.16676656,2.50E-15
97.53345955,2.49E-15
97.90015254,2.47E-15
98.26627257,2.45E-15
98.63296556,2.44E-15
98.99908559,2.42E-15
99.36463266,2.40E-15
99.73075269,2.38E-15
100.0962998,2.37E-15
100.4618468,2.35E-15
100.8273939,2.33E-15
101.192368,2.32E-15
101.5573421,2.30E-15
101.9223163,2.28E-15
