#0.19eV differential cross sections for H-H2 elastic collisions from Krstic and Shultz. 1998
#angle(deg),sigma(cm^2)
156.5292048,2.87E-12
156.7761497,2.90E-12
157.0225215,2.93E-12
157.2671745,2.97E-12
157.5112545,3.00E-12
157.7541886,3.03E-12
157.9954038,3.07E-12
158.2360461,3.10E-12
158.4755425,3.14E-12
158.71332,3.18E-12
158.9505245,3.21E-12
159.1865831,3.25E-12
159.4209228,3.29E-12
159.6546896,3.33E-12
159.8873105,3.37E-12
160.1182125,3.41E-12
160.3485415,3.45E-12
160.5771517,3.49E-12
160.8051889,3.53E-12
161.0315072,3.58E-12
161.2566796,3.62E-12
161.4812791,3.67E-12
161.7041596,3.71E-12
161.9258943,3.76E-12
162.1464831,3.81E-12
162.3653529,3.85E-12
162.5836499,3.90E-12
162.8008009,3.95E-12
163.016233,4.01E-12
163.2310922,4.06E-12
163.4442325,4.11E-12
163.6562269,4.17E-12
163.8670753,4.22E-12
164.0767779,4.28E-12
164.2847616,4.34E-12
164.4921723,4.40E-12
164.6978641,4.46E-12
164.9024101,4.52E-12
165.1058101,4.58E-12
165.3080642,4.65E-12
165.5085994,4.71E-12
165.7085617,4.78E-12
165.9068051,4.85E-12
166.1039026,4.92E-12
166.2992812,4.99E-12
166.4940868,5.06E-12
166.6871736,5.13E-12
166.8791145,5.21E-12
167.0699094,5.29E-12
167.2589855,5.37E-12
167.4469156,5.45E-12
167.6336999,5.53E-12
167.8193382,5.62E-12
168.0032576,5.71E-12
168.1866041,5.80E-12
168.3682318,5.89E-12
168.5481405,5.98E-12
168.7269033,6.08E-12
168.9045203,6.17E-12
169.0809913,6.28E-12
169.2563163,6.38E-12
169.4299226,6.48E-12
169.6018099,6.59E-12
169.7731243,6.70E-12
169.9427198,6.82E-12
170.1111694,6.94E-12
170.2779001,7.06E-12
170.4434849,7.18E-12
170.6079238,7.31E-12
170.7712168,7.44E-12
170.9327909,7.57E-12
171.0926461,7.71E-12
171.2519283,7.85E-12
171.4094917,7.99E-12
171.5653363,8.14E-12
171.7206078,8.29E-12
171.8735876,8.45E-12
172.0259943,8.61E-12
172.1766822,8.78E-12
172.3262242,8.95E-12
172.4740473,9.13E-12
172.6207245,9.31E-12
172.7656828,9.50E-12
172.9094952,9.69E-12
173.0521617,9.89E-12
173.1931094,1.01E-11
173.3329111,1.03E-11
173.4709939,1.05E-11
173.6079308,1.08E-11
173.7431488,1.10E-11
173.877221,1.12E-11
174.0101472,1.15E-11
174.1413545,1.17E-11
174.2714159,1.20E-11
174.3997585,1.23E-11
174.5269551,1.26E-11
174.6524329,1.29E-11
174.7767647,1.32E-11
174.8993777,1.35E-11
175.0208447,1.38E-11
175.1405929,1.42E-11
175.2591952,1.45E-11
175.3766515,1.49E-11
175.492389,1.53E-11
175.6064076,1.57E-11
175.7192803,1.61E-11
175.8304341,1.65E-11
175.940442,1.70E-11
176.049304,1.74E-11
176.1564471,1.79E-11
176.2618713,1.84E-11
176.3661496,1.89E-11
176.4687091,1.95E-11
176.5701226,2.01E-11
176.6698173,2.07E-11
176.768366,2.13E-11
176.8657688,2.20E-11
176.9608798,2.27E-11
177.0548449,2.34E-11
177.1476641,2.41E-11
177.2387643,2.49E-11
177.3287187,2.58E-11
177.4169542,2.67E-11
177.5034708,2.76E-11
177.5888416,2.86E-11
177.6730664,2.96E-11
177.7549993,3.07E-11
177.8363593,3.18E-11
177.9154275,3.30E-11
177.9933498,3.43E-11
178.0701261,3.57E-11
178.1451836,3.71E-11
178.2185222,3.87E-11
178.2907149,4.03E-11
178.3611887,4.20E-11
178.4305166,4.39E-11
178.4981256,4.59E-11
178.5645887,4.80E-11
178.6293329,5.02E-11
178.6923583,5.27E-11
178.7542377,5.53E-11
178.8143983,5.81E-11
178.8734129,6.11E-11
178.9307087,6.44E-11
178.9862856,6.79E-11
179.0407166,7.18E-11
179.0934287,7.60E-11
179.1449949,8.05E-11
179.1948423,8.55E-11
179.2429707,9.10E-11
179.2899533,9.70E-11
179.3352169,1.04E-10
179.3793347,1.11E-10
179.4217335,1.19E-10
179.4624135,1.28E-10
179.5019476,1.38E-10
179.5397629,1.50E-10
179.5758592,1.62E-10
179.6108096,1.77E-10
179.6446141,1.94E-10
179.6761268,2.13E-10
179.7070665,2.35E-10
179.7357144,2.61E-10
179.7632164,2.91E-10
