#0.63eV differential cross sections for H-H2 elastic collisions from Krstic and Shultz. 1998,
#angle(deg),sigma(cm^2)
0.000440648,5.88E-17
0.00232174,3.10E-16
0.005705932,7.61E-16
0.010593932,1.41E-15
0.016985735,2.27E-15
0.024881265,3.32E-15
0.034280351,4.57E-15
0.045182936,6.02E-15
0.057588561,7.68E-15
0.071497684,9.53E-15
0.086909103,1.16E-14
0.10382339,1.38E-14
0.122239973,1.63E-14
0.14215885,1.89E-14
0.163578878,2.17E-14
0.186500627,2.48E-14
0.210922953,2.80E-14
0.236845856,3.13E-14
0.264268762,3.49E-14
0.293191098,3.87E-14
0.323612865,4.26E-14
0.355532917,4.66E-14
0.388951253,5.08E-14
0.423867301,5.52E-14
0.460279915,5.96E-14
0.498189095,6.42E-14
0.537594267,6.89E-14
0.578492567,7.37E-14
0.620885715,7.86E-14
0.664774282,8.35E-14
0.710158269,8.84E-14
0.757031946,9.34E-14
0.805395313,9.83E-14
0.855248371,1.03E-13
0.906591119,1.08E-13
0.959429287,1.13E-13
1.013751416,1.17E-13
1.069557505,1.22E-13
1.126853284,1.26E-13
1.185633025,1.30E-13
1.245896726,1.34E-13
1.307644387,1.38E-13
1.37087028,1.41E-13
1.435585863,1.44E-13
1.501773947,1.46E-13
1.569445992,1.49E-13
1.638590539,1.50E-13
1.709213317,1.51E-13
1.781314326,1.52E-13
1.854887836,1.52E-13
1.929933848,1.52E-13
2.006452362,1.51E-13
2.084443377,1.50E-13
2.163901164,1.48E-13
2.244825723,1.45E-13
2.327217054,1.42E-13
2.411075157,1.39E-13
2.496400032,1.34E-13
2.583180219,1.30E-13
2.671427179,1.25E-13
2.761129451,1.19E-13
2.852292766,1.13E-13
2.944911394,1.07E-13
3.038979605,1.00E-13
3.134508858,9.35E-14
3.231487694,8.66E-14
3.329916114,7.96E-14
3.429788387,7.26E-14
3.531115973,6.56E-14
3.633881683,5.88E-14
3.738091247,5.23E-14
3.843744664,4.60E-14
3.950836206,4.01E-14
4.059365871,3.46E-14
4.169333661,2.97E-14
4.280733845,2.52E-14
4.393572153,2.14E-14
4.507831397,1.81E-14
4.623528764,1.54E-14
4.740647067,1.34E-14
4.859192035,1.19E-14
4.979157938,1.10E-14
5.100544777,1.06E-14
5.223352551,1.06E-14
5.34757553,1.11E-14
5.473213715,1.19E-14
5.600267107,1.29E-14
5.728724244,1.41E-14
5.858608047,1.53E-14
5.989872678,1.66E-14
6.122569703,1.78E-14
6.256641827,1.89E-14
6.39208905,1.97E-14
6.528968667,2.04E-14
6.667280679,2.08E-14
6.806910493,2.10E-14
6.947972703,2.09E-14
7.090410011,2.06E-14
7.234279713,2.01E-14
7.379467218,1.93E-14
7.526087118,1.85E-14
7.674024821,1.76E-14
7.823394918,1.66E-14
7.974082818,1.56E-14
8.126203113,1.47E-14
8.27964121,1.39E-14
8.434454406,1.32E-14
8.590642701,1.26E-14
8.748206095,1.22E-14
8.907144587,1.19E-14
9.067400883,1.17E-14
9.228974981,1.16E-14
9.391981474,1.16E-14
9.556248473,1.17E-14
9.721947868,1.18E-14
9.888907769,1.19E-14
10.05724277,1.21E-14
10.22695287,1.21E-14
10.39792347,1.22E-14
10.57026918,1.22E-14
10.74393269,1.21E-14
10.918914,1.20E-14
11.09521311,1.19E-14
11.27283003,1.18E-14
11.45176475,1.16E-14
11.63207457,1.14E-14
11.81358759,1.13E-14
11.99647572,1.12E-14
12.18068165,1.11E-14
12.36614809,1.11E-14
12.55293233,1.11E-14
12.74097708,1.11E-14
12.93033963,1.12E-14
13.12096269,1.13E-14
13.31290355,1.13E-14
13.50610492,1.14E-14
13.70062409,1.14E-14
13.89640377,1.14E-14
14.09338666,1.13E-14
14.29174465,1.12E-14
14.49130585,1.10E-14
14.69212756,1.08E-14
14.89420977,1.06E-14
15.09755249,1.04E-14
15.30215572,1.02E-14
15.50801946,9.98E-15
15.7150864,9.82E-15
15.92341386,9.70E-15
16.13300182,9.63E-15
16.34379299,9.59E-15
16.55584467,9.58E-15
16.76909956,9.60E-15
16.98361496,9.63E-15
17.19927628,9.67E-15
17.4161981,9.70E-15
17.63438043,9.72E-15
17.85370867,9.72E-15
18.07424013,9.70E-15
18.29603209,9.65E-15
18.51896997,9.58E-15
18.74311106,9.49E-15
18.96845536,9.38E-15
19.19500287,9.26E-15
19.4226963,9.13E-15
19.65159294,9.00E-15
19.88163549,8.88E-15
20.11288126,8.76E-15
20.34527294,8.66E-15
20.57881054,8.57E-15
20.81355134,8.49E-15
21.04943807,8.42E-15
21.28647071,8.37E-15
21.52464926,8.33E-15
21.76397374,8.30E-15
22.00444412,8.28E-15
22.24606042,8.26E-15
22.48882264,8.25E-15
22.73267348,8.25E-15
22.97767023,8.26E-15
23.22375561,8.28E-15
23.47098689,8.31E-15
23.7193068,8.33E-15
23.96877263,8.36E-15
24.21932707,8.39E-15
24.47097013,8.40E-15
24.72370182,8.41E-15
24.97752212,8.40E-15
25.23248834,8.37E-15
25.48848588,8.33E-15
25.74551475,8.27E-15
26.00368953,8.21E-15
26.26289564,8.14E-15
26.52319036,8.08E-15
26.78457371,8.02E-15
27.04698838,7.97E-15
27.31043438,7.93E-15
27.57491169,7.91E-15
27.84047763,7.90E-15
28.10707489,7.90E-15
28.37470348,7.90E-15
28.64336339,7.92E-15
28.91299733,7.94E-15
29.18371989,7.96E-15
29.45541647,7.98E-15
29.72814438,7.99E-15
30.00190362,7.99E-15
30.27663688,7.98E-15
30.55234417,7.96E-15
30.82908279,7.92E-15
31.10679543,7.88E-15
31.3854821,7.82E-15
31.6652001,7.75E-15
