#0.31eV differential cross sections for H-H2 elastic collisions from Krstic and Shultz. 1998,
#angle(deg),sigma(cm^2)
0.000440648,3.10E-17
0.00232174,1.63E-16
0.005705932,4.01E-16
0.010593932,7.44E-16
0.016985735,1.19E-15
0.024881265,1.75E-15
0.034280351,2.41E-15
0.045182936,3.17E-15
0.057588561,4.04E-15
0.071497684,5.02E-15
0.086909103,6.10E-15
0.10382339,7.29E-15
0.122239973,8.58E-15
0.14215885,9.97E-15
0.163578878,1.15E-14
0.186500627,1.31E-14
0.210922953,1.48E-14
0.236845856,1.66E-14
0.264268762,1.85E-14
0.293191098,2.05E-14
0.323612865,2.26E-14
0.355532917,2.48E-14
0.388951253,2.70E-14
0.423867301,2.94E-14
0.460279915,3.18E-14
0.498189095,3.44E-14
0.537594267,3.70E-14
0.578492567,3.97E-14
0.620885715,4.24E-14
0.664774282,4.52E-14
0.710158269,4.81E-14
0.757031946,5.10E-14
0.805395313,5.40E-14
0.855248371,5.70E-14
0.906591119,6.01E-14
0.959429287,6.31E-14
1.013751416,6.62E-14
1.069557505,6.92E-14
1.126853284,7.23E-14
1.185633025,7.53E-14
1.245896726,7.83E-14
1.307644387,8.13E-14
1.37087028,8.42E-14
1.435585863,8.70E-14
1.501773947,8.97E-14
1.569445992,9.23E-14
1.638590539,9.49E-14
1.709213317,9.73E-14
1.781314326,9.95E-14
1.854887836,1.02E-13
1.929933848,1.04E-13
2.006452362,1.05E-13
2.084443377,1.07E-13
2.163901164,1.08E-13
2.244825723,1.09E-13
2.327217054,1.10E-13
2.411075157,1.11E-13
2.496400032,1.11E-13
2.583180219,1.11E-13
2.671427179,1.11E-13
2.761129451,1.11E-13
2.852292766,1.10E-13
2.944911394,1.09E-13
3.038979605,1.08E-13
3.134508858,1.06E-13
3.231487694,1.04E-13
3.329916114,1.02E-13
3.429788387,9.95E-14
3.531115973,9.68E-14
3.633881683,9.38E-14
3.738091247,9.06E-14
3.843744664,8.71E-14
3.950836206,8.35E-14
4.059365871,7.97E-14
4.169333661,7.57E-14
4.280733845,7.16E-14
4.393572153,6.73E-14
4.507831397,6.30E-14
4.623528764,5.87E-14
4.740647067,5.43E-14
4.859192035,5.00E-14
4.979157938,4.57E-14
5.100544777,4.15E-14
5.223352551,3.74E-14
5.34757553,3.35E-14
5.473213715,2.98E-14
5.600267107,2.63E-14
5.728724244,2.30E-14
5.858608047,2.00E-14
5.989872678,1.73E-14
6.122569703,1.49E-14
6.256641827,1.29E-14
6.39208905,1.11E-14
6.528968667,9.69E-15
6.667280679,8.58E-15
6.806910493,7.79E-15
6.947972703,7.30E-15
7.090410011,7.09E-15
7.234279713,7.13E-15
7.379467218,7.41E-15
7.526087118,7.88E-15
7.674024821,8.51E-15
7.823394918,9.26E-15
7.974082818,1.01E-14
8.126203113,1.10E-14
8.27964121,1.19E-14
8.434454406,1.28E-14
8.590642701,1.36E-14
8.748206095,1.43E-14
8.907144587,1.49E-14
9.067400883,1.54E-14
9.228974981,1.58E-14
9.391981474,1.60E-14
9.556248473,1.60E-14
9.721947868,1.59E-14
9.888907769,1.57E-14
10.05724277,1.53E-14
10.22695287,1.49E-14
10.39792347,1.43E-14
10.57026918,1.37E-14
10.74393269,1.31E-14
10.918914,1.24E-14
11.09521311,1.18E-14
11.27283003,1.12E-14
11.45176475,1.06E-14
11.63207457,1.01E-14
11.81358759,9.65E-15
11.99647572,9.30E-15
12.18068165,9.04E-15
12.36614809,8.85E-15
12.55293233,8.75E-15
12.74097708,8.71E-15
12.93033963,8.73E-15
13.12096269,8.80E-15
13.31290355,8.91E-15
13.50610492,9.03E-15
13.70062409,9.15E-15
13.89640377,9.27E-15
14.09338666,9.37E-15
14.29174465,9.45E-15
14.49130585,9.49E-15
14.69212756,9.49E-15
14.89420977,9.46E-15
15.09755249,9.39E-15
15.30215572,9.29E-15
15.50801946,9.16E-15
15.7150864,9.01E-15
15.92341386,8.84E-15
16.13300182,8.67E-15
16.34379299,8.51E-15
16.55584467,8.36E-15
16.76909956,8.23E-15
16.98361496,8.12E-15
17.19927628,8.04E-15
17.4161981,7.98E-15
17.63438043,7.95E-15
17.85370867,7.94E-15
18.07424013,7.95E-15
18.29603209,7.98E-15
18.51896997,8.01E-15
18.74311106,8.04E-15
18.96845536,8.06E-15
19.19500287,8.07E-15
19.4226963,8.06E-15
19.65159294,8.04E-15
19.88163549,8.00E-15
20.11288126,7.94E-15
20.34527294,7.86E-15
20.57881054,7.77E-15
20.81355134,7.67E-15
21.04943807,7.57E-15
21.28647071,7.48E-15
21.52464926,7.39E-15
21.76397374,7.31E-15
22.00444412,7.25E-15
22.24606042,7.20E-15
22.48882264,7.17E-15
22.73267348,7.15E-15
22.97767023,7.14E-15
23.22375561,7.15E-15
23.47098689,7.15E-15
23.7193068,7.17E-15
23.96877263,7.17E-15
24.21932707,7.18E-15
24.47097013,7.17E-15
24.72370182,7.16E-15
24.97752212,7.14E-15
25.23248834,7.11E-15
25.48848588,7.06E-15
25.74551475,7.02E-15
26.00368953,6.97E-15
26.26289564,6.91E-15
26.52319036,6.86E-15
26.78457371,6.81E-15
27.04698838,6.76E-15
27.31043438,6.72E-15
27.57491169,6.69E-15
27.84047763,6.66E-15
28.10707489,6.64E-15
28.37470348,6.62E-15
28.64336339,6.61E-15
28.91299733,6.60E-15
29.18371989,6.59E-15
29.45541647,6.58E-15
29.72814438,6.57E-15
30.00190362,6.55E-15
30.27663688,6.53E-15
30.55234417,6.51E-15
30.82908279,6.48E-15
31.10679543,6.45E-15
31.3854821,6.41E-15
31.6652001,6.38E-15
31.94583483,6.34E-15
32.22744358,6.31E-15
32.51002637,6.28E-15
32.79358318,6.25E-15
33.07811402,6.22E-15
33.36356159,6.20E-15
33.6499832,6.18E-15
33.93732153,6.16E-15
34.2255766,6.14E-15
34.51480569,6.13E-15
34.80495152,6.11E-15
35.09601408,6.09E-15
35.38799337,6.06E-15
35.6808894,6.04E-15
35.97470215,6.01E-15
36.26937435,5.98E-15
36.56502057,5.95E-15
36.86152623,5.92E-15
37.15889132,5.89E-15
37.45717315,5.86E-15
37.75631442,5.83E-15
38.05631512,5.81E-15
38.35723255,5.78E-15
38.65895213,5.76E-15
38.96158844,5.74E-15
39.26502688,5.72E-15
39.56932477,5.69E-15
39.87448209,5.67E-15
40.18049885,5.65E-15
40.48731775,5.63E-15
40.79493879,5.60E-15
41.10341926,5.58E-15
41.41270188,5.56E-15
41.72278664,5.53E-15
42.03373084,5.51E-15
42.34541988,5.49E-15
42.65791106,5.46E-15
42.97120438,5.44E-15
43.28529984,5.42E-15
43.60014015,5.39E-15
43.9157826,5.37E-15
44.23222719,5.35E-15
44.54935933,5.32E-15
44.86729361,5.30E-15
45.18603003,5.28E-15
45.505454,5.26E-15
45.82562282,5.24E-15
46.14653648,5.22E-15
46.46819499,5.20E-15
46.79054104,5.17E-15
47.11368924,5.15E-15
47.43746769,5.13E-15
47.76199099,5.11E-15
48.08725913,5.08E-15
48.41315752,5.06E-15
48.73980076,5.04E-15
49.06713155,5.02E-15
49.39514988,5.00E-15
49.72379848,4.98E-15
50.05313462,4.95E-15
50.38315831,4.94E-15
50.71386955,4.92E-15
51.04521104,4.90E-15
51.37718279,4.88E-15
51.70984208,4.86E-15
52.04313163,4.84E-15
52.37705143,4.82E-15
52.71154419,4.80E-15
53.0467245,4.78E-15
53.38253507,4.76E-15
53.71891859,4.74E-15
54.05587507,4.72E-15
54.3935191,4.70E-15
