#0.39eV differential cross sections for H-H2 elastic collisions from Krstic and Shultz. 1998,
#angle(deg),sigma(cm^2)
0.000440648,3.82E-17
0.00232174,2.01E-16
0.005705932,4.95E-16
0.010593932,9.19E-16
0.016985735,1.47E-15
0.024881265,2.16E-15
0.034280351,2.97E-15
0.045182936,3.92E-15
0.057588561,5.00E-15
0.071497684,6.20E-15
0.086909103,7.54E-15
0.10382339,9.00E-15
0.122239973,1.06E-14
0.14215885,1.23E-14
0.163578878,1.42E-14
0.186500627,1.61E-14
0.210922953,1.82E-14
0.236845856,2.05E-14
0.264268762,2.28E-14
0.293191098,2.53E-14
0.323612865,2.78E-14
0.355532917,3.05E-14
0.388951253,3.33E-14
0.423867301,3.62E-14
0.460279915,3.92E-14
0.498189095,4.23E-14
0.537594267,4.55E-14
0.578492567,4.87E-14
0.620885715,5.21E-14
0.664774282,5.55E-14
0.710158269,5.89E-14
0.757031946,6.24E-14
0.805395313,6.60E-14
0.855248371,6.96E-14
0.906591119,7.31E-14
0.959429287,7.67E-14
1.013751416,8.03E-14
1.069557505,8.38E-14
1.126853284,8.73E-14
1.185633025,9.08E-14
1.245896726,9.42E-14
1.307644387,9.74E-14
1.37087028,1.01E-13
1.435585863,1.04E-13
1.501773947,1.07E-13
1.569445992,1.09E-13
1.638590539,1.12E-13
1.709213317,1.14E-13
1.781314326,1.16E-13
1.854887836,1.18E-13
1.929933848,1.20E-13
2.006452362,1.21E-13
2.084443377,1.22E-13
2.163901164,1.23E-13
2.244825723,1.23E-13
2.327217054,1.23E-13
2.411075157,1.23E-13
2.496400032,1.22E-13
2.583180219,1.21E-13
2.671427179,1.20E-13
2.761129451,1.18E-13
2.852292766,1.16E-13
2.944911394,1.14E-13
3.038979605,1.11E-13
3.134508858,1.08E-13
3.231487694,1.05E-13
3.329916114,1.01E-13
3.429788387,9.69E-14
3.531115973,9.27E-14
3.633881683,8.82E-14
3.738091247,8.35E-14
3.843744664,7.87E-14
3.950836206,7.37E-14
4.059365871,6.86E-14
4.169333661,6.35E-14
4.280733845,5.85E-14
4.393572153,5.34E-14
4.507831397,4.84E-14
4.623528764,4.36E-14
4.740647067,3.90E-14
4.859192035,3.46E-14
4.979157938,3.04E-14
5.100544777,2.65E-14
5.223352551,2.30E-14
5.34757553,1.98E-14
5.473213715,1.70E-14
5.600267107,1.46E-14
5.728724244,1.26E-14
5.858608047,1.09E-14
5.989872678,9.70E-15
6.122569703,8.85E-15
6.256641827,8.36E-15
6.39208905,8.20E-15
6.528968667,8.34E-15
6.667280679,8.74E-15
6.806910493,9.35E-15
6.947972703,1.01E-14
7.090410011,1.10E-14
7.234279713,1.20E-14
7.379467218,1.30E-14
7.526087118,1.40E-14
7.674024821,1.49E-14
7.823394918,1.57E-14
7.974082818,1.64E-14
8.126203113,1.69E-14
8.27964121,1.73E-14
8.434454406,1.74E-14
8.590642701,1.74E-14
8.748206095,1.73E-14
8.907144587,1.69E-14
9.067400883,1.65E-14
9.228974981,1.59E-14
9.391981474,1.52E-14
9.556248473,1.45E-14
9.721947868,1.38E-14
9.888907769,1.30E-14
10.05724277,1.23E-14
10.22695287,1.17E-14
10.39792347,1.11E-14
10.57026918,1.06E-14
10.74393269,1.02E-14
10.918914,9.96E-15
11.09521311,9.77E-15
11.27283003,9.66E-15
11.45176475,9.64E-15
11.63207457,9.69E-15
11.81358759,9.78E-15
11.99647572,9.90E-15
12.18068165,1.00E-14
12.36614809,1.02E-14
12.55293233,1.03E-14
12.74097708,1.04E-14
12.93033963,1.04E-14
13.12096269,1.04E-14
13.31290355,1.04E-14
13.50610492,1.03E-14
13.70062409,1.01E-14
13.89640377,9.98E-15
14.09338666,9.79E-15
14.29174465,9.59E-15
14.49130585,9.39E-15
14.69212756,9.20E-15
14.89420977,9.02E-15
15.09755249,8.88E-15
15.30215572,8.76E-15
15.50801946,8.68E-15
15.7150864,8.63E-15
15.92341386,8.61E-15
16.13300182,8.62E-15
16.34379299,8.64E-15
16.55584467,8.68E-15
16.76909956,8.72E-15
16.98361496,8.75E-15
17.19927628,8.78E-15
17.4161981,8.78E-15
17.63438043,8.76E-15
17.85370867,8.72E-15
18.07424013,8.66E-15
18.29603209,8.58E-15
18.51896997,8.49E-15
18.74311106,8.39E-15
18.96845536,8.29E-15
19.19500287,8.20E-15
19.4226963,8.12E-15
19.65159294,8.05E-15
19.88163549,8.00E-15
20.11288126,7.97E-15
20.34527294,7.95E-15
20.57881054,7.94E-15
20.81355134,7.94E-15
21.04943807,7.95E-15
21.28647071,7.95E-15
21.52464926,7.95E-15
21.76397374,7.94E-15
22.00444412,7.91E-15
22.24606042,7.87E-15
22.48882264,7.81E-15
22.73267348,7.75E-15
22.97767023,7.67E-15
23.22375561,7.58E-15
23.47098689,7.49E-15
23.7193068,7.40E-15
23.96877263,7.31E-15
24.21932707,7.23E-15
24.47097013,7.16E-15
24.72370182,7.10E-15
24.97752212,7.05E-15
25.23248834,7.01E-15
25.48848588,6.99E-15
25.74551475,6.97E-15
26.00368953,6.96E-15
26.26289564,6.95E-15
26.52319036,6.94E-15
26.78457371,6.94E-15
27.04698838,6.93E-15
27.31043438,6.92E-15
27.57491169,6.91E-15
27.84047763,6.89E-15
28.10707489,6.88E-15
28.37470348,6.86E-15
28.64336339,6.85E-15
28.91299733,6.83E-15
29.18371989,6.82E-15
29.45541647,6.81E-15
29.72814438,6.79E-15
30.00190362,6.78E-15
30.27663688,6.77E-15
30.55234417,6.75E-15
30.82908279,6.72E-15
31.10679543,6.69E-15
31.3854821,6.66E-15
31.6652001,6.62E-15
31.94583483,6.57E-15
32.22744358,6.52E-15
32.51002637,6.46E-15
32.79358318,6.41E-15
33.07811402,6.35E-15
33.36356159,6.30E-15
33.6499832,6.25E-15
33.93732153,6.20E-15
34.2255766,6.16E-15
34.51480569,6.12E-15
34.80495152,6.08E-15
35.09601408,6.05E-15
35.38799337,6.02E-15
35.6808894,6.00E-15
35.97470215,5.98E-15
36.26937435,5.96E-15
36.56502057,5.95E-15
36.86152623,5.94E-15
37.15889132,5.93E-15
37.45717315,5.92E-15
37.75631442,5.91E-15
38.05631512,5.91E-15
38.35723255,5.90E-15
38.65895213,5.89E-15
38.96158844,5.88E-15
39.26502688,5.87E-15
39.56932477,5.86E-15
39.87448209,5.86E-15
40.18049885,5.85E-15
40.48731775,5.84E-15
40.79493879,5.83E-15
41.10341926,5.82E-15
41.41270188,5.82E-15
41.72278664,5.81E-15
42.03373084,5.79E-15
42.34541988,5.78E-15
42.65791106,5.77E-15
42.97120438,5.76E-15
43.28529984,5.75E-15
43.60014015,5.74E-15
