#3.1eV differential cross sections for H-H2 elastic collisions from Krstic and Shultz. 1998,
#angle(deg),sigma(cm^2)
3.08E+01,1.62E-15
3.11E+01,1.59E-15
3.14E+01,1.55E-15
3.17E+01,1.52E-15
3.19E+01,1.49E-15
3.22E+01,1.46E-15
3.25E+01,1.43E-15
3.28E+01,1.39E-15
3.31E+01,1.36E-15
3.34E+01,1.32E-15
3.36E+01,1.29E-15
3.39E+01,1.26E-15
3.42E+01,1.23E-15
3.45E+01,1.21E-15
3.48E+01,1.18E-15
3.51E+01,1.15E-15
3.54E+01,1.12E-15
3.57E+01,1.10E-15
3.60E+01,1.08E-15
3.63E+01,1.06E-15
3.66E+01,1.03E-15
3.69E+01,1.01E-15
3.72E+01,9.90E-16
3.75E+01,9.71E-16
3.78E+01,9.55E-16
3.81E+01,9.38E-16
3.84E+01,9.20E-16
3.87E+01,8.99E-16
3.90E+01,8.76E-16
3.93E+01,8.54E-16
3.96E+01,8.34E-16
3.99E+01,8.15E-16
4.02E+01,7.98E-16
4.05E+01,7.79E-16
4.08E+01,7.61E-16
4.11E+01,7.43E-16
4.14E+01,7.28E-16
4.17E+01,7.15E-16
4.20E+01,7.03E-16
4.23E+01,6.90E-16
4.27E+01,6.78E-16
4.30E+01,6.67E-16
4.33E+01,6.58E-16
4.36E+01,6.53E-16
4.39E+01,6.49E-16
4.42E+01,6.44E-16
4.45E+01,6.37E-16
4.49E+01,6.31E-16
4.52E+01,6.25E-16
4.55E+01,6.21E-16
4.58E+01,6.18E-16
4.61E+01,6.13E-16
4.65E+01,6.05E-16
4.68E+01,5.95E-16
4.71E+01,5.85E-16
4.74E+01,5.75E-16
4.78E+01,5.66E-16
4.81E+01,5.56E-16
4.84E+01,5.45E-16
4.87E+01,5.34E-16
4.91E+01,5.22E-16
4.94E+01,5.11E-16
4.97E+01,5.01E-16
5.01E+01,4.91E-16
5.04E+01,4.79E-16
5.07E+01,4.67E-16
5.10E+01,4.58E-16
5.14E+01,4.51E-16
5.17E+01,4.46E-16
5.20E+01,4.42E-16
5.24E+01,4.37E-16
5.27E+01,4.30E-16
5.30E+01,4.24E-16
5.34E+01,4.18E-16
5.37E+01,4.12E-16
5.41E+01,4.07E-16
5.44E+01,4.00E-16
5.47E+01,3.92E-16
5.51E+01,3.84E-16
5.54E+01,3.76E-16
5.57E+01,3.69E-16
5.61E+01,3.61E-16
5.64E+01,3.51E-16
5.68E+01,3.39E-16
5.71E+01,3.28E-16
5.75E+01,3.18E-16
5.78E+01,3.08E-16
5.81E+01,2.98E-16
5.85E+01,2.88E-16
5.88E+01,2.77E-16
5.92E+01,2.69E-16
5.95E+01,2.62E-16
5.99E+01,2.57E-16
6.02E+01,2.51E-16
6.06E+01,2.44E-16
6.09E+01,2.37E-16
6.13E+01,2.31E-16
6.16E+01,2.26E-16
6.20E+01,2.22E-16
6.23E+01,2.19E-16
6.27E+01,2.15E-16
6.30E+01,2.12E-16
6.34E+01,2.09E-16
6.37E+01,2.07E-16
6.41E+01,2.04E-16
6.44E+01,2.00E-16
6.48E+01,1.95E-16
6.51E+01,1.91E-16
6.55E+01,1.89E-16
6.58E+01,1.86E-16
6.62E+01,1.84E-16
6.65E+01,1.81E-16
6.69E+01,1.79E-16
6.73E+01,1.78E-16
6.76E+01,1.77E-16
6.80E+01,1.75E-16
6.83E+01,1.73E-16
6.87E+01,1.70E-16
6.90E+01,1.67E-16
6.94E+01,1.65E-16
6.98E+01,1.64E-16
7.01E+01,1.64E-16
7.05E+01,1.63E-16
7.08E+01,1.62E-16
7.12E+01,1.61E-16
7.16E+01,1.61E-16
7.19E+01,1.61E-16
7.23E+01,1.60E-16
7.26E+01,1.58E-16
7.30E+01,1.58E-16
7.34E+01,1.59E-16
7.37E+01,1.61E-16
7.41E+01,1.62E-16
7.44E+01,1.63E-16
7.48E+01,1.64E-16
7.52E+01,1.65E-16
7.55E+01,1.65E-16
7.59E+01,1.65E-16
7.63E+01,1.64E-16
7.66E+01,1.63E-16
7.70E+01,1.62E-16
7.73E+01,1.61E-16
7.77E+01,1.61E-16
7.81E+01,1.61E-16
7.84E+01,1.61E-16
7.88E+01,1.60E-16
7.92E+01,1.59E-16
7.95E+01,1.59E-16
7.99E+01,1.58E-16
8.03E+01,1.57E-16
8.06E+01,1.55E-16
8.10E+01,1.55E-16
8.14E+01,1.55E-16
8.17E+01,1.56E-16
8.21E+01,1.56E-16
8.25E+01,1.56E-16
8.28E+01,1.56E-16
8.32E+01,1.55E-16
8.36E+01,1.54E-16
8.39E+01,1.52E-16
8.43E+01,1.51E-16
8.47E+01,1.49E-16
8.50E+01,1.47E-16
8.54E+01,1.46E-16
8.58E+01,1.45E-16
8.61E+01,1.45E-16
8.65E+01,1.44E-16
8.69E+01,1.42E-16
8.72E+01,1.41E-16
8.76E+01,1.39E-16
8.80E+01,1.37E-16
8.83E+01,1.36E-16
8.87E+01,1.35E-16
8.91E+01,1.34E-16
8.94E+01,1.34E-16
8.98E+01,1.33E-16
9.02E+01,1.32E-16
9.06E+01,1.31E-16
9.09E+01,1.30E-16
9.13E+01,1.29E-16
9.17E+01,1.27E-16
9.20E+01,1.25E-16
9.24E+01,1.23E-16
9.28E+01,1.21E-16
9.31E+01,1.21E-16
9.35E+01,1.20E-16
9.39E+01,1.20E-16
9.42E+01,1.19E-16
9.46E+01,1.19E-16
9.50E+01,1.18E-16
9.53E+01,1.17E-16
9.57E+01,1.15E-16
9.61E+01,1.13E-16
9.64E+01,1.11E-16
9.68E+01,1.10E-16
9.72E+01,1.09E-16
9.75E+01,1.08E-16
9.79E+01,1.07E-16
9.83E+01,1.05E-16
9.86E+01,1.04E-16
9.90E+01,1.02E-16
9.94E+01,1.00E-16
9.97E+01,9.84E-17
1.00E+02,9.62E-17
1.00E+02,9.45E-17
1.01E+02,9.38E-17
1.01E+02,9.38E-17
1.02E+02,9.40E-17
1.02E+02,9.39E-17
1.02E+02,9.34E-17
1.03E+02,9.28E-17
1.03E+02,9.23E-17
1.03E+02,9.15E-17
1.04E+02,9.03E-17
1.04E+02,8.86E-17
1.04E+02,8.70E-17
1.05E+02,8.59E-17
1.05E+02,8.56E-17
1.06E+02,8.57E-17
1.06E+02,8.57E-17
1.06E+02,8.53E-17
1.07E+02,8.47E-17
1.07E+02,8.42E-17
1.07E+02,8.39E-17
1.08E+02,8.33E-17
1.08E+02,8.24E-17
1.08E+02,8.13E-17
1.09E+02,8.03E-17
1.09E+02,7.99E-17
1.10E+02,7.99E-17
1.10E+02,8.00E-17
1.10E+02,7.95E-17
1.11E+02,7.85E-17
1.11E+02,7.72E-17
1.11E+02,7.58E-17
1.12E+02,7.46E-17
1.12E+02,7.33E-17
1.12E+02,7.19E-17
1.13E+02,7.07E-17
1.13E+02,6.98E-17
1.13E+02,6.95E-17
1.14E+02,6.97E-17
1.14E+02,7.01E-17
1.15E+02,7.02E-17
1.15E+02,6.99E-17
1.15E+02,6.91E-17
1.16E+02,6.82E-17
1.16E+02,6.73E-17
1.16E+02,6.62E-17
1.17E+02,6.52E-17
1.17E+02,6.42E-17
1.17E+02,6.35E-17
1.18E+02,6.31E-17
1.18E+02,6.31E-17
1.18E+02,6.32E-17
1.19E+02,6.33E-17
1.19E+02,6.32E-17
1.19E+02,6.29E-17
1.20E+02,6.24E-17
1.20E+02,6.19E-17
1.20E+02,6.14E-17
1.21E+02,6.09E-17
1.21E+02,6.06E-17
1.22E+02,6.05E-17
1.22E+02,6.05E-17
1.22E+02,6.07E-17
1.23E+02,6.08E-17
1.23E+02,6.07E-17
1.23E+02,6.03E-17
1.24E+02,5.97E-17
1.24E+02,5.89E-17
1.24E+02,5.80E-17
1.25E+02,5.71E-17
1.25E+02,5.63E-17
1.25E+02,5.57E-17
1.26E+02,5.53E-17
1.26E+02,5.52E-17
1.26E+02,5.54E-17
1.27E+02,5.57E-17
1.27E+02,5.60E-17
1.27E+02,5.60E-17
1.28E+02,5.57E-17
1.28E+02,5.50E-17
1.28E+02,5.40E-17
1.29E+02,5.31E-17
1.29E+02,5.21E-17
1.29E+02,5.12E-17
1.30E+02,5.04E-17
1.30E+02,4.96E-17
1.30E+02,4.89E-17
1.31E+02,4.86E-17
1.31E+02,4.87E-17
1.31E+02,4.89E-17
1.32E+02,4.90E-17
1.32E+02,4.87E-17
1.32E+02,4.82E-17
1.33E+02,4.75E-17
1.33E+02,4.69E-17
1.33E+02,4.64E-17
1.34E+02,4.60E-17
1.34E+02,4.56E-17
1.34E+02,4.50E-17
1.34E+02,4.45E-17
1.35E+02,4.40E-17
1.35E+02,4.38E-17
1.35E+02,4.39E-17
1.36E+02,4.40E-17
1.36E+02,4.39E-17
1.36E+02,4.34E-17
1.37E+02,4.27E-17
1.37E+02,4.19E-17
1.37E+02,4.13E-17
1.38E+02,4.10E-17
1.38E+02,4.08E-17
1.38E+02,4.07E-17
1.39E+02,4.04E-17
1.39E+02,4.01E-17
1.39E+02,3.98E-17
1.40E+02,3.98E-17
1.40E+02,3.99E-17
1.40E+02,4.01E-17
1.40E+02,4.01E-17
1.41E+02,3.97E-17
1.41E+02,3.90E-17
1.41E+02,3.82E-17
1.42E+02,3.74E-17
1.42E+02,3.68E-17
1.42E+02,3.65E-17
1.43E+02,3.63E-17
1.43E+02,3.61E-17
1.43E+02,3.59E-17
1.43E+02,3.57E-17
1.44E+02,3.57E-17
1.44E+02,3.58E-17
1.44E+02,3.61E-17
1.45E+02,3.63E-17
1.45E+02,3.63E-17
1.45E+02,3.59E-17
1.45E+02,3.52E-17
1.46E+02,3.44E-17
1.46E+02,3.36E-17
1.46E+02,3.28E-17
1.47E+02,3.21E-17
1.47E+02,3.16E-17
1.47E+02,3.11E-17
1.47E+02,3.08E-17
1.48E+02,3.05E-17
1.48E+02,3.04E-17
1.48E+02,3.05E-17
1.49E+02,3.06E-17
1.49E+02,3.08E-17
1.49E+02,3.09E-17
1.49E+02,3.10E-17
1.50E+02,3.08E-17
1.50E+02,3.04E-17
1.50E+02,2.99E-17
1.51E+02,2.93E-17
1.51E+02,2.87E-17
1.51E+02,2.80E-17
1.51E+02,2.74E-17
1.52E+02,2.68E-17
1.52E+02,2.63E-17
1.52E+02,2.59E-17
1.52E+02,2.56E-17
1.53E+02,2.55E-17
1.53E+02,2.54E-17
1.53E+02,2.53E-17
1.53E+02,2.53E-17
1.54E+02,2.52E-17
1.54E+02,2.52E-17
1.54E+02,2.51E-17
1.55E+02,2.50E-17
1.55E+02,2.48E-17
1.55E+02,2.45E-17
1.55E+02,2.40E-17
1.56E+02,2.35E-17
1.56E+02,2.30E-17
1.56E+02,2.24E-17
1.56E+02,2.20E-17
1.57E+02,2.16E-17
1.57E+02,2.14E-17
1.57E+02,2.12E-17
1.57E+02,2.10E-17
1.58E+02,2.08E-17
1.58E+02,2.06E-17
1.58E+02,2.04E-17
1.58E+02,2.02E-17
1.58E+02,2.01E-17
1.59E+02,2.00E-17
1.59E+02,2.00E-17
1.59E+02,1.99E-17
1.59E+02,1.98E-17
1.60E+02,1.96E-17
1.60E+02,1.93E-17
1.60E+02,1.89E-17
1.60E+02,1.85E-17
1.61E+02,1.81E-17
1.61E+02,1.78E-17
1.61E+02,1.75E-17
1.61E+02,1.73E-17
1.61E+02,1.71E-17
1.62E+02,1.69E-17
1.62E+02,1.67E-17
1.62E+02,1.64E-17
1.62E+02,1.62E-17
1.63E+02,1.59E-17
1.63E+02,1.57E-17
1.63E+02,1.55E-17
1.63E+02,1.54E-17
1.63E+02,1.53E-17
1.64E+02,1.53E-17
1.64E+02,1.51E-17
1.64E+02,1.50E-17
1.64E+02,1.47E-17
1.64E+02,1.45E-17
1.65E+02,1.42E-17
1.65E+02,1.39E-17
1.65E+02,1.37E-17
1.65E+02,1.35E-17
1.66E+02,1.34E-17
1.66E+02,1.32E-17
1.66E+02,1.31E-17
1.66E+02,1.30E-17
1.66E+02,1.29E-17
1.66E+02,1.27E-17
1.67E+02,1.25E-17
1.67E+02,1.23E-17
1.67E+02,1.21E-17
1.67E+02,1.19E-17
1.67E+02,1.17E-17
1.68E+02,1.16E-17
1.68E+02,1.15E-17
1.68E+02,1.14E-17
1.68E+02,1.12E-17
1.68E+02,1.11E-17
1.69E+02,1.09E-17
1.69E+02,1.07E-17
1.69E+02,1.04E-17
1.69E+02,1.02E-17
1.69E+02,9.95E-18
1.69E+02,9.75E-18
1.70E+02,9.58E-18
1.70E+02,9.45E-18
1.70E+02,9.34E-18
1.70E+02,9.26E-18
1.70E+02,9.18E-18
1.70E+02,9.10E-18
1.71E+02,9.02E-18
1.71E+02,8.91E-18
1.71E+02,8.79E-18
1.71E+02,8.66E-18
1.71E+02,8.52E-18
1.71E+02,8.37E-18
1.72E+02,8.24E-18
1.72E+02,8.11E-18
1.72E+02,7.99E-18
1.72E+02,7.88E-18
1.72E+02,7.78E-18
1.72E+02,7.67E-18
1.72E+02,7.56E-18
1.73E+02,7.44E-18
1.73E+02,7.30E-18
1.73E+02,7.14E-18
1.73E+02,6.97E-18
1.73E+02,6.79E-18
1.73E+02,6.59E-18
1.73E+02,6.40E-18
1.74E+02,6.22E-18
1.74E+02,6.04E-18
1.74E+02,5.89E-18
1.74E+02,5.75E-18
1.74E+02,5.62E-18
1.74E+02,5.51E-18
1.74E+02,5.42E-18
1.75E+02,5.33E-18
1.75E+02,5.25E-18
1.75E+02,5.17E-18
1.75E+02,5.09E-18
1.75E+02,5.01E-18
1.75E+02,4.92E-18
1.75E+02,4.82E-18
1.75E+02,4.72E-18
1.75E+02,4.60E-18
1.76E+02,4.49E-18
1.76E+02,4.37E-18
1.76E+02,4.26E-18
1.76E+02,4.15E-18
1.76E+02,4.04E-18
1.76E+02,3.95E-18
1.76E+02,3.86E-18
1.76E+02,3.77E-18
1.76E+02,3.69E-18
1.77E+02,3.62E-18
1.77E+02,3.54E-18
1.77E+02,3.47E-18
1.77E+02,3.39E-18
1.77E+02,3.32E-18
1.77E+02,3.24E-18
1.77E+02,3.15E-18
1.77E+02,3.06E-18
1.77E+02,2.97E-18
1.77E+02,2.87E-18
1.78E+02,2.76E-18
1.78E+02,2.65E-18
1.78E+02,2.54E-18
1.78E+02,2.43E-18
1.78E+02,2.32E-18
1.78E+02,2.22E-18
1.78E+02,2.11E-18
1.78E+02,2.01E-18
1.78E+02,1.92E-18
1.78E+02,1.83E-18
1.78E+02,1.74E-18
1.78E+02,1.66E-18
1.78E+02,1.58E-18
1.78E+02,1.51E-18
1.79E+02,1.44E-18
1.79E+02,1.38E-18
1.79E+02,1.32E-18
1.79E+02,1.26E-18
1.79E+02,1.20E-18
1.79E+02,1.14E-18
1.79E+02,1.09E-18
1.79E+02,1.04E-18
1.79E+02,9.88E-19
1.79E+02,9.39E-19
1.79E+02,8.91E-19
1.79E+02,8.45E-19
1.79E+02,7.99E-19
1.79E+02,7.55E-19
1.79E+02,7.11E-19
1.79E+02,6.69E-19
1.79E+02,6.27E-19
1.79E+02,5.86E-19
1.80E+02,5.46E-19
1.80E+02,5.07E-19
1.80E+02,4.70E-19
1.80E+02,4.33E-19
1.80E+02,3.97E-19
1.80E+02,3.63E-19
1.80E+02,3.30E-19
1.80E+02,2.98E-19
1.80E+02,2.68E-19
1.80E+02,2.39E-19
1.80E+02,2.12E-19
1.80E+02,1.86E-19
1.80E+02,1.62E-19
1.80E+02,1.39E-19
1.80E+02,1.19E-19
1.80E+02,9.93E-20
1.80E+02,8.18E-20
1.80E+02,6.59E-20
1.80E+02,5.17E-20
1.80E+02,3.92E-20
1.80E+02,2.85E-20
1.80E+02,1.94E-20
1.80E+02,1.21E-20
1.80E+02,6.53E-21
179.9975561,2.66E-21
179.999275,5.04E-22
