#5.0eV differential cross sections for H-H2 elastic collisions from Krstic and Shultz. 1998,
#angle(deg),sigma(cm^2)
4.41E-04,3.40E-16
2.32E-03,1.79E-15
5.71E-03,4.40E-15
1.06E-02,8.17E-15
1.70E-02,1.31E-14
2.49E-02,1.92E-14
3.43E-02,2.64E-14
4.52E-02,3.48E-14
5.76E-02,4.43E-14
7.15E-02,5.49E-14
8.69E-02,6.66E-14
1.04E-01,7.93E-14
1.22E-01,9.29E-14
1.42E-01,1.08E-13
1.64E-01,1.23E-13
1.87E-01,1.39E-13
2.11E-01,1.56E-13
2.37E-01,1.73E-13
2.64E-01,1.90E-13
2.93E-01,2.08E-13
3.24E-01,2.25E-13
3.56E-01,2.42E-13
3.89E-01,2.58E-13
4.24E-01,2.73E-13
4.60E-01,2.88E-13
4.98E-01,3.00E-13
5.38E-01,3.10E-13
5.78E-01,3.19E-13
6.21E-01,3.25E-13
6.65E-01,3.28E-13
7.10E-01,3.28E-13
7.57E-01,3.25E-13
8.05E-01,3.19E-13
8.55E-01,3.10E-13
9.07E-01,2.98E-13
9.59E-01,2.83E-13
1.01E+00,2.66E-13
1.07E+00,2.46E-13
1.13E+00,2.25E-13
1.19E+00,2.02E-13
1.25E+00,1.79E-13
1.31E+00,1.57E-13
1.37E+00,1.35E-13
1.44E+00,1.14E-13
1.50E+00,9.60E-14
1.57E+00,8.03E-14
1.64E+00,6.75E-14
1.71E+00,5.77E-14
1.78E+00,5.10E-14
1.85E+00,4.71E-14
1.93E+00,4.58E-14
2.01E+00,4.64E-14
2.08E+00,4.86E-14
2.16E+00,5.15E-14
2.24E+00,5.47E-14
2.33E+00,5.76E-14
2.41E+00,5.99E-14
2.50E+00,6.12E-14
2.58E+00,6.15E-14
2.67E+00,6.11E-14
2.76E+00,6.00E-14
2.85E+00,5.87E-14
2.94E+00,5.75E-14
3.04E+00,5.67E-14
3.13E+00,5.64E-14
3.23E+00,5.68E-14
3.33E+00,5.77E-14
3.43E+00,5.89E-14
3.53E+00,6.02E-14
3.63E+00,6.12E-14
3.74E+00,6.17E-14
3.84E+00,6.16E-14
3.95E+00,6.07E-14
4.06E+00,5.94E-14
4.17E+00,5.76E-14
4.28E+00,5.58E-14
4.39E+00,5.41E-14
4.51E+00,5.27E-14
4.62E+00,5.18E-14
4.74E+00,5.13E-14
4.86E+00,5.12E-14
4.98E+00,5.12E-14
5.10E+00,5.11E-14
5.22E+00,5.09E-14
5.35E+00,5.03E-14
5.47E+00,4.92E-14
5.60E+00,4.77E-14
5.73E+00,4.59E-14
5.86E+00,4.37E-14
5.99E+00,4.13E-14
6.12E+00,3.89E-14
6.26E+00,3.65E-14
6.39E+00,3.41E-14
6.53E+00,3.19E-14
6.67E+00,2.97E-14
6.81E+00,2.76E-14
6.95E+00,2.56E-14
7.09E+00,2.37E-14
7.23E+00,2.20E-14
7.38E+00,2.04E-14
7.53E+00,1.90E-14
7.67E+00,1.77E-14
7.82E+00,1.65E-14
7.97E+00,1.53E-14
8.13E+00,1.41E-14
8.28E+00,1.30E-14
8.43E+00,1.19E-14
8.59E+00,1.10E-14
8.75E+00,1.02E-14
8.91E+00,9.61E-15
9.07E+00,9.21E-15
9.23E+00,8.95E-15
9.39E+00,8.77E-15
9.56E+00,8.64E-15
9.72E+00,8.54E-15
9.89E+00,8.47E-15
1.01E+01,8.44E-15
1.02E+01,8.43E-15
1.04E+01,8.42E-15
1.06E+01,8.39E-15
1.07E+01,8.33E-15
1.09E+01,8.24E-15
1.11E+01,8.12E-15
1.13E+01,7.99E-15
1.15E+01,7.86E-15
1.16E+01,7.72E-15
1.18E+01,7.57E-15
1.20E+01,7.39E-15
1.22E+01,7.18E-15
1.24E+01,6.94E-15
1.26E+01,6.68E-15
1.27E+01,6.41E-15
1.29E+01,6.14E-15
1.31E+01,5.88E-15
1.33E+01,5.63E-15
1.35E+01,5.38E-15
1.37E+01,5.15E-15
1.39E+01,4.93E-15
1.41E+01,4.72E-15
1.43E+01,4.52E-15
1.45E+01,4.35E-15
1.47E+01,4.20E-15
1.49E+01,4.06E-15
1.51E+01,3.92E-15
1.53E+01,3.79E-15
1.55E+01,3.67E-15
1.57E+01,3.56E-15
1.59E+01,3.48E-15
1.61E+01,3.43E-15
1.63E+01,3.38E-15
1.66E+01,3.33E-15
1.68E+01,3.27E-15
1.70E+01,3.20E-15
1.72E+01,3.12E-15
1.74E+01,3.05E-15
1.76E+01,2.98E-15
1.79E+01,2.92E-15
1.81E+01,2.85E-15
1.83E+01,2.78E-15
1.85E+01,2.70E-15
1.87E+01,2.63E-15
1.90E+01,2.57E-15
1.92E+01,2.52E-15
1.94E+01,2.47E-15
1.97E+01,2.41E-15
1.99E+01,2.34E-15
2.01E+01,2.28E-15
2.03E+01,2.22E-15
2.06E+01,2.17E-15
2.08E+01,2.13E-15
2.10E+01,2.09E-15
2.13E+01,2.05E-15
2.15E+01,2.00E-15
2.18E+01,1.95E-15
2.20E+01,1.90E-15
2.22E+01,1.87E-15
2.25E+01,1.83E-15
2.27E+01,1.80E-15
2.30E+01,1.75E-15
2.32E+01,1.71E-15
2.35E+01,1.68E-15
2.37E+01,1.65E-15
2.40E+01,1.63E-15
2.42E+01,1.59E-15
2.45E+01,1.55E-15
2.47E+01,1.51E-15
2.50E+01,1.47E-15
2.52E+01,1.43E-15
