#5.0eV differential cross sections for H-H2 elastic collisions from Krstic and Shultz. 1998,
#angle(deg),sigma(cm^2)
2.55E+01,1.40E-15
2.57E+01,1.37E-15
2.60E+01,1.34E-15
2.63E+01,1.30E-15
2.65E+01,1.26E-15
2.68E+01,1.23E-15
2.70E+01,1.20E-15
2.73E+01,1.16E-15
2.76E+01,1.12E-15
2.78E+01,1.08E-15
2.81E+01,1.04E-15
2.84E+01,1.01E-15
2.86E+01,9.79E-16
2.89E+01,9.48E-16
2.92E+01,9.14E-16
2.95E+01,8.78E-16
2.97E+01,8.44E-16
3.00E+01,8.14E-16
3.03E+01,7.87E-16
3.06E+01,7.61E-16
3.08E+01,7.33E-16
3.11E+01,7.06E-16
3.14E+01,6.83E-16
3.17E+01,6.62E-16
3.19E+01,6.43E-16
3.22E+01,6.23E-16
3.25E+01,6.01E-16
3.28E+01,5.82E-16
3.31E+01,5.66E-16
3.34E+01,5.53E-16
3.36E+01,5.40E-16
3.39E+01,5.25E-16
3.42E+01,5.10E-16
3.45E+01,4.95E-16
3.48E+01,4.84E-16
3.51E+01,4.76E-16
3.54E+01,4.67E-16
3.57E+01,4.59E-16
3.60E+01,4.50E-16
3.63E+01,4.43E-16
3.66E+01,4.38E-16
3.69E+01,4.33E-16
3.72E+01,4.28E-16
3.75E+01,4.22E-16
3.78E+01,4.19E-16
3.81E+01,4.20E-16
3.84E+01,4.21E-16
3.87E+01,4.21E-16
3.90E+01,4.19E-16
3.93E+01,4.16E-16
3.96E+01,4.14E-16
3.99E+01,4.14E-16
4.02E+01,4.14E-16
4.05E+01,4.13E-16
4.08E+01,4.10E-16
4.11E+01,4.08E-16
4.14E+01,4.06E-16
4.17E+01,4.05E-16
4.20E+01,4.02E-16
4.23E+01,3.97E-16
4.27E+01,3.92E-16
4.30E+01,3.88E-16
4.33E+01,3.85E-16
4.36E+01,3.81E-16
4.39E+01,3.75E-16
4.42E+01,3.69E-16
4.45E+01,3.65E-16
4.49E+01,3.63E-16
4.52E+01,3.60E-16
4.55E+01,3.55E-16
4.58E+01,3.47E-16
4.61E+01,3.39E-16
4.65E+01,3.33E-16
4.68E+01,3.29E-16
4.71E+01,3.23E-16
4.74E+01,3.15E-16
4.78E+01,3.07E-16
4.81E+01,3.00E-16
4.84E+01,2.93E-16
4.87E+01,2.84E-16
4.91E+01,2.74E-16
4.94E+01,2.63E-16
4.97E+01,2.55E-16
5.01E+01,2.47E-16
5.04E+01,2.39E-16
5.07E+01,2.29E-16
5.10E+01,2.20E-16
5.14E+01,2.13E-16
5.17E+01,2.07E-16
5.20E+01,2.00E-16
5.24E+01,1.91E-16
5.27E+01,1.82E-16
5.30E+01,1.76E-16
5.34E+01,1.71E-16
5.37E+01,1.66E-16
5.41E+01,1.60E-16
5.44E+01,1.53E-16
5.47E+01,1.47E-16
5.51E+01,1.41E-16
5.54E+01,1.35E-16
5.57E+01,1.28E-16
5.61E+01,1.22E-16
5.64E+01,1.17E-16
5.68E+01,1.13E-16
5.71E+01,1.09E-16
5.75E+01,1.05E-16
5.78E+01,1.02E-16
5.81E+01,9.84E-17
5.85E+01,9.53E-17
5.88E+01,9.18E-17
5.92E+01,8.85E-17
5.95E+01,8.64E-17
5.99E+01,8.53E-17
6.02E+01,8.43E-17
6.06E+01,8.30E-17
6.09E+01,8.16E-17
6.13E+01,8.02E-17
6.16E+01,7.86E-17
6.20E+01,7.67E-17
6.23E+01,7.51E-17
6.27E+01,7.41E-17
6.30E+01,7.41E-17
6.34E+01,7.45E-17
6.37E+01,7.50E-17
6.41E+01,7.57E-17
6.44E+01,7.65E-17
6.48E+01,7.68E-17
6.51E+01,7.66E-17
6.55E+01,7.65E-17
6.58E+01,7.74E-17
6.62E+01,7.89E-17
6.65E+01,8.01E-17
6.69E+01,8.08E-17
6.73E+01,8.14E-17
6.76E+01,8.24E-17
6.80E+01,8.32E-17
6.83E+01,8.34E-17
6.87E+01,8.30E-17
6.90E+01,8.32E-17
6.94E+01,8.44E-17
6.98E+01,8.64E-17
7.01E+01,8.84E-17
7.05E+01,9.00E-17
7.08E+01,9.11E-17
7.12E+01,9.20E-17
7.16E+01,9.27E-17
7.19E+01,9.33E-17
7.23E+01,9.41E-17
7.26E+01,9.50E-17
7.30E+01,9.59E-17
7.34E+01,9.70E-17
7.37E+01,9.80E-17
7.41E+01,9.88E-17
7.44E+01,9.91E-17
7.48E+01,9.89E-17
7.52E+01,9.86E-17
7.55E+01,9.87E-17
7.59E+01,9.93E-17
7.63E+01,1.00E-16
7.66E+01,1.02E-16
7.70E+01,1.03E-16
7.73E+01,1.04E-16
7.77E+01,1.04E-16
7.81E+01,1.04E-16
7.84E+01,1.04E-16
7.88E+01,1.04E-16
7.92E+01,1.04E-16
7.95E+01,1.04E-16
7.99E+01,1.04E-16
8.03E+01,1.05E-16
8.06E+01,1.05E-16
8.10E+01,1.05E-16
8.14E+01,1.04E-16
8.17E+01,1.03E-16
8.21E+01,1.03E-16
8.25E+01,1.03E-16
8.28E+01,1.03E-16
8.32E+01,1.04E-16
8.36E+01,1.04E-16
8.39E+01,1.05E-16
8.43E+01,1.05E-16
8.47E+01,1.03E-16
8.50E+01,1.02E-16
8.54E+01,1.02E-16
8.58E+01,1.01E-16
8.61E+01,1.00E-16
8.65E+01,9.95E-17
8.69E+01,9.95E-17
8.72E+01,1.00E-16
8.76E+01,1.00E-16
8.80E+01,9.94E-17
8.83E+01,9.82E-17
8.87E+01,9.75E-17
8.91E+01,9.74E-17
8.94E+01,9.73E-17
8.98E+01,9.69E-17
9.02E+01,9.67E-17
9.06E+01,9.65E-17
9.09E+01,9.60E-17
9.13E+01,9.51E-17
9.17E+01,9.38E-17
9.20E+01,9.25E-17
9.24E+01,9.13E-17
9.28E+01,9.02E-17
9.31E+01,8.96E-17
9.35E+01,8.99E-17
9.39E+01,9.05E-17
9.42E+01,9.05E-17
9.46E+01,8.95E-17
9.50E+01,8.85E-17
9.53E+01,8.80E-17
9.57E+01,8.75E-17
9.61E+01,8.66E-17
9.64E+01,8.51E-17
9.68E+01,8.41E-17
9.72E+01,8.39E-17
9.75E+01,8.41E-17
9.79E+01,8.35E-17
9.83E+01,8.22E-17
9.86E+01,8.09E-17
9.90E+01,8.02E-17
9.94E+01,8.00E-17
9.97E+01,7.98E-17
1.00E+02,7.95E-17
1.00E+02,7.92E-17
1.01E+02,7.90E-17
1.01E+02,7.88E-17
1.02E+02,7.82E-17
1.02E+02,7.72E-17
1.02E+02,7.57E-17
1.03E+02,7.41E-17
1.03E+02,7.29E-17
1.03E+02,7.24E-17
1.04E+02,7.25E-17
1.04E+02,7.25E-17
1.04E+02,7.21E-17
1.05E+02,7.17E-17
1.05E+02,7.15E-17
1.06E+02,7.14E-17
1.06E+02,7.07E-17
1.06E+02,6.94E-17
1.07E+02,6.81E-17
1.07E+02,6.74E-17
1.07E+02,6.74E-17
1.08E+02,6.72E-17
1.08E+02,6.65E-17
1.08E+02,6.55E-17
1.09E+02,6.48E-17
1.09E+02,6.43E-17
1.10E+02,6.39E-17
1.10E+02,6.33E-17
1.10E+02,6.27E-17
1.11E+02,6.24E-17
1.11E+02,6.24E-17
1.11E+02,6.24E-17
1.12E+02,6.23E-17
1.12E+02,6.17E-17
1.12E+02,6.07E-17
1.13E+02,5.95E-17
1.13E+02,5.84E-17
1.13E+02,5.76E-17
1.14E+02,5.72E-17
1.14E+02,5.69E-17
1.15E+02,5.65E-17
1.15E+02,5.64E-17
1.15E+02,5.67E-17
1.16E+02,5.70E-17
1.16E+02,5.67E-17
1.16E+02,5.57E-17
1.17E+02,5.45E-17
1.17E+02,5.37E-17
1.17E+02,5.33E-17
1.18E+02,5.29E-17
1.18E+02,5.21E-17
1.18E+02,5.14E-17
1.19E+02,5.12E-17
1.19E+02,5.14E-17
1.19E+02,5.14E-17
1.20E+02,5.08E-17
1.20E+02,4.99E-17
1.20E+02,4.93E-17
1.21E+02,4.92E-17
1.21E+02,4.91E-17
1.22E+02,4.88E-17
1.22E+02,4.82E-17
1.22E+02,4.77E-17
1.23E+02,4.76E-17
1.23E+02,4.74E-17
1.23E+02,4.67E-17
1.24E+02,4.57E-17
1.24E+02,4.48E-17
1.24E+02,4.44E-17
1.25E+02,4.42E-17
1.25E+02,4.41E-17
1.25E+02,4.39E-17
1.26E+02,4.38E-17
1.26E+02,4.40E-17
1.26E+02,4.41E-17
1.27E+02,4.39E-17
1.27E+02,4.32E-17
1.27E+02,4.22E-17
1.28E+02,4.14E-17
1.28E+02,4.07E-17
1.28E+02,4.01E-17
1.29E+02,3.95E-17
1.29E+02,3.92E-17
1.29E+02,3.92E-17
1.30E+02,3.95E-17
1.30E+02,3.97E-17
1.30E+02,3.95E-17
1.31E+02,3.92E-17
1.31E+02,3.88E-17
1.31E+02,3.84E-17
1.32E+02,3.79E-17
1.32E+02,3.72E-17
1.32E+02,3.64E-17
1.33E+02,3.58E-17
1.33E+02,3.56E-17
1.33E+02,3.56E-17
1.34E+02,3.56E-17
1.34E+02,3.53E-17
1.34E+02,3.49E-17
1.34E+02,3.46E-17
1.35E+02,3.45E-17
1.35E+02,3.43E-17
1.35E+02,3.39E-17
1.36E+02,3.33E-17
1.36E+02,3.28E-17
1.36E+02,3.26E-17
1.37E+02,3.26E-17
1.37E+02,3.26E-17
1.37E+02,3.24E-17
1.38E+02,3.18E-17
1.38E+02,3.13E-17
1.38E+02,3.09E-17
1.39E+02,3.06E-17
1.39E+02,3.03E-17
1.39E+02,2.99E-17
1.40E+02,2.94E-17
1.40E+02,2.91E-17
1.40E+02,2.90E-17
1.40E+02,2.92E-17
1.41E+02,2.93E-17
1.41E+02,2.93E-17
1.41E+02,2.90E-17
1.42E+02,2.86E-17
1.42E+02,2.81E-17
1.42E+02,2.77E-17
1.43E+02,2.72E-17
1.43E+02,2.67E-17
1.43E+02,2.62E-17
1.43E+02,2.57E-17
1.44E+02,2.54E-17
1.44E+02,2.53E-17
1.44E+02,2.55E-17
1.45E+02,2.57E-17
1.45E+02,2.58E-17
1.45E+02,2.57E-17
1.45E+02,2.55E-17
1.46E+02,2.52E-17
1.46E+02,2.48E-17
1.46E+02,2.44E-17
1.47E+02,2.39E-17
1.47E+02,2.33E-17
1.47E+02,2.27E-17
1.47E+02,2.22E-17
1.48E+02,2.20E-17
1.48E+02,2.19E-17
1.48E+02,2.21E-17
1.49E+02,2.22E-17
1.49E+02,2.22E-17
1.49E+02,2.21E-17
1.49E+02,2.20E-17
1.50E+02,2.19E-17
1.50E+02,2.18E-17
1.50E+02,2.15E-17
1.51E+02,2.11E-17
1.51E+02,2.05E-17
1.51E+02,1.99E-17
1.51E+02,1.94E-17
1.52E+02,1.91E-17
1.52E+02,1.90E-17
1.52E+02,1.90E-17
1.52E+02,1.89E-17
1.53E+02,1.88E-17
1.53E+02,1.87E-17
1.53E+02,1.86E-17
1.53E+02,1.86E-17
1.54E+02,1.87E-17
1.54E+02,1.86E-17
1.54E+02,1.84E-17
1.55E+02,1.80E-17
1.55E+02,1.75E-17
1.55E+02,1.71E-17
1.55E+02,1.67E-17
1.56E+02,1.65E-17
1.56E+02,1.64E-17
1.56E+02,1.62E-17
1.56E+02,1.60E-17
1.57E+02,1.58E-17
1.57E+02,1.56E-17
1.57E+02,1.55E-17
1.57E+02,1.55E-17
1.58E+02,1.55E-17
1.58E+02,1.55E-17
1.58E+02,1.54E-17
1.58E+02,1.51E-17
1.58E+02,1.48E-17
1.59E+02,1.45E-17
1.59E+02,1.43E-17
1.59E+02,1.41E-17
1.59E+02,1.40E-17
1.60E+02,1.38E-17
1.60E+02,1.36E-17
1.60E+02,1.34E-17
1.60E+02,1.32E-17
1.61E+02,1.30E-17
1.61E+02,1.28E-17
1.61E+02,1.28E-17
1.61E+02,1.27E-17
1.61E+02,1.26E-17
1.62E+02,1.24E-17
1.62E+02,1.22E-17
1.62E+02,1.20E-17
1.62E+02,1.18E-17
1.63E+02,1.16E-17
1.63E+02,1.15E-17
1.63E+02,1.14E-17
1.63E+02,1.13E-17
1.63E+02,1.12E-17
1.64E+02,1.10E-17
1.64E+02,1.08E-17
1.64E+02,1.07E-17
1.64E+02,1.05E-17
1.64E+02,1.04E-17
1.65E+02,1.03E-17
1.65E+02,1.02E-17
1.65E+02,1.01E-17
1.65E+02,9.97E-18
1.66E+02,9.76E-18
1.66E+02,9.54E-18
1.66E+02,9.32E-18
1.66E+02,9.13E-18
1.66E+02,8.98E-18
1.66E+02,8.86E-18
1.67E+02,8.76E-18
1.67E+02,8.65E-18
1.67E+02,8.54E-18
1.67E+02,8.41E-18
1.67E+02,8.27E-18
1.68E+02,8.14E-18
1.68E+02,8.03E-18
1.68E+02,7.95E-18
1.68E+02,7.89E-18
1.68E+02,7.85E-18
1.69E+02,7.80E-18
1.69E+02,7.73E-18
1.69E+02,7.63E-18
1.69E+02,7.50E-18
1.69E+02,7.33E-18
1.69E+02,7.15E-18
1.70E+02,6.97E-18
1.70E+02,6.79E-18
1.70E+02,6.63E-18
1.70E+02,6.48E-18
1.70E+02,6.35E-18
1.70E+02,6.23E-18
1.71E+02,6.11E-18
1.71E+02,5.98E-18
1.71E+02,5.85E-18
1.71E+02,5.73E-18
1.71E+02,5.61E-18
1.71E+02,5.50E-18
1.72E+02,5.41E-18
1.72E+02,5.34E-18
1.72E+02,5.28E-18
1.72E+02,5.24E-18
1.72E+02,5.20E-18
1.72E+02,5.17E-18
1.72E+02,5.12E-18
1.73E+02,5.06E-18
1.73E+02,4.99E-18
1.73E+02,4.91E-18
1.73E+02,4.81E-18
1.73E+02,4.71E-18
1.73E+02,4.59E-18
1.73E+02,4.48E-18
1.74E+02,4.36E-18
1.74E+02,4.24E-18
1.74E+02,4.12E-18
1.74E+02,4.01E-18
1.74E+02,3.89E-18
1.74E+02,3.78E-18
1.74E+02,3.66E-18
1.75E+02,3.54E-18
1.75E+02,3.43E-18
1.75E+02,3.32E-18
1.75E+02,3.22E-18
1.75E+02,3.12E-18
1.75E+02,3.03E-18
1.75E+02,2.95E-18
1.75E+02,2.88E-18
1.75E+02,2.81E-18
1.76E+02,2.76E-18
1.76E+02,2.70E-18
1.76E+02,2.65E-18
1.76E+02,2.61E-18
1.76E+02,2.56E-18
1.76E+02,2.51E-18
1.76E+02,2.47E-18
1.76E+02,2.42E-18
1.76E+02,2.37E-18
1.77E+02,2.33E-18
1.77E+02,2.28E-18
1.77E+02,2.23E-18
1.77E+02,2.19E-18
1.77E+02,2.14E-18
1.77E+02,2.09E-18
1.77E+02,2.03E-18
1.77E+02,1.98E-18
1.77E+02,1.92E-18
1.77E+02,1.86E-18
1.78E+02,1.80E-18
1.78E+02,1.74E-18
1.78E+02,1.68E-18
1.78E+02,1.61E-18
1.78E+02,1.55E-18
1.78E+02,1.48E-18
1.78E+02,1.41E-18
1.78E+02,1.34E-18
1.78E+02,1.28E-18
1.78E+02,1.21E-18
1.78E+02,1.14E-18
1.78E+02,1.08E-18
1.78E+02,1.02E-18
1.78E+02,9.68E-19
1.79E+02,9.15E-19
1.79E+02,8.64E-19
1.79E+02,8.17E-19
1.79E+02,7.72E-19
1.79E+02,7.29E-19
1.79E+02,6.88E-19
1.79E+02,6.49E-19
1.79E+02,6.12E-19
1.79E+02,5.77E-19
1.79E+02,5.43E-19
1.79E+02,5.11E-19
1.79E+02,4.81E-19
1.79E+02,4.52E-19
1.79E+02,4.24E-19
1.79E+02,3.98E-19
1.79E+02,3.73E-19
1.79E+02,3.49E-19
1.79E+02,3.26E-19
1.80E+02,3.03E-19
1.80E+02,2.82E-19
1.80E+02,2.61E-19
1.80E+02,2.41E-19
1.80E+02,2.21E-19
1.80E+02,2.02E-19
1.80E+02,1.84E-19
1.80E+02,1.67E-19
1.80E+02,1.50E-19
1.80E+02,1.34E-19
1.80E+02,1.19E-19
1.80E+02,1.05E-19
1.80E+02,9.11E-20
1.80E+02,7.85E-20
1.80E+02,6.68E-20
1.80E+02,5.59E-20
1.80E+02,4.61E-20
1.80E+02,3.71E-20
1.80E+02,2.91E-20
1.80E+02,2.21E-20
1.80E+02,1.61E-20
1.80E+02,1.10E-20
1.80E+02,6.84E-21
1.80E+02,3.68E-21
179.9975561,1.50E-21
179.999275,2.84E-22
