#10.0eV differential cross sections for H-H2 elastic collisions from Krstic and Shultz. 1998,
#angle(deg),sigma(cm^2)
4.41E-04,7.42E-16
2.32E-03,3.91E-15
5.71E-03,9.61E-15
1.06E-02,1.78E-14
1.70E-02,2.86E-14
2.49E-02,4.18E-14
3.43E-02,5.76E-14
4.52E-02,7.58E-14
5.76E-02,9.64E-14
7.15E-02,1.19E-13
8.69E-02,1.44E-13
1.04E-01,1.71E-13
1.22E-01,2.00E-13
1.42E-01,2.30E-13
1.64E-01,2.62E-13
1.87E-01,2.94E-13
2.11E-01,3.27E-13
2.37E-01,3.59E-13
2.64E-01,3.90E-13
2.93E-01,4.20E-13
3.24E-01,4.47E-13
3.56E-01,4.71E-13
3.89E-01,4.91E-13
4.24E-01,5.06E-13
4.60E-01,5.16E-13
4.98E-01,5.20E-13
5.38E-01,5.18E-13
5.78E-01,5.09E-13
6.21E-01,4.93E-13
6.65E-01,4.70E-13
7.10E-01,4.41E-13
7.57E-01,4.08E-13
8.05E-01,3.70E-13
8.55E-01,3.29E-13
9.07E-01,2.88E-13
9.59E-01,2.47E-13
1.01E+00,2.08E-13
1.07E+00,1.73E-13
1.13E+00,1.43E-13
1.19E+00,1.19E-13
1.25E+00,1.02E-13
1.31E+00,9.16E-14
1.37E+00,8.73E-14
1.44E+00,8.82E-14
1.50E+00,9.30E-14
1.57E+00,1.00E-13
1.64E+00,1.08E-13
1.71E+00,1.15E-13
1.78E+00,1.20E-13
1.85E+00,1.22E-13
1.93E+00,1.22E-13
2.01E+00,1.20E-13
2.08E+00,1.15E-13
2.16E+00,1.10E-13
2.24E+00,1.04E-13
2.33E+00,9.88E-14
2.41E+00,9.40E-14
2.50E+00,9.00E-14
2.58E+00,8.63E-14
2.67E+00,8.28E-14
2.76E+00,7.90E-14
2.85E+00,7.50E-14
2.94E+00,7.07E-14
3.04E+00,6.64E-14
3.13E+00,6.23E-14
3.23E+00,5.88E-14
3.33E+00,5.59E-14
3.43E+00,5.35E-14
3.53E+00,5.13E-14
3.63E+00,4.90E-14
3.74E+00,4.63E-14
3.84E+00,4.29E-14
3.95E+00,3.91E-14
4.06E+00,3.49E-14
4.17E+00,3.07E-14
4.28E+00,2.69E-14
4.39E+00,2.37E-14
4.51E+00,2.12E-14
4.62E+00,1.93E-14
4.74E+00,1.79E-14
4.86E+00,1.68E-14
4.98E+00,1.59E-14
5.10E+00,1.49E-14
5.22E+00,1.39E-14
5.35E+00,1.29E-14
5.47E+00,1.20E-14
5.60E+00,1.13E-14
5.73E+00,1.09E-14
5.86E+00,1.06E-14
5.99E+00,1.05E-14
6.12E+00,1.04E-14
6.26E+00,1.04E-14
6.39E+00,1.03E-14
6.53E+00,1.03E-14
6.67E+00,1.03E-14
6.81E+00,1.02E-14
6.95E+00,1.01E-14
7.09E+00,9.88E-15
7.23E+00,9.55E-15
7.38E+00,9.15E-15
7.53E+00,8.75E-15
7.67E+00,8.40E-15
7.82E+00,8.11E-15
7.97E+00,7.86E-15
8.13E+00,7.60E-15
8.28E+00,7.31E-15
8.43E+00,6.99E-15
8.59E+00,6.64E-15
8.75E+00,6.32E-15
8.91E+00,6.04E-15
9.07E+00,5.80E-15
9.23E+00,5.58E-15
9.39E+00,5.37E-15
9.56E+00,5.15E-15
9.72E+00,4.94E-15
9.89E+00,4.77E-15
1.01E+01,4.64E-15
1.02E+01,4.56E-15
1.04E+01,4.47E-15
1.06E+01,4.36E-15
1.07E+01,4.21E-15
1.09E+01,4.04E-15
1.11E+01,3.90E-15
1.13E+01,3.78E-15
1.15E+01,3.68E-15
1.16E+01,3.58E-15
1.18E+01,3.46E-15
1.20E+01,3.33E-15
1.22E+01,3.21E-15
1.24E+01,3.11E-15
1.26E+01,3.03E-15
1.27E+01,2.94E-15
1.29E+01,2.83E-15
1.31E+01,2.70E-15
1.33E+01,2.59E-15
1.35E+01,2.50E-15
1.37E+01,2.44E-15
1.39E+01,2.39E-15
1.41E+01,2.32E-15
1.43E+01,2.24E-15
1.45E+01,2.16E-15
1.47E+01,2.09E-15
1.49E+01,2.04E-15
1.51E+01,1.98E-15
1.53E+01,1.91E-15
1.55E+01,1.83E-15
1.57E+01,1.77E-15
1.59E+01,1.73E-15
1.61E+01,1.69E-15
1.63E+01,1.65E-15
1.66E+01,1.59E-15
1.68E+01,1.52E-15
1.70E+01,1.46E-15
1.72E+01,1.42E-15
1.74E+01,1.38E-15
1.76E+01,1.34E-15
1.79E+01,1.29E-15
1.81E+01,1.25E-15
1.83E+01,1.21E-15
1.85E+01,1.17E-15
1.87E+01,1.14E-15
1.90E+01,1.09E-15
1.92E+01,1.04E-15
1.94E+01,1.00E-15
1.97E+01,9.77E-16
1.99E+01,9.49E-16
2.01E+01,9.13E-16
2.03E+01,8.69E-16
2.06E+01,8.29E-16
2.08E+01,7.96E-16
2.10E+01,7.68E-16
2.13E+01,7.36E-16
2.15E+01,7.01E-16
2.18E+01,6.67E-16
2.20E+01,6.38E-16
2.22E+01,6.10E-16
2.25E+01,5.77E-16
2.27E+01,5.43E-16
2.30E+01,5.11E-16
2.32E+01,4.86E-16
2.35E+01,4.63E-16
2.37E+01,4.37E-16
2.40E+01,4.07E-16
2.42E+01,3.77E-16
2.45E+01,3.53E-16
2.47E+01,3.31E-16
2.50E+01,3.11E-16
2.52E+01,2.90E-16
2.55E+01,2.69E-16
2.57E+01,2.49E-16
2.60E+01,2.31E-16
2.63E+01,2.15E-16
2.65E+01,1.99E-16
2.68E+01,1.85E-16
2.70E+01,1.73E-16
2.73E+01,1.62E-16
2.76E+01,1.52E-16
2.78E+01,1.42E-16
2.81E+01,1.33E-16
2.84E+01,1.26E-16
2.86E+01,1.22E-16
2.89E+01,1.18E-16
2.92E+01,1.14E-16
2.95E+01,1.10E-16
2.97E+01,1.07E-16
3.00E+01,1.06E-16
3.03E+01,1.06E-16
3.06E+01,1.06E-16
3.08E+01,1.07E-16
3.11E+01,1.08E-16
3.14E+01,1.09E-16
3.17E+01,1.09E-16
3.19E+01,1.11E-16
3.22E+01,1.15E-16
3.25E+01,1.19E-16
3.28E+01,1.20E-16
3.31E+01,1.20E-16
3.34E+01,1.23E-16
3.36E+01,1.28E-16
3.39E+01,1.31E-16
3.42E+01,1.32E-16
3.45E+01,1.34E-16
3.48E+01,1.36E-16
3.51E+01,1.39E-16
3.54E+01,1.40E-16
3.57E+01,1.42E-16
3.60E+01,1.45E-16
3.63E+01,1.46E-16
3.66E+01,1.44E-16
3.69E+01,1.44E-16
3.72E+01,1.48E-16
3.75E+01,1.50E-16
3.78E+01,1.48E-16
3.81E+01,1.45E-16
3.84E+01,1.46E-16
3.87E+01,1.50E-16
3.90E+01,1.49E-16
3.93E+01,1.45E-16
3.96E+01,1.44E-16
3.99E+01,1.45E-16
4.02E+01,1.46E-16
4.05E+01,1.43E-16
4.08E+01,1.41E-16
4.11E+01,1.41E-16
4.14E+01,1.41E-16
4.17E+01,1.38E-16
4.20E+01,1.37E-16
4.23E+01,1.37E-16
4.27E+01,1.36E-16
4.30E+01,1.33E-16
4.33E+01,1.32E-16
4.36E+01,1.32E-16
4.39E+01,1.32E-16
4.42E+01,1.29E-16
4.45E+01,1.27E-16
4.49E+01,1.27E-16
4.52E+01,1.27E-16
4.55E+01,1.26E-16
4.58E+01,1.24E-16
4.61E+01,1.23E-16
4.65E+01,1.24E-16
4.68E+01,1.23E-16
4.71E+01,1.22E-16
4.74E+01,1.21E-16
4.78E+01,1.21E-16
4.81E+01,1.22E-16
4.84E+01,1.21E-16
4.87E+01,1.20E-16
4.91E+01,1.19E-16
4.94E+01,1.21E-16
4.97E+01,1.21E-16
5.01E+01,1.20E-16
5.04E+01,1.19E-16
5.07E+01,1.20E-16
5.10E+01,1.21E-16
5.14E+01,1.21E-16
5.17E+01,1.21E-16
5.20E+01,1.21E-16
5.24E+01,1.21E-16
5.27E+01,1.22E-16
5.30E+01,1.23E-16
5.34E+01,1.23E-16
5.37E+01,1.22E-16
5.41E+01,1.22E-16
5.44E+01,1.24E-16
5.47E+01,1.24E-16
5.51E+01,1.23E-16
5.54E+01,1.23E-16
5.57E+01,1.25E-16
5.61E+01,1.25E-16
5.64E+01,1.24E-16
5.68E+01,1.24E-16
5.71E+01,1.24E-16
5.75E+01,1.24E-16
5.78E+01,1.24E-16
5.81E+01,1.24E-16
5.85E+01,1.24E-16
5.88E+01,1.23E-16
5.92E+01,1.23E-16
5.95E+01,1.23E-16
5.99E+01,1.22E-16
6.02E+01,1.22E-16
6.06E+01,1.22E-16
6.09E+01,1.21E-16
6.13E+01,1.20E-16
6.16E+01,1.20E-16
6.20E+01,1.20E-16
6.23E+01,1.18E-16
6.27E+01,1.17E-16
6.30E+01,1.17E-16
6.34E+01,1.17E-16
6.37E+01,1.15E-16
6.41E+01,1.13E-16
6.44E+01,1.13E-16
6.48E+01,1.13E-16
6.51E+01,1.11E-16
6.55E+01,1.09E-16
6.58E+01,1.09E-16
6.62E+01,1.08E-16
6.65E+01,1.07E-16
6.69E+01,1.06E-16
6.73E+01,1.04E-16
6.76E+01,1.03E-16
6.80E+01,1.03E-16
6.83E+01,1.01E-16
6.87E+01,9.92E-17
6.90E+01,9.80E-17
6.94E+01,9.78E-17
6.98E+01,9.68E-17
7.01E+01,9.48E-17
7.05E+01,9.34E-17
7.08E+01,9.29E-17
7.12E+01,9.20E-17
7.16E+01,9.05E-17
7.19E+01,8.90E-17
7.23E+01,8.80E-17
7.26E+01,8.73E-17
7.30E+01,8.63E-17
7.34E+01,8.47E-17
7.37E+01,8.34E-17
7.41E+01,8.29E-17
7.44E+01,8.21E-17
7.48E+01,8.05E-17
7.52E+01,7.92E-17
7.55E+01,7.88E-17
7.59E+01,7.80E-17
7.63E+01,7.65E-17
7.66E+01,7.55E-17
7.70E+01,7.49E-17
7.73E+01,7.39E-17
7.77E+01,7.28E-17
7.81E+01,7.21E-17
7.84E+01,7.12E-17
7.88E+01,7.02E-17
7.92E+01,6.95E-17
7.95E+01,6.89E-17
7.99E+01,6.77E-17
8.03E+01,6.67E-17
8.06E+01,6.64E-17
8.10E+01,6.58E-17
8.14E+01,6.45E-17
8.17E+01,6.37E-17
8.21E+01,6.35E-17
8.25E+01,6.27E-17
8.28E+01,6.16E-17
8.32E+01,6.10E-17
8.36E+01,6.07E-17
8.39E+01,5.99E-17
8.43E+01,5.90E-17
8.47E+01,5.84E-17
8.50E+01,5.80E-17
8.54E+01,5.74E-17
8.58E+01,5.66E-17
8.61E+01,5.59E-17
8.65E+01,5.55E-17
8.69E+01,5.51E-17
8.72E+01,5.43E-17
8.76E+01,5.35E-17
8.80E+01,5.32E-17
8.83E+01,5.29E-17
8.87E+01,5.21E-17
8.91E+01,5.13E-17
8.94E+01,5.11E-17
8.98E+01,5.07E-17
9.02E+01,4.99E-17
9.06E+01,4.93E-17
9.09E+01,4.90E-17
9.13E+01,4.86E-17
9.17E+01,4.80E-17
9.20E+01,4.74E-17
9.24E+01,4.70E-17
9.28E+01,4.66E-17
9.31E+01,4.62E-17
9.35E+01,4.56E-17
9.39E+01,4.50E-17
9.42E+01,4.48E-17
9.46E+01,4.46E-17
9.50E+01,4.37E-17
9.53E+01,4.31E-17
9.57E+01,4.31E-17
9.61E+01,4.29E-17
9.64E+01,4.19E-17
9.68E+01,4.14E-17
9.72E+01,4.16E-17
9.75E+01,4.12E-17
9.79E+01,4.02E-17
9.83E+01,3.99E-17
9.86E+01,4.01E-17
9.90E+01,3.95E-17
9.94E+01,3.87E-17
9.97E+01,3.85E-17
1.00E+02,3.85E-17
1.00E+02,3.79E-17
1.01E+02,3.73E-17
1.01E+02,3.72E-17
1.02E+02,3.69E-17
1.02E+02,3.64E-17
1.02E+02,3.61E-17
1.03E+02,3.58E-17
1.03E+02,3.53E-17
1.03E+02,3.51E-17
1.04E+02,3.50E-17
1.04E+02,3.44E-17
1.04E+02,3.39E-17
1.05E+02,3.39E-17
1.05E+02,3.38E-17
1.06E+02,3.31E-17
1.06E+02,3.26E-17
1.06E+02,3.28E-17
1.07E+02,3.26E-17
1.07E+02,3.17E-17
1.07E+02,3.14E-17
1.08E+02,3.17E-17
1.08E+02,3.14E-17
1.08E+02,3.05E-17
1.09E+02,3.03E-17
1.09E+02,3.06E-17
1.10E+02,3.02E-17
1.10E+02,2.94E-17
1.10E+02,2.94E-17
1.11E+02,2.95E-17
1.11E+02,2.90E-17
1.11E+02,2.84E-17
1.12E+02,2.84E-17
1.12E+02,2.84E-17
1.12E+02,2.79E-17
1.13E+02,2.74E-17
1.13E+02,2.75E-17
1.13E+02,2.73E-17
1.14E+02,2.68E-17
1.14E+02,2.65E-17
1.15E+02,2.65E-17
