#0.1eV differential cross sections for H-H2 elastic collisions from Krstic and Shultz. 1998,
#angle(deg),sigma(cm^2)
0.000440648,1.08E-17
0.00232174,5.70E-17
0.005705932,1.40E-16
0.010593932,2.60E-16
0.016985735,4.17E-16
0.024881265,6.10E-16
0.034280351,8.41E-16
0.045182936,1.11E-15
0.057588561,1.41E-15
0.071497684,1.75E-15
0.086909103,2.13E-15
0.10382339,2.55E-15
0.122239973,3.00E-15
0.14215885,3.49E-15
0.163578878,4.01E-15
0.186500627,4.57E-15
0.210922953,5.17E-15
0.236845856,5.80E-15
0.264268762,6.47E-15
0.293191098,7.18E-15
0.323612865,7.92E-15
0.355532917,8.70E-15
0.388951253,9.51E-15
0.423867301,1.04E-14
0.460279915,1.12E-14
0.498189095,1.21E-14
0.537594267,1.31E-14
0.578492567,1.41E-14
0.620885715,1.51E-14
0.664774282,1.61E-14
0.710158269,1.72E-14
0.757031946,1.83E-14
0.805395313,1.94E-14
0.855248371,2.06E-14
0.906591119,2.18E-14
0.959429287,2.30E-14
1.013751416,2.42E-14
1.069557505,2.55E-14
1.126853284,2.68E-14
1.185633025,2.81E-14
1.245896726,2.94E-14
1.307644387,3.07E-14
1.37087028,3.21E-14
1.435585863,3.34E-14
1.501773947,3.48E-14
1.569445992,3.62E-14
1.638590539,3.76E-14
1.709213317,3.90E-14
1.781314326,4.03E-14
1.854887836,4.17E-14
1.929933848,4.31E-14
2.006452362,4.45E-14
2.084443377,4.58E-14
2.163901164,4.72E-14
2.244825723,4.85E-14
2.327217054,4.98E-14
2.411075157,5.11E-14
2.496400032,5.23E-14
2.583180219,5.36E-14
2.671427179,5.48E-14
2.761129451,5.59E-14
2.852292766,5.70E-14
2.944911394,5.81E-14
3.038979605,5.91E-14
3.134508858,6.01E-14
3.231487694,6.10E-14
3.329916114,6.18E-14
3.429788387,6.26E-14
3.531115973,6.33E-14
3.633881683,6.40E-14
3.738091247,6.46E-14
3.843744664,6.51E-14
3.950836206,6.55E-14
4.059365871,6.58E-14
4.169333661,6.61E-14
4.280733845,6.63E-14
4.393572153,6.64E-14
4.507831397,6.64E-14
4.623528764,6.63E-14
4.740647067,6.62E-14
4.859192035,6.59E-14
4.979157938,6.55E-14
5.100544777,6.51E-14
5.223352551,6.46E-14
5.34757553,6.39E-14
5.473213715,6.32E-14
5.600267107,6.24E-14
5.728724244,6.15E-14
5.858608047,6.05E-14
5.989872678,5.94E-14
6.122569703,5.83E-14
6.256641827,5.70E-14
6.39208905,5.57E-14
6.528968667,5.43E-14
6.667280679,5.28E-14
6.806910493,5.13E-14
6.947972703,4.96E-14
7.090410011,4.80E-14
7.234279713,4.63E-14
7.379467218,4.45E-14
7.526087118,4.27E-14
7.674024821,4.08E-14
7.823394918,3.89E-14
7.974082818,3.70E-14
8.126203113,3.51E-14
8.27964121,3.32E-14
8.434454406,3.13E-14
8.590642701,2.94E-14
8.748206095,2.74E-14
8.907144587,2.56E-14
9.067400883,2.37E-14
9.228974981,2.19E-14
9.391981474,2.01E-14
9.556248473,1.84E-14
9.721947868,1.68E-14
9.888907769,1.52E-14
10.05724277,1.37E-14
10.22695287,1.23E-14
10.39792347,1.10E-14
10.57026918,9.80E-15
10.74393269,8.69E-15
10.918914,7.69E-15
11.09521311,6.80E-15
11.27283003,6.03E-15
11.45176475,5.37E-15
11.63207457,4.83E-15
11.81358759,4.40E-15
11.99647572,4.08E-15
