#6.3eV differential cross sections for H-H2 elastic collisions from Krstic and Shultz. 1998,
#angle(deg),sigma(cm^2)
7.26E+01,1.13E-16
7.30E+01,1.12E-16
7.34E+01,1.10E-16
7.37E+01,1.09E-16
7.41E+01,1.09E-16
7.44E+01,1.08E-16
7.48E+01,1.08E-16
7.52E+01,1.06E-16
7.55E+01,1.05E-16
7.59E+01,1.05E-16
7.63E+01,1.05E-16
7.66E+01,1.04E-16
7.70E+01,1.03E-16
7.73E+01,1.01E-16
7.77E+01,1.00E-16
7.81E+01,1.00E-16
7.84E+01,9.99E-17
7.88E+01,9.88E-17
7.92E+01,9.78E-17
7.95E+01,9.75E-17
7.99E+01,9.75E-17
8.03E+01,9.69E-17
8.06E+01,9.57E-17
8.10E+01,9.49E-17
8.14E+01,9.45E-17
8.17E+01,9.39E-17
8.21E+01,9.29E-17
8.25E+01,9.23E-17
8.28E+01,9.21E-17
8.32E+01,9.16E-17
8.36E+01,9.05E-17
8.39E+01,8.96E-17
8.43E+01,8.94E-17
8.47E+01,8.91E-17
8.50E+01,8.82E-17
8.54E+01,8.74E-17
8.58E+01,8.73E-17
8.61E+01,8.72E-17
8.65E+01,8.66E-17
8.69E+01,8.56E-17
8.72E+01,8.49E-17
8.76E+01,8.44E-17
8.80E+01,8.36E-17
8.83E+01,8.27E-17
8.87E+01,8.23E-17
8.91E+01,8.22E-17
8.94E+01,8.17E-17
8.98E+01,8.08E-17
9.02E+01,8.04E-17
9.06E+01,8.04E-17
9.09E+01,7.99E-17
9.13E+01,7.87E-17
9.17E+01,7.77E-17
9.20E+01,7.76E-17
9.24E+01,7.76E-17
9.28E+01,7.68E-17
9.31E+01,7.56E-17
9.35E+01,7.50E-17
9.39E+01,7.50E-17
9.42E+01,7.47E-17
9.46E+01,7.37E-17
9.50E+01,7.27E-17
9.53E+01,7.23E-17
9.57E+01,7.24E-17
9.61E+01,7.21E-17
9.64E+01,7.13E-17
9.68E+01,7.04E-17
9.72E+01,6.98E-17
9.75E+01,6.96E-17
9.79E+01,6.90E-17
9.83E+01,6.80E-17
9.86E+01,6.70E-17
9.90E+01,6.66E-17
9.94E+01,6.67E-17
9.97E+01,6.63E-17
1.00E+02,6.55E-17
1.00E+02,6.47E-17
1.01E+02,6.45E-17
1.01E+02,6.43E-17
1.02E+02,6.36E-17
1.02E+02,6.25E-17
1.02E+02,6.18E-17
1.03E+02,6.17E-17
1.03E+02,6.13E-17
1.03E+02,6.05E-17
1.04E+02,5.98E-17
1.04E+02,5.95E-17
1.04E+02,5.92E-17
1.05E+02,5.86E-17
1.05E+02,5.79E-17
1.06E+02,5.74E-17
1.06E+02,5.71E-17
1.06E+02,5.67E-17
1.07E+02,5.60E-17
1.07E+02,5.55E-17
1.07E+02,5.51E-17
1.08E+02,5.46E-17
1.08E+02,5.38E-17
1.08E+02,5.33E-17
1.09E+02,5.31E-17
1.09E+02,5.27E-17
1.10E+02,5.20E-17
1.10E+02,5.14E-17
1.10E+02,5.13E-17
1.11E+02,5.12E-17
1.11E+02,5.05E-17
1.11E+02,4.96E-17
1.12E+02,4.92E-17
1.12E+02,4.92E-17
1.12E+02,4.88E-17
1.13E+02,4.78E-17
1.13E+02,4.71E-17
1.13E+02,4.70E-17
1.14E+02,4.72E-17
1.14E+02,4.66E-17
1.15E+02,4.56E-17
1.15E+02,4.51E-17
1.15E+02,4.53E-17
1.16E+02,4.53E-17
1.16E+02,4.45E-17
1.16E+02,4.35E-17
1.17E+02,4.32E-17
1.17E+02,4.34E-17
1.17E+02,4.31E-17
1.18E+02,4.22E-17
1.18E+02,4.13E-17
1.18E+02,4.12E-17
1.19E+02,4.14E-17
1.19E+02,4.12E-17
1.19E+02,4.04E-17
1.20E+02,3.97E-17
1.20E+02,3.97E-17
1.20E+02,3.98E-17
1.21E+02,3.94E-17
1.21E+02,3.86E-17
1.22E+02,3.79E-17
1.22E+02,3.77E-17
1.22E+02,3.77E-17
1.23E+02,3.74E-17
1.23E+02,3.68E-17
1.23E+02,3.63E-17
1.24E+02,3.61E-17
1.24E+02,3.61E-17
1.24E+02,3.59E-17
1.25E+02,3.54E-17
1.25E+02,3.48E-17
1.25E+02,3.44E-17
1.26E+02,3.42E-17
1.26E+02,3.41E-17
1.26E+02,3.37E-17
1.27E+02,3.32E-17
1.27E+02,3.28E-17
1.27E+02,3.26E-17
1.28E+02,3.25E-17
1.28E+02,3.23E-17
1.28E+02,3.18E-17
1.29E+02,3.13E-17
1.29E+02,3.10E-17
1.29E+02,3.10E-17
1.30E+02,3.09E-17
1.30E+02,3.05E-17
1.30E+02,3.00E-17
1.31E+02,2.96E-17
1.31E+02,2.95E-17
1.31E+02,2.95E-17
1.32E+02,2.92E-17
1.32E+02,2.86E-17
1.32E+02,2.81E-17
1.33E+02,2.79E-17
1.33E+02,2.79E-17
1.33E+02,2.78E-17
1.34E+02,2.74E-17
1.34E+02,2.69E-17
1.34E+02,2.67E-17
1.34E+02,2.67E-17
1.35E+02,2.67E-17
1.35E+02,2.63E-17
1.35E+02,2.58E-17
1.36E+02,2.53E-17
1.36E+02,2.51E-17
1.36E+02,2.51E-17
1.37E+02,2.49E-17
1.37E+02,2.45E-17
1.37E+02,2.41E-17
1.38E+02,2.39E-17
1.38E+02,2.40E-17
1.38E+02,2.40E-17
1.39E+02,2.38E-17
1.39E+02,2.33E-17
1.39E+02,2.29E-17
1.40E+02,2.27E-17
1.40E+02,2.26E-17
1.40E+02,2.24E-17
1.40E+02,2.20E-17
1.41E+02,2.16E-17
1.41E+02,2.13E-17
1.41E+02,2.13E-17
1.42E+02,2.13E-17
1.42E+02,2.12E-17
1.42E+02,2.10E-17
1.43E+02,2.06E-17
1.43E+02,2.04E-17
1.43E+02,2.03E-17
1.43E+02,2.02E-17
1.44E+02,1.99E-17
1.44E+02,1.95E-17
1.44E+02,1.91E-17
1.45E+02,1.89E-17
1.45E+02,1.89E-17
1.45E+02,1.88E-17
1.45E+02,1.87E-17
1.46E+02,1.84E-17
1.46E+02,1.82E-17
1.46E+02,1.80E-17
1.47E+02,1.80E-17
1.47E+02,1.79E-17
1.47E+02,1.77E-17
1.47E+02,1.73E-17
1.48E+02,1.70E-17
1.48E+02,1.68E-17
1.48E+02,1.67E-17
1.49E+02,1.66E-17
1.49E+02,1.64E-17
1.49E+02,1.62E-17
1.49E+02,1.60E-17
1.50E+02,1.58E-17
1.50E+02,1.57E-17
1.50E+02,1.57E-17
1.51E+02,1.55E-17
1.51E+02,1.53E-17
1.51E+02,1.51E-17
1.51E+02,1.48E-17
1.52E+02,1.47E-17
1.52E+02,1.45E-17
1.52E+02,1.44E-17
1.52E+02,1.42E-17
1.53E+02,1.40E-17
1.53E+02,1.39E-17
1.53E+02,1.37E-17
1.53E+02,1.36E-17
1.54E+02,1.35E-17
1.54E+02,1.34E-17
1.54E+02,1.32E-17
1.55E+02,1.31E-17
1.55E+02,1.29E-17
1.55E+02,1.27E-17
1.55E+02,1.26E-17
1.56E+02,1.24E-17
1.56E+02,1.23E-17
1.56E+02,1.22E-17
1.56E+02,1.20E-17
1.57E+02,1.18E-17
1.57E+02,1.17E-17
1.57E+02,1.16E-17
1.57E+02,1.15E-17
1.58E+02,1.14E-17
1.58E+02,1.13E-17
1.58E+02,1.11E-17
1.58E+02,1.09E-17
1.58E+02,1.08E-17
1.59E+02,1.06E-17
1.59E+02,1.05E-17
1.59E+02,1.04E-17
1.59E+02,1.03E-17
1.60E+02,1.02E-17
1.60E+02,1.00E-17
1.60E+02,9.85E-18
1.60E+02,9.71E-18
1.61E+02,9.62E-18
1.61E+02,9.56E-18
1.61E+02,9.49E-18
1.61E+02,9.39E-18
1.61E+02,9.26E-18
1.62E+02,9.10E-18
1.62E+02,8.93E-18
1.62E+02,8.79E-18
1.62E+02,8.68E-18
1.63E+02,8.59E-18
1.63E+02,8.50E-18
1.63E+02,8.39E-18
1.63E+02,8.25E-18
1.63E+02,8.09E-18
1.64E+02,7.94E-18
1.64E+02,7.83E-18
1.64E+02,7.75E-18
1.64E+02,7.71E-18
1.64E+02,7.66E-18
1.65E+02,7.58E-18
1.65E+02,7.47E-18
1.65E+02,7.34E-18
1.65E+02,7.21E-18
1.66E+02,7.09E-18
1.66E+02,6.99E-18
1.66E+02,6.91E-18
1.66E+02,6.84E-18
1.66E+02,6.75E-18
1.66E+02,6.63E-18
1.67E+02,6.48E-18
1.67E+02,6.33E-18
1.67E+02,6.19E-18
1.67E+02,6.08E-18
1.67E+02,6.01E-18
1.68E+02,5.96E-18
1.68E+02,5.91E-18
1.68E+02,5.85E-18
1.68E+02,5.77E-18
1.68E+02,5.66E-18
1.69E+02,5.55E-18
1.69E+02,5.45E-18
1.69E+02,5.37E-18
1.69E+02,5.31E-18
1.69E+02,5.25E-18
1.69E+02,5.20E-18
1.70E+02,5.14E-18
1.70E+02,5.05E-18
1.70E+02,4.94E-18
1.70E+02,4.81E-18
1.70E+02,4.69E-18
1.70E+02,4.57E-18
1.71E+02,4.46E-18
1.71E+02,4.38E-18
1.71E+02,4.32E-18
1.71E+02,4.27E-18
1.71E+02,4.21E-18
1.71E+02,4.14E-18
1.72E+02,4.06E-18
1.72E+02,3.97E-18
1.72E+02,3.87E-18
1.72E+02,3.78E-18
1.72E+02,3.71E-18
1.72E+02,3.64E-18
1.72E+02,3.60E-18
1.73E+02,3.56E-18
1.73E+02,3.52E-18
1.73E+02,3.48E-18
1.73E+02,3.43E-18
1.73E+02,3.36E-18
1.73E+02,3.29E-18
1.73E+02,3.20E-18
1.74E+02,3.12E-18
1.74E+02,3.03E-18
1.74E+02,2.95E-18
1.74E+02,2.88E-18
1.74E+02,2.81E-18
1.74E+02,2.75E-18
1.74E+02,2.69E-18
1.75E+02,2.64E-18
1.75E+02,2.59E-18
1.75E+02,2.52E-18
1.75E+02,2.45E-18
1.75E+02,2.38E-18
1.75E+02,2.30E-18
1.75E+02,2.23E-18
1.75E+02,2.16E-18
1.75E+02,2.09E-18
1.76E+02,2.04E-18
1.76E+02,1.99E-18
1.76E+02,1.94E-18
1.76E+02,1.91E-18
1.76E+02,1.87E-18
1.76E+02,1.84E-18
1.76E+02,1.81E-18
1.76E+02,1.77E-18
1.76E+02,1.73E-18
1.77E+02,1.68E-18
1.77E+02,1.63E-18
1.77E+02,1.58E-18
1.77E+02,1.53E-18
1.77E+02,1.48E-18
1.77E+02,1.43E-18
1.77E+02,1.39E-18
1.77E+02,1.35E-18
1.77E+02,1.30E-18
1.77E+02,1.26E-18
1.78E+02,1.22E-18
1.78E+02,1.19E-18
1.78E+02,1.15E-18
1.78E+02,1.11E-18
1.78E+02,1.08E-18
1.78E+02,1.04E-18
1.78E+02,1.00E-18
1.78E+02,9.65E-19
1.78E+02,9.25E-19
1.78E+02,8.84E-19
1.78E+02,8.42E-19
1.78E+02,8.00E-19
1.78E+02,7.59E-19
1.78E+02,7.19E-19
1.79E+02,6.80E-19
1.79E+02,6.43E-19
1.79E+02,6.09E-19
1.79E+02,5.75E-19
1.79E+02,5.44E-19
1.79E+02,5.14E-19
1.79E+02,4.86E-19
1.79E+02,4.59E-19
1.79E+02,4.33E-19
1.79E+02,4.09E-19
1.79E+02,3.86E-19
1.79E+02,3.64E-19
1.79E+02,3.44E-19
1.79E+02,3.24E-19
1.79E+02,3.06E-19
1.79E+02,2.88E-19
1.79E+02,2.71E-19
1.79E+02,2.55E-19
1.80E+02,2.39E-19
1.80E+02,2.23E-19
1.80E+02,2.08E-19
1.80E+02,1.93E-19
1.80E+02,1.79E-19
1.80E+02,1.65E-19
1.80E+02,1.51E-19
1.80E+02,1.37E-19
1.80E+02,1.24E-19
1.80E+02,1.11E-19
1.80E+02,9.89E-20
1.80E+02,8.72E-20
1.80E+02,7.61E-20
1.80E+02,6.57E-20
1.80E+02,5.60E-20
1.80E+02,4.70E-20
1.80E+02,3.87E-20
1.80E+02,3.12E-20
1.80E+02,2.45E-20
1.80E+02,1.86E-20
1.80E+02,1.35E-20
1.80E+02,9.23E-21
1.80E+02,5.76E-21
1.80E+02,3.10E-21
179.9975561,1.26E-21
179.999275,2.39E-22
