#0.15eV differential cross sections for H-H2 elastic collisions from Krstic and Shultz. 1998,
#angle(deg),sigma(cm^2)
0.000440648,1.65E-17
0.00232174,8.67E-17
0.005705932,2.13E-16
0.010593932,3.96E-16
0.016985735,6.34E-16
0.024881265,9.29E-16
0.034280351,1.28E-15
0.045182936,1.69E-15
0.057588561,2.15E-15
0.071497684,2.67E-15
0.086909103,3.25E-15
0.10382339,3.88E-15
0.122239973,4.56E-15
0.14215885,5.31E-15
0.163578878,6.10E-15
0.186500627,6.96E-15
0.210922953,7.87E-15
0.236845856,8.83E-15
0.264268762,9.84E-15
0.293191098,1.09E-14
0.323612865,1.20E-14
0.355532917,1.32E-14
0.388951253,1.44E-14
0.423867301,1.57E-14
0.460279915,1.71E-14
0.498189095,1.84E-14
0.537594267,1.99E-14
0.578492567,2.13E-14
0.620885715,2.29E-14
0.664774282,2.44E-14
0.710158269,2.60E-14
0.757031946,2.77E-14
0.805395313,2.94E-14
0.855248371,3.11E-14
0.906591119,3.28E-14
0.959429287,3.46E-14
1.013751416,3.64E-14
1.069557505,3.83E-14
1.126853284,4.01E-14
1.185633025,4.20E-14
1.245896726,4.39E-14
1.307644387,4.58E-14
1.37087028,4.77E-14
1.435585863,4.96E-14
1.501773947,5.15E-14
1.569445992,5.34E-14
1.638590539,5.53E-14
1.709213317,5.71E-14
1.781314326,5.90E-14
1.854887836,6.08E-14
1.929933848,6.26E-14
2.006452362,6.43E-14
2.084443377,6.60E-14
2.163901164,6.77E-14
2.244825723,6.92E-14
2.327217054,7.08E-14
2.411075157,7.22E-14
2.496400032,7.36E-14
2.583180219,7.49E-14
2.671427179,7.61E-14
2.761129451,7.72E-14
2.852292766,7.82E-14
2.944911394,7.90E-14
3.038979605,7.98E-14
3.134508858,8.05E-14
3.231487694,8.10E-14
3.329916114,8.14E-14
3.429788387,8.17E-14
3.531115973,8.19E-14
3.633881683,8.19E-14
3.738091247,8.17E-14
3.843744664,8.14E-14
3.950836206,8.10E-14
4.059365871,8.04E-14
4.169333661,7.97E-14
4.280733845,7.88E-14
4.393572153,7.78E-14
4.507831397,7.67E-14
4.623528764,7.53E-14
4.740647067,7.39E-14
4.859192035,7.23E-14
4.979157938,7.06E-14
5.100544777,6.87E-14
5.223352551,6.67E-14
5.34757553,6.46E-14
5.473213715,6.24E-14
5.600267107,6.01E-14
5.728724244,5.77E-14
5.858608047,5.53E-14
5.989872678,5.27E-14
6.122569703,5.01E-14
6.256641827,4.75E-14
6.39208905,4.48E-14
6.528968667,4.21E-14
6.667280679,3.94E-14
6.806910493,3.68E-14
6.947972703,3.41E-14
7.090410011,3.15E-14
7.234279713,2.89E-14
7.379467218,2.64E-14
7.526087118,2.40E-14
