#alt(cm),CO2+(cm-3),,,,
8.41182650E+06,0.098083654,,,,
8.45532625E+06,0.119022824,,,,
8.54300544E+06,0.141664327,,,,
8.58662877E+06,0.165381678,,,,
8.63031389E+06,0.189369889,,,,
8.67393722E+06,0.221074074,,,,
8.71756055E+06,0.258086154,,,,
8.76118389E+06,0.301294772,,,,
8.76075136E+06,0.344996847,,,,
8.84849234E+06,0.402755998,,,,
8.84799802E+06,0.470185149,,,,
8.89162135E+06,0.548903245,,,,
8.89118883E+06,0.628520327,,,,
8.93481216E+06,0.733746797,,,,
8.93437963E+06,0.840174987,,,,
8.97806476E+06,0.962040327,,,,
9.02174988E+06,1.101581939,,,,
9.02125556E+06,1.286008081,,,,
9.06487889E+06,1.501310729,,,,
9.06444637E+06,1.719072202,,,,
9.10806970E+06,2.006878168,,,,
9.10763717E+06,2.297970969,,,,
9.15132229E+06,2.631286074,,,,
9.15088977E+06,3.012947725,,,,
9.15045724E+06,3.449968471,,,,
9.19408057E+06,4.02755998,,,,
9.19364805E+06,4.611747768,,,,
9.23733317E+06,5.280670575,,,,
9.23683885E+06,6.164757056,,,,
9.28058576E+06,6.923666403,,,,
9.28015324E+06,7.927927389,,,,
9.32396194E+06,8.733261624,,,,
9.32359120E+06,9.808365445,,,,
9.36727632E+06,11.23104502,,,,
9.36690559E+06,12.61363722,,,,
9.41059071E+06,14.44321465,,,,
9.45421404E+06,16.86128838,,,,
9.49783737E+06,19.68419447,,,,
9.49740484E+06,22.53933905,,,,
9.54108997E+06,25.8086154,,,,
9.58477509E+06,29.55209235,,,,
9.58434256E+06,33.83855153,,,,
9.62796589E+06,39.50378014,,,,
9.67158922E+06,46.11747768,,,,
9.71527435E+06,52.80670575,,,,
9.75889768E+06,61.64757056,,,,
9.80245922E+06,73.37467971,,,,
9.84608255E+06,85.65902154,,,,
9.88958230E+06,103.9457465,,,,
9.97726149E+06,123.7191635,,,,
1.00208848E+07,144.4321465,,,,
1.00645082E+07,168.6128838,,,,
1.01522491E+07,196.8419447,,,,
1.01959343E+07,225.3933905,,,,
1.02837370E+07,258.086154,,,,
1.03273604E+07,301.2947725,,,,
1.04150395E+07,358.6095482,,,,
1.05029041E+07,402.755998,,,,
1.05465892E+07,461.1747768,,,,
1.06343920E+07,528.0670575,,,,
1.07221948E+07,604.6619009,,,,
1.08099975E+07,692.3666403,,,,
1.09419179E+07,792.7927389,,,,
1.10737766E+07,925.521591,,,,
1.12056352E+07,1080.471822,,,,
1.13375556E+07,1237.191635,,,,
1.15134701E+07,1472.540428,,,,
1.16894464E+07,1719.072202,,,,
1.18213050E+07,2006.878168,,,,
1.19089842E+07,2388.643079,,,,
1.20408428E+07,2788.548172,,,,
1.21727014E+07,3255.405119,,,,
1.22605042E+07,3727.59372,,,,
1.23923628E+07,4351.665071,,,,
1.24799802E+07,5280.670575,,,,
1.26118389E+07,6164.757056,,,,
1.27435739E+07,7480.826455,,,,
1.29194884E+07,8903.890941,,,,
1.30954029E+07,10597.66249,,,,
1.32714409E+07,12134.82768,,,,
1.34915966E+07,13894.95494,,,,
1.38442289E+07,15306.43141,,,,
1.42411641E+07,15910.38439,,,,
1.46825260E+07,15013.10729,,,,
1.50358379E+07,13367.507,,,,
1.53891498E+07,11902.28245,,,,
1.56984058E+07,10394.57465,,,,
1.60076619E+07,9077.853992,,,,
1.63169179E+07,7927.927389,,,,
1.65379387E+07,6923.666403,,,,
1.68471330E+07,6164.757056,,,,
1.70682155E+07,5280.670575,,,,
1.73774098E+07,4701.851489,,,,
1.76867276E+07,4027.55998,,,,
1.79959837E+07,3517.373501,,,,
1.83935368E+07,3012.947725,,,,
1.87028547E+07,2580.86154,,,,
1.90563520E+07,2168.375311,,,,
1.94540287E+07,1786.902434,,,,
1.98075260E+07,1501.310729,,,,
2.01169056E+07,1261.363722,,,,
2.04262234E+07,1080.471822,,,,
2.07356031E+07,907.7853992,,,,
2.10007415E+07,792.7927389,,,,
2.13101211E+07,666.0846291,,,,
2.15753213E+07,570.5615759,,,,
2.18847009E+07,479.3715646,,,,
2.21940188E+07,410.6249917,,,,
2.24591572E+07,358.6095482,,,,
2.27685368E+07,301.2947725,,,,
2.30778547E+07,258.086154,,,,
2.34312902E+07,221.0740743,,,,
2.37846639E+07,193.0697729,,,,
2.41821552E+07,168.6128838,,,,
2.45796466E+07,147.2540428,,,,
2.50211938E+07,131.1133937,,,,
2.54185615E+07,119.0228245,,,,
2.58599852E+07,110.1581939,,,,
2.63455264E+07,101.9537869,,,,
2.67868883E+07,96.20403271,,,,
2.72282501E+07,90.77853992,,,,
2.77136678E+07,87.33261624,,,,
2.81990855E+07,84.01749869,,,,
2.86845032E+07,80.82822193,,,,
2.92580944E+07,79.27927389,,,,
2.98759268E+07,74.80826455,,,,
3.04936357E+07,73.37467971,,,,
3.11555858E+07,69.23666403,,,,
3.17732946E+07,67.9098503,,,,
3.23028300E+07,65.3320146,,,,
3.28764212E+07,64.08002744,,,,
3.34059565E+07,61.64757056,,,,
3.39795477E+07,60.46619009,,,,
3.45532007E+07,58.17091329,,,,
3.50826742E+07,57.05615759,,,,
3.56121478E+07,55.96276445,,,,
3.61857390E+07,54.89032451,,,,
3.67593920E+07,52.80670575,,,,
3.72888038E+07,52.80670575,,,,
3.79506920E+07,50.80218047,,,,
3.84801656E+07,49.82863515,,,,
3.90979053E+07,48.40318609,,,,
3.95832304E+07,47.93715646,,,,
3.99803510E+07,47.01851489,,,,
