#alt(cm),N2+(cm-3),
11657458.56,0.1,
11767955.80,0.130492842,
11933701.66,0.174454132,
12099447.51,0.222208194,
12209944.75,0.297067158,
12375690.61,0.416835764,
12486187.85,0.570909705,
12651933.70,0.801083448,
12817679.56,1.12405637,
12983425.41,1.615869579,
13204419.89,2.322867932,
13425414.36,3.339202309,
13701657.46,4.685468956,
13977900.55,6.263940672,
14309392.27,8.579265096,
14751381.22,11.46950456,
15138121.55,14.60910019,
15690607.73,19.06383005,
16187845.30,23.70178672,
16740331.49,29.46809179,
17292817.68,36.63725626,
17955801.10,45.55057571,
18563535.91,56.63237807,
19171270.72,70.41022413,
19834254.14,89.68391036,
20441988.95,108.8372558,
21104972.38,114.2334636,
21712707.18,108.8372558,
22430939.23,98.79752373,
23093922.65,83.40477079,
23812154.70,68.72707263,
24530386.74,59.44024084,
25248618.78,50.1793919,
26022099.45,42.36139249,
26850828.73,36.63725626,
27624309.39,31.68660111,
28287292.82,28.07606584,
29171270.72,24.28225227,
30000000.00,22.04232711,
30718232.04,20.4990531,
31491712.71,19.53071032,
32375690.61,18.60811052,
33425414.36,17.72909287,
34530386.74,16.89159862,
35469613.26,16.09366627,
36408839.78,15.7089483,
37403314.92,15.33342698,
38342541.44,14.96688248,
39171270.72,14.60910019,
40055248.62,14.25987067,
