#alt(cm),O+(cm-3),,,
9790209.79,0.101854149,,,
9832167.83,0.120167558,,,
9874125.87,0.144402419,,,
9958041.96,0.176742269,,,
10041958.04,0.216324836,,,
10104895.10,0.255220111,,,
10146853.15,0.284962186,,,
10209790.21,0.324069604,,,
10251748.25,0.361835054,,,
10293706.29,0.41149229,,,
10356643.36,0.467964346,,,
10419580.42,0.542054,,,
10461538.46,0.605222261,,,
10524475.52,0.675751836,,,
10587412.59,0.754500574,,,
10671328.67,0.842426296,,,
10713286.71,0.940598443,,,
10776223.78,1.05021108,,,
10839160.84,1.172597425,,,
10944055.94,1.333521432,,,
11027972.03,1.488923349,,,
11111888.11,1.662435027,,,
11174825.17,1.890582984,,,
11258741.26,2.150041331,,,
11342657.34,2.400596391,,,
11468531.47,2.832224397,,,
11552447.55,3.16227766,,,
11636363.64,3.466519256,,,
11741258.74,3.942254711,,,
11762237.76,4.401665354,,,
11846153.85,5.005737656,,,
11930069.93,5.692711161,,,
12034965.03,6.593999899,,,
12097902.10,7.36243166,,,
12181818.18,8.220412615,,,
12244755.24,9.178378377,,,
12307692.31,10.43799348,,,
12370629.37,11.65438502,,,
12412587.41,12.77564921,,,
12454545.45,14.00478983,,,
12517482.52,15.63683798,,,
12580419.58,17.7827941,,,
12643356.64,19.49367032,,,
12706293.71,21.36914933,,,
12769230.77,23.8594031,,,
12832167.83,26.15490768,,,
12895104.90,28.14933147,,,
12958041.96,30.85756853,,,
13062937.06,35.74304018,,,
13146853.15,41.40199576,,,
13230769.23,45.38526688,,,
13356643.36,50.67423884,,,
13440559.44,55.54958913,,,
13566433.57,62.02306036,,,
13734265.73,73.17482663,,,
13944055.94,83.21713618,,,
14111888.11,91.22342691,,,
14279720.28,100,,,
14447552.45,107.6254285,,,
14657342.66,117.9800323,,,
14867132.87,126.9765153,,,
15034965.03,136.6590187,,,
15244755.24,143.0820344,,,
15580419.58,153.9926526,,,
15790209.79,162.7182145,,,
16041958.04,170.3660204,,,
16335664.34,178.3732754,,,
16629370.63,188.480297,,,
16965034.97,200.9978858,,,
17216783.22,212.3868675,,,
17510489.51,226.4921694,,,
17762237.76,241.5342501,,,
18013986.01,264.7721734,,,
18223776.22,279.7747463,,,
18475524.48,295.627398,,,
18727272.73,312.3782957,,,
19020979.02,336.1984793,,,
19188811.19,358.5265125,,,
19398601.40,382.3374229,,,
19608391.61,396.6470744,,,
19860139.86,442.8703401,,,
20153846.15,476.6411013,,,
20447552.45,517.7209563,,,
20783216.78,557.1993977,,,
21034965.03,583.3879398,,,
21412587.41,616.4439818,,,
21748251.75,639.5154836,,,
22041958.04,639.5154836,,,
22377622.38,627.8737701,,,
22671328.67,616.4439818,,,
23048951.05,594.2048198,,,
23384615.38,572.7679697,,,
23678321.68,542.0539995,,,
23972027.97,512.9870278,,,
24265734.27,485.4787363,,,
24601398.60,451.0818149,,,
24937062.94,422.9896951,,,
25230769.23,396.6470744,,,
25482517.48,361.835054,,,
25776223.78,348.7812995,,,
26111888.11,318.1702539,,,
26405594.41,295.627398,,,
26741258.74,274.6817384,,,
26993006.99,255.2201112,,,
27286713.29,237.1373706,,,
27622377.62,216.3248359,,,
27958041.96,197.3389286,,,
28251748.25,183.3571595,,,
28545454.55,170.3660204,,,
28797202.80,155.4137221,,,
29090909.09,143.0820344,,,
29342657.34,134.1712835,,,
29720279.72,122.3956428,,,
30097902.10,114.7731829,,,
30391608.39,111.6534997,,,
30685314.69,107.6254285,,,
31020979.02,104.7000306,,,
31482517.48,101.8541487,,,
31818181.82,100,,,
32195804.20,97.28187104,,,
32573426.57,95.51095587,,,
32951048.95,94.63762434,,,
33286713.29,92.91484492,,,
33580419.58,92.06525167,,,
33958041.96,90.38929962,,,
34251748.25,88.74385653,,,
34629370.63,88.74385653,,,
34923076.92,87.12836702,,,
35258741.26,86.33168407,,,
35552447.55,84.76010565,,,
35804195.80,84.76010565,,,
36139860.14,83.98507757,,,
36391608.39,83.21713618,,,
36685314.69,82.45621667,,,
37062937.06,81.70225486,,,
37440559.44,80.21495037,,,
37776223.78,80.21495037,,,
38111888.11,78.75472072,,,
38405594.41,78.03460458,,,
38615384.62,78.03460458,,,
38825174.83,78.03460458,,,
39286713.29,77.32107303,,,
39622377.62,75.9135234,,,
40041958.04,75.21938655,,,
