#1eV differential cross sections for O-H elastic collisions from Zhang et al. 2009
#angle(deg),sigma(cm^2)
0.25,1.55E-13
0.35,1.5E-13
0.5,1.4E-13
0.7,1.3E-13
0.9,1.2E-13
1.15,1.1E-13
1.45,1E-13
1.8,8.5E-14
2.2,7.5E-14
2.3,7E-14
3.05,5.13839091923534E-14
3.55,1.1643556052175E-14
4.1,1.07546786023135E-14
4.7,1.39535827334495E-14
5.5,1.22441712259917E-14
6.5,5.43277766052713E-15
7.5,5.10650656235665E-15
8.5,5.18926356247258E-15
9.5,3.77132477811684E-15
10.5,2.72402104356151E-15
11.5,2.32524758276825E-15
12.5,2.2954527682489E-15
13.5,2.07099376545672E-15
14.5,1.48367524930195E-15
15.5,1.08902016753091E-15
16.5,1.1105919266055E-15
17.5,9.975553160415E-16
18.5,8.14040266453929E-16
19.5,8.31570731152772E-16
20.5,8.84637E-16
21.5,7.68642094036697E-16
22.5,6.73099433885121E-16
23.5,6.09988134024731E-16
24.5,5.91302123919692E-16
25.5,6.3998769126446E-16
26.5,6.34163538093339E-16
27.5,5.16169578779419E-16
28.5,3.76288114080574E-16
29.5,3.83846888113283E-16
30.5,4.15311964100519E-16
31.5,3.81830889509374E-16
32.5,3.45917132296237E-16
33.5,3.30671650578381E-16
34.5,2.92497510969286E-16
35.5,2.65166577981651E-16
36.5,2.62151858496211E-16
37.5,2.73843680494615E-16
38.5,3.27207412445154E-16
39.5,3.50610721579577E-16
40.5,2.87513244714799E-16
41.5,2.09044494415636E-16
42.5,2.1980550126313E-16
43.5,3.14680883526127E-16
44.5,3.10218054248105E-16
45.5,2.08282306475203E-16
46.5,1.64195261069007E-16
47.5,1.58805255604308E-16
48.5,1.56408765775828E-16
49.5,1.52089055743917E-16
50.5,1.52336055311794E-16
51.5,1.64191520143598E-16
52.5,1.83541E-16
53.5,1.7521525129637E-16
54.5,1.31280509174312E-16
55.5,1.36366380401542E-16
56.5,1.95393776226566E-16
57.5,2.07663106102912E-16
58.5,1.58508654099342E-16
59.5,1.26694976465896E-16
60.5,1.28582663741524E-16
61.5,1.25357E-16
62.5,1.39447660151576E-16
63.5,1.82896452200505E-16
64.5,1.80868792580773E-16
65.5,1.11009747241059E-16
66.5,9.46670705624252E-17
67.5,1.16103980454728E-16
68.5,1.42411146390108E-16
69.5,1.22639715197447E-16
70.5,9.02903223374551E-17
71.5,8.48061E-17
72.5,8.38496684021544E-17
73.5,8.0765717737003E-17
74.5,8.16021411647387E-17
75.5,9.98280568408461E-17
76.5,1.31182423214998E-16
77.5,1.32972994415636E-16
78.5,8.41205916035097E-17
79.5,7.0494975763016E-17
80.5,9.02227098923017E-17
81.5,1.00633864120463E-16
82.5,9.5411673979524E-17
83.5,1.04269923813323E-16
84.5,1.13868476133493E-16
85.5,7.96266794575189E-17
86.5,6.71471667265111E-17
87.5,1.18717151176706E-16
88.5,1.42108920323095E-16
89.5,1.08601962465098E-16
90.5,6.86385941164737E-17
91.5,6.68829082169924E-17
92.5,6.86138646162438E-17
93.5,6.2570223320568E-17
94.5,8.52478273234944E-17
95.5,1.06547994415636E-16
96.5,9.89910331072997E-17
97.5,6.48896711607499E-17
98.5,5.64190725967291E-17
99.5,7.28013799760667E-17
100.5,7.00100022606383E-17
101.5,5.94427015952144E-17
102.5,5.77890117021277E-17
103.5,6.63212772908368E-17
104.5,6.64487640718564E-17
105.5,5.30845357237716E-17
106.5,5.52456283433134E-17
107.5,8.79029007968128E-17
108.5,9.57124938829788E-17
109.5,6.8493494011976E-17
110.5,5.32562744680852E-17
111.5,5.65445826520438E-17
112.5,5.14243131736528E-17
113.5,4.82372151696605E-17
114.5,9.11403175531916E-17
115.5,1.18399746010638E-16
116.5,9.18505432270919E-17
