# O-CO inelastic DCS at energy index 275
# DCS_inelastic = DCS_total - DCS_elastic (clamped >= 0)
# Source: 18O-CO proxy, PES-averaged (3Ap, 3Adp, 2-3Adp)
# Generated by compute_inelastic_tables_OCO.py
angle_degrees,cross_section_cm2
0.100000,3.8703864020e-13
0.200000,3.5152110694e-13
0.300000,2.9836834448e-13
0.400000,2.3525115398e-13
0.500000,1.7055613338e-13
0.600000,1.1185081046e-13
0.700000,6.4708653524e-14
0.800000,3.2083868770e-14
0.900000,1.4269868999e-14
1.000000,9.3463624945e-15
1.100000,1.3938301092e-14
1.200000,2.4076885941e-14
1.300000,3.5965548628e-14
1.400000,4.6514961730e-14
1.500000,5.3608872975e-14
1.600000,5.6153893421e-14
1.700000,5.4004283326e-14
1.800000,4.7828841609e-14
1.900000,3.8935861227e-14
2.000000,2.9038436894e-14
2.100000,1.9949267875e-14
2.200000,1.3233429377e-14
2.300000,9.8899200543e-15
2.400000,1.0148219900e-14
2.500000,1.3443457351e-14
2.600000,1.8583825334e-14
2.700000,2.4067412081e-14
2.800000,2.8461662619e-14
2.900000,3.0740818388e-14
3.000000,3.0491798469e-14
3.100000,2.7943301303e-14
3.200000,2.3829840325e-14
3.300000,1.9149334714e-14
3.400000,1.4893584670e-14
3.500000,1.1823437617e-14
3.600000,1.0334262379e-14
3.700000,1.0425680064e-14
3.800000,1.1762687341e-14
3.900000,1.3798299430e-14
4.000000,1.5921003063e-14
4.100000,1.7591995354e-14
4.200000,1.8445516584e-14
4.300000,1.8338114404e-14
4.400000,1.7345783276e-14
4.500000,1.5718139871e-14
4.600000,1.3804808200e-14
4.700000,1.1971726075e-14
4.800000,1.0524863830e-14
4.900000,9.6555704426e-15
5.000000,9.4155156867e-15
5.100000,9.7218779480e-15
5.200000,1.0387707141e-14
5.300000,1.1169392715e-14
5.400000,1.1821944444e-14
5.500000,1.2152089001e-14
5.600000,1.2058994051e-14
5.700000,1.1553768855e-14
5.800000,1.0752569089e-14
5.900000,9.8439413720e-15
6.000000,9.0376764015e-15
6.100000,8.5079374521e-15
6.200000,8.3458895555e-15
6.300000,8.5353541186e-15
6.400000,8.9592041687e-15
6.500000,9.4355184081e-15
6.600000,9.7732230014e-15
6.700000,9.8301811022e-15
6.800000,9.5553739234e-15
6.900000,9.0019977996e-15
7.000000,8.3080983269e-15
7.100000,7.6518888083e-15
7.200000,7.1964512376e-15
7.300000,7.0410815146e-15
7.400000,7.1938302340e-15
7.500000,7.5727572858e-15
7.600000,8.0341477107e-15
7.700000,8.4174884923e-15
7.800000,8.5923911753e-15
7.900000,8.4933090239e-15
8.000000,8.1330382769e-15
8.100000,7.5932733134e-15
8.200000,6.9973200714e-15
8.300000,6.4745058297e-15
8.400000,6.1268870614e-15
8.500000,6.0067057566e-15
8.600000,6.1088420100e-15
8.700000,6.3778990331e-15
8.800000,6.7259570135e-15
8.900000,7.0552164986e-15
9.000000,7.2797971539e-15
9.100000,7.3423757071e-15
9.200000,7.2233108106e-15
9.300000,6.9416540689e-15
9.400000,6.5487122915e-15
9.500000,6.1158054261e-15
9.600000,5.7187423317e-15
9.700000,5.4221252494e-15
9.800000,5.2665675572e-15
9.900000,5.2612464160e-15
10.000000,5.3831864697e-15
10.100000,5.5834577025e-15
10.200000,5.7990358897e-15
10.300000,5.9675682490e-15
10.400000,6.0413154888e-15
10.500000,5.9967589710e-15
10.600000,5.8377917476e-15
10.700000,5.5923557707e-15
10.800000,5.3040352601e-15
10.900000,5.0210952221e-15
11.000000,4.7857594518e-15
11.100000,4.6261785552e-15
11.200000,4.5525740989e-15
11.300000,4.5577298842e-15
11.400000,4.6208536629e-15
11.500000,4.7132698778e-15
11.600000,4.8044582431e-15
11.700000,4.8673684308e-15
11.800000,4.8824443676e-15
11.900000,4.8401923006e-15
12.000000,4.7422891841e-15
12.100000,4.6011421474e-15
12.200000,4.4376918871e-15
12.300000,4.2774086530e-15
12.400000,4.1449369218e-15
12.500000,4.0584431586e-15
12.600000,4.0250649186e-15
12.700000,4.0388038173e-15
12.800000,4.0817769736e-15
12.900000,4.1289542160e-15
13.000000,4.1554035235e-15
13.100000,4.1439645429e-15
13.200000,4.0907629467e-15
13.300000,4.0064979390e-15
13.400000,3.9128368991e-15
13.500000,3.8349199366e-15
13.600000,3.7923010707e-15
13.700000,3.7912998742e-15
13.800000,3.8215449349e-15
13.900000,3.8583512110e-15
14.000000,3.8706328784e-15
14.100000,3.8319439993e-15
14.200000,3.7308801202e-15
14.300000,3.5770945934e-15
14.400000,3.4005457495e-15
14.500000,3.2437415006e-15
14.600000,3.1490095198e-15
14.700000,3.1445823819e-15
14.800000,3.2339918837e-15
14.900000,3.3925265116e-15
15.000000,3.5723959200e-15
15.100000,3.7154457113e-15
15.200000,3.7697810073e-15
15.300000,3.7053302863e-15
15.400000,3.5235889670e-15
15.500000,3.2584360284e-15
15.600000,2.9675527163e-15
15.700000,2.7168201463e-15
15.800000,2.5622226607e-15
15.900000,2.5345228140e-15
16.000000,2.6310952098e-15
16.100000,2.8171496657e-15
16.200000,3.0358174728e-15
16.300000,3.2240087729e-15
16.400000,3.3293302548e-15
16.500000,3.3232133215e-15
16.600000,3.2067912863e-15
16.700000,3.0084354701e-15
16.800000,2.7743306213e-15
16.900000,2.5552686392e-15
17.000000,2.3935761721e-15
17.100000,2.3137089317e-15
17.200000,2.3186931866e-15
17.300000,2.3926523934e-15
17.400000,2.5077744767e-15
17.500000,2.6329607734e-15
17.600000,2.7414043414e-15
17.700000,2.8152602415e-15
17.800000,2.8468408972e-15
17.900000,2.8369129290e-15
18.000000,2.7914449506e-15
18.100000,2.7184313652e-15
18.200000,2.6260897821e-15
18.300000,2.5228558594e-15
18.400000,2.4185553445e-15
18.500000,2.3254696584e-15
18.600000,2.2580656775e-15
18.700000,2.2308259400e-15
18.800000,2.2545016104e-15
18.900000,2.3318649031e-15
19.000000,2.4544732351e-15
19.100000,2.6019509988e-15
19.200000,2.7447336253e-15
19.300000,2.8501458079e-15
19.400000,2.8904484199e-15
19.500000,2.8506201193e-15
19.600000,2.7335261857e-15
19.700000,2.5607837259e-15
19.800000,2.3687807824e-15
19.900000,2.2006021623e-15
20.000000,2.0957589929e-15
20.100000,2.0803301475e-15
20.200000,2.1601442039e-15
20.300000,2.3188708837e-15
20.400000,2.5215630007e-15
20.500000,2.7227408535e-15
20.600000,2.8769848246e-15
20.700000,2.9494507638e-15
20.800000,2.9238025363e-15
20.900000,2.8057157278e-15
21.000000,2.6212111720e-15
21.100000,2.4103648239e-15
21.200000,2.2180461305e-15
21.300000,2.0839424606e-15
21.400000,2.0341208474e-15
21.500000,2.0758685399e-15
21.600000,2.1967424533e-15
21.700000,2.3678277165e-15
21.800000,2.5503204853e-15
21.900000,2.7038921393e-15
22.000000,2.7950225060e-15
22.100000,2.8036471019e-15
22.200000,2.7269275099e-15
22.300000,2.5795455327e-15
22.400000,2.3905317722e-15
22.500000,2.1972423423e-15
22.600000,2.0376492014e-15
22.700000,1.9424818571e-15
22.800000,1.9288120703e-15
22.900000,1.9963834997e-15
23.000000,2.1274596037e-15
23.100000,2.2903215979e-15
23.200000,2.4458574015e-15
23.300000,2.5559955158e-15
23.400000,2.5922014512e-15
23.500000,2.5420909364e-15
23.600000,2.4125596340e-15
23.700000,2.2286041916e-15
23.800000,2.0279757678e-15
23.900000,1.8527344156e-15
24.000000,1.7395170244e-15
24.100000,1.7107652698e-15
24.200000,1.7691095058e-15
24.300000,1.8964460322e-15
24.400000,2.0580794840e-15
24.500000,2.2109839226e-15
24.600000,2.3141852058e-15
24.700000,2.3387454293e-15
24.800000,2.2748973461e-15
24.900000,2.1344977380e-15
25.000000,1.9480711699e-15
25.100000,1.7571076503e-15
25.200000,1.6035802757e-15
25.300000,1.5194174835e-15
25.400000,1.5186408975e-15
25.500000,1.5941274900e-15
25.600000,1.7197559450e-15
25.700000,1.8573593087e-15
25.800000,1.9666928883e-15
25.900000,2.0158108030e-15
26.000000,1.9891006327e-15
26.100000,1.8908736195e-15
26.200000,1.7436673729e-15
26.300000,1.5818638406e-15
26.400000,1.4424194691e-15
26.500000,1.3551796291e-15
26.600000,1.3353078991e-15
26.700000,1.3797940292e-15
26.800000,1.4689004580e-15
26.900000,1.5720316960e-15
27.000000,1.6562889622e-15
27.100000,1.6953018758e-15
27.200000,1.6759746214e-15
27.300000,1.6014455698e-15
27.400000,1.4896036999e-15
27.500000,1.3676838148e-15
27.600000,1.2645134858e-15
27.700000,1.2026165038e-15
27.800000,1.1923637710e-15
27.900000,1.2296956915e-15
28.000000,1.2978700897e-15
28.100000,1.3725800208e-15
28.200000,1.4289294382e-15
28.300000,1.4483144103e-15
28.400000,1.4233170580e-15
